BOR;AN;FI;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A15;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2014;860780311;860010750;0;;;;0;0;86;;;;;0;0;0;0;0;0;0;0;0;0;240140;1;20;59;59;1;0;0;0;1;1;0;0;;;1;0;0;1;1;1;;5;1;6;1;;;;0;1;;1;1;1;;5;1.8;5.49;1.9;0;0
PHARMA;2014;860780436;870015336;0;;;;0;0;;;80;;;0;0;0;0;0;0;0;0;0;0;89646;1;80;80;80;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2014;860780568;860000140;1;;;;;;73;;;;;1;1;1;1;1;0;0;0;0;0;141392;1;100;73;70;1;0;0;0;1;1;0;0;;;0;0;0;;;;;;;;1;1;;;;;1;;0.8;;;;;0.5;1;0;1
PHARMA;2014;860782598;860000348;0;;;;0;0;24;;;;;0;0;0;0;0;0;0;0;0;0;140459;1;24;24;24;1;0;0;0;0;1;0;1;0;1;0;0;0;2;1;;;;;2;;;;;;;;;0.2;;;;;0.4;;0;1
PHARMA;2014;860790419;860003110;1;1;1;;;;;;77;;;0;0;0;0;0;0;0;0;0;0;77500;0;;77;77;;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;2;2;1;;;1;2;2;3;0.9;;;0.75;1.3;3.25;3.77;0;1
PHARMA;2014;860791268;310021365;0;;;;0;0;;;84;;;0;0;0;0;0;0;0;0;0;0;147023;0;;84;84;0;0;0;0;0;0;0;0;;;0;0;0;2;;;;;;;;1;;;;1;;;0.5;;;;0.8;;;0;0
PHARMA;2014;860793405;860793397;0;;;;0;0;;;70;;;1;1;1;1;1;0;0;0;0;0;43156;0;;70;70;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;870000064;870000015;0;;;;1;0;1086;0;280;250;253;1;1;1;1;1;0;1;0;0;1;30375015;1;1270;1270;593;1;1;1;1;1;1;1;1;40;0;1;1;1;2;17;3;4;2;31;46;1;1;0;0;0;1;14;0;14.29;1.6;3.18;2;29.25;54.74;0.65;0;1
PHARMA;2014;870000080;870000700;0;;;;1;0;92;;;;;0;0;0;0;0;0;0;0;0;0;855300;1;92;92;92;1;0;0;0;0;1;0;1;0;47;0;0;0;0;1;;;;2;;;1;;;;;;;1.07;;;;2;;;0;0
PHARMA;2014;870000098;870000023;0;;;;1;0;115;;60;60;;0;0;1;0;0;0;0;1;0;0;1355351;1;247;181;75;1;1;0;1;1;1;1;0;;;1;0;0;2;2;;;;4;1;;2;1;1;;2;;1;2.85;0.5;0.6;;6.12;1;0.82;0;0
PHARMA;2014;870000171;870015336;0;;;;0;1;;;81;;76;1;1;1;1;1;0;0;0;0;0;102463;1;100;81;81;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;2;;;0.75;;;;2.82;;;0;0
PHARMA;2014;870000221;870000973;0;;;;0;0;;34;;;;0;0;0;0;0;0;0;0;0;0;;1;34;34;34;0;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
PHARMA;2014;870000270;870000031;0;;;;1;;77;;34;40;185;0;0;0;0;0;0;0;0;0;0;1033960;1;332;332;185;1;0;0;0;1;1;1;0;;;0;0;0;0;1;;;;;2;;1;;;;1;;;1.3;;;;0.8;1.5;;0;0
PHARMA;2014;870000288;870017415;0;;;;0;0;278;;;;;0;0;0;0;0;0;0;0;0;0;8498759;1;278;278;0;1;1;0;0;1;1;1;0;;;0;0;0;0;2;;1;;7;14;;;;;;3;;;2;;1;;8.14;15.11;;0;0
PHARMA;2014;870000411;870017415;0;;;;0;0;126;;;;;0;0;0;0;0;0;0;0;0;0;473127;0;;38;38;1;;;;1;1;0;0;;;0;0;0;;0;;;;2;4;;;;;;2;;;1.02;;;;2.63;3.87;;0;0
PHARMA;2014;870000551;870014503;1;;;;;;49;0;60;84;523;1;1;1;1;1;0;0;0;0;0;484340;1;;716;393;1;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;;;;;;;;;;;2;;;;;;;0;0
PHARMA;2014;870000601;870014248;0;;;;0;0;8;0;35;30;114;1;1;0;1;1;0;0;0;0;0;150000;1;100;187;187;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;3;;;;;;;2.5;;;;;;;0;1
PHARMA;2014;870002060;870017415;0;;;;;;111;;;;;0;0;0;0;0;0;0;0;0;0;1020764;0;;111;111;1;0;0;0;1;1;0;0;;;0;0;0;0;1;;;;3;;1;1;;;;;;;1.75;;;;3;;1;0;0
PHARMA;2014;870006137;870002466;0;;;;;;;426;57;;55;1;1;1;1;1;0;0;0;0;0;641256;1;540;483;55;0;0;0;0;0;1;0;0;;;0;0;0;;3;0;0;1;6;;2;2;0;0;;1;;1;4;0;0;1;6.3;;2.8;0;0
PHARMA;2014;880000021;880007059;0;;;;0;;289;;105;30;;1;1;1;1;1;0;0;0;0;0;8050936;1;212;212;252;1;1;0;0;1;1;0;0;;;0;0;0;2;5;1;1;1;12;12;3;1;;;;5;1;1;5.05;0.25;1;0.47;15.05;8.37;3.8;0;1
PHARMA;2014;880000039;880780069;0;;;;1;0;36;;30;25;114;1;1;1;1;1;0;0;0;0;0;312881;1;48;205;18;1;0;0;0;0;0;1;1;18;;0;0;0;0;;;;;2;;;2;;;1;1;;1;1;;;0.1;2.5;;0.4;0;0
PHARMA;2014;880000047;880780077;0;;;;1;0;223;;30;30;155;1;1;1;1;1;0;0;0;0;0;2673442;1;190;184;184;1;1;0;0;1;1;1;0;;;1;1;0;2;4;1;1;;5;1;1;;;;1;5;;;4;0.3;0.3;0.5;8.75;1;1;0;1
PHARMA;2014;880000054;880007299;0;;;;0;0;167;0;26;0;134;1;1;1;1;1;0;0;0;0;0;971254;1;224;327;304;1;1;0;0;1;1;1;0;;;1;1;0;2;2;;;;3;10;1;2;1;1;2;7;3;1;3.3;0.5;0.5;0.85;8.03;8.63;1.5;0;0
PHARMA;2014;880000062;880780093;0;;;;1;0;222;;28;24;83;0;0;0;0;0;0;0;0;0;0;2912061;1;357;357;357;1;1;0;0;1;1;1;0;;;1;1;0;2;4;1;1;1;10;1;1;1;;;0;0;2;0;4.74;0.7;0.2;0.88;8.83;1.28;1;0;1
PHARMA;2014;880000070;880007299;0;;;;0;0;33;0;108;30;62;1;1;1;1;1;0;0;0;0;0;235752;1;181;233;233;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;3;1;;2;;;2;1;;1;2;;;0.25;2.8;0.5;0.5;0;1
PHARMA;2014;880000088;880780119;0;;;;1;;;257;;;82;0;0;0;0;0;0;0;0;0;0;450883;1;339;339;339;0;0;0;0;0;1;1;0;;;0;0;0;0;2;;;;4;1;;1;;;1;;1;1;2.4;;;0.25;4.01;1.9;0.31;0;1
PHARMA;2014;880000104;880780259;1;3;0;20;1;;12;;26;30;107;1;1;1;1;1;0;0;0;0;0;226989;1;175;175;68;0;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.5;;;;1;;;0;0
PHARMA;2014;880000112;880780267;0;;;;0;0;;;58;;116;1;1;0;1;1;0;0;0;0;0;151000;1;150;150;150;1;0;0;0;0;1;0;0;;;0;0;0;0;0;;;;1;;;1;;;;1;;;0.58;;;;1.1;;;0;0
PHARMA;2014;880000138;880006325;0;;;;1;0;8;0;25;0;323;0;0;0;0;0;0;0;0;0;0;189200;1;356;356;356;0;0;0;0;0;1;0;0;;;0;0;0;;1;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;2.8;0;0;0;0
PHARMA;2014;880000146;880780291;0;;;;;;8;;26;;;1;1;1;1;1;0;0;0;0;0;110000;0;;34;0;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;1;1;1;;0.5;;;0.1;0.5;0.5;;0;0
PHARMA;2014;880000153;880780309;0;;;;1;0;;;8;;146;0;0;0;0;0;0;0;0;0;0;60836;1;4;4;4;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.42;;;;0.13;;;0;0
PHARMA;2014;880000179;880780325;0;;;;1;0;8;;;;132;1;1;1;1;1;0;0;0;0;0;71031;0;0;140;140;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;1;;;1;;;;;;;0.15;;;;1;;;0;0
PHARMA;2014;880000187;880780333;0;;;;1;;8;;18;;;1;1;1;1;1;0;0;0;0;0;85839;1;26;26;26;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.5;;;;0.8;;;0;0
PHARMA;2014;880000195;880780341;1;3;0;20;1;;10;;10;;110;1;1;1;1;1;0;0;0;0;0;105767;1;130;130;30;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;0.5;;;0;0
PHARMA;2014;880000203;880780358;1;3;0;;0;0;;;10;;;1;1;1;1;1;0;0;0;0;0;5601;1;10;10;10;0;;;;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;1;;0.56;;;;0.9;0.3;;0;0
PHARMA;2014;880001789;880001409;0;;;;0;1;;;35;;;0;0;0;0;0;0;0;0;0;0;82567;0;0;35;5;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;880780507;880000237;0;;;;1;;;;81;;;0;0;0;0;0;0;0;0;0;0;106898;1;81;81;81;0;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;1;1;;;;;;;1;;;1;;;1;1.5;;;1;1
PHARMA;2014;880788591;880780150;0;;;;1;;285;;;;;1;1;1;1;1;0;0;0;0;0;1014500;1;93;285;129;1;0;0;0;1;1;1;0;;;1;1;0;2;2;;;1;5;14;1;;1;;;;4;;2;0.5;;1;5;14.73;1;0;1
PHARMA;2014;890000169;890000151;0;;;;;;119;;;;;0;0;0;0;0;0;0;0;0;0;1645970;1;119;119;;1;1;0;0;1;1;0;0;;;1;1;1;0;2;;;;2;;;;;;;;;;2;;;;2;;;0;0
PHARMA;2014;890000292;890006315;0;;;;0;0;;;65;;;0;0;0;0;0;0;0;0;0;0;102979;1;100;65;65;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.7;;;;;;;0;0
PHARMA;2014;890000300;890000193;1;3;1;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;22605;1;52;52;52;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;;;;1;;;;;;;1;1
PHARMA;2014;890002298;890000672;0;;;;0;0;;86;;;;1;1;1;1;1;0;0;0;0;0;110476;1;86;86;0;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;1;;;;;;;;;;;1;;;1;;;;0;0
PHARMA;2014;890002371;890000722;0;;;;;;;150;;;;1;1;1;1;1;0;0;0;0;0;203085;1;100;150;150;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;1;;;0;;;;1;;;1.08;;;;1.73;;;0;0
PHARMA;2014;890975519;890000052;0;;;;;;;254;;;40;0;0;0;0;0;0;0;0;0;0;312200;1;254;294;40;0;0;0;0;0;1;1;0;;;0;0;0;0;1;;;1;2;;1;1;;;;;;;1.5;;;1;2;;1;0;0
PHARMA;2014;890975527;890000037;0;;;;1;;410;0;80;29;;0;0;0;0;0;0;0;0;0;0;10927472;1;293;293;0;1;1;0;0;1;0;1;1;20;0;1;1;0;0;5;1;1;1;14;13;2;;;;;1;;1;5;1;1;1;14.86;13;2.86;0;1
PHARMA;2014;890975535;890000409;0;;;;0;1;;;;;160;1;1;1;1;1;0;0;0;0;0;377499;0;;160;160;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;2;1;1;;;;;1;;;1;;;;1.83;1.78;0.5;0;0
PHARMA;2014;890975543;890000417;1;3;1;;1;;92;;88;64;584;0;0;0;0;0;0;0;0;0;0;904325;1;828;828;828;1;0;0;0;0;1;1;1;20;0;0;0;0;1;2;;;1;8;3;;2;;;;;1;;2.92;;;1;7.87;3.5;;0;1
PHARMA;2014;890975550;890970569;0;;;;1;;326;;50;;240;0;0;0;0;0;1;0;0;0;0;4150000;1;585;422;312;1;1;0;0;1;1;1;1;10;0;1;1;1;0;5;1;;;14;16;3;;;;;;1;;6.5;1;;;15.47;18.05;2.63;0;1
PHARMA;2014;890975568;890000433;0;;;;0;1;60;0;55;0;219;1;1;1;1;1;0;0;0;0;0;660000;1;;;;1;0;0;0;0;1;1;1;10;0;0;0;0;0;1;;;;3;2;;;;;;1;1;;1.07;;;;4.42;1.18;;0;1
PHARMA;2014;900000035;900003880;0;;;;0;0;85;;51;;;1;1;1;1;1;0;0;0;0;0;272968;0;;90;90;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;2;8;;;;;;;1;;1;;;;2;8.57;;0;0
PHARMA;2014;900000167;900000365;0;;;;1;0;908;;221;30;96;1;1;1;1;1;0;0;0;0;0;16522206;1;1009;1009;286;1;1;0;0;1;1;1;0;;;1;0;0;2;9;;;0;21;31;3;6;;;1;7;12;2;13.65;0.2;1;0.18;24.84;37.75;4.2;0;1
PHARMA;2014;900000647;900004698;1;1;1;;1;1;;;;123;1060;0;0;0;0;0;1;1;1;1;1;591637;1;1183;1183;1183;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;3;1;1;;;;;4;1;1;1.54;;;;6;1.19;1.1;0;1
PHARMA;2014;910000090;750806853;0;;;;1;0;12;;12;;;0;0;0;0;0;0;0;0;0;0;25553;1;24;24;24;1;0;0;0;0;1;1;1;0;350;0;0;0;1;3;;;;2;14;3;2;;;;;;;0.08;;;;0.03;0.25;0.03;0;0
PHARMA;2014;910000272;910110014;1;3;0;;;;187;0;45;48;113;0;0;0;0;0;0;0;0;0;0;2957224;1;241;237;56;1;1;0;0;1;1;1;0;;;1;0;0;0;1;1;;;5;2;3;2;;1;;3;3;1;2.6;0.2;0.5;;8.32;3.21;3.01;0;1
PHARMA;2014;910000280;910019447;0;;;;0;0;84;;26;30;148;1;1;1;1;1;0;0;0;0;0;;1;88;261;245;1;1;1;0;1;1;1;0;;;0;1;0;1;3;;;;6;2;2;;;;;1;;;1.9;;;;6.72;2;2;0;1
PHARMA;2014;910000298;910110055;0;;;;;;323;0;58;;74;1;1;1;1;1;0;0;0;0;0;4149371;1;445;476;460;1;1;0;0;1;1;1;0;;;1;1;1;2;7;1;1;1;14;17;4;;;1;;7;2;;7.02;1;1.1;1.67;17.54;19.58;4;0;0
PHARMA;2014;910000306;910110063;0;;;;;;168;87;30;30;0;1;1;1;1;1;0;0;0;0;0;1370350;1;229;229;30;1;0;0;0;1;1;1;0;;;0;0;0;0;2;;;;4;1;2;3;;;1;1;;;3.5;;;0.2;4.59;1.1;2;0;1
PHARMA;2014;910000322;910140011;0;;;;0;0;;75;;;146;1;1;1;1;1;0;0;0;0;0;399610;1;221;221;206;0;0;0;0;0;1;0;0;;;0;0;0;2;1;;;1;2;2;1;2;;;0;2;;;1;;;1.5;4;1.5;1;0;1
PHARMA;2014;910000330;910140029;0;;;;1;;;464;;;;1;1;1;1;1;0;0;0;0;0;435934;1;464;464;464;0;0;0;0;0;1;0;0;;;0;0;0;0;2;0;0;1;6;1;1;2;0;0;;1;;1;3.4;0;0;1;7.44;1;1.39;0;0
PHARMA;2014;910001973;910019447;0;;;;0;0;155;0;3;40;144;1;1;1;1;1;0;0;0;0;0;;1;92;354;214;1;1;0;0;1;1;1;0;;;1;1;0;2;3;;;;7;8;3;;;;;2;;;2.9;;;;6.68;6.92;2.03;0;1
PHARMA;2014;910009919;910009869;1;1;1;;1;;;;90;;;1;1;1;1;1;0;0;0;0;0;89202;1;90;18;90;0;0;0;0;0;1;0;0;;;1;1;0;1;;;;;;;;1;;;;1;1;1;0.5;;;;1;0.5;0.2;0;0
PHARMA;2014;910015965;750043994;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;400000;1;163;163;163;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;2;;;1;;;;1;;;0;0
PHARMA;2014;910018423;910019454;0;;;;;;81;;18;;;0;0;0;0;0;0;0;0;0;0;690040;1;99;99;0;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;3;1;;;;;;;;;1.33;;;;3;1;;0;0
PHARMA;2014;910020254;910002773;0;;;;0;0;628;141;50;;;1;1;1;1;1;0;0;0;0;0;25770635;1;348;348;0;1;1;0;1;1;1;1;0;;;1;0;1;0;11;1;1;1;44;21;6;4;;;3;19;;1;13.7;1;1;2.8;41.4;19.6;6.5;1;1
PHARMA;2014;910100015;750712184;1;3;0;;0;0;34;;185;171;;0;0;0;0;0;0;0;0;0;0;502300;1;390;390;390;1;0;0;0;0;1;0;0;;;0;0;0;2;2;;;;7;2;;;;;1;1;1;;2;;;0.5;7.8;2.8;;0;0
PHARMA;2014;910100023;750712184;1;3;0;3;0;0;41;0;322;206;0;0;0;0;0;0;0;0;0;0;0;795621;1;569;569;569;1;0;0;0;0;1;1;0;;;0;0;0;0;3;0;0;0;5;3;1;1;0;0;1;6;1;0;3.8;0;0;1;10.3;3.7;1;0;1
PHARMA;2014;910140037;750720914;0;;;;1;;;152;;;;1;1;1;1;1;0;0;0;0;0;295401;1;152;152;152;0;0;0;0;0;0;0;0;;;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0;1;0;0;2.03;;;;2.5;;;0;1
PHARMA;2014;910150010;910014919;0;;;;0;0;2;30;37;;;1;1;1;1;1;0;0;0;0;0;287045;1;69;69;69;1;0;0;0;0;1;1;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.75;;;;1;;;0;0
PHARMA;2014;910150028;750811184;0;;;;1;0;114;;226;;;0;0;0;0;0;0;0;0;0;0;4374994;1;328;340;12;1;1;0;0;0;1;1;0;;;0;0;0;0;2;;;1;4;2;1;1;;1;;;;;2.8;;0.5;1;4;2;1;0;0
PHARMA;2014;910150069;910000033;0;;;;0;0;69;;106;60;60;1;1;1;1;1;0;0;0;0;0;301241;1;299;250;299;1;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;0;3;;;1;;;;2;0;;1.31;;;;3.93;0;;0;0
PHARMA;2014;910300011;910000348;0;;;;0;0;85;;;;;0;0;0;0;0;0;0;0;0;0;124396;1;80;80;10;1;0;0;0;1;1;0;0;;;1;0;1;2;1;;;;1;2;;;;;;;;;1;;;;1;2;;0;1
PHARMA;2014;910300029;910000355;0;;;;1;0;37;;65;;;1;1;1;1;1;0;0;0;0;0;;0;;92;92;1;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;1;;;;;;;;;;1;;;;1;;;0;1
PHARMA;2014;910300045;910002419;0;;;;;;;;74;;;1;1;1;1;1;0;0;0;0;0;169549;1;74;74;;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2014;910300060;750043994;0;;;;;;20;;51;;;1;0;1;0;0;0;0;0;0;0;52220;1;100;71;71;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.4;;;0;0
PHARMA;2014;910300144;910000447;0;;;;1;1;151;;;;;1;1;1;1;1;0;0;0;0;0;;1;100;227;227;1;1;0;0;0;1;0;0;;;1;1;0;0;2;;;;3;1;;;;;;;;;2;;;;3;0.5;;0;0
PHARMA;2014;910300151;310021308;0;;;;;;;;83;;;1;1;1;1;1;0;0;0;0;0;;1;83;83;83;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;;;0.6;;;1;0.5;;;0;0
PHARMA;2014;910300177;910000462;0;;;;0;0;143;;;;;1;1;1;1;1;0;0;0;0;0;681833;0;;;;1;;;;1;1;0;0;;;1;1;1;;1;1;;;;;;1;;;;;;;1.2;1;;;;;;0;1
PHARMA;2014;910300219;910003888;0;;;;;;313;;15;;;0;0;0;0;0;0;0;0;0;0;2229756;1;64;42;12;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;7;3;2;1;1;;1;;;;1.8;0.5;;0.8;7;3;2;0;0
PHARMA;2014;910300235;310021282;0;;;;;;;;90;;;0;0;0;1;1;0;0;0;1;1;;1;90;90;90;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2014;910300276;910019702;0;;;;1;;;;157;;;1;1;1;1;1;0;0;0;0;0;;1;157;157;;0;0;0;0;0;0;0;0;;;0;0;0;2;1;;;;;;;1;;;;;;;1.5;;;;;;;0;0
PHARMA;2014;910300300;910000538;0;;;;;;138;;;;;1;1;1;1;1;0;0;0;0;0;957091;1;138;40;5;1;1;0;0;1;1;0;0;;;1;0;0;1;3;1;1;;3;2;;1;;;;;;;2.7;1;1;;3;2;;0;0
PHARMA;2014;910300326;910000553;0;;;;;;15;;30;;;1;1;1;1;1;1;1;1;1;1;2611650;1;61;61;16;1;1;0;0;0;0;1;0;;;0;0;0;0;1;;1;;2;;;;;;;;;;1;;0.5;;2;;;0;0
PHARMA;2014;910300359;910000587;0;;;;0;0;60;;;;;0;0;0;0;0;0;0;0;0;0;;0;;60;0;1;0;0;0;1;1;0;0;;;1;1;0;1;2;;;;1;;;;;;;;;;2;;;;1;;;0;1
PHARMA;2014;910310010;750052326;0;;;;0;0;;90;;;;0;0;1;1;1;0;0;1;1;0;110162;1;90;90;90;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;1;;;0.62;;;0.2;0.5;;;1;0
PHARMA;2014;910310028;750043994;0;;;;0;0;;96;;;;0;0;0;0;0;0;0;0;0;0;84000;1;76;76;76;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;2;;;1.07;;;;1.04;;;0;0
PHARMA;2014;910803543;910017615;1;3;0;100;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;1470362;1;142;142;21;1;0;0;0;1;1;0;0;;;0;1;0;0;2;;;;3;1;1;1;1;1;;1;;;2.5;0.3;0.2;;3.8;1;1;0;0
PHARMA;2014;910805357;910001643;1;1;1;;;;122;;;;;1;1;1;1;1;0;0;0;0;0;460792;1;122;35;20;1;0;0;0;1;1;0;0;;;1;1;0;1;;;;;1;;;1;;;;;1;1;0.5;;;;1;0.3;0.2;0;0
PHARMA;2014;910811322;830013678;0;;;;0;0;;;80;;40;1;1;1;1;1;0;0;0;0;0;;1;120;120;120;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;3;;;;2;1;1;0.74;;;;0.7;0.03;0.05;0;0
PHARMA;2014;910814144;750806853;0;;;;1;0;12;;12;;;0;0;0;0;0;0;0;0;0;0;10169;1;24;24;24;1;0;0;0;0;1;1;1;0;350;0;0;0;1;3;;;;2;14;3;2;;;;;;;0.01;;;;0.01;0.06;0.01;0;0
PHARMA;2014;920000460;750813321;0;;;;0;0;98;;;;;1;1;1;1;1;0;0;0;0;0;11862800;1;120;21;129;1;1;0;0;1;1;1;0;;;0;0;0;2;3;;;1;8;6;0;1;;;0;1;0;0;4.26;;;1;10.07;6.25;0;0;1
PHARMA;2014;920000577;920110020;0;;;;;;188;59;39;;929;0;0;0;0;0;0;0;0;0;0;1153424;1;414;414;477;1;;0;0;1;1;1;0;;;1;1;0;1;4;3;0;2;6;7;1;;;0;0;;0;1;3.4;0.4;0;1;6.88;7.16;1.8;0;1
PHARMA;2014;920000585;920026374;0;;;;1;0;198;0;82;88;;0;0;0;0;0;0;0;0;0;0;812785;1;164;108;88;1;0;0;0;1;1;1;0;;;0;0;0;0;1;0;0;;7;3;2;3;0;0;;2;;;2.7;0;0;0.34;6.85;3;2.28;0;1
PHARMA;2014;920000601;920110053;0;;;;1;;48;0;89;0;78;1;1;1;1;1;0;0;0;0;0;412075;1;60;222;118;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;;;;2;;1;2;;;;2;;;1.4;;;;3.72;;0.71;0;0
PHARMA;2014;920000619;920009909;1;;;;1;0;119;;;100;;1;1;1;1;1;0;0;0;0;0;939796;1;187;187;126;1;0;0;0;1;1;1;1;4;0;0;0;0;0;1;;;1;2;2;;0;;;;3;1;;1;;;0.5;3.29;2.51;;0;0
PHARMA;2014;920000627;920009909;1;;;;1;0;78;;51;;;1;1;1;1;1;0;0;0;0;0;336653;1;129;129;106;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;;;1;4;1;;0;;;;1;;1;1;;;0.5;4.87;1;1;0;0
PHARMA;2014;920000635;920150026;0;;;;;;40;;79;;;0;0;0;0;0;0;0;0;0;0;282449;1;119;79;79;1;0;;;0;1;0;0;;;0;0;0;;1;;;;1;;;1;;;;;;;1.5;;;;1;;;0;0
PHARMA;2014;920000643;920150034;0;;;;;;245;0;0;0;0;1;1;1;1;1;0;0;0;0;0;7512443;1;147;103;0;1;1;0;0;1;1;1;0;;;1;1;0;2;1;;;;4;1;1;2;;;;;;;2;0.5;0.8;;3.4;0.22;0.99;0;0
PHARMA;2014;920000650;920150059;0;;;;;;506;14;;;;0;0;0;0;1;0;0;1;0;0;12800000;1;506;215;0;1;1;0;1;1;1;1;0;;;1;1;1;2;7;;2;2;16;11;2;2;1;;;;;;8;0.5;2;2;16;11;2;0;1
PHARMA;2014;920000684;920150091;0;;;;0;0;199;;;;;0;0;0;0;0;0;0;0;0;0;3418783;1;145;145;0;1;0;0;0;1;1;0;0;;;1;1;0;2;1;;;1;5;10;1;;;;;1;;;1;;;1;6.07;12.01;1.16;0;1
PHARMA;2014;920001096;920001096;0;;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;81044;1;78;78;78;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.6;;;0;0
PHARMA;2014;920001369;920710654;0;;;;;;;;75;75;188;0;1;0;0;0;0;0;0;0;0;247000;1;338;338;188;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;3;;;1;;;;1;;;1.2;;;;3.5;;;0;0
PHARMA;2014;920002177;920804465;0;;;;0;0;;132;;;;1;1;1;1;1;0;0;0;0;0;222652;1;121;132;132;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;3;;;;;;;;;;1;;;;3;;;0;0
PHARMA;2014;920004058;750056129;0;;;;0;0;;;41;;;1;1;1;1;1;0;0;0;0;0;19000;1;41;41;41;1;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;920005238;750043994;0;;;;1;0;;;128;;;0;0;1;0;0;0;0;0;0;0;354044;1;100;128;128;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
