BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2014;560002081;560000416;M9999;;;;1;3;;1;;;0.5;;;;;;;;;1;0.5;4
Q20;2014;560002123;750043994;M1010;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;560002123;750043994;M3020;;;;;;;5;;;;;;;;;;;;;;5
Q20;2014;560002123;750043994;M3050;;;;1;;;;;;0.83;;;;;;;;;1;0.83;
Q20;2014;560002123;750043994;M3070;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;560002123;750043994;M9999;1;;;1;;;6;;1;0.83;;;;;;;;;2;1.83;6
Q20;2014;560002511;560000689;M1030;;;;;4;;;;;;;;;;;;;;;;4
Q20;2014;560002511;560000689;M1050;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560002511;560000689;M1090;;;;;;;7;;;;;;;;;;;;;;7
Q20;2014;560002511;560000689;M1150;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;560002511;560000689;M1160;;;;;;;20;;;;;;;;;;;;;;20
Q20;2014;560002511;560000689;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;560002511;560000689;M2030;;;;;6;;;;;;;;;;;;;;;;6
Q20;2014;560002511;560000689;M2050;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2014;560002511;560000689;M2070;;;;;5;1;;;;;;;;;;;;;;;6
Q20;2014;560002511;560000689;M2080;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2014;560002511;560000689;M2100;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;560002511;560000689;M2120;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2014;560002511;560000689;M2140;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560002511;560000689;M3040;;;1;;;;;;0.4;;;;;;;;;;1;0.4;
Q20;2014;560002511;560000689;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;560002511;560000689;M9999;;1;1;;25;4;31;;0.4;1;;;;;;;;;2;1.4;60
Q20;2014;560002685;750043713;M3020;3;;;;;;;;2.5;;;;;;;;;;3;2.5;
Q20;2014;560002685;750043713;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2014;560002685;750043713;M9999;3;;;1;;;;;2.5;0.5;;;;;;;;0.3;4;3;
Q20;2014;560002933;560006074;M1030;4;2;3;2;;;;;6.82;3.9;;;;;;;;;11;10.72;
Q20;2014;560002933;560006074;M1040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;560002933;560006074;M1090;;;;;;;6;;;;;;;;;;;;;;6
Q20;2014;560002933;560006074;M1160;;;;;;;12;2;;;;;;;;;;;;;14
Q20;2014;560002933;560006074;M1200;;;1;;;;;;0.69;;;;;;;;;;1;0.69;
Q20;2014;560002933;560006074;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;560002933;560006074;M2030;4;;;;;;;;4.03;;;;;;;;;;4;4.03;
Q20;2014;560002933;560006074;M2040;1;1;1;;;;;;1.8;1;;;;;;;;;3;2.8;
Q20;2014;560002933;560006074;M2060;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;560002933;560006074;M2070;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;560002933;560006074;M2100;4;;1;;;;;;4.19;;;;;;;;;;5;4.19;
Q20;2014;560002933;560006074;M2120;4;;;;;;;;4;;;;;;;;;;4;4;
Q20;2014;560002933;560006074;M2130;4;;;;;;;;4.25;;;;;;;;;;4;4.25;
Q20;2014;560002933;560006074;M3050;;1;;1;;;;;;1.23;;;;;;;;;2;1.23;
Q20;2014;560002933;560006074;M9999;21;4;6;3;;;22;3;25.78;6.13;;;;;;;;;34;31.91;25
Q20;2014;560002974;830013678;M1010;;;1;1;;;;;0.8;0.8;;;;;;;;;2;1.6;
Q20;2014;560002974;830013678;M1320;;1;;1;;;;;;1.7;;;;;;;;;2;1.7;
Q20;2014;560002974;830013678;M3050;;;;1;;;;;;0.6;;;;;;;;;1;0.6;
Q20;2014;560002974;830013678;M9999;;1;1;3;;;;;0.8;3.1;;;;;;;;;5;3.9;
Q20;2014;560003006;560000770;M1200;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2014;560003006;560000770;M3020;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2014;560003006;560000770;M9999;;;;2;;;;;;0.6;;;;;;;;;2;0.6;
Q20;2014;560003055;440042844;M1010;2;1;2;;;;;;2.47;1;;;;;;;;;5;3.47;
Q20;2014;560003055;440042844;M3050;;;2;;;;;;0.59;;;;;;;;;;2;0.59;
Q20;2014;560003055;440042844;M9999;2;1;4;;;;;;3.06;1;;;;;;;;;7;4.06;
Q20;2014;560003980;560005746;M1050;;;;;;;;;0.07;;;;;;0.07;;;;;0.07;
Q20;2014;560003980;560005746;M1320;2;;1;1;;;;;1.96;0.26;;2.22;;;;;;;4;2.22;
Q20;2014;560003980;560005746;M3030;;;;1;;;;;;0.09;;;;;0.09;;;;1;0.09;
Q20;2014;560003980;560005746;M3050;;;;;;;;;;0.19;;0.19;;;;;;;;0.19;
Q20;2014;560003980;560005746;M9999;2;;1;2;;;;;2.03;0.54;;2.41;;;0.16;;2.57;;5;2.57;
Q20;2014;560004004;350000626;M1110;2;;;;;;;;1.2;;;;;;;;;;2;1.2;
Q20;2014;560004004;350000626;M9999;2;;;;;;;;1.2;;;;;;;;;;2;1.2;
Q20;2014;560004277;750721029;M3020;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2014;560004277;750721029;M9999;;;1;;;;;;0.2;;;;;;;;0.2;;1;0.2;
Q20;2014;560006348;350000626;M1110;1;;;;;;;;0.05;;;;;;;;;;1;0.05;
Q20;2014;560006348;350000626;M9999;1;;;;;;;;0.05;;;;;;;;;;1;0.05;
Q20;2014;560006991;220017974;M1010;;;1;;;;;;0.3;;;;;;;;;;1;0.3;
Q20;2014;560006991;220017974;M3020;3;;4;3;;;;;5.35;1.67;;;;;;;;;10;7.02;
Q20;2014;560006991;220017974;M9999;3;;5;3;;;;;5.65;1.67;;;;;;;;;11;7.32;
Q20;2014;560007510;560001307;M1030;;;;;1;3;;;;;;;;;;;;;;;4
Q20;2014;560007510;560001307;M1040;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2014;560007510;560001307;M1090;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;560007510;560001307;M1150;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;560007510;560001307;M1160;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;560007510;560001307;M1200;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;560007510;560001307;M2020;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560007510;560001307;M2030;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;560007510;560001307;M2050;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;560007510;560001307;M2070;;;;;2;1;1;;;;;;;;;;;;;;4
Q20;2014;560007510;560001307;M2080;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560007510;560001307;M2100;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560007510;560001307;M2120;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;560007510;560001307;M2130;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;560007510;560001307;M3050;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;560007510;560001307;M9999;1;;;;15;4;7;2;1;;;;;;;;;;1;1;28
Q20;2014;560008799;560013989;M1010;;1;1;1;;;;;1;1.6;;;;;;;;;3;2.6;
Q20;2014;560008799;560013989;M1020;;;;;;;4;;;;;;;;;;;;;;4
Q20;2014;560008799;560013989;M1030;;;;;16;;;;;;;;;;;;;;;;16
Q20;2014;560008799;560013989;M1040;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2014;560008799;560013989;M1050;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2014;560008799;560013989;M1090;;;;;4;4;;;;;;;;;;;;;;;8
Q20;2014;560008799;560013989;M1130;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;560008799;560013989;M1140;;;;;2;2;;;;;;;;;;;;;;;4
Q20;2014;560008799;560013989;M1150;;;;;3;1;;;;;;;;;;;;;;;4
Q20;2014;560008799;560013989;M1160;;;;;11;3;;;;;;;;;;;;;;;14
Q20;2014;560008799;560013989;M1170;;;;;3;1;;;;;;;;;;;;;;;4
Q20;2014;560008799;560013989;M1200;;;;;;;;3;;;;;;;;;;;;;3
Q20;2014;560008799;560013989;M1320;1;;;;;;;;0.75;;;;;;;;;;1;0.75;
Q20;2014;560008799;560013989;M2020;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2014;560008799;560013989;M2030;;;;;7;2;;;;;;;;;;;;;;;9
Q20;2014;560008799;560013989;M2040;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560008799;560013989;M2050;;;;;5;;1;2;;;;;;;;;;;;;8
Q20;2014;560008799;560013989;M2070;;;;;16;3;;;;;;;;;;;;;;;19
Q20;2014;560008799;560013989;M2080;;;;;8;;;;;;;;;;;;;;;;8
Q20;2014;560008799;560013989;M2100;;;;;5;;;;;;;;;;;;;;;;5
Q20;2014;560008799;560013989;M2120;;;;;4;;;;;;;;;;;;;;;;4
Q20;2014;560008799;560013989;M2130;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;560008799;560013989;M2140;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;560008799;560013989;M3011;;;;;5;;;;;;;;;;;;;;;;5
Q20;2014;560008799;560013989;M3040;1;;;;;;;;0.6;;;;;;;;;;1;0.6;
Q20;2014;560008799;560013989;M3050;;1;;2;;;;;;2.96;;;;;;;;;3;2.96;
Q20;2014;560008799;560013989;M9999;2;2;1;3;97;17;14;7;2.35;4.56;;;;;;;;;8;6.91;135
Q20;2014;560009490;440002590;M1110;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560009490;440002590;M9999;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560009508;440002590;M1110;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560009508;440002590;M9999;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560009524;440002590;M1110;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560009524;440002590;M9999;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560010092;560002032;M1010;;;;2;;;;;;1.3;;0.7;;;;0.6;;;2;1.3;
Q20;2014;560010092;560002032;M9999;;;;2;;;;;;1.3;;0.7;;;;0.6;;;2;1.3;
Q20;2014;560012122;560002677;M1200;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;560012122;560002677;M3020;;1;;;;;;;;0.2;;0.2;;;;;;;1;0.2;
Q20;2014;560012122;560002677;M9999;;2;;;;;;;;1.2;;1.2;;;;;;;2;1.2;
Q20;2014;560014078;440002590;M1110;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560014078;440002590;M9999;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560014128;440002590;M1110;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560014128;440002590;M9999;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;560014219;560014748;M1010;1;1;;;;;;;1.41;0.18;;0.18;;;;1.41;;;2;1.59;
Q20;2014;560014219;560014748;M1320;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;560014219;560014748;M9999;1;2;;;;;;;1.41;1.18;;1.18;;;;1.41;;;3;2.59;
Q20;2014;560015422;560002214;M1320;1;2;;;;;;;1;1.65;;2.65;;;;;;;3;2.65;
Q20;2014;560015422;560002214;M9999;1;2;;;;;;;1;1.65;;2.65;;;;;;;3;2.65;
Q20;2014;560018038;560023178;M1170;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560018038;560023178;M9999;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;560018509;560018459;M1010;2;;;;;;4;;2;;;;;;;;;;2;2;4
Q20;2014;560018509;560018459;M1180;1;;1;;;;;;1.4;;;;;;;;;;2;1.4;
Q20;2014;560018509;560018459;M3050;;1;;;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2014;560018509;560018459;M9999;3;1;1;;;;4;;3.4;0.2;;;;;;;3.6;;5;3.6;4
Q20;2014;560020208;350000626;M1110;1;;;;;;;;0.55;;;;;;;;;;1;0.55;
Q20;2014;560020208;350000626;M9999;1;;;;;;;;0.55;;;;;;;;;;1;0.55;
Q20;2014;560022188;350000626;M1010;;;1;;;;;;0.8;;;;;;;;;;1;0.8;
Q20;2014;560022188;350000626;M3050;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2014;560022188;350000626;M9999;;;1;1;;;;;0.8;0.1;;;;;;;;;2;0.9;
Q20;2014;560023152;440002590;M1110;1;1;1;1;;;;;1.97;1.23;;;;;;;;;4;3.2;
Q20;2014;560023152;440002590;M9999;1;1;1;1;;;;;1.97;1.23;;;;;;;;;4;3.2;
Q20;2014;560023228;560023178;M1170;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2014;560023228;560023178;M9999;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2014;560023848;350000626;M1110;2;;;;;;;;1.4;;;;;;;;;;2;1.4;
Q20;2014;560023848;350000626;M9999;2;;;;;;;;1.4;;;;;;;;;;2;1.4;
Q20;2014;570000026;570024794;M1010;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;570000026;570024794;M1320;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;570000026;570024794;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;570000026;570024794;M9999;;2;1;;;;;;0.5;2;;;;;;;;;3;2.5;
Q20;2014;570000059;570025254;M1010;9;7;5;1;;;;;11.31;5.99;;7.34;;;3.08;6.88;;;22;17.3;
Q20;2014;570000059;570025254;M1030;4;1;1;;;;;;4.15;1.37;;3;;;0;2.52;;;6;5.52;
Q20;2014;570000059;570025254;M1040;5;;;;;;;;5.02;;;2;;;2.86;0.16;;;5;5.02;
Q20;2014;570000059;570025254;M1090;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;570000059;570025254;M1120;;;;1;;;;;;0.06;;;;;;0.06;;;1;0.06;
Q20;2014;570000059;570025254;M1140;4;;1;3;;;;;4.6;1.33;;5.93;;;;;;;8;5.93;
Q20;2014;570000059;570025254;M1150;3;2;1;2;;;;;3.6;2.32;;4.6;;;;1.32;;;8;5.92;
Q20;2014;570000059;570025254;M1160;2;2;;1;;;;;2.17;2.28;;3.96;;;0.37;0.12;;;5;4.45;
Q20;2014;570000059;570025254;M1190;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;570000059;570025254;M2010;1;;;;;;;;0.92;;;;;;;0.92;;;1;0.92;
Q20;2014;570000059;570025254;M2020;1;;1;;;;;;1;;;1;;;;;;;2;1;
Q20;2014;570000059;570025254;M2030;2;1;;;;;;;2;1;;3;;;;;;;3;3;
Q20;2014;570000059;570025254;M2050;5;;2;2;;;;;4.6;0.3;;4.5;;;0.4;;;;9;4.9;
Q20;2014;570000059;570025254;M2080;2;;;;;;;;2;;;2;;;;;;;2;2;
Q20;2014;570000059;570025254;M2120;3;;1;;;;;;2.74;;;2;;;0.05;0.69;;;4;2.74;
Q20;2014;570000059;570025254;M3040;1;;1;;;;;;0.88;;;0.87;;;;0.01;;;2;0.88;
Q20;2014;570000059;570025254;M3050;1;;;3;;;;;1;2.2;;0.8;;;2.4;;;;4;3.2;
Q20;2014;570000059;570025254;M9999;43;14;14;13;;;;;46.09;17.85;;42;;;9.26;12.68;;;84;63.94;
Q20;2014;570000083;570000729;M1020;;;;;;;6;1;;;;;;;;;;;;;7
Q20;2014;570000083;570000729;M1030;;;;;;;7;1;;;;;;;;;;;;;8
Q20;2014;570000083;570000729;M1040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;570000083;570000729;M1090;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2014;570000083;570000729;M1140;;;;;1;1;1;;;;;;;;;;;;;;3
Q20;2014;570000083;570000729;M1160;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;570000083;570000729;M2010;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;570000083;570000729;M2030;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;570000083;570000729;M2040;;;;;;1;;;;;;;;;;;;;;;1
Q20;2014;570000083;570000729;M2050;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;570000083;570000729;M2070;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;570000083;570000729;M2080;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;570000083;570000729;M2110;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;570000083;570000729;M3040;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;570000083;570000729;M3050;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2014;570000083;570000729;M3060;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;570000083;570000729;M9999;2;;;;10;2;25;4;2;;;;;;;;;;2;2;41
Q20;2014;570000091;750050759;M1010;5;2;1;;;;;;5.3;2;;;;;;;;;8;7.3;
Q20;2014;570000091;750050759;M1030;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2014;570000091;750050759;M1040;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2014;570000091;750050759;M1070;;;;;;;;;1.5;;;;;;;;;;;1.5;
Q20;2014;570000091;750050759;M1100;;;;;;;;;0.5;;;;;;;;;;;0.5;
Q20;2014;570000091;750050759;M1110;1;;1;;;;2;;1.5;;;;;;;;;;2;1.5;2
Q20;2014;570000091;750050759;M1120;3;;;;;;;;3.25;0.25;;;;;;;;;3;3.5;
Q20;2014;570000091;750050759;M1160;;;1;;;;;;0.4;;;;;;;;;;1;0.4;
Q20;2014;570000091;750050759;M1180;2;1;;;;;;;2;1;;;;;;;;;3;3;
Q20;2014;570000091;750050759;M1210;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;570000091;750050759;M3040;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;570000091;750050759;M3050;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2014;570000091;750050759;M9999;17;4;3;;;;4;;20.45;4.25;;;;;;;;5;24;24.7;4
Q20;2014;570000109;570000034;M1180;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;570000109;570000034;M1320;2;1;;;;;;;2;1;;3;;;;;;;3;3;
Q20;2014;570000109;570000034;M9999;3;1;;;;;;;3;1;;4;;;;;4;;4;4;
Q20;2014;570000117;570015099;M1010;7;2;;2;;;;;7.59;3.06;;5.6;1.37;;1.09;2.59;;;11;10.65;
Q20;2014;570000117;570015099;M1030;4;;;;;;;;4.43;;;3;;;;1.43;;;4;4.43;
Q20;2014;570000117;570015099;M1040;2;;3;;;;;;2.5;;;2;;;0.5;;;;5;2.5;
Q20;2014;570000117;570015099;M1070;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;570000117;570015099;M1090;1;;1;;;;;;1.1;;;1;;;0.1;;;;2;1.1;
Q20;2014;570000117;570015099;M1100;1;1;;;;;;;1;0.75;;1;;;;0.75;;;2;1.75;
Q20;2014;570000117;570015099;M1120;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2014;570000117;570015099;M1140;2;1;;;;;;;2;;;2;;;;;;;3;2;
Q20;2014;570000117;570015099;M1150;1;1;;;;;;;1.33;0.64;;1.33;;;;0.64;;;2;1.97;
Q20;2014;570000117;570015099;M1160;;2;1;;;;;;1.61;1.43;;1.61;;;;1.43;;;3;3.04;
Q20;2014;570000117;570015099;M1200;;;2;;;;;;0.08;;;;;;0.08;;;;2;0.08;
Q20;2014;570000117;570015099;M1320;;1;;;;;;;;0.22;;0.22;;;;;;;1;0.22;
Q20;2014;570000117;570015099;M2030;3;;;;;;;;2.67;;;1;;;;1.67;;;3;2.67;
Q20;2014;570000117;570015099;M2050;1;1;1;;;;;;2.66;1;;2;;;0.37;1.29;;;3;3.66;
Q20;2014;570000117;570015099;M2070;;;;;;;;;0.15;;;;;;0.15;;;;;0.15;
Q20;2014;570000117;570015099;M2080;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;570000117;570015099;M2100;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2014;570000117;570015099;M2120;4;;;;;;;;4;;;3;1;;;;;;4;4;
Q20;2014;570000117;570015099;M3011;;2;;;;;;;;1.9;;1.9;;;;;;;2;1.9;
Q20;2014;570000117;570015099;M3030;;;;1;;;;;;0.12;;;;;0.12;;;;1;0.12;
Q20;2014;570000117;570015099;M3040;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;570000117;570015099;M3050;;2;;1;;;;;;2.9;;2.15;0.75;;;;;;3;2.9;
Q20;2014;570000117;570015099;M9999;28;13;11;4;;;;;34.22;12.02;;30.41;3.12;;2.91;9.8;50.4;0.13;56;46.24;
Q20;2014;570000125;570015099;M1100;;;;;;;;;;0.25;;0.25;;;;;;;;0.25;
Q20;2014;570000125;570015099;M1150;;;;;;;;;0.75;;;0.75;;;;;;;;0.75;
Q20;2014;570000125;570015099;M1320;1;1;;;;;;;;0.75;;0.75;;;;;;;2;0.75;
Q20;2014;570000125;570015099;M9999;1;1;;;;;;;0.75;1;;1.75;;;;;1.5;;2;1.75;
Q20;2014;570000166;570010173;M1320;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2014;570000166;570010173;M3050;;;;1;;;;;;0.35;;;;;;;;;1;0.35;
Q20;2014;570000166;570010173;M9999;;;;2;;;;;;0.85;;;;;;;;;2;0.85;
Q20;2014;570000216;570010173;M1010;5;;;;;;;;5.12;0.7;;;;;;;;;5;5.82;
Q20;2014;570000216;570010173;M1030;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2014;570000216;570010173;M1031;1;1;1;;;;;;1.8;1.25;;;;;;;;;3;3.05;
Q20;2014;570000216;570010173;M1040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;570000216;570010173;M1050;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;570000216;570010173;M1090;5;;;;;;1;;2.11;;;;;;;;;;5;2.11;1
Q20;2014;570000216;570010173;M1120;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;570000216;570010173;M1130;1;;4;;;;;1;0.58;;;;;;;;;;5;0.58;1
Q20;2014;570000216;570010173;M1150;3;;2;;;;;;3.7;;;;;;;;;;5;3.7;
Q20;2014;570000216;570010173;M1160;2;1;;;;;2;1;2.17;1;;;;;;;;;3;3.17;3
Q20;2014;570000216;570010173;M1200;12;2;3;;;;2;1;10.32;3;;;;;;;;;17;13.32;3
Q20;2014;570000216;570010173;M1320;;3;;;;;;;;2.33;;;;;;;;;3;2.33;
Q20;2014;570000216;570010173;M2030;4;;;;;;;;3.91;;;;;;;;;;4;3.91;
Q20;2014;570000216;570010173;M2100;2;;1;;;;4;;2.17;;;;;;;;;;3;2.17;4
Q20;2014;570000216;570010173;M2110;1;;;;;;;;0.7;;;;;;;;;;1;0.7;
Q20;2014;570000216;570010173;M2120;4;;;;;;;;1.64;;;;;;;;;;4;1.64;
Q20;2014;570000216;570010173;M2130;1;;;;;;2;;1;;;;;;;;;;1;1;2
Q20;2014;570000216;570010173;M3030;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;570000216;570010173;M3040;1;;;;;;;;0.3;;;;;;;;;;1;0.3;
Q20;2014;570000216;570010173;M3050;1;2;;;;;;;1.06;1.94;;;;;;;;;3;3;
Q20;2014;570000216;570010173;M3060;1;;;;;;;;0.34;;;;;;;;;;1;0.34;
Q20;2014;570000216;570010173;M3070;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2014;570000216;570010173;M9999;45;10;11;1;;;15;4;37.92;11.42;;;;;;;;0;67;49.34;19
Q20;2014;570000281;570005165;M1010;3;1;0;0;;;;;3;1;;3;1;;0;0;;;4;4;
Q20;2014;570000281;570005165;M1040;2;0;1;1;;;;;2.2;0.2;;0;1;;0;1.4;;;4;2.4;
Q20;2014;570000281;570005165;M1090;1;0;1;0;;;;;1.5;0;;0;0;;1;0.5;;;2;1.5;
Q20;2014;570000281;570005165;M1100;1;1;1;0;;;;;1.5;1;;1.5;0;;1;0;;;3;2.5;
Q20;2014;570000281;570005165;M1150;0;2;0;0;;;;;0;2;;0;0;;0;2;;;2;2;
Q20;2014;570000281;570005165;M1160;1;0;0;0;;;;;1;0;;0;0;;0;1;;;1;1;
Q20;2014;570000281;570005165;M3020;4;2;1;0;;;;;4.6;3;;3;0;;3;1.6;;;7;7.6;
Q20;2014;570000281;570005165;M3050;1;0;0;0;;;;;1;0;;1;0;;0;0;;;1;1;
Q20;2014;570000281;570005165;M9999;13;6;4;1;;;;;14.8;7.2;;8.5;2;;5;6.5;;;24;22;
Q20;2014;570000349;570005165;M1010;7;7;1;3;;;;;7.25;8;;10.25;0.25;;4.5;0.25;;;18;15.25;
Q20;2014;570000349;570005165;M1020;0;0;2;0;;;;;1.2;0;;1.2;0;;0;0;;;2;1.2;
Q20;2014;570000349;570005165;M1030;7;6;0;1;;;;;7;6.5;;9;0;;0;4.5;;;14;13.5;
Q20;2014;570000349;570005165;M1031;6;1;1;0;;;;;6.5;1;;6.5;0;;0;1;;;8;7.5;
Q20;2014;570000349;570005165;M1040;2;2;2;0;;;1;;2.7;2;;4.2;0;;0.5;0;;;6;4.7;1
Q20;2014;570000349;570005165;M1050;2;2;1;3;;;;;2.1;2.15;;2.1;2;;0.15;0;;;8;4.25;
Q20;2014;570000349;570005165;M1070;2;2;4;1;;;;;2.7;2.2;;3;0;;0.9;1;;;9;4.9;
Q20;2014;570000349;570005165;M1090;2;3;0;1;;;;;2;3.3;;3;0;;1.3;1;;;6;5.3;
Q20;2014;570000349;570005165;M1100;1;0;1;1;;;;;2;0.5;;2.5;0;;0;0;;;3;2.5;
Q20;2014;570000349;570005165;M1110;1;3;0;0;;;;;1;3;;2;0;;0;2;;;4;4;
Q20;2014;570000349;570005165;M1120;2;1;0;0;;;;;2;0;;2;0;;0;0;;;3;2;
Q20;2014;570000349;570005165;M1130;3;0;0;0;;;;;3;0;;2;0;;0;1;;;3;3;
Q20;2014;570000349;570005165;M1140;3;3;4;6;;;;;4.7;5.3;;6.7;0.5;;1.8;1;;;16;10;
Q20;2014;570000349;570005165;M1150;2;2;0;0;;;;;2;2;;3;0;;0;1;;;4;4;
Q20;2014;570000349;570005165;M1160;3;1;1;0;;;;;3.5;1;;4;0;;0;0.5;;;5;4.5;
Q20;2014;570000349;570005165;M1180;1;1;0;0;;;;;1;1;;2;0;;0;0;;;2;2;
Q20;2014;570000349;570005165;M1190;0;0;1;1;;;;;0.5;0.3;;0;0;;0.8;0;;;2;0.8;
Q20;2014;570000349;570005165;M1210;0;2;0;0;;;;;0;2;;2;0;;0;0;;;2;2;
Q20;2014;570000349;570005165;M1320;7;2;0;0;;;;;7;2;;6;2;;0;1;;;9;9;
Q20;2014;570000349;570005165;M2020;2;0;0;0;;;;;2;0;;2;0;;0;0;;;2;2;
Q20;2014;570000349;570005165;M2030;3;0;1;0;;;;;3.6;0;;3;0;;0.6;0;;;4;3.6;
