BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2014;370004467;370000481;N2120;2;0;1.9;;0
URGENCES_P;2014;370004467;370000481;N2500;38;10;46.34;;
URGENCES_P;2014;370004467;370000481;N3120;2;0;2;;
URGENCES_P;2014;370004467;370000481;N9999;99;37;124.08;;
URGENCES_P;2014;370004467;370000481;NINF;45;25;61.67;;
URGENCES_P;2014;370007569;370007528;M9999;6;;6;;
URGENCES_P;2014;370007569;370007528;N1220;3;;2.8;;
URGENCES_P;2014;370007569;370007528;N2120;1;;1;;
URGENCES_P;2014;370007569;370007528;N2500;2;;2;;
URGENCES_P;2014;370007569;370007528;NINF;10;4;11.6;;
URGENCES_P;2014;380000026;380780031;M9999;3;2;4.5;;
URGENCES_P;2014;380000026;380780031;N2120;;;0.2;;
URGENCES_P;2014;380000026;380780031;N9999;5;;5.1;;
URGENCES_P;2014;380000026;380780031;NINF;2;;2.29;;
URGENCES_P;2014;380000034;380780049;M9999;20;4;11.81;2;1
URGENCES_P;2014;380000034;380780049;N1220;;1;0.8;2;1
URGENCES_P;2014;380000034;380780049;N2120;1;;1;2;1
URGENCES_P;2014;380000034;380780049;N2500;6;8;10.67;;
URGENCES_P;2014;380000034;380780049;N9999;53;20;50.58;;
URGENCES_P;2014;380000034;380780049;NINF;34;11;30.33;2;1
URGENCES_P;2014;380000042;380780056;M9999;7;2;5.68;;
URGENCES_P;2014;380000042;380780056;N1220;1;3;3.05;;
URGENCES_P;2014;380000042;380780056;NINF;11;2;11.79;;
URGENCES_P;2014;380000067;380780080;M1140;1;3;3.26;1;1
URGENCES_P;2014;380000067;380780080;M9999;23;14;29.42;1;1
URGENCES_P;2014;380000067;380780080;N1220;6;1;6.8;;
URGENCES_P;2014;380000067;380780080;N2120;5;;4.38;;
URGENCES_P;2014;380000067;380780080;N2500;44;13;52.03;;
URGENCES_P;2014;380000067;380780080;N2620;12;0;12;;
URGENCES_P;2014;380000067;380780080;N3120;2;;1.21;;
URGENCES_P;2014;380000067;380780080;N9999;174;33;193.38;;
URGENCES_P;2014;380000067;380780080;NINF;62;12;68.45;;
URGENCES_P;2014;380000174;380781435;M1140;5;;1;;0
URGENCES_P;2014;380000174;380781435;M3020;3;1;0.48;;
URGENCES_P;2014;380000174;380781435;M9999;21;3;9.21;2;1
URGENCES_P;2014;380000174;380781435;N1220;4;3;3.6;2;1
URGENCES_P;2014;380000174;380781435;N2120;2;;1.1;2;1
URGENCES_P;2014;380000174;380781435;N2500;20;6;23.85;;
URGENCES_P;2014;380000174;380781435;N2620;2;2;0.56;;0
URGENCES_P;2014;380000174;380781435;N3120;1;0;0.4;;
URGENCES_P;2014;380000174;380781435;N9999;56;11;57.37;;
URGENCES_P;2014;380000174;380781435;NINF;27;8;27.85;2;1
URGENCES_P;2014;380000406;380784751;M1140;;;;;1
URGENCES_P;2014;380000406;380784751;M3020;;2;1;;
URGENCES_P;2014;380000406;380784751;M9999;9;5;10.98;;1
URGENCES_P;2014;380000406;380784751;N1220;2;3;5.14;;1
URGENCES_P;2014;380000406;380784751;N2120;1;;0.75;;1
URGENCES_P;2014;380000406;380784751;N2500;5;3;6.97;;
URGENCES_P;2014;380000406;380784751;N2620;;;;;1
URGENCES_P;2014;380000406;380784751;N3120;;;0.11;;
URGENCES_P;2014;380000406;380784751;N9999;34;21;45.3;;
URGENCES_P;2014;380000406;380784751;NINF;14;13;22.61;;1
URGENCES_P;2014;380012658;380012609;M9999;1;18;14.4;;
URGENCES_P;2014;380012658;380012609;N1220;2;4;4.4;;
URGENCES_P;2014;380012658;380012609;N2120;1;;1;;
URGENCES_P;2014;380012658;380012609;N2500;3;4;5.1;;
URGENCES_P;2014;380012658;380012609;N2620;2;3;5.4;;
URGENCES_P;2014;380012658;380012609;N3120;;1;0.5;;
URGENCES_P;2014;380012658;380012609;NINF;14;14;22.22;;
URGENCES_P;2014;380781450;380798140;M9999;4;;4.88;;
URGENCES_P;2014;380781450;380798140;N1220;3;;2;;
URGENCES_P;2014;380781450;380798140;N2120;1;;0.2;;
URGENCES_P;2014;380781450;380798140;NINF;9;;6.5;;
URGENCES_P;2014;380782722;380780080;M9999;2;;2.03;;0
URGENCES_P;2014;380782722;380780080;N2120;1;;0.8;;
URGENCES_P;2014;380782722;380780080;N2500;1;;1;;
URGENCES_P;2014;380782722;380780080;N2620;7;0;7;;
URGENCES_P;2014;380782722;380780080;N9999;18;5;20.97;;
URGENCES_P;2014;380782722;380780080;NINF;5;5;8;;
URGENCES_P;2014;380785956;380795211;N1220;3;;3;;
URGENCES_P;2014;380785956;380795211;N2120;1;;1;;
URGENCES_P;2014;380785956;380795211;N2500;3;;3;;
URGENCES_P;2014;380785956;380795211;NINF;12;;12;;
URGENCES_P;2014;390000040;390780146;M9999;;16;5.32;2;1
URGENCES_P;2014;390000040;390780146;N1220;;3;2.15;2;1
URGENCES_P;2014;390000040;390780146;N2120;;1;0.9;2;1
URGENCES_P;2014;390000040;390780146;N2500;11;4;14;;
URGENCES_P;2014;390000040;390780146;NINF;;40;22.71;2;1
URGENCES_P;2014;390000065;390780161;M9999;;9;4.31;1;1
URGENCES_P;2014;390000065;390780161;N1220;;3;0.89;3;1
URGENCES_P;2014;390000065;390780161;N2500;;7;3.01;;
URGENCES_P;2014;390000065;390780161;NINF;;17;5.67;3;1
URGENCES_P;2014;390000214;390780591;M9999;;;4.27;;
URGENCES_P;2014;390000214;390780591;N1220;;1;0.62;;0
URGENCES_P;2014;390000214;390780591;N2120;;1;0.19;2;1
URGENCES_P;2014;390000214;390780591;N2500;;1;0.71;;
URGENCES_P;2014;390000214;390780591;N9999;1;16;10;;
URGENCES_P;2014;390000214;390780591;NINF;1;13;6.79;1;1
URGENCES_P;2014;390000222;390780609;M9999;9;2;4.99;2;1
URGENCES_P;2014;390000222;390780609;N1220;2;;1.17;2;1
URGENCES_P;2014;390000222;390780609;N2120;1;;0.6;2;1
URGENCES_P;2014;390000222;390780609;N2500;4;;4;;
URGENCES_P;2014;390000222;390780609;N9999;40;6;44.01;;
URGENCES_P;2014;390000222;390780609;NINF;21;4;16.01;2;1
URGENCES_P;2014;400000105;400780193;M1140;;6;0.81;;0
URGENCES_P;2014;400000105;400780193;M9999;;24;13.69;1;1
URGENCES_P;2014;400000105;400780193;N1220;3;1;3;2;1
URGENCES_P;2014;400000105;400780193;N2120;1;;1;;0
URGENCES_P;2014;400000105;400780193;N2500;16;6;19.91;;
URGENCES_P;2014;400000105;400780193;N3120;;1;0.6;;
URGENCES_P;2014;400000105;400780193;N9999;36;12;44.84;;
URGENCES_P;2014;400000105;400780193;NINF;16;9;24.93;;0
URGENCES_P;2014;400000139;400011177;M9999;11;5;9.32;2;1
URGENCES_P;2014;400000139;400011177;N1220;2;1;2.61;;0
URGENCES_P;2014;400000139;400011177;N2120;1;0;1;;0
URGENCES_P;2014;400000139;400011177;N2500;17;3;19.29;;
URGENCES_P;2014;400000139;400011177;N2620;11;0;10.74;;0
URGENCES_P;2014;400000139;400011177;NINF;22;6;23.89;;0
URGENCES_P;2014;400782769;400001764;M9999;5;0;5;;0
URGENCES_P;2014;400782769;400001764;N1220;5;;1;;0
URGENCES_P;2014;400782769;400001764;N2120;1;0;0.25;;0
URGENCES_P;2014;400782769;400001764;N2500;6;0;6;;
URGENCES_P;2014;400782769;400001764;N2620;3;;3;;0
URGENCES_P;2014;400782769;400001764;NINF;6;0;6;;0
URGENCES_P;2014;410000020;410000087;M9999;6;7;9.78;;0
URGENCES_P;2014;410000020;410000087;N1220;4;4;6.72;;0
URGENCES_P;2014;410000020;410000087;N2120;1;0;0.83;;0
URGENCES_P;2014;410000020;410000087;N2500;15;10;24.94;;
URGENCES_P;2014;410000020;410000087;N9999;56;27;64.49;;
URGENCES_P;2014;410000020;410000087;NINF;30;13;32;;0
URGENCES_P;2014;410000038;410000095;M9999;9;0;6.55;1;1
URGENCES_P;2014;410000038;410000095;N1220;;1;0.65;;
URGENCES_P;2014;410000038;410000095;N2120;;3;0.88;;
URGENCES_P;2014;410000038;410000095;N2500;4;4;6.25;;
URGENCES_P;2014;410000038;410000095;N2620;;1;0.25;;
URGENCES_P;2014;410000038;410000095;N9999;15;16;22.53;;
URGENCES_P;2014;410000038;410000095;NINF;11;7;14.5;;
URGENCES_P;2014;410000046;410000103;M3020;1;;1;;
URGENCES_P;2014;410000046;410000103;M9999;5;1;4.51;3;1
URGENCES_P;2014;410000046;410000103;N1220;1;1;1.5;;0
URGENCES_P;2014;410000046;410000103;N2120;1;;1;;0
URGENCES_P;2014;410000046;410000103;N2500;12;1;12.08;;
URGENCES_P;2014;410000046;410000103;N2620;13;1;11.39;3;1
URGENCES_P;2014;410000046;410000103;N9999;42;5;42.77;;
URGENCES_P;2014;410000046;410000103;NINF;15;2;16.8;3;1
URGENCES_P;2014;420000010;420780033;M1140;7;1;1.72;;0
URGENCES_P;2014;420000010;420780033;M3020;4;0;0.47;;
URGENCES_P;2014;420000010;420780033;M9999;33;9;13.79;2;1
URGENCES_P;2014;420000010;420780033;N1220;6;0;3.55;;0
URGENCES_P;2014;420000010;420780033;N2120;1;0;1;;0
URGENCES_P;2014;420000010;420780033;N2500;9;0;9.02;;
URGENCES_P;2014;420000010;420780033;N3120;2;0;0.84;;
URGENCES_P;2014;420000010;420780033;N9999;44;12;56.22;;
URGENCES_P;2014;420000010;420780033;NINF;32;10;37.33;;1
URGENCES_P;2014;420000226;420013831;M3020;1;0;0.1;;
URGENCES_P;2014;420000226;420013831;M9999;10;3;11.68;;
URGENCES_P;2014;420000226;420013831;N1220;3;2;5.19;;
URGENCES_P;2014;420000226;420013831;N2120;2;0;1.3;;
URGENCES_P;2014;420000226;420013831;N2500;9;4;11.64;;
URGENCES_P;2014;420000226;420013831;N3120;3;0;1.18;;
URGENCES_P;2014;420000226;420013831;N9999;42;17;50.14;;
URGENCES_P;2014;420000226;420013831;NINF;22;11;28.47;;
URGENCES_P;2014;420000234;420780652;M9999;10;;8.3;;
URGENCES_P;2014;420000234;420780652;N1220;2;;2;;
URGENCES_P;2014;420000234;420780652;N2120;1;;1;;
URGENCES_P;2014;420000234;420780652;N2500;7;;7;;
URGENCES_P;2014;420000234;420780652;N3120;1;;1;;
URGENCES_P;2014;420000234;420780652;N9999;28;5;31;;
URGENCES_P;2014;420000234;420780652;NINF;17;5;20;;
URGENCES_P;2014;420000267;420013831;M9999;6;3;8.36;;
URGENCES_P;2014;420000267;420013831;N1220;1;1;1.71;;
URGENCES_P;2014;420000267;420013831;N2120;2;0;1.13;;
URGENCES_P;2014;420000267;420013831;N2500;5;5;9.08;;
URGENCES_P;2014;420000267;420013831;N9999;24;16;34.81;;
URGENCES_P;2014;420000267;420013831;NINF;16;8;21.09;;
URGENCES_P;2014;420010050;420787061;M9999;0;6;2.21;;0
URGENCES_P;2014;420010050;420787061;N1220;1;0;0.86;;0
URGENCES_P;2014;420010050;420787061;N2120;1;0;0.67;;0
URGENCES_P;2014;420010050;420787061;N9999;7;2;5.67;;
URGENCES_P;2014;420010050;420787061;NINF;5;2;4.14;;0
URGENCES_P;2014;420011413;420011405;M9999;5;;5;;0
URGENCES_P;2014;420011413;420011405;N2120;;1;0.5;;0
URGENCES_P;2014;420011413;420011405;N2500;1;;1;;
URGENCES_P;2014;420011413;420011405;N9999;9;5;11.6;;
URGENCES_P;2014;420011413;420011405;NINF;8;4;10.1;;
URGENCES_P;2014;420780504;420000135;N2120;1;;1;;
URGENCES_P;2014;420780504;420000135;N9999;6;;6;;
URGENCES_P;2014;420780504;420000135;NINF;5;;5;;
URGENCES_P;2014;420780637;420002495;M9999;6;;6;;
URGENCES_P;2014;420780637;420002495;N1220;6;;6;;
URGENCES_P;2014;420780637;420002495;N2120;1;;1;;
URGENCES_P;2014;420780637;420002495;N3120;1;;1;;
URGENCES_P;2014;420780637;420002495;N9999;9;29;27.7;;
URGENCES_P;2014;420780637;420002495;NINF;1;29;19.7;;
URGENCES_P;2014;420782310;420000853;M9999;4;;4;;
URGENCES_P;2014;420782310;420000853;N1220;3;;2.28;;
URGENCES_P;2014;420782310;420000853;N2120;1;;1;;
URGENCES_P;2014;420782310;420000853;N3120;1;;0.2;;
URGENCES_P;2014;420782310;420000853;N9999;17;;13.88;;
URGENCES_P;2014;420782310;420000853;NINF;12;;10.4;;
URGENCES_P;2014;420785354;420784878;M1140;6;2;4.69;;0
URGENCES_P;2014;420785354;420784878;M9999;41;7;25.59;;0
URGENCES_P;2014;420785354;420784878;N1220;5;0;3.05;;0
URGENCES_P;2014;420785354;420784878;N2120;2;0;2;;0
URGENCES_P;2014;420785354;420784878;N2500;13;1;12.86;;
URGENCES_P;2014;420785354;420784878;N3120;1;0;0.5;;
URGENCES_P;2014;420785354;420784878;N9999;101;33;110.45;;
URGENCES_P;2014;420785354;420784878;NINF;61;28;68.59;;0
URGENCES_P;2014;430000117;430000018;M1140;0;0;0;;1
URGENCES_P;2014;430000117;430000018;M9999;0;17;9.08;1;1
URGENCES_P;2014;430000117;430000018;N1220;2;3;2.38;2;0
URGENCES_P;2014;430000117;430000018;N2120;0;1;0.76;2;1
URGENCES_P;2014;430000117;430000018;N2500;7;3;9.63;;
URGENCES_P;2014;430000117;430000018;N2620;7;0;6.48;;0
URGENCES_P;2014;430000117;430000018;N9999;16;53;49.14;;
URGENCES_P;2014;430000117;430000018;NINF;0;38;24.24;1;1
URGENCES_P;2014;430000190;430000034;M9999;4;1;4.9;1;1
URGENCES_P;2014;430000190;430000034;N1220;2;0;2;2;1
URGENCES_P;2014;430000190;430000034;N2120;1;0;1;2;1
URGENCES_P;2014;430000190;430000034;N2500;8;3;9.75;;
URGENCES_P;2014;430000190;430000034;N3120;0;1;0.4;;
URGENCES_P;2014;430000190;430000034;N9999;15;7;19.13;;
URGENCES_P;2014;430000190;430000034;NINF;4;3;5.98;3;
URGENCES_P;2014;440000016;440000057;M1140;9;;2.1;;0
URGENCES_P;2014;440000016;440000057;M3020;1;2;2.1;;
URGENCES_P;2014;440000016;440000057;M9999;27;6;23.2;2;1
URGENCES_P;2014;440000016;440000057;N1220;9;3;10.6;2;1
URGENCES_P;2014;440000016;440000057;N2120;1;2;2;2;1
URGENCES_P;2014;440000016;440000057;N2500;32;2;33.55;;
URGENCES_P;2014;440000016;440000057;N2620;1;2;2.25;;0
URGENCES_P;2014;440000016;440000057;N3120;;2;0.5;;
URGENCES_P;2014;440000016;440000057;N9999;88;25;104;;
URGENCES_P;2014;440000016;440000057;NINF;45;14;55.1;2;1
URGENCES_P;2014;440000271;440000289;M1140;10;;6.9;;0
URGENCES_P;2014;440000271;440000289;M3020;5;;5;;
URGENCES_P;2014;440000271;440000289;M9999;86;;38.79;;1
URGENCES_P;2014;440000271;440000289;N1220;4;1;4.98;;0
URGENCES_P;2014;440000271;440000289;N2120;6;0;6;;0
URGENCES_P;2014;440000271;440000289;N2500;50;18;62.08;;
URGENCES_P;2014;440000271;440000289;N3120;0;12;6.7;;
URGENCES_P;2014;440000271;440000289;NINF;48;37;78.3;;0
URGENCES_P;2014;440000396;440000297;M9999;4;4;5.53;;
URGENCES_P;2014;440000396;440000297;N1220;1;;1;;
URGENCES_P;2014;440000396;440000297;N2120;1;;0.84;;
URGENCES_P;2014;440000396;440000297;N2500;6;2;7.93;;
URGENCES_P;2014;440000396;440000297;N2620;3;;3;;
URGENCES_P;2014;440000396;440000297;N9999;22;5;25.76;;
URGENCES_P;2014;440000396;440000297;NINF;11;3;13.99;;
URGENCES_P;2014;440000503;440000313;M9999;;11;5;2;1
URGENCES_P;2014;440000503;440000313;N1220;4;1;5.1;2;1
URGENCES_P;2014;440000503;440000313;N2120;;1;0.9;2;1
URGENCES_P;2014;440000503;440000313;N2500;5;2;6.26;;
URGENCES_P;2014;440000503;440000313;N9999;14;10;23.88;;
URGENCES_P;2014;440000503;440000313;NINF;5;7;11.62;3;1
URGENCES_P;2014;440041580;440041572;M9999;4;8;7.4;;
URGENCES_P;2014;440041580;440041572;N1220;0;1;0.57;;
URGENCES_P;2014;440041580;440041572;N2120;2;0;2;;
URGENCES_P;2014;440041580;440041572;N2500;13;0;12.55;;
URGENCES_P;2014;440041580;440041572;N2620;1;0;1;;
URGENCES_P;2014;440041580;440041572;N3120;0;1;0.1;;
URGENCES_P;2014;440041580;440041572;NINF;23;1;20.43;;
URGENCES_P;2014;450000021;450000088;M1140;2;1;2.13;;0
URGENCES_P;2014;450000021;450000088;M9999;15;3;7.73;;0
URGENCES_P;2014;450000021;450000088;N1220;2;;0.2;;0
URGENCES_P;2014;450000021;450000088;N2500;13;4;24.3;;
URGENCES_P;2014;450000021;450000088;N3120;1;2;0.91;;
URGENCES_P;2014;450000021;450000088;N9999;102;32;60.57;;
URGENCES_P;2014;450000021;450000088;NINF;12;8;23.68;;0
URGENCES_P;2014;450000047;450000096;M9999;7;2;8.1;3;1
URGENCES_P;2014;450000047;450000096;N1220;1;1;1.9;;0
URGENCES_P;2014;450000047;450000096;N2120;1;;0.33;;1
URGENCES_P;2014;450000047;450000096;N2500;5;1;6.9;;
URGENCES_P;2014;450000047;450000096;N2620;7;;7;;0
URGENCES_P;2014;450000047;450000096;NINF;15;3;16.2;;1
URGENCES_P;2014;450000062;450000104;M1140;;8;3.29;2;0
URGENCES_P;2014;450000062;450000104;M9999;;28;14.07;3;1
URGENCES_P;2014;450000062;450000104;N1220;5;2;5.62;2;1
URGENCES_P;2014;450000062;450000104;N2120;2;;1.91;2;1
URGENCES_P;2014;450000062;450000104;N2500;10;9;12.58;;
URGENCES_P;2014;450000062;450000104;N3120;;1;0.5;;
URGENCES_P;2014;450000062;450000104;N9999;47;22;51.04;;
URGENCES_P;2014;450000062;450000104;NINF;28;7;27.55;1;1
URGENCES_P;2014;450000070;450000112;M9999;10;1;6.74;2;1
URGENCES_P;2014;450000070;450000112;N1220;1;;0.77;2;1
URGENCES_P;2014;450000070;450000112;N2120;1;;0.5;2;1
URGENCES_P;2014;450000070;450000112;N2500;6;1;6.94;;
URGENCES_P;2014;450000070;450000112;N3120;1;;0.02;;
URGENCES_P;2014;450000070;450000112;NINF;11;2;11.3;2;1
URGENCES_P;2014;450000294;450000591;M9999;5;;5;;0
URGENCES_P;2014;450000294;450000591;N1220;5;1;4.8;;0
URGENCES_P;2014;450000294;450000591;N2120;1;;0.86;;0
URGENCES_P;2014;450000294;450000591;N2500;3;0;2.51;;
URGENCES_P;2014;450000294;450000591;N3120;0;2;0.5;;
URGENCES_P;2014;450000294;450000591;NINF;23;1;22.95;;0
URGENCES_P;2014;450002613;450000088;M9999;18;3;11.58;;0
URGENCES_P;2014;450002613;450000088;N1220;6;;4.3;;0
URGENCES_P;2014;450002613;450000088;N2120;2;;2.08;;0
URGENCES_P;2014;450002613;450000088;N2500;33;3;33.37;;
URGENCES_P;2014;450002613;450000088;N3120;1;;1.17;;
URGENCES_P;2014;450002613;450000088;N9999;100;11;95.58;;
URGENCES_P;2014;450002613;450000088;NINF;53;8;49.54;;0
URGENCES_P;2014;460000045;460780083;M9999;4;0;3.05;3;1
URGENCES_P;2014;460000045;460780083;N1220;0;0;0;3;1
URGENCES_P;2014;460000045;460780083;N2500;5;2;6.1;;
URGENCES_P;2014;460000045;460780083;N3120;0;0;0.04;;
URGENCES_P;2014;460000045;460780083;N9999;18;5;20.63;;
URGENCES_P;2014;460000045;460780083;NINF;7;2;6.73;3;1
URGENCES_P;2014;460000052;460780091;M9999;3;;2.03;2;1
URGENCES_P;2014;460000052;460780091;N1220;1;;1;;
URGENCES_P;2014;460000052;460780091;N2120;1;;1;;0
URGENCES_P;2014;460000052;460780091;N2500;9;;8.77;;
URGENCES_P;2014;460000052;460780091;N2620;3;;2.1;2;1
URGENCES_P;2014;460000052;460780091;NINF;10;2;11.9;2;1
URGENCES_P;2014;460000102;460780208;M9999;;8;2.21;;
URGENCES_P;2014;460000102;460780208;N1220;;1;0.34;;
URGENCES_P;2014;460000102;460780208;N2120;;1;0.4;;
URGENCES_P;2014;460000102;460780208;N2500;;9;7.43;;
URGENCES_P;2014;460000102;460780208;N9999;14;7;16.64;;
URGENCES_P;2014;460000102;460780208;NINF;;10;8.47;;
URGENCES_P;2014;460000110;460780216;M9999;7;2;7.25;2;1
URGENCES_P;2014;460000110;460780216;N1220;0;1;0.87;;0
URGENCES_P;2014;460000110;460780216;N2120;1;0;1;2;1
URGENCES_P;2014;460000110;460780216;N2500;16;0;10.38;;
URGENCES_P;2014;460000110;460780216;N2620;0;0;0;2;1
URGENCES_P;2014;460000110;460780216;N3120;1;0;0.5;;
URGENCES_P;2014;460000110;460780216;N9999;48;5;32.85;;
URGENCES_P;2014;460000110;460780216;NINF;27;4;19.5;2;1
URGENCES_P;2014;470000027;470014069;M9999;4;5;7;;
URGENCES_P;2014;470000027;470014069;N1220;4;;4;;
URGENCES_P;2014;470000027;470014069;N2120;1;;1;;
URGENCES_P;2014;470000027;470014069;N2500;5;;4.3;;
URGENCES_P;2014;470000027;470014069;NINF;11;2;13.76;;
URGENCES_P;2014;470000423;470000316;M9999;6;;5.9;3;1
URGENCES_P;2014;470000423;470000316;N1220;2;1;2.44;;0
URGENCES_P;2014;470000423;470000316;N2120;2;0;1.1;;1
URGENCES_P;2014;470000423;470000316;N2500;10;1;9.81;;
URGENCES_P;2014;470000423;470000316;N2620;6;;5.6;;0
URGENCES_P;2014;470000423;470000316;N9999;44;6;41.83;;
URGENCES_P;2014;470000423;470000316;NINF;22;2;21.73;;0
URGENCES_P;2014;470000431;470000324;M9999;6;;6.94;3;1
URGENCES_P;2014;470000431;470000324;N1220;2;1;1.87;3;1
URGENCES_P;2014;470000431;470000324;N2120;2;;1.08;3;1
URGENCES_P;2014;470000431;470000324;N2500;10;1;9.87;;
URGENCES_P;2014;470000431;470000324;N2620;4;;4;3;1
URGENCES_P;2014;470000431;470000324;N9999;39;3;37.38;;
URGENCES_P;2014;470000431;470000324;NINF;20;1;20.01;3;1
URGENCES_P;2014;470000480;470001660;M9999;8;0;6.42;2;1
URGENCES_P;2014;470000480;470001660;N1220;1;1;0.94;2;1
URGENCES_P;2014;470000480;470001660;N2120;0;0;0;2;1
URGENCES_P;2014;470000480;470001660;N2500;4;0;4.34;;
URGENCES_P;2014;470000480;470001660;N9999;27;6;23.45;;
URGENCES_P;2014;470000480;470001660;NINF;14;2;10.77;2;1
URGENCES_P;2014;480000017;480780097;M9999;;16;14.03;;1
URGENCES_P;2014;480000017;480780097;N1220;2;;2.09;;0
URGENCES_P;2014;480000017;480780097;N2120;;1;0.25;;1
URGENCES_P;2014;480000017;480780097;N2500;3;;3;;
URGENCES_P;2014;480000017;480780097;N9999;;7;1;;
URGENCES_P;2014;480000017;480780097;NINF;;22;21.5;;1
URGENCES_P;2014;490000049;490000031;M1140;1;2;2.3;1;1
URGENCES_P;2014;490000049;490000031;M9999;8;25;20.43;1;1
URGENCES_P;2014;490000049;490000031;N1220;11;7;16.33;;
URGENCES_P;2014;490000049;490000031;N2120;4;0;3.08;;
URGENCES_P;2014;490000049;490000031;N2500;47;13;53.85;;
URGENCES_P;2014;490000049;490000031;N3120;0;3;0.69;;
URGENCES_P;2014;490000049;490000031;N9999;113;47;145.64;;
URGENCES_P;2014;490000049;490000031;NINF;41;24;61.99;;
URGENCES_P;2014;490000635;490000676;M9999;11;6;13.87;1;1
URGENCES_P;2014;490000635;490000676;N1220;7;1;8.01;2;1
URGENCES_P;2014;490000635;490000676;N2120;1;;1.36;2;1
URGENCES_P;2014;490000635;490000676;N2500;10;9;17.57;;
URGENCES_P;2014;490000635;490000676;N3120;1;;1;;
URGENCES_P;2014;490000635;490000676;N9999;41;32;70.09;;
URGENCES_P;2014;490000635;490000676;NINF;22;22;38.57;1;1
URGENCES_P;2014;490001765;490528452;M9999;3;12;6.86;;
URGENCES_P;2014;490001765;490528452;N1220;1;1;1.4;;
URGENCES_P;2014;490001765;490528452;N2120;1;1;1.15;;
URGENCES_P;2014;490001765;490528452;N2500;3;6;7.03;;
URGENCES_P;2014;490001765;490528452;N9999;27;13;33.9;;
URGENCES_P;2014;490001765;490528452;NINF;16;3;17.53;;
URGENCES_P;2014;490014909;490008109;M9999;7;;7;;
URGENCES_P;2014;490014909;490008109;N1220;3;;3;;
URGENCES_P;2014;490014909;490008109;N2120;;1;0.5;;
URGENCES_P;2014;490014909;490008109;N2500;6;3;6.45;;
URGENCES_P;2014;490014909;490008109;N2620;1;;1;;
URGENCES_P;2014;490014909;490008109;N9999;23;4;22.46;;
URGENCES_P;2014;490014909;490008109;NINF;14;;14;;
URGENCES_P;2014;500000021;500000054;M9999;8;1;4.17;1;1
URGENCES_P;2014;500000021;500000054;N1220;2;1;2.57;1;1
URGENCES_P;2014;500000021;500000054;N2120;1;0;1;1;1
URGENCES_P;2014;500000021;500000054;N2500;13;3;15.04;;
URGENCES_P;2014;500000021;500000054;N9999;31;7;36.42;;
URGENCES_P;2014;500000021;500000054;NINF;15;3;17.57;1;1
URGENCES_P;2014;500000187;500000013;M1140;1;;0.4;;0
URGENCES_P;2014;500000187;500000013;M9999;10;21;10.6;3;1
URGENCES_P;2014;500000187;500000013;N1220;9;3;11.15;3;1
URGENCES_P;2014;500000187;500000013;N2120;2;;1.48;2;1
URGENCES_P;2014;500000187;500000013;N2500;29;6;32.1;;
URGENCES_P;2014;500000187;500000013;N2620;5;;4.76;;0
URGENCES_P;2014;500000187;500000013;N3120;1;;0.5;;
URGENCES_P;2014;500000187;500000013;N9999;80;19;91.98;;
URGENCES_P;2014;500000187;500000013;NINF;32;9;39.16;1;1
URGENCES_P;2014;500000260;500000054;M9999;13;;5.1;1;1
URGENCES_P;2014;500000260;500000054;N1220;3;1;1.92;1;1
URGENCES_P;2014;500000260;500000054;N2120;1;;0.91;1;1
URGENCES_P;2014;500000260;500000054;N2500;12;1;11.96;;
URGENCES_P;2014;500000260;500000054;N2620;;;;1;1
URGENCES_P;2014;500000260;500000054;N9999;31;4;28.53;;
URGENCES_P;2014;500000260;500000054;NINF;15;2;13.74;1;1
URGENCES_P;2014;500000427;500000096;M1140;0;0;0;2;
URGENCES_P;2014;500000427;500000096;M9999;2;4;2.05;2;1
URGENCES_P;2014;500000427;500000096;N1220;1;0;0.5;2;1
URGENCES_P;2014;500000427;500000096;N2120;0;0;0;2;1
URGENCES_P;2014;500000427;500000096;N2500;4;0;3.09;;
URGENCES_P;2014;500000427;500000096;N9999;10;1;9.98;;
URGENCES_P;2014;500000427;500000096;NINF;6;1;6.39;2;1
URGENCES_P;2014;500000450;500000112;M9999;22;1;8.88;3;1
URGENCES_P;2014;500000450;500000112;N1220;3;2;3.51;;0
URGENCES_P;2014;500000450;500000112;N2120;2;;1.22;;0
URGENCES_P;2014;500000450;500000112;N2500;22;8;16.72;;
URGENCES_P;2014;500000450;500000112;N9999;55;27;50.22;;
URGENCES_P;2014;500000450;500000112;NINF;28;17;28.4;;0
