BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2014;590000337;590781415;N2620;;;;1;1
URGENCES_P;2014;590000337;590781415;N9999;21;87;75.05;;
URGENCES_P;2014;590000337;590781415;NINF;0;67;43.1;3;1
URGENCES_P;2014;590000428;590781605;M9999;8;;7.97;1;1
URGENCES_P;2014;590000428;590781605;N1220;2;0;2;;0
URGENCES_P;2014;590000428;590781605;N2120;2;0;1.21;;0
URGENCES_P;2014;590000428;590781605;N2500;17;4;19.33;;
URGENCES_P;2014;590000428;590781605;N9999;38;6;38.94;;
URGENCES_P;2014;590000428;590781605;NINF;27;2;26.6;;0
URGENCES_P;2014;590000436;590781621;M9999;6;2;6.7;;0
URGENCES_P;2014;590000436;590781621;N1220;1;;0.45;;0
URGENCES_P;2014;590000436;590781621;N2500;7;1;8.2;;
URGENCES_P;2014;590000436;590781621;NINF;7;3;9.79;;0
URGENCES_P;2014;590000469;590781662;M9999;8;3;9.5;3;1
URGENCES_P;2014;590000469;590781662;N1220;1;0;0.5;;
URGENCES_P;2014;590000469;590781662;N2120;1;0;1;;
URGENCES_P;2014;590000469;590781662;N2500;9;0;8.59;;
URGENCES_P;2014;590000469;590781662;N9999;34;3;35.31;;
URGENCES_P;2014;590000469;590781662;NINF;17;3;18.85;;
URGENCES_P;2014;590000535;590781803;M1140;6;;0.67;;0
URGENCES_P;2014;590000535;590781803;M9999;22;;12.43;3;1
URGENCES_P;2014;590000535;590781803;N1220;2;;1.5;;0
URGENCES_P;2014;590000535;590781803;N2120;;;;2;1
URGENCES_P;2014;590000535;590781803;N2500;23;2;22.05;;
URGENCES_P;2014;590000535;590781803;N9999;55;3;55.34;;
URGENCES_P;2014;590000535;590781803;NINF;24;1;26.17;;0
URGENCES_P;2014;590000592;590782165;M9999;8;6;11.4;;
URGENCES_P;2014;590000592;590782165;N1220;2;0;2;;
URGENCES_P;2014;590000592;590782165;N2120;1;0;1;;
URGENCES_P;2014;590000592;590782165;N2500;8;4;11.2;;
URGENCES_P;2014;590000592;590782165;NINF;22;4;24.6;;
URGENCES_P;2014;590000618;590782215;M1140;2;2;1.41;;0
URGENCES_P;2014;590000618;590782215;M9999;27;1;16.5;1;1
URGENCES_P;2014;590000618;590782215;N1220;4;;2.5;;
URGENCES_P;2014;590000618;590782215;N2120;1;;1.11;;
URGENCES_P;2014;590000618;590782215;N2500;21;13;33.54;;
URGENCES_P;2014;590000618;590782215;N3120;;1;0.86;;
URGENCES_P;2014;590000618;590782215;N9999;122;29;134.21;;
URGENCES_P;2014;590000618;590782215;NINF;66;11;64.82;;
URGENCES_P;2014;590000758;590782637;M9999;5;1;5.3;2;1
URGENCES_P;2014;590000758;590782637;N1220;1;1;1.8;2;1
URGENCES_P;2014;590000758;590782637;N2120;1;;1;2;1
URGENCES_P;2014;590000758;590782637;N2500;16;2;16;;
URGENCES_P;2014;590000758;590782637;N9999;39;7;43.46;;
URGENCES_P;2014;590000758;590782637;NINF;21;4;24.06;;0
URGENCES_P;2014;590000774;590782652;M9999;5;;4.5;;
URGENCES_P;2014;590000774;590782652;N1220;1;;1;;
URGENCES_P;2014;590000774;590782652;N2120;2;;0.67;;
URGENCES_P;2014;590000774;590782652;N2500;7;;6.15;;
URGENCES_P;2014;590000774;590782652;NINF;10;;9.15;;
URGENCES_P;2014;590001004;590783239;M1140;1;2;2.2;;
URGENCES_P;2014;590001004;590783239;M9999;16;3;7.93;3;1
URGENCES_P;2014;590001004;590783239;N1220;4;;1.35;;
URGENCES_P;2014;590001004;590783239;N2120;1;2;2.04;;1
URGENCES_P;2014;590001004;590783239;N2500;36;3;36.47;;
URGENCES_P;2014;590001004;590783239;N3120;1;1;0.7;;
URGENCES_P;2014;590001004;590783239;NINF;45;6;51.86;;0
URGENCES_P;2014;590001749;590788956;M9999;1;5;5;;
URGENCES_P;2014;590001749;590788956;N1220;;3;1.89;;
URGENCES_P;2014;590001749;590788956;N2500;5;2;6.01;;
URGENCES_P;2014;590001749;590788956;N3120;;1;0.05;;
URGENCES_P;2014;590001749;590788956;N9999;14;7;17.13;;
URGENCES_P;2014;590001749;590788956;NINF;9;;9;;
URGENCES_P;2014;590008041;590008033;M9999;4;;4;;
URGENCES_P;2014;590008041;590008033;N2120;1;;1;;
URGENCES_P;2014;590008041;590008033;N2500;2;1;2.11;;
URGENCES_P;2014;590008041;590008033;NINF;15;3;16.83;;
URGENCES_P;2014;590780284;590051801;M9999;6;;6.44;;
URGENCES_P;2014;590780284;590051801;N2120;1;;1;;
URGENCES_P;2014;590780284;590051801;N2500;6;12;8.23;;
URGENCES_P;2014;590780284;590051801;NINF;10;3;13.97;;
URGENCES_P;2014;590796975;590780193;M1140;5;;4.69;;
URGENCES_P;2014;590796975;590780193;M3020;1;;1;;
URGENCES_P;2014;590796975;590780193;M9999;19;;23.54;;
URGENCES_P;2014;590796975;590780193;N1220;4;1;3.84;;
URGENCES_P;2014;590796975;590780193;N2120;4;1;5.52;;
URGENCES_P;2014;590796975;590780193;N2500;59;7;63.95;;
URGENCES_P;2014;590796975;590780193;N9999;149;31;167.41;;
URGENCES_P;2014;590796975;590780193;NINF;69;13;74.84;;
URGENCES_P;2014;590797353;590051801;M1140;4;;3.98;;
URGENCES_P;2014;590797353;590051801;M9999;14;1;13.39;;
URGENCES_P;2014;590797353;590051801;N2120;2;;2;;
URGENCES_P;2014;590797353;590051801;N2500;9;7;12.48;;
URGENCES_P;2014;590797353;590051801;NINF;27;19;36.02;;
URGENCES_P;2014;590801106;590782421;M1140;5;2;2.1;;
URGENCES_P;2014;590801106;590782421;M9999;26;31;21.91;;
URGENCES_P;2014;590801106;590782421;N2120;2;3;3.67;2;1
URGENCES_P;2014;590801106;590782421;N2500;28;5;31.24;;
URGENCES_P;2014;590801106;590782421;NINF;37;18;48.43;1;1
URGENCES_P;2014;590804696;590781902;M9999;15;2;9.83;1;1
URGENCES_P;2014;590804696;590781902;N1220;2;;1.58;;0
URGENCES_P;2014;590804696;590781902;N2120;3;;1.58;2;1
URGENCES_P;2014;590804696;590781902;N2500;25;2;25.97;;
URGENCES_P;2014;590804696;590781902;N2620;7;1;6.9;;0
URGENCES_P;2014;590804696;590781902;N3120;;2;1;;
URGENCES_P;2014;590804696;590781902;N9999;83;17;88.74;;
URGENCES_P;2014;590804696;590781902;NINF;31;11;39.51;;0
URGENCES_P;2014;590816310;590000048;M9999;2;2;3;;
URGENCES_P;2014;590816310;590000048;N1220;;4;2;;
URGENCES_P;2014;590816310;590000048;N2120;0;1;0.5;;
URGENCES_P;2014;590816310;590000048;N2500;2;;2;;
URGENCES_P;2014;590816310;590000048;N9999;10;3;12;;
URGENCES_P;2014;590816310;590000048;NINF;7;2;0.89;;
URGENCES_P;2014;600000053;600101984;M1140;2;2;0.75;;0
URGENCES_P;2014;600000053;600101984;M9999;9;4;8.45;;0
URGENCES_P;2014;600000053;600101984;N1220;3;0;2;2;1
URGENCES_P;2014;600000053;600101984;N2120;1;0;0.6;2;1
URGENCES_P;2014;600000053;600101984;N2500;11;5;14.16;;
URGENCES_P;2014;600000053;600101984;N3120;0;1;0.3;;
URGENCES_P;2014;600000053;600101984;N9999;40;11;44.99;;
URGENCES_P;2014;600000053;600101984;NINF;20;5;23.19;1;1
URGENCES_P;2014;600000186;600100648;M9999;4;8;8.1;2;1
URGENCES_P;2014;600000186;600100648;N1220;1;0;1;2;1
URGENCES_P;2014;600000186;600100648;N2120;1;;1;2;1
URGENCES_P;2014;600000186;600100648;N2500;7;0;6.5;;
URGENCES_P;2014;600000186;600100648;N9999;25;2;24.2;;
URGENCES_P;2014;600000186;600100648;NINF;16;2;16.7;2;1
URGENCES_P;2014;600000194;600100713;M1140;10;3;10.8;;0
URGENCES_P;2014;600000194;600100713;M9999;10;3;10.8;;0
URGENCES_P;2014;600000194;600100713;N1220;10;3;12.15;;0
URGENCES_P;2014;600000194;600100713;N2120;1;;2.25;;0
URGENCES_P;2014;600000194;600100713;N2500;10;3;13.58;;
URGENCES_P;2014;600000194;600100713;N2620;2;;2;;0
URGENCES_P;2014;600000194;600100713;NINF;43;12;49.26;;0
URGENCES_P;2014;600000285;600100721;M1140;0;0;0;1;1
URGENCES_P;2014;600000285;600100721;M9999;5;1;2.89;1;1
URGENCES_P;2014;600000285;600100721;N1220;0;1;0.7;2;1
URGENCES_P;2014;600000285;600100721;N2120;1;0;0.7;2;1
URGENCES_P;2014;600000285;600100721;N2500;16;2;14.63;;
URGENCES_P;2014;600000285;600100721;N9999;34;5;29.44;;
URGENCES_P;2014;600000285;600100721;NINF;15;1;10.75;1;1
URGENCES_P;2014;600000467;600101984;M1140;8;2;2.32;;0
URGENCES_P;2014;600000467;600101984;M9999;19;8;15.62;;0
URGENCES_P;2014;600000467;600101984;N1220;4;3;6.61;2;1
URGENCES_P;2014;600000467;600101984;N2120;1;0;1.15;2;1
URGENCES_P;2014;600000467;600101984;N2500;28;5;31.98;;
URGENCES_P;2014;600000467;600101984;N2620;14;0;13.85;;0
URGENCES_P;2014;600000467;600101984;N9999;89;16;98.67;;
URGENCES_P;2014;600000467;600101984;NINF;41;8;44.98;1;1
URGENCES_P;2014;600100754;600000228;M9999;5;;5;;
URGENCES_P;2014;600100754;600000228;N1220;3;0;3.2;;
URGENCES_P;2014;600100754;600000228;N2120;1;;1.09;;
URGENCES_P;2014;600100754;600000228;N2500;3;13;5.46;;
URGENCES_P;2014;600100754;600000228;N9999;13;49;21.33;;
URGENCES_P;2014;600100754;600000228;NINF;6;35;11.03;;
URGENCES_P;2014;600113476;600100721;M9999;16;5;10.62;1;1
URGENCES_P;2014;600113476;600100721;N1220;3;0;2.06;;0
URGENCES_P;2014;600113476;600100721;N2120;2;0;1.02;2;1
URGENCES_P;2014;600113476;600100721;N2500;22;1;23.35;;
URGENCES_P;2014;600113476;600100721;N9999;69;11;64.11;;
URGENCES_P;2014;600113476;600100721;NINF;33;10;28.5;1;1
URGENCES_P;2014;610000044;610780074;M9999;6;4;4.46;;
URGENCES_P;2014;610000044;610780074;N1220;2;0;1.93;;
URGENCES_P;2014;610000044;610780074;N2120;1;0;0.66;;
URGENCES_P;2014;610000044;610780074;N2500;7;0;7;;
URGENCES_P;2014;610000044;610780074;N2620;8;0;4;;
URGENCES_P;2014;610000044;610780074;N9999;24;1;16.66;;
URGENCES_P;2014;610000044;610780074;NINF;14;1;7.29;;1
URGENCES_P;2014;610000051;610780082;M9999;7;6;12.71;1;1
URGENCES_P;2014;610000051;610780082;N1220;3;;3.2;;0
URGENCES_P;2014;610000051;610780082;N2120;1;1;1.9;;0
URGENCES_P;2014;610000051;610780082;N2500;17;4;21.98;;
URGENCES_P;2014;610000051;610780082;N9999;60;9;62.74;;
URGENCES_P;2014;610000051;610780082;NINF;34;4;32.7;;0
URGENCES_P;2014;610000069;610780090;M9999;2;8;5.18;1;1
URGENCES_P;2014;610000069;610780090;N1220;1;2;2.4;2;1
URGENCES_P;2014;610000069;610780090;N2120;;1;0.8;2;1
URGENCES_P;2014;610000069;610780090;N2500;8;1;8.8;;
URGENCES_P;2014;610000069;610780090;N9999;33;11;39.08;;
URGENCES_P;2014;610000069;610780090;NINF;17;7;20.08;2;1
URGENCES_P;2014;610000077;610780124;M9999;4;;2.6;3;1
URGENCES_P;2014;610000077;610780124;N1220;3;;1.01;3;1
URGENCES_P;2014;610000077;610780124;N2120;1;;0.75;3;1
URGENCES_P;2014;610000077;610780124;N2500;7;2;7.6;;
URGENCES_P;2014;610000077;610780124;N9999;22;6;22.25;;
URGENCES_P;2014;610000077;610780124;NINF;8;4;9.95;3;1
URGENCES_P;2014;610000119;610780165;M9999;9;1;5.17;3;1
URGENCES_P;2014;610000119;610780165;N1220;2;2;3.3;3;1
URGENCES_P;2014;610000119;610780165;N2120;1;0;1;3;1
URGENCES_P;2014;610000119;610780165;N2500;17;1;13.21;;
URGENCES_P;2014;610000119;610780165;N3120;2;0;1;;
URGENCES_P;2014;610000119;610780165;N9999;43;5;41.08;;
URGENCES_P;2014;610000119;610780165;NINF;18;2;23.77;3;1
URGENCES_P;2014;610780116;610790594;M9999;3;2;2.49;3;1
URGENCES_P;2014;610780116;610790594;N1220;1;;0.2;2;0
URGENCES_P;2014;610780116;610790594;N2120;1;;1;2;1
URGENCES_P;2014;610780116;610790594;N2500;13;;10.08;;
URGENCES_P;2014;610780116;610790594;N9999;27;2;20.09;;
URGENCES_P;2014;610780116;610790594;NINF;12;2;9.1;2;1
URGENCES_P;2014;620000034;620100057;M1140;;6;1;;0
URGENCES_P;2014;620000034;620100057;M9999;;29;7.79;1;1
URGENCES_P;2014;620000034;620100057;N1220;3;1;3.5;;0
URGENCES_P;2014;620000034;620100057;N2120;1;1;1.1;;0
URGENCES_P;2014;620000034;620100057;N2500;23;3;23.36;;
URGENCES_P;2014;620000034;620100057;N2620;1;0;1;;0
URGENCES_P;2014;620000034;620100057;N3120;0;1;0.3;;
URGENCES_P;2014;620000034;620100057;NINF;24;13;35.57;;1
URGENCES_P;2014;620000224;620100651;M9999;10;4;7.12;3;1
URGENCES_P;2014;620000224;620100651;N1220;1;1;1.5;2;1
URGENCES_P;2014;620000224;620100651;N2120;3;;3;2;1
URGENCES_P;2014;620000224;620100651;N2500;27;20;18.2;;
URGENCES_P;2014;620000224;620100651;N2620;22;23;13.03;;0
URGENCES_P;2014;620000224;620100651;N3120;1;;1;;
URGENCES_P;2014;620000224;620100651;NINF;28;35;42.14;;0
URGENCES_P;2014;620000257;620100685;M9999;16;4;11.36;1;1
URGENCES_P;2014;620000257;620100685;N1220;4;;2.17;2;1
URGENCES_P;2014;620000257;620100685;N2120;2;;2.79;2;1
URGENCES_P;2014;620000257;620100685;N2500;49;;46.81;;
URGENCES_P;2014;620000257;620100685;N2620;;2;1.8;2;1
URGENCES_P;2014;620000257;620100685;N3120;3;;2.5;;
URGENCES_P;2014;620000257;620100685;N9999;126;9;125.78;;
URGENCES_P;2014;620000257;620100685;NINF;52;8;53.59;1;0
URGENCES_P;2014;620000323;620101337;M1140;7;0;6.5;;
URGENCES_P;2014;620000323;620101337;M3020;4;2;5.1;;
URGENCES_P;2014;620000323;620101337;M9999;24;2;24.1;;1
URGENCES_P;2014;620000349;620101360;M9999;9;1;5.73;2;1
URGENCES_P;2014;620000349;620101360;N1220;1;;0.5;;
URGENCES_P;2014;620000349;620101360;N2120;2;;2.4;;
URGENCES_P;2014;620000349;620101360;N2500;14;2;15.27;;
URGENCES_P;2014;620000349;620101360;N2620;2;;2;;
URGENCES_P;2014;620000349;620101360;N9999;44;5;48.65;;
URGENCES_P;2014;620000349;620101360;NINF;25;2;28.48;;
URGENCES_P;2014;620000653;620103440;M1140;4;6;3.32;;0
URGENCES_P;2014;620000653;620103440;M9999;14;10;15.82;3;1
URGENCES_P;2014;620000653;620103440;N1220;3;;3;;1
URGENCES_P;2014;620000653;620103440;N2120;3;;2.56;;1
URGENCES_P;2014;620000653;620103440;N2500;20;1;19;;
URGENCES_P;2014;620000653;620103440;N2620;;;;;1
URGENCES_P;2014;620000653;620103440;NINF;27;11;31.71;;1
URGENCES_P;2014;620003202;620103432;M9999;8;;7.22;;
URGENCES_P;2014;620003202;620103432;N1220;5;2;6.6;;
URGENCES_P;2014;620003202;620103432;N2120;1;;1.17;;
URGENCES_P;2014;620003202;620103432;N2500;11;4;15.39;;
URGENCES_P;2014;620003202;620103432;N2620;1;0;1;;
URGENCES_P;2014;620003202;620103432;N3120;0;1;0.1;;
URGENCES_P;2014;620003202;620103432;N9999;38;11;47.56;;
URGENCES_P;2014;620003202;620103432;NINF;20;4;23.3;;
URGENCES_P;2014;620003350;620001834;M9999;5;11;9.3;;
URGENCES_P;2014;620003350;620001834;N1220;4;;4;;
URGENCES_P;2014;620003350;620001834;N2120;1;0;1;;
URGENCES_P;2014;620003350;620001834;N2500;10;2;11.55;;
URGENCES_P;2014;620003350;620001834;N2620;3;0;3;;
URGENCES_P;2014;620003350;620001834;N3120;;1;0.5;;
URGENCES_P;2014;620003350;620001834;N9999;32;5;35.65;;
URGENCES_P;2014;620003350;620001834;NINF;16;3;18.1;;
URGENCES_P;2014;620003376;620001834;M9999;7;11;14.12;;0
URGENCES_P;2014;620003376;620001834;N1220;2;;2;;0
URGENCES_P;2014;620003376;620001834;N2120;1;;1;;0
URGENCES_P;2014;620003376;620001834;N2500;16;9;22.7;;
URGENCES_P;2014;620003376;620001834;N2620;0;5;2.9;;0
URGENCES_P;2014;620003376;620001834;NINF;24;4;26.6;;0
URGENCES_P;2014;620025346;620001834;M9999;2;19;9.99;;0
URGENCES_P;2014;620025346;620001834;N1220;1;;1;;0
URGENCES_P;2014;620025346;620001834;N2120;1;;1;;0
URGENCES_P;2014;620025346;620001834;N2500;22;4;20.5;;
URGENCES_P;2014;620025346;620001834;N2620;6;;5.5;;0
URGENCES_P;2014;620025346;620001834;N9999;55;16;40.05;;
URGENCES_P;2014;620025346;620001834;NINF;25;12;32.08;;0
URGENCES_P;2014;620100735;620000265;N1220;3;;3;;
URGENCES_P;2014;620100735;620000265;N2500;7;;4.69;;
URGENCES_P;2014;620100735;620000265;NINF;9;;7.96;;
URGENCES_P;2014;630000404;630780989;M3020;1;0;0.92;;
URGENCES_P;2014;630000404;630780989;M9999;17;3;19.3;;0
URGENCES_P;2014;630000404;630780989;N1220;3;3;4.54;;0
URGENCES_P;2014;630000404;630780989;N2120;3;0;3;;0
URGENCES_P;2014;630000404;630780989;N2500;27;8;33.79;;
URGENCES_P;2014;630000404;630780989;NINF;49;8;53.04;;0
URGENCES_P;2014;630000412;630780997;M9999;0;3;0.85;;1
URGENCES_P;2014;630000412;630780997;N2620;1;1;1.8;;
URGENCES_P;2014;630000412;630780997;N9999;7;8;12.1;;
URGENCES_P;2014;630000412;630780997;NINF;6;7;10.3;;
URGENCES_P;2014;630000420;630781003;M9999;7;;7;3;1
URGENCES_P;2014;630000420;630781003;N1220;1;;1;;1
URGENCES_P;2014;630000420;630781003;N2120;1;;1;;1
URGENCES_P;2014;630000420;630781003;NINF;11;;11;;1
URGENCES_P;2014;630000438;630781011;M9999;10;;10;1;1
URGENCES_P;2014;630000446;630781029;M9999;7;2;4.38;2;1
URGENCES_P;2014;630000446;630781029;N1220;1;;1;2;1
URGENCES_P;2014;630000446;630781029;N2120;1;;0.5;;1
URGENCES_P;2014;630000446;630781029;N2500;3;3;4.49;;
URGENCES_P;2014;630000446;630781029;NINF;6;4;7.95;;1
URGENCES_P;2014;630781268;630780989;M1140;8;0;6.24;;0
URGENCES_P;2014;630781268;630780989;M9999;8;0;6.24;;0
URGENCES_P;2014;630781268;630780989;N1220;1;2;1.51;;0
URGENCES_P;2014;630781268;630780989;N2120;1;0;1;;0
URGENCES_P;2014;630781268;630780989;N2500;15;4;12.97;;
URGENCES_P;2014;630781268;630780989;N9999;41;10;37.54;;
URGENCES_P;2014;630781268;630780989;NINF;24;4;22.06;;0
URGENCES_P;2014;640000162;640780417;M1140;3;2;1.07;;
URGENCES_P;2014;640000162;640780417;M9999;40;4;18.84;;
URGENCES_P;2014;640000162;640780417;N1220;2;1;2.8;;
URGENCES_P;2014;640000162;640780417;N2120;3;0;2.34;;
URGENCES_P;2014;640000162;640780417;N2500;23;2;24.35;;
URGENCES_P;2014;640000162;640780417;N9999;88;13;100.6;;
URGENCES_P;2014;640000162;640780417;NINF;40;5;45.28;;
URGENCES_P;2014;640000402;640780813;M9999;0;10;4.62;2;1
URGENCES_P;2014;640000402;640780813;N1220;;5;0.7;2;1
URGENCES_P;2014;640000402;640780813;N2120;;1;0.5;2;1
URGENCES_P;2014;640000402;640780813;N2500;4;2;5.3;;
URGENCES_P;2014;640000402;640780813;N2620;;;;2;1
URGENCES_P;2014;640000402;640780813;NINF;5;6;10.2;2;1
URGENCES_P;2014;640000410;640780821;M9999;3;1;3.8;3;1
URGENCES_P;2014;640000410;640780821;N1220;1;;1;3;1
URGENCES_P;2014;640000410;640780821;N2120;1;;0.5;3;1
URGENCES_P;2014;640000410;640780821;N2500;4;2;5.7;;
URGENCES_P;2014;640000410;640780821;N9999;9;5;12.39;;
URGENCES_P;2014;640000410;640780821;NINF;9;3;9.71;3;1
URGENCES_P;2014;640000600;640781290;M1140;11;2;4.46;;0
URGENCES_P;2014;640000600;640781290;M9999;31;4;20.99;1;1
URGENCES_P;2014;640000600;640781290;N1220;4;1;5.25;;
URGENCES_P;2014;640000600;640781290;N2120;1;;1.47;;
URGENCES_P;2014;640000600;640781290;N2500;16;4;20.23;;
URGENCES_P;2014;640000600;640781290;N2620;2;13;5.8;;
URGENCES_P;2014;640000600;640781290;N3120;;1;0.9;;
URGENCES_P;2014;640000600;640781290;NINF;46;18;55.25;;
URGENCES_P;2014;640017646;640017638;M9999;3;4;4.99;;0
URGENCES_P;2014;640017646;640017638;N2120;1;;0.2;;0
URGENCES_P;2014;640017646;640017638;N2500;1;;2.33;;
URGENCES_P;2014;640017646;640017638;N9999;10;;9.3;;
URGENCES_P;2014;640017646;640017638;NINF;7;;6.69;;0
URGENCES_P;2014;640780433;640012209;M9999;4;2;5.5;;
URGENCES_P;2014;640780433;640012209;N9999;6;;6;;
URGENCES_P;2014;640780433;640012209;NINF;6;;6;;
URGENCES_P;2014;640780490;640000212;M9999;5;1;5.84;;0
URGENCES_P;2014;640780490;640000212;N1220;2;;1.87;;0
URGENCES_P;2014;640780490;640000212;N2120;;1;0.5;;0
URGENCES_P;2014;640780490;640000212;N2500;4;2;5.86;;
URGENCES_P;2014;640780490;640000212;NINF;7;;6.95;;0
URGENCES_P;2014;640780748;640000360;M9999;4;4;8.21;;
URGENCES_P;2014;640780748;640000360;N1220;1;2;2.5;;
URGENCES_P;2014;640780748;640000360;N2500;2;1;2.54;;
URGENCES_P;2014;640780748;640000360;N9999;14;4;15.82;;
URGENCES_P;2014;640780748;640000360;NINF;11;1;10.78;;
URGENCES_P;2014;640780938;640000451;M9999;1;23;5.5;;
URGENCES_P;2014;640780938;640000451;N1220;;1;0.9;;
URGENCES_P;2014;640780938;640000451;N2120;;1;0.25;;
URGENCES_P;2014;640780938;640000451;N2500;;3;2.4;;
URGENCES_P;2014;640780938;640000451;N3120;;1;0.1;;
URGENCES_P;2014;640780938;640000451;NINF;4;2;5.5;;
URGENCES_P;2014;650000045;650780158;M9999;11;3;11.04;3;
URGENCES_P;2014;650000045;650780158;N1220;3;0;2;2;
URGENCES_P;2014;650000045;650780158;N2120;1;0;0.59;2;1
URGENCES_P;2014;650000045;650780158;N2500;6;5;9.02;;
URGENCES_P;2014;650000045;650780158;N9999;32;6;33.56;;
URGENCES_P;2014;650000045;650780158;NINF;18;1;18.62;3;1
URGENCES_P;2014;650000052;650780166;M9999;;15;4.11;;
URGENCES_P;2014;650000052;650780166;N1220;1;1;1.43;;
URGENCES_P;2014;650000052;650780166;N2120;;1;0.2;;
URGENCES_P;2014;650000052;650780166;N2500;2;0;2;;
URGENCES_P;2014;650000052;650780166;N9999;13;4;12.83;;
URGENCES_P;2014;650000052;650780166;NINF;10;2;9.21;;
URGENCES_P;2014;650000417;650783160;M9999;22;20;35.5;;1
URGENCES_P;2014;650000417;650783160;N1220;8;0;8;;0
URGENCES_P;2014;650000417;650783160;N2120;2;0;2;;0
URGENCES_P;2014;650000417;650783160;N2500;20;7;24.24;;
URGENCES_P;2014;650000417;650783160;N9999;58;16;67.87;;
URGENCES_P;2014;650000417;650783160;NINF;26;4;28.13;;0
URGENCES_P;2014;650780679;650000243;M9999;3;4;4.91;;0
URGENCES_P;2014;650780679;650000243;N1220;4;1;4.8;;0
URGENCES_P;2014;650780679;650000243;N2500;2;;2;;
URGENCES_P;2014;650780679;650000243;NINF;5;1;4.85;;0
URGENCES_P;2014;650784218;650780174;M9999;4;8;2.15;2;1
URGENCES_P;2014;650784218;650780174;N1220;6;;2.03;2;1
URGENCES_P;2014;650784218;650780174;N2120;1;;0.12;2;1
URGENCES_P;2014;650784218;650780174;N2500;6;1;3.39;;
URGENCES_P;2014;650784218;650780174;N3120;;1;0.1;;
URGENCES_P;2014;650784218;650780174;N9999;21;3;9.04;;
URGENCES_P;2014;650784218;650780174;NINF;8;1;3.25;2;1
URGENCES_P;2014;660000084;660780180;M1140;4;6;7.2;3;1
URGENCES_P;2014;660000084;660780180;M9999;39;15;19.36;3;1
URGENCES_P;2014;660000084;660780180;N1220;32;17;24;;0
URGENCES_P;2014;660000084;660780180;N2120;4;;4;;0
URGENCES_P;2014;660000084;660780180;N2500;29;4;32.26;;
URGENCES_P;2014;660000084;660780180;N2620;52;;51.67;;0
URGENCES_P;2014;660000084;660780180;N9999;104;17;114.97;;
URGENCES_P;2014;660000084;660780180;NINF;69;13;76.71;;0
URGENCES_P;2014;660780628;660000282;M9999;4;1;5;;
URGENCES_P;2014;660780628;660000282;N1220;2;1;2.5;;
URGENCES_P;2014;660780628;660000282;N2120;0;1;0.2;;
URGENCES_P;2014;660780628;660000282;N2500;2;1;2.5;;
URGENCES_P;2014;660780628;660000282;N2620;0;1;0.2;;
URGENCES_P;2014;660780628;660000282;N3120;0;1;0.1;;
URGENCES_P;2014;660780628;660000282;NINF;4;2;5;;
URGENCES_P;2014;660780776;660000399;M9999;3;2;5;;
URGENCES_P;2014;660780776;660000399;N2120;1;;1;;
URGENCES_P;2014;660780776;660000399;N2500;4;;2;;
URGENCES_P;2014;660780776;660000399;NINF;4;2;4;;
URGENCES_P;2014;660780784;660000407;M9999;8;2;9;;
URGENCES_P;2014;660780784;660000407;N1220;5;;5;;
URGENCES_P;2014;660780784;660000407;N2120;1;;1;;
URGENCES_P;2014;660780784;660000407;N2500;1;;1;;
URGENCES_P;2014;660780784;660000407;N2620;1;;1;;
URGENCES_P;2014;660780784;660000407;N3120;1;;1;;
URGENCES_P;2014;660780784;660000407;NINF;11;1;11.7;;
URGENCES_P;2014;660790387;660790379;M9999;8;;8;;
URGENCES_P;2014;660790387;660790379;N1220;4;1;4.8;;
URGENCES_P;2014;660790387;660790379;N2120;1;;1;;
URGENCES_P;2014;660790387;660790379;N2500;4;;4;;
URGENCES_P;2014;660790387;660790379;NINF;13;6;16;;
URGENCES_P;2014;670000025;670780055;N1220;2;2;3.04;;
URGENCES_P;2014;670000025;670780055;N2120;2;0;2.03;;
URGENCES_P;2014;670000025;670780055;N2500;22;5;26.01;;
URGENCES_P;2014;670000025;670780055;N9999;99;12;107.5;;
URGENCES_P;2014;670000025;670780055;NINF;62;5;65.23;;
URGENCES_P;2014;670000157;670780337;M1140;1;;1;;0
URGENCES_P;2014;670000157;670780337;M9999;6;1;6.8;1;1
URGENCES_P;2014;670000157;670780337;N1220;8;3;9.96;1;0
URGENCES_P;2014;670000157;670780337;N2120;1;1;1.41;1;1
URGENCES_P;2014;670000157;670780337;N2500;15;2;15.74;;
URGENCES_P;2014;670000157;670780337;NINF;41;9;42.32;1;1
URGENCES_P;2014;670000165;670780345;M1140;1;;1.3;;0
URGENCES_P;2014;670000165;670780345;M9999;6;;6.3;;0
URGENCES_P;2014;670000165;670780345;N1220;2;;2.5;;0
URGENCES_P;2014;670000165;670780345;N2120;1;;1.3;;0
URGENCES_P;2014;670000165;670780345;N2500;5;1;5.3;;
URGENCES_P;2014;670000165;670780345;NINF;23;12;28.23;;0
URGENCES_P;2014;670000272;670780543;M9999;4;2;4.97;;0
URGENCES_P;2014;670000272;670780543;N1220;2;;1.5;2;1
URGENCES_P;2014;670000272;670780543;N2120;1;;0.3;2;1
URGENCES_P;2014;670000272;670780543;N3120;1;;0.1;;
URGENCES_P;2014;670000272;670780543;NINF;8;1;9.25;;0
URGENCES_P;2014;670000397;670780691;M9999;7;4;8.66;;0
URGENCES_P;2014;670000397;670780691;N1220;4;0;3.8;;0
