"";"id";"finess";"nom_etab_1";"nom_etab_2";"nom_etab_long";"compl_etab";"compl_distr";"achemin";"comm";"dept";"lib_dept";"num_voie";"typ_voie";"lib_voie";"categ_etab";"lib_categ_etab";"categ_etab_agr";"lib_etab";"siret";"code_ape";"code_mft";"lib_mft";"code_sph";"lib_sph";"date_ouv";"date_autor";"date_maj";"num_educ"
"517";"760000463P1";"760000463";"CH LES FEUGRAIS CHI ELBEUF";"CH LES FEUGRAIS CHI ELBEUF";"CENTRE HOSPITALIER D'ELBEUF LES FEUGRAIS";NA;NA;"76503 ELBEUF CEDEX";"231";"76";"SEINE MARITIME";NA;NA;NA;"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26760176300019";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2016-03-01";NA
"518";"760021329G1";"760021329";"HOPITAL PRIVE DE L'ESTUAIRE";"HOPITAL PRIVE DE L'ESTUAIRE";NA;NA;NA;"76620 LE HAVRE";"351";"76";"SEINE MARITIME";"505";"R";"IRENE JOLIOT-CURIE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"36750093100038";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2010-08-02";"2006-03-08";"2023-12-06";NA
"519";"760780510G1";"760780510";"CLINIQUE DU CEDRE";"CLINIQUE DU CEDRE";NA;NA;NA;"76230 BOIS GUILLAUME";"108";"76";"SEINE MARITIME";"950";"R";"DE LA HAIE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"32622617200012";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1971-06-01";"1971-06-01";"2013-06-17";NA
"520";"760780791G1";"760780791";"CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE";"CLINIQUE LES ORMEAUX";NA;NA;NA;"76600 LE HAVRE";"351";"76";"SEINE MARITIME";"36";"R";"MARCEAU";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78106102300029";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1905-06-01";"1905-06-01";"2024-02-16";NA
"521";"760805770A1";"760805770";"HOPITAL JACQUES MONOD CH LE HAVRE";"HOPITAL JACQUES MONOD CH LE HAVRE";NA;NA;NA;"76290 MONTIVILLIERS";"447";"76";"SEINE MARITIME";"29";"R";"P MENDES FRANCE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26760171400020";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1986-10-15";"1986-10-15";"2017-06-16";NA
"522";"760805770P1";"760805770";"HOPITAL JACQUES MONOD CH LE HAVRE";"HOPITAL JACQUES MONOD CH LE HAVRE";NA;NA;NA;"76290 MONTIVILLIERS";"447";"76";"SEINE MARITIME";"29";"R";"P MENDES FRANCE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26760171400020";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1986-10-15";"1986-10-15";"2017-06-16";NA
"523";"760921809G1";"760921809";"CLINIQUE DE L'EUROPE ROUEN";"CLINIQUE DE L'EUROPE";NA;NA;NA;"76040 ROUEN CEDEX";"540";"76";"SEINE MARITIME";"73";"BD";"DE L ' EUROPE";"128";"Etablissement de Soins Chirurgicaux";"1110";"Etablissements de Soins de Courte Durée";"39048776700027";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1996-10-19";"1995-01-31";"2025-05-15";NA
"524";"770000131A1";"770000131";"CH DE COULOMMIERS";"CH DE COULOMMIERS";"CENTRE HOSPITALIER RENE ARBELTIER DE COULOMMIERS";NA;NA;"77527 COULOMMIERS CEDEX";"131";"77";"SEINE ET MARNE";"4";"R";"GABRIEL PERI";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006347700026";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-03-15";NA
"525";"770000131P1";"770000131";"CH DE COULOMMIERS";"CH DE COULOMMIERS";"CENTRE HOSPITALIER RENE ARBELTIER DE COULOMMIERS";NA;NA;"77527 COULOMMIERS CEDEX";"131";"77";"SEINE ET MARNE";"4";"R";"GABRIEL PERI";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006347700026";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-03-15";NA
"526";"770000149A1";"770000149";"CH SUD SEINE ET MARNE FONTAINEBLEAU";"CH SUD SEINE ET MARNE FONTAINEBLEAU";"CENTRE HOSPITALIER DU SUD SEINE ET MARNE SITE FONTAINEBLEAU";NA;NA;"77305 FONTAINEBLEAU CEDEX";"186";"77";"SEINE ET MARNE";"55";"BD";"DU MARECHAL JOFFRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006345100013";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-03-15";NA
"527";"770000149P1";"770000149";"CH SUD SEINE ET MARNE FONTAINEBLEAU";"CH SUD SEINE ET MARNE FONTAINEBLEAU";"CENTRE HOSPITALIER DU SUD SEINE ET MARNE SITE FONTAINEBLEAU";NA;NA;"77305 FONTAINEBLEAU CEDEX";"186";"77";"SEINE ET MARNE";"55";"BD";"DU MARECHAL JOFFRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006345100013";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-03-15";NA
"528";"770000156G1";"770000156";"CH DE MELUN SITE SANTEPOLE";"GHSIF SITE MELUN-SENART";"GROUPE HOSTIPALIER SUD ILE DE FRANCE - SITE MELUN-SENART";NA;NA;"77000 MELUN";"288";"77";"SEINE ET MARNE";"270";"AV";"MARC JACQUET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26770005200298";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-09-17";NA
"529";"770000164G1";"770000164";"CH SUD SEINE ET MARNE SITE MONTEREAU";"CH SUD SEINE ET MARNE SITE MONTEREAU";"CENTRE HOSPITALIER SUD SEINE ET MARNE SITE MONTEREAU";NA;NA;"77875 MONTEREAU CEDEX";"305";"77";"SEINE ET MARNE";"1";"R";"VICTOR HUGO";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006345100021";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-03-15";NA
"530";"770000172A1";"770000172";"CH DE PROVINS LEON BINET";"CH DE PROVINS LEON BINET";"CENTRE HOSPITALIER LEON BINET DE PROVINS";NA;NA;"77488 PROVINS CEDEX";"379";"77";"SEINE ET MARNE";NA;"RTE";"DE CHALAUTRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26770008600023";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2016-04-11";NA
"531";"770000172P1";"770000172";"CH DE PROVINS LEON BINET";"CH DE PROVINS LEON BINET";"CENTRE HOSPITALIER LEON BINET DE PROVINS";NA;NA;"77488 PROVINS CEDEX";"379";"77";"SEINE ET MARNE";NA;"RTE";"DE CHALAUTRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26770008600023";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2016-04-11";NA
"532";"770000214G1";"770000214";"CH SUD SEINE ET MARNE SITE DE NEMOURS";"CH SUD SEINE ET MARNE SITE DE NEMOURS";"CENTRE HOSPITALIER DE NEMOURS";NA;NA;"77796 NEMOURS CEDEX";"333";"77";"SEINE ET MARNE";"15";"R";"DES CHAUDINS";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006345100039";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1979-05-03";"1979-05-03";"2024-03-15";NA
"533";"770000446A1";"770000446";"CH DE MEAUX SITE SAINT FARON";"CH DE MEAUX  SITE SAINT FARON";"CENTRE HOSPITALIER DE MEAUX SITE SAINT FARON";NA;"6-8";"77100 MEAUX";"284";"77";"SEINE ET MARNE";"6";"R";"SAINT FIACRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";NA;"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1945-01-01";"1904-04-04";"2024-03-15";NA
"534";"770000446P1";"770000446";"CH DE MEAUX SITE SAINT FARON";"CH DE MEAUX  SITE SAINT FARON";"CENTRE HOSPITALIER DE MEAUX SITE SAINT FARON";NA;"6-8";"77100 MEAUX";"284";"77";"SEINE ET MARNE";"6";"R";"SAINT FIACRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";NA;"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1945-01-01";"1904-04-04";"2024-03-15";NA
"535";"770019032A1";"770019032";"GHEF SITE MARNE LA VALLEE";"GHEF MARNE LA VALLEE SITE JOSSIGNY";"GRAND HOSP EST FRANCILIEN MARNE LA VALLEE SITE JOSSIGNY";NA;"2-4";"77600 JOSSIGNY";"237";"77";"SEINE ET MARNE";"2";"CRS";"DE LA GONDOIRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006347700034";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2012-11-19";"2010-09-27";"2024-03-15";NA
"536";"770019032P1";"770019032";"GHEF SITE MARNE LA VALLEE";"GHEF MARNE LA VALLEE SITE JOSSIGNY";"GRAND HOSP EST FRANCILIEN MARNE LA VALLEE SITE JOSSIGNY";NA;"2-4";"77600 JOSSIGNY";"237";"77";"SEINE ET MARNE";"2";"CRS";"DE LA GONDOIRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20006347700034";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2012-11-19";"2010-09-27";"2024-03-15";NA
"537";"770300010G1";"770300010";"HOPITAL PRIVE DE MARNE CHANTEREINE";"HOPITAL PRIVE DE MARNE CHANTEREINE";"HOPITAL PRIVE DE MARNE CHANTEREINE";NA;NA;"77177 BROU SUR CHANTEREINE";"55";"77";"SEINE ET MARNE";"77";"R";"CURIE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"74695129200018";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1968-04-04";"1968-04-04";"2024-11-14";NA
"538";"770300135G1";"770300135";"CLINIQUE MEDICO CHIRURG LES FONTAINES";"CLINIQUE MEDICO CHIRURG LES FONTAINES";"CLINIQUE MEDICO CHIRURGICALE LES FONTAINES";NA;NA;"77007 MELUN CEDEX";"288";"77";"SEINE ET MARNE";"54";"BD";"ARISTIDE BRIAND";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78645024700022";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1965-04-04";"1965-04-04";"2016-04-11";NA
"539";"770790707G1";"770790707";"CLINIQUE DE TOURNAN";"CLINIQUE DE TOURNAN";NA;NA;NA;"77220 TOURNAN EN BRIE";"470";"77";"SEINE ET MARNE";"2";"R";"JULES LEFEBVRE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"32711362700019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1984-03-19";"1984-03-19";"2024-10-30";NA
"540";"780000287A1";"780000287";"CH FRANCOIS QUESNAY MANTES";"CH FRANCOIS QUESNAY MANTES";"CENTRE HOSPITALIER FRANCOIS QUESNAY";NA;NA;"78201 MANTES LA JOLIE CEDEX";"361";"78";"YVELINES";"2";"BD";"SULLY";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780238700071";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1996-12-25";"1904-04-04";"2024-02-16";"0781685H"
"541";"780000287P1";"780000287";"CH FRANCOIS QUESNAY MANTES";"CH FRANCOIS QUESNAY MANTES";"CENTRE HOSPITALIER FRANCOIS QUESNAY";NA;NA;"78201 MANTES LA JOLIE CEDEX";"361";"78";"YVELINES";"2";"BD";"SULLY";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780238700071";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1996-12-25";"1904-04-04";"2024-02-16";"0781685H"
"542";"780000295G1";"780000295";"CHI DE MEULAN LES MUREAUX";"CHI DE MEULAN LES MUREAUX";"CENTRE HOSPITALIER INTERCOMMUNAL DE MEULAN  LES MUREAUX";NA;NA;"78250 MEULAN EN YVELINES";"401";"78";"YVELINES";"1";"R";"DU FORT";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780577800011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-16";NA
"543";"780000311A1";"780000311";"CHI POISSY ST GERMAIN SITE DE POISSY";"CHI POISSY ST GERMAIN SITE DE POISSY";"CTRE HOSPITALIER INTERCOMMUNAL POISSY ST GERMAIN SITE POISSY";"HOPITAL DE POISSY";NA;"78303 POISSY CEDEX";"498";"78";"YVELINES";"10";"R";"DU CHAMP GAILLARD";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780580200159";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1966-09-01";"1966-09-01";"2024-03-06";NA
"544";"780000311P1";"780000311";"CHI POISSY ST GERMAIN SITE DE POISSY";"CHI POISSY ST GERMAIN SITE DE POISSY";"CTRE HOSPITALIER INTERCOMMUNAL POISSY ST GERMAIN SITE POISSY";"HOPITAL DE POISSY";NA;"78303 POISSY CEDEX";"498";"78";"YVELINES";"10";"R";"DU CHAMP GAILLARD";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780580200159";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1966-09-01";"1966-09-01";"2024-03-06";NA
"545";"780000329A1";"780000329";"CH DE RAMBOUILLET";"CH DE RAMBOUILLET";"CENTRE HOSPITALIER DE RAMBOUILLET";NA;"5-7";"78514 RAMBOUILLET CEDEX";"517";"78";"YVELINES";"5";"R";"PIERRE ET MARIE CURIE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780007600064";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-01-16";NA
"546";"780000329P1";"780000329";"CH DE RAMBOUILLET";"CH DE RAMBOUILLET";"CENTRE HOSPITALIER DE RAMBOUILLET";NA;"5-7";"78514 RAMBOUILLET CEDEX";"517";"78";"YVELINES";"5";"R";"PIERRE ET MARIE CURIE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780007600064";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-01-16";NA
"547";"780022737G1";"780022737";"POLYCLINIQUE DE MAISONS LAFFITTE";"POLYCLINIQUE DE MAISONS LAFFITTE";"PLYCLINIQUE DE MAISONS LAFFITTE( EX : HOPITAL DES COURSES)";NA;NA;"78600 MAISONS LAFFITTE";"358";"78";"YVELINES";"19";"AV";"EGLE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"39201518600027";NA;"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2014-07-16";"2014-07-15";"2024-03-18";NA
"548";"780300323G1";"780300323";"HOPITAL PRIVE FRANCISCAINES";"HOPITAL PRIVE FRANCISCAINES";"HOPITAL PRIVE DE VERSAILLES FRANCISCAINES";NA;NA;"78009 VERSAILLES CEDEX";"646";"78";"YVELINES";"7";"R";"PORTE DE BUC";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"43219715000019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1945-01-01";"1901-01-01";"2022-12-06";NA
"549";"780300406G1";"780300406";"HOPITAL PRIVE DE PARLY II";"HOPITAL PRIVE DE PARLY II";NA;NA;NA;"78150 LE CHESNAY ROCQUENCOURT";"158";"78";"YVELINES";"21";"R";"MOXOURIS";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78530662200024";NA;"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1971-01-01";"1971-01-01";"2024-03-18";NA
"550";"780300414G1";"780300414";"CH PRIVE DE L EUROPE";"CH PRIVE DE L EUROPE";"CENTRE HOSPITALIER PRIVE DE L EUROPE";NA;NA;"78560 LE PORT MARLY";"502";"78";"YVELINES";"9";"R";"DE SAINT GERMAIN";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"39201518600019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1974-01-01";"1974-01-01";"2024-03-18";NA
"551";"780300422G1";"780300422";"HOPITAL PRIVE DE L OUEST PARISIEN";"HOPITAL PRIVE DE L OUEST PARISIEN";NA;NA;NA;"78190 TRAPPES";"621";"78";"YVELINES";"14";"AV";"CASTIGLIONE DEL LAGO";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"31022767300020";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1904-04-04";"1904-04-04";"2024-03-18";NA
"552";"780300455G1";"780300455";"CH PRIVE DU MONTGARDE";"CH PRIVE DU MONTGARDE";"CENTRE HOSPITALIER PRIVE DU MONTGARDE";NA;NA;"78410 AUBERGENVILLE";"29";"78";"YVELINES";"32";"R";"DU MONTGARDE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"41022003200016";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1979-06-07";"1979-06-07";"2024-01-15";NA
"553";"780800256A1";"780800256";"CH DE VERSAILLES SITE ANDRE MIGNOT";"CH DE VERSAILLES SITE ANDRE MIGNOT";"CENTRE HOSPITALIER DE VERSAILLES ANDRE MIGNOT";NA;NA;"78157 LE CHESNAY CEDEX";"158";"78";"YVELINES";"177";"R";"DE VERSAILLES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780271800028";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1981-02-15";"1981-02-15";"2024-03-18";NA
"554";"780800256P1";"780800256";"CH DE VERSAILLES SITE ANDRE MIGNOT";"CH DE VERSAILLES SITE ANDRE MIGNOT";"CENTRE HOSPITALIER DE VERSAILLES ANDRE MIGNOT";NA;NA;"78157 LE CHESNAY CEDEX";"158";"78";"YVELINES";"177";"R";"DE VERSAILLES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26780271800028";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1981-02-15";"1981-02-15";"2024-03-18";NA
"555";"790000087G1";"790000087";"CENTRE HOSPITALIER DE NIORT";"CENTRE HOSPITALIER DE NIORT";"CENTRE HOSPITALIER DE NIORT";NA;NA;"79021 NIORT CEDEX";"191";"79";"DEUX SEVRES";"40";"AV";"CHARLES DE GAULLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26790001700018";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2018-08-07";NA
"556";"790009948G1";"790009948";"POLYCLINIQUE D'INKERMANN";"POLYCLINIQUE D'INKERMANN";"POLYCLINIQUE D'INKERMANN";NA;NA;"79006 NIORT CEDEX";"191";"79";"DEUX SEVRES";"84";"RTE";"D AIFFRES";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"33323325200019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1985-12-16";"1985-12-16";"2024-02-21";NA
"557";"790019848G1";"790019848";"SITE HOSPITALIER FAYE L'ABBESSE";"SITE HOSPITALIER FAYE L'ABBESSE";"SITE HOSPITALIER FAYE L'ABBESSE";NA;NA;"79350 FAYE L ABBESSE";"116";"79";"DEUX SEVRES";"4";"R";"DU DOCTEUR MICHEL BINET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26790121300376";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2018-06-04";"2017-07-31";"2025-10-20";NA
"558";"800000143G1";"800000143";"CH ABBEVILLE";"CH ABBEVILLE";NA;NA;NA;"80142 ABBEVILLE CEDEX";"1";"80";"SOMME";"43";"R";"DE L'ISLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26800001500019";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-03-13";NA
"559";"800000226G1";"800000226";"CH DOULLENS";"CH DOULLENS";NA;NA;NA;"80600 DOULLENS";"253";"80";"SOMME";NA;"R";"DE ROUTEQUEUE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26800010600016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1977-07-01";"1977-01-01";"2012-11-14";NA
"560";"800000390G1";"800000390";"CH CHIMR MONTDIDIER";"CH CHIMR MONTDIDIER";NA;NA;NA;"80500 MONTDIDIER";"561";"80";"SOMME";"25";"R";"AMAND DE VIENNE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26800016300017";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-03-13";NA
"561";"800000432G1";"800000432";"CH PERONNE";"CH PÉRONNE";NA;NA;NA;"80201 PERONNE CEDEX";"620";"80";"SOMME";NA;"PL";"DU JEU DE PAUME";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26800020500016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2012-11-14";NA
"562";"800006124A1";"800006124";"CHU AMIENS SUD";"CHU AMIENS SUD";NA;NA;NA;"80054 AMIENS CEDEX 1";"21";"80";"SOMME";"1";"RPT";"PROFESSEUR CHRISTIAN CABROL";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26800014800125";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1984-01-01";"1984-01-01";"2025-04-07";NA
"563";"800006124P1";"800006124";"CHU AMIENS SUD";"CHU AMIENS SUD";NA;NA;NA;"80054 AMIENS CEDEX 1";"21";"80";"SOMME";"1";"RPT";"PROFESSEUR CHRISTIAN CABROL";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26800014800125";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1984-01-01";"1984-01-01";"2025-04-07";NA
"564";"800015729G1";"800015729";"SAS DE CARDIOLOGIES ET URGENCES";"SAS DE CARDIOLOGIES ET URGENCES";NA;NA;NA;"80090 AMIENS";"21";"80";"SOMME";"5";"ALL";"DES PAYS BAS";"129";"Etablissement de Soins Médicaux";"1110";"Etablissements de Soins de Courte Durée";"49485829300017";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2007-04-03";"2001-12-18";"2024-01-16";NA
"565";"810000224G1";"810000224";"CL CLAUDE BERNARD";"CL CLAUDE BERNARD ALBI";"CLINIQUE CLAUDE BERNARD CTRE MEDICO CHIRURGICAL OBSTETRICAL";NA;NA;"81000 ALBI";"4";"81";"TARN";"1";"R";"PERE COLOMBIER";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"8692039400011";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1970-07-13";"1970-07-13";"2024-06-10";NA
"566";"810000505G1";"810000505";"CH ALBI";"CH ALBI";"CENTRE HOSPITALIER ALBI";NA;NA;"81013 ALBI CEDEX 9";"4";"81";"TARN";"22";"BD";"SIBILLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26810001300013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2023-12-01";NA
"567";"810000521G1";"810000521";"CHIC CASTRES MAZAMET SITE AUTAN";"CHIC CASTRES MAZAMET SITE AUTAN";"CH INTERCOMMUNAL CASTRES MAZAMET SITE PAYS D'AUTAN CASTRES";NA;NA;"81108 CASTRES CEDEX";"65";"81";"TARN";"6";"AV";"DE LA MONTAGNE NOIRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26810005400181";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-03-08";NA
"568";"810000562G1";"810000562";"CH LAVAUR SITE GUIRAUD";"CH LAVAUR SITE GUIRAUD";"CENTRE HOSPITALIER DE LAVAUR SITE GUIRAUD";"HOPITAUX DU TARN OUEST";NA;"81500 LAVAUR";"140";"81";"TARN";"1";"PL";"VIALAS";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26810008800015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2023-11-10";NA
"569";"810101444G1";"810101444";"POLYCL DU SIDOBRE";"POLYCLINIQUE DU SIDOBRE CASTRES";"POLYCLINIQUE DU SIDOBRE";NA;"LE PESQUIE";"81100 CASTRES";"65";"81";"TARN";NA;"CHE";"DE ST HIPPOLYTE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"32573091900033";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1990-12-01";"1990-12-01";"2022-12-27";NA
"570";"820000032G1";"820000032";"CH MONTAUBAN";"CH MONTAUBAN";"CENTRE HOSPITALIER DE MONTAUBAN";NA;NA;"82013 MONTAUBAN CEDEX";"121";"82";"TARN ET GARONNE";"100";"R";"LEON CLADEL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26820007800015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2020-09-30";NA
"571";"820000057G1";"820000057";"CL PONT DE CHAUME";"CL PONT DE CHAUME MONTAUBAN";"CLINIQUE DU PONT DE CHAUME";NA;NA;"82000 MONTAUBAN";"121";"82";"TARN ET GARONNE";"330";"AV";"MARCEL UNAL";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"84715013300019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1972-01-01";"1972-01-01";"2022-12-27";NA
