an;fi;rs;catr;stjr;reg;dep;nomcom;cpo;urg;regulation;passu;dt_hosp;stap;lit_uhcd;hmed_tot;hmed_urg;hide_tot;hide_urg;hamb_tot;hmr_tot;hmramu_tot;arm_tot;osnp_tot;com_smur_su;etpsal_tot;etpsal_urg;efflib_tot;efflib_urg;intmed;docju_med;inturg;docju_urg
2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;PUB2;1;28;61;MORTAGNE AU PERCHE;61400;GEN;2;7110;1925;0;2;228;228;493;493;140;NA;NA;NA;NA;1;6,43;6,43;NA;NA;NA;NA;NA;NA
2024;610000119;CH JACQUES MONOD - FLERS;PUB2;1;28;61;FLERS;61104;GEN;1;32464;3977;1;6;420;252;808;640;168;NA;NA;NA;NA;1;11,35;9,35;NA;NA;NA;NA;NA;NA
2024;610780116;CHIC DES ANDAINES - LA FERTE MACE;PUB2;1;28;61;LA FERTE MACE;61600;GEN;3;10620;1575;1;3;336;168;406;238;NA;NA;NA;NA;NA;1;11,95;11,95;NA;NA;2;NA;NA;NA
2024;620000034;CH ARRAS;PUB2;1;32;62;ARRAS;62022;GEN;3;45782;9050;1;8;1008;504;542;NA;NA;NA;NA;2344;299;1;32,21;11,51;NA;NA;27;12;11;5
2024;620000224;CH BETHUNE;PUB2;1;32;62;BETHUNE;62408;GEN;3;48889;15582;1;6;732;564;NA;NA;NA;NA;NA;NA;NA;NA;19,15;13,75;NA;NA;7;2;1;NA
2024;620000257;CH LENS;PUB2;1;32;62;LENS;62307;GEN;3;57260;14539;1;10;772;604;NA;NA;NA;NA;NA;NA;NA;1;20,80;16,00;NA;NA;66;18;1;NA
2024;620000257;CH LENS;PUB2;1;32;62;LENS;62307;PED;3;17287;2536;NA;NA;772;604;NA;NA;NA;NA;NA;NA;NA;1;20,80;16,00;NA;NA;66;18;1;NA
2024;620000323;CH CALAIS;PUB2;1;32;62;CALAIS;62107;GEN;3;38280;5430;1;12;861;574;1897;1686;113;NA;NA;NA;NA;1;23,06;18,46;NA;NA;24;4;6;NA
2024;620000323;CH CALAIS;PUB2;1;32;62;CALAIS;62107;PED;3;14140;2026;NA;2;861;574;1897;1686;113;NA;NA;NA;NA;1;23,06;18,46;NA;NA;24;4;6;NA
2024;620000349;CH REGION DE ST OMER;PUB2;1;32;62;HELFAUT;62505;GEN;2;46280;NA;1;11;549;381;1092;924;168;NA;NA;NA;NA;1;11,64;10,47;NA;NA;0;NA;0;NA
2024;620000653;CH BOULOGNE-SUR-MER;PUB2;1;32;62;BOULOGNE SUR MER;62321;GEN;3;57616;10601;0;10;756;588;NA;NA;NA;NA;NA;NA;NA;NA;21,19;16,19;NA;NA;22;8;1;NA
2024;620000653;CH BOULOGNE-SUR-MER;PUB2;1;32;62;BOULOGNE SUR MER;62321;PED;NA;8427;1670;NA;4;756;588;NA;NA;NA;NA;NA;NA;NA;NA;21,19;16,19;NA;NA;22;8;1;NA
2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;PUB2;1;32;62;RANG DU FLIERS;62180;GEN;NA;35906;NA;1;6;11;6;NA;NA;NA;NA;NA;NA;NA;1;10,72;5,72;NA;NA;14;NA;2;NA
2024;620003350;HOPITAL DE RIAUMONT;PNL4;3;32;62;LIEVIN;62800;GEN;1;19828;NA;0;7;25;25;19;19;NA;NA;NA;NA;NA;0;9,87;9,87;NA;NA;NA;NA;NA;NA
2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;PNL4;3;32;62;HENIN BEAUMONT;62110;GEN;NA;31535;NA;NA;6;440;440;756;756;NA;NA;NA;NA;NA;0;13,05;13,05;NA;NA;1;NA;4;NA
2024;620025346;POLYCLINIQUE DE LA  CLARENCE;PNL4;3;32;62;DIVION;62460;GEN;NA;29924;NA;NA;7;429;429;783;783;NA;NA;NA;NA;NA;NA;10,05;10,05;NA;NA;NA;NA;NA;NA
2024;620100735;CLINIQUE ANNE ARTOIS;PLU4;2;32;62;BETHUNE;62404;GEN;1;15501;NA;1;6;168;168;312;312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;PUB1;1;84;63;CLERMONT FERRAND;63003;GEN;2;52075;15043;0;20;1316;776;1803;1260;564;408;228;756;64;1;36,22;29,29;NA;NA;211;64;18;NA
2024;630000412;CH D'AMBERT;PUB2;1;84;63;AMBERT;63600;GEN;1;11379;1099;0;4;372;204;364;252;168;NA;NA;NA;NA;1;8,60;4,30;NA;NA;NA;NA;NA;NA
2024;630000420;CH PAUL ARDIER ISSOIRE;PUB2;1;84;63;ISSOIRE;63503;GEN;3;17801;3999;0;2;336;168;336;168;168;NA;NA;NA;NA;1;11,20;5,60;NA;NA;4;4;NA;NA
2024;630000438;CH DE RIOM;PUB2;1;84;63;RIOM;63200;GEN;3;18920;NA;1;10;336;168;427;259;168;NA;NA;NA;NA;1;13,00;7,00;NA;NA;9;2;1;NA
2024;630000446;CH DE THIERS;PUB2;1;84;63;THIERS;63307;GEN;3;14105;3656;1;4;336;168;280;280;0;0;0;0;0;1;11,60;6,65;0;0;2;0;0;0
2024;630780211;POLE SANTE REPUBLIQUE;PLU4;2;84;63;CLERMONT FERRAND;63050;GEN;3;11406;1176;1;2;252;252;336;336;NA;NA;NA;NA;NA;NA;3,78;3,78;1;1;NA;NA;NA;NA
2024;630781268;HOPITAL ESTAING - CHU63;PUB1;1;84;63;CLERMONT FERRAND;63003;PED;3;28578;2857;NA;6;245;245;762;762;NA;NA;NA;NA;NA;NA;7,43;6,83;NA;NA;89;29;3;0
2024;640000162;CH COTE BASQUE;PUB2;1;75;64;BAYONNE;64109;GEN;1;60427;21602;1;8;1330;910;1676;1256;420;332;168;672;NA;NA;42,17;30,90;NA;NA;54;NA;NA;14
2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;PUB2;1;75;64;ORTHEZ;64300;GEN;3;12341;3318;0;4;336;168;504;336;168;NA;NA;NA;NA;1;11,05;6,81;NA;NA;1;NA;2;NA
2024;640000410;CENTRE HOSPITALIER OLORON;PUB2;1;75;64;OLORON SAINTE MARIE;64404;GEN;3;12521;3462;0;4;336;168;420;252;168;NA;NA;NA;NA;NA;5,76;3,78;NA;NA;2;NA;3;NA
2024;640000600;CENTRE HOSPITALIER DE PAU;PUB2;1;75;64;PAU;64046;GEN;3;65052;10292;1;13;1407;987;1998;1662;493;168;168;652;24;1;55,40;39,20;0;0;35;15;6;2
2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;PUB2;1;75;64;SAINT PALAIS;64120;GEN;1;10460;2528;0;4;168;168;168;168;NA;NA;NA;NA;NA;NA;9,89;9,89;NA;NA;NA;NA;NA;NA
2024;640018206;CLINIQUE BELHARRA;PLU4;2;75;64;BAYONNE;64100;GEN;2;18427;3045;1;4;238;238;420;420;NA;NA;NA;NA;NA;NA;0,00;0,00;5;5;NA;NA;NA;NA
2024;640780490;CAPIO CLINIQUE AGUILERA;PLU4;2;75;64;BIARRITZ;64201;GEN;NA;23026;2443;1;4;236;236;323;323;NA;NA;NA;NA;NA;NA;2,92;2,92;10;10;NA;NA;NA;NA
2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;PLU4;2;75;64;SAINT JEAN DE LUZ;64501;GEN;2;13907;4735;1;5;236;236;426;426;NA;NA;NA;NA;NA;NA;6,76;6,76;NA;NA;NA;NA;NA;NA
2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;PLU4;2;75;64;PAU;64075;GEN;3;14297;2143;1;5;168;168;420;420;0;0;0;0;0;NA;5,02;5,02;NA;NA;0;1;0;0
2024;650000045;CH TARBES LOURDES SITE LOURDES;PUB2;1;76;65;LOURDES;65107;GEN;NA;21868;432;1;6;504;336;756;588;168;NA;NA;NA;NA;NA;16,60;12,60;NA;NA;2;NA;4;NA
2024;650000052;CH BAGNERES DE BIGORRE;PUB2;1;76;65;BAGNERES DE BIGORRE;65201;GEN;2;3437;345;1;2;44;44;84;84;NA;NA;NA;NA;NA;NA;0,52;0,52;NA;NA;NA;NA;NA;NA
2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;PUB2;1;76;65;TARBES;65013;GEN;NA;51938;8876;1;4;672;336;1260;924;588;336;NA;564;NA;1;27,00;10,80;NA;NA;21;3;9;1
2024;650784218;CMC HOPITAUX DE LANNEMEZAN;PUB2;1;76;65;LANNEMEZAN;65300;GEN;1;15093;3315;1;2;336;168;420;252;168;NA;NA;NA;NA;1;10,00;5,00;NA;NA;NA;NA;NA;NA
2024;660000084;CH PERPIGNAN;PUB2;1;76;66;PERPIGNAN;66046;GEN;1;58293;13486;NA;11;1302;798;2114;1778;336;NA;NA;NA;NA;NA;29,58;23,64;NA;NA;21;7;0;0
2024;660000084;CH PERPIGNAN;PUB2;1;76;66;PERPIGNAN;66046;PED;1;23718;4081;NA;5;1302;798;2114;1778;336;NA;NA;NA;NA;NA;29,58;23,64;NA;NA;21;7;0;0
2024;660780628;CL DU VALLESPIR CERET;PLU4;2;76;66;CERET;66400;GEN;3;10914;1426;1;2;168;168;239;239;NA;NA;NA;NA;NA;NA;4,03;4,03;2;2;NA;NA;NA;NA
2024;660780776;CL ST MICHEL PRADES;PLU4;2;76;66;PRADES;66500;GEN;3;9046;959;1;2;166;166;258;258;NA;NA;NA;NA;NA;NA;3,00;3,00;1;1;NA;NA;NA;NA
2024;660780784;CL ST PIERRE PERPIGNAN;PLU4;2;76;66;PERPIGNAN;66012;GEN;2;22396;4527;1;4;263;263;62;62;NA;NA;NA;NA;NA;0;NA;NA;8;8;NA;NA;NA;NA
2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;PLU4;2;76;66;CABESTANY;66330;GEN;2;33577;3779;1;10;266;266;560;560;NA;NA;NA;NA;NA;NA;0,74;0,74;5;5;NA;NA;NA;NA
2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;PUB1;1;44;67;STRASBOURG;67091;GEN;3;33729;8369;1;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;206;64;NA;NA
2024;670000157;CENTRE HOSPITALIER DE HAGUENAU;PUB2;1;44;67;HAGUENAU;67504;GEN;3;51388;11270;1;14;826;658;1540;1372;168;NA;NA;NA;NA;1;16,33;10,83;NA;NA;33;14;3;2
2024;670000165;CH SAINTE-CATHERINE DE SAVERNE;PUB2;1;44;67;SAVERNE;67703;GEN;3;26407;7413;1;4;336;168;840;672;168;NA;NA;NA;NA;1;9,78;9,78;NA;NA;1;NA;NA;NA
2024;670000272;CH INTERCOMMUNAL DE LA LAUTER;PUB2;1;44;67;WISSEMBOURG;67166;GEN;3;11357;2902;1;2;336;168;420;252;168;NA;NA;NA;NA;1;8,61;4,31;NA;NA;NA;NA;NA;NA
2024;670000397;CENTRE HOSPITALIER DE SELESTAT;PUB2;1;44;67;SELESTAT;67606;GEN;3;33406;7405;1;8;603;431;1029;857;172;NA;NA;NA;NA;1;20,39;15,33;NA;NA;NA;NA;NA;NA
2024;670018068;CLINIQUE RHENA GCS ES;PNL10;3;44;67;STRASBOURG;67016;GEN;3;45201;10678;1;8;252;252;672;672;0;0;0;0;0;0;NA;NA;14;14;3;2;NA;NA
2024;670780212;CLINIQUE SAINTE-ANNE;PNL4;3;44;67;STRASBOURG;67085;GEN;3;19261;6023;0;5;168;168;35;35;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA
2024;670783273;HOPITAL DE HAUTEPIERRE;PUB1;1;44;67;STRASBOURG;67200;GEN;NA;54553;7094;1;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;189;49;NA;NA
2024;670783273;HOPITAL DE HAUTEPIERRE;PUB1;1;44;67;STRASBOURG;67200;PED;1;42144;4364;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;189;49;NA;NA
2024;680000320;CLINIQUE DIACONAT FONDERIE;PNL4;3;44;68;MULHOUSE;68054;GEN;3;31106;NA;1;4;238;238;735;735;NA;NA;NA;NA;NA;0;7,96;7,96;9;9;NA;NA;NA;NA
2024;680000544;CENTRE HOSPITALIER D'ALTKIRCH;PUB2;1;44;68;ALTKIRCH;68134;GEN;3;8329;904;1;2;91;91;168;168;NA;NA;NA;NA;NA;NA;2,30;2,30;NA;NA;NA;NA;NA;NA
2024;680000684;HOPITAL LOUIS PASTEUR;PUB2;1;44;68;COLMAR;68024;GEN;3;76020;15203;1;22;1176;840;1696;1360;336;NA;NA;NA;NA;1;39,96;36,46;NA;NA;76;22;5;3
2024;680000700;CENTRE HOSPITALIER DE GUEBWILLER;PUB2;1;44;68;GUEBWILLER;68504;GEN;NA;13485;584;1;3;210;210;340;340;NA;NA;NA;NA;NA;NA;5,28;5,28;NA;NA;NA;NA;NA;NA
2024;680004546;HOPITAL EMILE MULLER;PUB2;1;44;68;MULHOUSE;68051;GEN;3;86492;15602;1;21;1062;844;2352;2016;218;517;273;924;128;1;44,60;28,10;NA;NA;45;12;9;2
2024;680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;PUB2;1;44;68;SAINT LOUIS;68300;GEN;3;13881;1038;0;4;168;168;336;336;NA;NA;NA;NA;NA;NA;5,72;5,72;NA;NA;NA;NA;NA;NA
2024;690000013;CH MONTGELAS;PUB2;1;84;69;GIVORS;69700;GEN;3;14567;2101;1;3;323;323;336;336;NA;NA;NA;NA;NA;0;8,64;8,64;NA;NA;NA;NA;NA;NA
2024;690000575;CH NORD OUEST - VILLEFRANCHE;PUB2;1;84;69;GLEIZE;69400;GEN;2;77218;15617;1;20;1106;938;2039;1871;168;NA;NA;NA;NA;1;34,68;29,82;NA;NA;26;8;7;2
2024;690000625;HNO DE TARARE;PUB2;1;84;69;TARARE;69170;GEN;3;21642;4043;1;8;403;235;672;504;168;NA;NA;NA;NA;1;13,06;7,84;0;0;NA;NA;NA;NA
2024;690007539;HOPITAL FEMME MERE ENFANT - HCL;PUB1;1;84;69;BRON;69677;PED;3;74824;7054;NA;18;938;938;1008;1008;NA;NA;NA;NA;NA;NA;15,25;15,25;NA;NA;102;30;NA;2
2024;690023411;HOPITAL PRIVE JEAN MERMOZ;PLU4;2;84;69;LYON 8E ARRONDISSEMENT;69008;GEN;2;25131;1450;1;4;168;168;168;168;0;0;0;0;0;0;NA;NA;7;7;12;NA;0;NA
2024;690041132;MEDIPOLE HOPITAL MUTUALISTE;PNL4;3;84;69;VILLEURBANNE;69100;GEN;3;83692;11031;1;11;518;518;1405;1405;NA;NA;NA;NA;NA;NA;NA;NA;19;19;3;NA;NA;NA
2024;690054721;HOPITAL LES PORTES DU SUD;PNL4;3;84;69;VENISSIEUX;69200;GEN;2;26485;NA;0;8;371;371;728;728;NA;NA;NA;NA;NA;0;10,59;10,59;NA;NA;NA;NA;NA;NA
2024;690780390;POLYCLINIQUE LYON NORD;PLU4;2;84;69;RILLIEUX LA PAPE;69140;GEN;3;15772;1776;1;5;217;217;420;420;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA
2024;690780648;CLINIQUE DE LA SAUVEGARDE;PLU4;2;84;69;LYON 9E ARRONDISSEMENT;69337;GEN;NA;21176;2278;1;6;252;252;657;657;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;6;NA
2024;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);PLU4;2;84;69;SAINT PRIEST;69800;GEN;3;42110;1178;0;5;252;252;490;490;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA
2024;690783154;HOPITAL EDOUARD HERRIOT - HCL;PUB1;1;84;69;LYON 3E ARRONDISSEMENT;69437;GEN;1;76356;15247;1;23;1683;1035;2679;1839;756;1136;522;1884;205;1;54,73;24,86;NA;NA;143;47;NA;2
2024;690784137;HOPITAL LYON SUD - HCL;PUB1;1;84;69;PIERRE BENITE;69310;GEN;3;35447;8476;1;22;647;479;924;756;168;NA;NA;NA;NA;1;9,82;9,82;NA;NA;122;52;NA;2
2024;690784152;HOPITAL CROIX-ROUSSE - HCL;PUB1;1;84;69;LYON 4E ARRONDISSEMENT;69317;GEN;3;39505;8484;1;13;1100;1016;1488;1404;84;NA;NA;NA;NA;1;14,27;12,83;NA;NA;118;39;NA;3
2024;690805361;CH ST JOSEPH ST LUC;PNL4;3;84;69;LYON 7E ARRONDISSEMENT;69365;GEN;3;39925;8837;1;14;488;488;1092;1092;NA;NA;NA;NA;NA;0;16,79;16,79;NA;NA;30;17;8;NA
2024;690807367;POLYCLINIQUE DU BEAUJOLAIS;PLU4;2;84;69;ARNAS;69400;GEN;3;18266;755;1;2;168;168;317;317;NA;NA;NA;NA;NA;NA;0,30;0,30;4;4;NA;NA;NA;NA
2024;700000011;GH HAUTE SAONE SITE GRAY;PUB2;1;27;70;GRAY;70104;GEN;2;8011;1575;0;2;420;252;588;420;168;NA;NA;NA;NA;1;8,90;5,70;NA;NA;NA;NA;NA;NA
2024;700000029;GH HAUTE SAONE SITE VESOUL;PUB2;1;27;70;VESOUL;70014;GEN;3;41784;10392;0;10;588;420;1344;1176;252;NA;NA;NA;NA;1;21,95;19,95;1;1;29;13;4;NA
2024;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;PUB2;1;27;71;PARAY LE MONIAL;71604;GEN;1;25665;9065;1;5;386;218;468;300;205;NA;NA;NA;NA;1;11,87;6,47;NA;NA;8;NA;NA;NA
2024;710010786;CH AUTUN SITE PARPAS;PUB2;1;27;71;AUTUN;71400;GEN;2;11360;885;NA;2;336;168;504;336;168;NA;NA;NA;NA;NA;7,00;3,50;NA;NA;6;NA;NA;NA
2024;710978263;CH WILLIAM MOREY CHALON SUR SAONE;PUB2;1;27;71;CHALON SUR SAONE;71321;GEN;2;56572;16531;1;8;732;396;1268;932;336;346;168;612;NA;1;34,48;26,47;19;0;37;19;7;3
2024;710978289;CH LES CHANAUX MACON;PUB2;1;27;71;MACON;71000;GEN;NA;51362;13400;1;3;824;656;1018;850;168;NA;NA;NA;NA;1;25,14;19,75;NA;NA;28;9;2;3
2024;710978313;CENTRE HOSPITALIER DE MONTCEAU;PUB2;1;27;71;MONTCEAU LES MINES;71307;GEN;2;20244;5641;1;6;336;168;406;238;168;0;0;0;0;1;15,17;13,98;NA;NA;2;0;4;0
2024;710978347;HOTEL DIEU DU CREUSOT;PNL4;3;27;71;LE CREUSOT;71206;GEN;NA;28637;3938;0;2;588;420;770;588;NA;NA;NA;NA;NA;1;10,90;7,50;NA;NA;8;1;5;NA
2024;720000033;CENTRE HOSPITALIER DU MANS;PUB2;1;52;72;LE MANS;72037;GEN;1;65027;17506;1;22;1471;1051;3232;2812;420;389;223;689;133;1;42,06;27,54;NA;NA;85;19;21;5
2024;720000033;CENTRE HOSPITALIER DU MANS;PUB2;1;52;72;LE MANS;72037;PED;2;30055;5328;NA;9;1471;1051;3232;2812;420;389;223;689;133;1;42,06;27,54;NA;NA;85;19;21;5
2024;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;PUB2;1;52;72;MONTVAL SUR LOIR;72500;GEN;2;3914;NA;0;3;39;39;NA;NA;NA;NA;NA;NA;NA;0;0,10;0,10;NA;NA;NA;NA;NA;NA
2024;720000470;CENTRE HOSPITALIER MAMERS;PUB2;1;52;72;MAMERS;72600;GEN;2;5951;1507;1;3;336;168;392;224;168;NA;NA;NA;NA;NA;1,00;1,00;NA;NA;NA;NA;NA;NA
2024;720000520;CENTRE HOSPITALIER ST CALAIS;PUB2;1;52;72;SAINT CALAIS;72120;GEN;2;3940;0;1;4;168;168;168;168;NA;NA;NA;NA;NA;0;1,00;1,00;0;0;1;NA;NA;NA
2024;720001437;CH PAUL CHAPRON;PUB2;1;52;72;LA FERTE BERNARD;72401;GEN;2;4768;890;1;4;93;93;229;229;NA;NA;NA;NA;NA;NA;2,79;2,79;NA;NA;NA;NA;NA;NA
2024;720016179;POLE SANTE SARTHE ET LOIR;PUB2;1;52;72;LE BAILLEUL;72200;GEN;1;9179;1847;1;4;137;87;NA;NA;NA;NA;NA;NA;NA;1;1,70;1,14;NA;NA;NA;NA;NA;NA
2024;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;PLU4;2;52;72;LE MANS;72058;GEN;2;27493;3164;1;7;190;190;520;520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;730000031;CHMS - SITE CHAMBERY MCO;PUB2;1;84;73;CHAMBERY;73011;GEN;NA;77768;20350;NA;16;1983;1623;1903;1375;504;535;245;890;250;1;28,14;14,46;NA;NA;53;14;1;3
2024;730000080;CH DE SAINT JEAN DE MAURIENNE;PUB2;1;84;73;SAINT JEAN DE MAURIENNE;73302;GEN;3;15042;4772;1;2;370;202;504;336;168;NA;NA;NA;NA;1;15,90;6,80;NA;NA;NA;NA;NA;NA
2024;730000098;CHMS - SITE AIX GRAND PORT;PUB2;1;84;73;AIX LES BAINS;73105;GEN;NA;18475;3447;1;6;398;230;756;588;168;NA;NA;NA;NA;1;8,65;2,88;NA;NA;1;1;NA;NA
2024;730000247;CH DE BOURG ST MAURICE;PUB2;1;84;73;BOURG SAINT MAURICE;73704;GEN;3;17351;3013;1;6;385;217;424;256;0;0;0;0;0;1;10,99;7,19;NA;NA;NA;NA;NA;NA
2024;730000262;CH D'ALBERTVILLE;PUB2;1;84;73;ALBERTVILLE;73208;GEN;3;31961;8136;1;12;588;420;826;658;168;0;0;0;0;1;19,82;14,72;0;0;2;0;3;0
2024;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;PLU4;2;84;73;CHALLES LES EAUX;73190;GEN;3;24257;1894;1;6;240;240;420;420;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA
2024;740000237;CH ANNECY-GENEVOIS SITE ANNECY;PUB2;1;84;74;EPAGNY METZ TESSY;74370;GEN;2;88976;17787;1;18;1100;719;1892;1512;336;525;227;975;75;1;39,25;24,41;NA;NA;64;14;1;2
2024;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;PUB2;1;84;74;SAINT JULIEN EN GENEVOIS;74164;GEN;2;26602;3172;1;8;455;287;840;672;168;NA;NA;NA;NA;NA;11,89;9,05;NA;NA;1;NA;NA;NA
2024;740000328;HOPITAUX DU LEMAN;PUB2;1;84;74;THONON LES BAINS;74203;GEN;2;40506;7395;1;10;595;427;980;812;168;NA;NA;NA;NA;1;16,93;15,83;NA;NA;NA;1;4;NA
2024;740014345;HOPITAL PRIVE PAYS DE SAVOIE;PLU4;2;84;74;ANNEMASSE;74100;GEN;3;29662;NA;1;5;168;168;504;504;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA
2024;740780424;CLINIQUE GENERALE D'ANNECY;PLU4;2;84;74;ANNECY;74000;GEN;3;14332;804;1;4;168;168;252;252;0;0;0;0;0;0;0,00;0,00;5;5;2;0;0;0
2024;740781141;CH ALPES LEMAN;PUB2;1;84;74;CONTAMINE SUR ARVE;74130;GEN;2;52573;11481;1;21;845;538;1899;1742;201;0;NA;NA;NA;1;21,64;17,97;0;0;19;4;4;2
2024;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;PUB2;1;84;74;SALLANCHES;74700;GEN;NA;36446;9429;1;12;593;351;1084;858;NA;NA;NA;NA;NA;1;27,83;22,20;NA;NA;18;1;6;NA
2024;750000523;GH PARIS SITE SAINT JOSEPH;PNL4;3;11;75;PARIS 14E ARRONDISSEMENT;75674;GEN;3;64113;19199;1;8;950;950;1444;1444;NA;NA;NA;NA;NA;NA;25,00;25,00;NA;NA;117;24;11;NA
2024;750000549;HOPITAL FONDATION A DE ROTHSCHILD;PNL4;3;11;75;PARIS 19E ARRONDISSEMENT;75019;GEN;3;50617;2115;1;3;310;310;396;396;NA;NA;NA;NA;NA;0;9,23;9,23;NA;NA;43;28;NA;NA
2024;750100018;GHU APHP CUP SITE HOTEL DIEU;PUB1;1;11;75;PARIS 4E ARRONDISSEMENT;75181;GEN;3;21394;868;1;4;336;168;672;504;168;NA;NA;NA;NA;0;12,00;6,00;NA;NA;21;2;1;1
2024;750100042;GHU APHP NUP SITE LARIBOISIERE;PUB1;1;11;75;PARIS 10E ARRONDISSEMENT;75475;GEN;1;72570;4193;1;24;1088;920;3864;3696;168;NA;NA;NA;NA;1;24,86;24,86;NA;NA;102;22;11;3
2024;750100075;GHU APHP NUP SITE SAINT LOUIS;PUB1;1;11;75;PARIS 10E ARRONDISSEMENT;75475;GEN;1;40316;5581;1;7;490;490;2352;2352;NA;NA;NA;NA;NA;0;14,00;14,00;NA;NA;90;18;9;2
2024;750100091;GHU APHP SUN SITE ST ANTOINE;PUB1;1;11;75;PARIS 12E ARRONDISSEMENT;75571;GEN;3;60581;12479;1;14;819;819;1680;1680;NA;NA;NA;NA;NA;NA;23,46;23,46;NA;NA;95;15;7;3
2024;750100109;GHU APHP SUN SITE TROUSSEAU;PUB1;1;11;75;PARIS 12E ARRONDISSEMENT;75571;PED;3;52944;6632;NA;8;346;346;226;226;NA;NA;NA;NA;NA;0;20,50;20,50;NA;NA;90;22;9;0
2024;750100125;GHU APHP SUN SITE PITIE SALPETRIERE;PUB1;1;11;75;PARIS 13E ARRONDISSEMENT;75651;GEN;3;67129;10860;1;24;1155;987;2237;1985;168;NA;NA;NA;NA;1;33,70;24,90;NA;NA;238;53;13;2
2024;750100166;GHU APHP CUP SITE COCHIN PORT ROYAL;PUB1;1;11;75;PARIS 14E ARRONDISSEMENT;75679;GEN;3;57471;6834;1;21;769;601;1922;1754;168;NA;NA;NA;NA;1;23,43;17,43;NA;NA;169;35;4;3
2024;750100208;GHU CUP SITE NECKER ENFANTS MALADES;PUB1;1;11;75;PARIS 15E ARRONDISSEMENT;75743;PED;3;64973;6806;NA;12;1541;570;2642;1477;960;554;554;1820;NA;0;53,47;14,60;NA;NA;160;38;11;6
2024;750100232;GHU APHP NUP SITE BICHAT C BERNARD;PUB1;1;11;75;PARIS 18E ARRONDISSEMENT;75877;GEN;3;78115;12704;1;24;840;840;2268;2268;NA;NA;NA;NA;NA;0;23,20;23,20;NA;NA;112;33;5;3
2024;750100273;GHU APHP SUN SITE TENON;PUB1;1;11;75;PARIS 20E ARRONDISSEMENT;75970;GEN;3;55506;11119;1;14;609;609;1505;1505;NA;NA;NA;NA;NA;NA;18,81;18,81;NA;NA;86;17;2;2
2024;750150237;HOPITAL CROIX SAINT SIMON;PNL4;3;11;75;PARIS 20E ARRONDISSEMENT;75020;GEN;3;27173;3081;1;2;355;355;697;697;NA;NA;NA;NA;NA;NA;10,17;10,17;NA;NA;28;11;5;NA
2024;750803447;GHU APHP CUP SITE G POMPIDOU HEGP;PUB1;1;11;75;PARIS 15E ARRONDISSEMENT;75908;GEN;3;51505;7823;1;20;669;669;1730;1730;NA;NA;NA;NA;NA;0;20,51;20,51;NA;NA;130;38;11;1
2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;PUB1;1;11;75;PARIS 19E ARRONDISSEMENT;75019;PED;3;80027;8648;NA;14;1180;950;1864;1694;170;NA;NA;NA;NA;0;19,30;19,30;NA;NA;97;29;6;0
2024;760000018;CH DIEPPE;PUB2;1;28;76;DIEPPE;76202;GEN;NA;48408;10710;1;3;651;483;837;662;175;NA;NA;NA;NA;NA;19,41;14,01;NA;NA;29;10;10;NA
2024;760000042;CH EU;PUB2;1;28;76;EU;76260;GEN;1;14297;120;0;2;168;168;168;168;NA;NA;NA;NA;NA;NA;2,25;2,25;16;16;NA;NA;NA;NA
