year;finess;establishment_name;juridical_status;capacity;region_number;region_name;dep_number;dep_name;town_name;postal_code;emergency_type;regulation;total_hospitalized_emergency;waiting_monitoring;hours_physicians_total_raw;hours_physicians_emergency_raw;hours_nurses_total_raw;hours_nurses_emergency_raw;hours_paramedics_raw;hours_regulation_physicians;hours_regulation_assistants;joint_personnel_SMUR_emergency;etp_physicians_empl_total;etp_physicians_empl_emergency;number_physicians_liberal;number_medecine_interns;number_medecine_junior_doctors;number_emergency_interns;number_emergency_junior_doctors;beds_number;dummy_regulation_physicians;dummy_paramedics;dummy_regulation_assistants;dummy_number_liberal_phyisicians;dummy_joint_personnel;dummy_medecine_interns;dummy_emergency_interns;dummy_medecine_junior_doctors;dummy_emergency_junior_doctors;total_emergency_visits_raw;total_emergency_visits_win;hosp_rate_raw;hosp_rate_mod;hours_physicians_total_mod;hours_physicians_emergency_mod;hours_nurses_total_mod;hours_nurses_emergency_mod;hours_regulation_assistants_raw;hours_regulation_assistants_mod;hours_paramedics_mod;etp_total_win;etp_emergency_win
2024;930000302;CHI ANDRE GREGOIRE;Public;Low capacity;11;Île-de-France;93;Seine-Saint-Denis;MONTREUIL;93100;PED;3;1572;NA;450;450;840;840;0;0;0;0;20,77;20,77;0;56;7;0;0;3,00000000000000;0;0;0;0;0;1;0;1;0;24351;24351,0000000000;0,0645558703954663;0,0645558703954663;450;450;840;840;0;0;0;20,77;20,770
2024;940000573;CHI DE CRETEIL;Public;High capacity;11;Île-de-France;94;Val-de-Marne;CRETEIL;94010;GEN;NA;8117;0;44;44;1547;1547;0;0;0;0;NA;NA;0;70;19;6;0;12,00000000000000;0;0;0;0;0;1;1;1;0;38993;38993,0000000000;0,2081655681789039;0,2081655681789039;44;44;1547;1547;0;0;0;NA;NA
2024;940000573;CHI DE CRETEIL;Public;Low capacity;11;Île-de-France;94;Val-de-Marne;CRETEIL;94010;PED;NA;NA;NA;44;44;1547;1547;0;0;0;0;NA;NA;0;70;19;6;0;4,00000000000000;0;0;0;0;0;1;1;1;0;38460;38460,0000000000;NA;NA;44;44;1547;1547;0;0;0;NA;NA
2024;940000599;CHI LUCIE ET RAYMOND AUBRAC;Public;High capacity;11;Île-de-France;94;Val-de-Marne;VILLENEUVE SAINT GEORGES;94195;GEN;3;9826;0;843;675;1302;1134;168;0;0;1;27,00;22,50;0;28;6;1;2;13,00000000000000;0;1;0;1;1;1;1;1;1;50297;50297,0000000000;0,1953595641887190;0,1953595641887190;843;675;1302;1134;0;0;168;27,00;22,500
2024;940000599;CHI LUCIE ET RAYMOND AUBRAC;Public;Medium capacity;11;Île-de-France;94;Val-de-Marne;VILLENEUVE SAINT GEORGES;94195;PED;NA;NA;NA;843;675;1302;1134;168;0;0;1;27,00;22,50;0;28;6;1;2;7,00000000000000;0;1;0;1;1;1;1;1;1;35268;35268,0000000000;NA;NA;843;675;1302;1134;0;0;168;27,00;22,500
2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;Public;High capacity;11;Île-de-France;78;Yvelines;POISSY;78303;GEN;3;11964;NA;1554;1050;3528;3024;504;0;0;1;28,08;21,63;0;48;7;0;0;14,00000000000000;1;1;1;0;1;1;0;1;0;47218;47218,0000000000;0,2533779490872125;0,2533779490872125;1554;1050;3528;3024;0;0;504;28,08;21,630
2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;Public;Medium capacity;11;Île-de-France;78;Yvelines;POISSY;78303;PED;NA;2980;NA;1554;1050;3528;3024;504;0;0;1;28,08;21,63;0;48;7;0;0;6,00000000000000;1;1;1;0;1;1;0;1;0;16099;16099,0000000000;0,1851046648860178;0,1851046648860178;1554;1050;3528;3024;0;0;504;28,08;21,630
2024;930000336;CHI ROBERT BALLANGER;Public;High capacity;11;Île-de-France;93;Seine-Saint-Denis;AULNAY SOUS BOIS;93602;GEN;3;10110;1;1452;1218;234;NA;234;0;0;1;28,21;25,85;0;43;5;8;0;14,00000000000000;0;1;0;0;1;1;1;1;1;80993;80993,0000000000;0,1248256022125369;0,1248256022125369;1452;1218;234;NA;0;0;234;28,21;25,850
2024;930000336;CHI ROBERT BALLANGER;Public;Low capacity;11;Île-de-France;93;Seine-Saint-Denis;AULNAY SOUS BOIS;93602;PED;3;2769;NA;1452;1218;234;NA;234;0;0;1;28,21;25,85;0;43;5;8;0;4,00000000000000;0;1;0;0;1;1;1;1;1;30973;30973,0000000000;0,0894004455493494;0,0894004455493494;1452;1218;234;NA;0;0;234;28,21;25,850
2024;490000049;CHR ANGERS SITE LARREY;Public;High capacity;52;Pays de la Loire;49;Maine-et-Loire;ANGERS;49933;GEN;3;14423;0;1156;820;2479;2059;420;542;1006;0;48,80;25,98;0;282;68;20;6;13,00000000000000;1;1;1;0;0;1;1;1;1;58117;58117,0000000000;0,2481717913863414;0,2481717913863414;1156;820;2479;2059;1006;1006;420;44,53;25,980
2024;490000049;CHR ANGERS SITE LARREY;Public;Medium capacity;52;Pays de la Loire;49;Maine-et-Loire;ANGERS;49933;PED;3;4071;NA;1156;820;2479;2059;420;542;1006;0;48,80;25,98;0;282;68;20;6;8,00000000000000;1;1;1;0;0;1;1;1;1;28864;28864,0000000000;0,1410407427937916;0,1410407427937916;1156;820;2479;2059;1006;1006;420;44,53;25,980
