an;fi;rs;fi_ej;stj;stjr;cat;catr;mft;reg;dep;cominsee;nomcom;chlej0;fipre;cpo;libcom;autsu;autsais;autmedurg;ex_gen;ex_ped;emg;reor;reor_moe;outil;urg_type;passu_check;urg;regulation;sao;acc;passu;dt80;dt18;dt_mco;dt_mco80;dt_mco18;dt_ls;dt_ls80;dt_ls18;dt_had;dt_had80;dt_had18;dt_ext;dt_ext80;dt_ext18;dt_hosp;dt_trans;lit_uhcd;jli_uhcd;sej_uhcd;sej0_uhcd;jou_uhcd;accspe_ped;accspe_psy;accspe_ger;accspe_aut;stap;rmm;hmed_tot;hmed_urg;hmed_smur;hide_tot;hide_urg;hide_smur;hamb_tot;hamb_smur;hmr_tot;hmr_reg;hmramu_tot;hmramu_reg;arm_tot;arm_reg;osnp_tot;osnp_reg;effpdsa;effsas;etpsal_tot;etpsal_urg;etpsal_smur;etpsal_samu;efflib_tot;efflib_urg;efflib_smur;efflib_samu;com_smur_su;intmed;docju_med;intpha;docju_pha;intodo;docju_odo;intgen;inturg;docju_urg;int;docju;ffi;dt_stag
2024;290000066;CHIC SITE DE CONCARNEAU;290020700;14;1;355;PUB2;0;53;29;29039;CONCARNEAU;0;NA;29900;CONCARNEAU;1;0;0;NA;NA;0;1;IAOMAO;0;autgen;1;GEN;3;1;IAOMAO;7964;1141;1425;1036;356;19;NA;NA;NA;NA;NA;NA;1;NA;NA;1037;NA;NA;NA;749;742;8;1;0;0;0;1;1;168;84;84;252;168;84;84;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,90;2,70;3,20;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;13;1;355;PUB2;0;53;29;29103;LANDERNEAU;0;NA;29207;LANDERNEAU CEDEX;1;0;0;NA;NA;0;0;NA;1;autgen;1;GEN;2;1;IAO;16323;2566;2640;3939;1611;43;199;6;4;NA;NA;NA;343;159;6;4481;NA;5;1830;2141;261;2301;0;1;0;0;1;1;NA;NA;NA;487;487;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,27;7,27;NA;NA;NA;NA;NA;NA;NA;2;3;NA;NA;NA;NA;15;5;NA;22;3;NA;NA
2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;13;1;355;PUB2;0;53;29;29046;DOUARNENEZ;0;NA;29177;DOUARNENEZ CEDEX;1;0;0;0;0;1;0;NA;0;autgen;1;GEN;3;1;IAO;14675;2610;1811;2460;1144;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2460;NA;2;732;4105;2661;1586;0;0;0;0;0;0;221;221;NA;420;420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,27;7,27;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;11;NA;NA;11;NA;NA;NA
2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;15;1;101;PUB1;0;53;29;29024;CARHAIX PLOUGUER;0;NA;29835;CARHAIX PLOUGUER CEDEX;1;0;0;NA;NA;1;0;NA;0;autgen;1;GEN;1;1;IAO;4331;803;511;760;352;13;NA;NA;NA;NA;NA;NA;39;2;2;799;NA;4;1464;310;60;329;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,80;6,40;NA;6,40;NA;NA;NA;NA;1;0;0;0;0;0;0;3;0;0;3;0;0;0
2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;01;1;114;PUB10;0;53;29;29019;BREST;0;NA;29240;BREST CEDEX 9;1;0;0;0;0;0;0;NA;0;autgen;1;GEN;3;1;IAOMAO;19467;1676;826;3029;843;56;29;NA;NA;NA;NA;NA;532;269;2;3590;NA;6;2196;1709;234;1737;0;0;0;0;1;1;336;336;NA;604;604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,90;6,90;NA;NA;NA;NA;NA;NA;NA;14;6;2;0;0;0;41;0;0;57;6;0;0
2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;64;3;365;PNL4;1;53;29;29220;PONT L ABBE;0;NA;29123;PONT L ABBE CEDEX;1;0;NA;NA;NA;1;NA;NA;NA;autgen;1;GEN;NA;1;IAO;15702;3135;2616;2706;NA;NA;4;NA;NA;1;NA;NA;657;NA;NA;3368;NA;2;730;2180;1576;614;0;0;0;0;0;0;511;343;168;984;816;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,22;10,64;0,58;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;7;NA;NA;7;NA;NA;NA
2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;14;1;355;PUB2;0;53;29;29233;QUIMPERLE;0;NA;29391;QUIMPERLE CEDEX;1;0;NA;1;0;1;1;IAOMAO;0;autgen;1;GEN;NA;1;IAOMAO;20590;3196;3628;3721;1575;66;409;128;4;NA;NA;NA;427;161;12;4557;NA;5;1825;2815;1521;1466;0;1;1;1;0;0;537;369;168;735;567;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,11;8,81;1,30;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA
2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;15;1;101;PUB1;0;53;29;29019;BREST;0;NA;29609;BREST CEDEX 2;1;0;0;NA;NA;1;1;IAO;1;autgen;1;GEN;3;1;IAO;48398;11190;187;15199;6458;2;2110;54;0;NA;NA;NA;436;131;0;17745;NA;16;5856;3589;260;5632;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;179;55;16;2;NA;NA;21;18;6;234;63;13;4
2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;73;2;365;PLU4;4;53;29;29019;BREST;0;NA;29220;BREST CEDEX 2;1;0;0;NA;NA;0;1;IAOMAO;1;autgen;1;GEN;3;1;IAO;37496;2703;6755;2716;NA;NA;NA;NA;NA;NA;NA;NA;606;NA;NA;3322;NA;6;2196;935;463;481;1;0;1;0;1;1;294;294;NA;672;672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;73;2;365;PLU4;5;94;2A;2A247;PORTO VECCHIO;0;NA;20538;PORTO VECCHIO CEDEX;1;0;NA;NA;NA;NA;0;NA;0;autgen;1;GEN;NA;1;IAO;17412;1181;3694;1696;435;58;NA;NA;NA;NA;NA;NA;495;41;105;2191;NA;4;1460;4289;3576;713;0;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;2A0004842;CH ND LA MISERICORDE;2A0000014;13;1;355;PUB2;0;94;2A;2A004;AJACCIO;0;NA;20090;AJACCIO;1;0;0;1;0;1;1;IAOMAO;0;autgen;1;GEN;2;1;IAOMAO;38702;4992;6898;6311;2136;648;36;32;0;1;0;0;621;92;13;6969;NA;4;1464;14810;10216;4906;0;1;0;0;1;1;840;NA;840;840;NA;840;792;792;217;217;168;168;336;336;NA;NA;16;NA;40,12;16,12;17,73;6,27;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;26;NA;NA;26;NA;7;NA
2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;13;1;355;PUB2;0;94;2B;2B033;BASTIA;0;NA;20604;BASTIA CEDEX;1;0;0;NA;NA;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAOMAO;35408;6182;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2196;4004;2280;1861;0;0;0;0;1;1;1008;588;420;1429;1092;337;672;672;259;259;168;168;420;420;60;60;NA;NA;51,43;22,28;25,84;3,31;NA;NA;NA;NA;1;5;NA;2;NA;NA;NA;14;NA;NA;21;NA;14;NA
2024;2B0005359;CH CALVI;2B0005342;13;1;355;PUB2;0;94;2B;2B050;CALVI;0;NA;20260;CALVI;1;0;NA;1;0;0;0;NA;0;autgen;1;GEN;3;1;IAO;15146;1574;3166;2166;566;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;2166;NA;3;1098;2088;1041;1144;0;0;0;0;1;0;39;39;NA;36;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,50;6,50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;300000023;CH ALES CEVENNES;300780046;13;1;355;PUB2;0;76;30;30007;ALES;0;NA;30103;ALES CEDEX;1;0;0;1;0;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAO;50242;6492;10929;9835;3120;956;383;3;7;0;0;0;640;80;101;10858;NA;8;2928;4898;1523;3579;0;1;0;0;1;1;504;336;168;977;830;147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;18,34;14,34;4,00;0,00;0;0;0;0;1;4;0;3;0;0;0;16;6;0;29;0;20;19
2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;13;1;355;PUB2;0;76;30;30028;BAGNOLS SUR CEZE;0;NA;30205;BAGNOLS SUR CEZE CEDEX;1;0;0;0;0;1;1;IAO;0;autgen;1;GEN;2;1;IAO;25943;3326;5583;5770;1731;726;0;0;0;0;0;0;368;69;71;6138;NA;6;2196;2143;602;1753;0;1;1;NA;1;1;420;252;168;742;574;168;84;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,90;6,55;3,35;0,00;0;0;0;0;1;10;NA;1;1;0;NA;0;0;NA;11;1;32;32
2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;95;2;365;PLU4;4;76;30;30007;ALES;0;NA;30104;ALES CEDEX;1;0;0;0;0;0;1;IAO;1;autgen;1;GEN;2;1;IAO;8291;657;1254;383;100;7;0;0;0;0;0;0;123;0;0;506;NA;1;340;98;98;0;0;0;0;0;0;0;98;98;0;168;168;0;0;0;0;0;0;0;0;0;0;0;0;0;2,50;2,50;0,00;0,00;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;300782117;CHU NIMES CAREMEAU;300780038;13;1;101;PUB1;0;76;30;30189;NIMES;0;NA;30029;NIMES CEDEX 9;1;0;0;NA;NA;1;1;IAOMAO;NA;autgen;1;GEN;3;1;IAOMAO;96508;11013;5654;21820;5713;317;848;285;41;NA;NA;NA;NA;NA;NA;22668;NA;10;3660;9046;1318;9087;1;0;0;0;1;1;NA;NA;NA;2214;1663;551;587;587;NA;NA;NA;NA;1433;1433;NA;NA;NA;NA;41,26;36,66;2,80;1,80;NA;NA;NA;NA;1;169;39;13;2;NA;NA;48;22;14;252;55;60;33
2024;300782117;CHU NIMES CAREMEAU;300780038;13;1;101;PUB1;0;76;30;30189;NIMES;0;NA;30029;NIMES CEDEX 9;1;0;0;NA;NA;1;1;IAOMAO;NA;autped;1;PED;3;1;IAOMAO;22894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2835;NA;1;366;85;63;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;2214;1663;551;587;587;NA;NA;NA;NA;1433;1433;NA;NA;NA;NA;41,26;36,66;2,80;1,80;NA;NA;NA;NA;1;169;39;13;2;NA;NA;48;22;14;252;55;60;33
2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;95;2;365;PLU4;4;76;30;30189;NIMES;0;NA;30932;NIMES CEDEX 9;1;0;0;NA;NA;0;1;IAO;1;autgen;1;GEN;3;1;IAO;22114;1106;4482;2061;284;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;2061;NA;5;1825;0;0;0;0;0;0;1;1;0;228;228;NA;315;315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;13;1;355;PUB2;0;76;31;31483;SAINT GAUDENS;0;NA;31806;ST GAUDENS CEDEX;1;0;0;NA;NA;1;NA;NA;1;autgen;1;GEN;3;1;IAO;21497;3975;3507;5492;2202;100;NA;NA;NA;5;NA;NA;NA;NA;NA;5497;NA;6;2190;3277;909;2975;NA;NA;NA;NA;1;1;672;336;336;756;420;336;336;336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,30;5,60;3,70;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;5;5;NA;12;NA;NA;NA
2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;13;1;101;PUB1;0;76;31;31555;TOULOUSE;0;NA;31059;TOULOUSE CEDEX 9;1;0;NA;NA;NA;0;1;IAO;NA;autped;1;PED;NA;1;IAO;65200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7165;NA;14;5110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,28;15,28;NA;NA;NA;NA;NA;NA;NA;109;20;NA;NA;0;NA;NA;NA;NA;109;20;10;NA
2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;95;2;365;PLU4;4;76;31;31445;QUINT FONSEGRIVES;0;NA;31130;QUINT FONSEGRIVES;1;0;0;NA;NA;1;1;MAO;1;autgen;1;GEN;3;1;IAOMAO;25801;3496;1467;3872;1247;51;20;14;NA;0;NA;NA;105;28;3;3997;NA;6;2190;597;227;390;0;0;0;1;1;1;208;208;0;642;642;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;5;5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;310780283;CL DE L'UNION SAINT JEAN;310000112;73;2;365;PLU4;4;76;31;31488;SAINT JEAN;NA;NA;31240;ST JEAN;1;0;0;NA;NA;1;0;NA;NA;autgen;1;GEN;3;1;IAO;35370;5851;1779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;3650;2516;232;2900;0;0;1;0;1;1;NA;NA;NA;680;680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;73;2;365;PLU4;5;76;31;31555;TOULOUSE;0;NA;31082;TOULOUSE CEDEX 1;1;0;0;NA;NA;0;0;NA;0;autgen;1;GEN;1;1;IAO;11687;1731;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;489;214;287;0;0;0;0;1;1;168;168;NA;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;95;2;365;PLU4;5;76;31;31150;CORNEBARRIEU;0;NA;31700;CORNEBARRIEU;1;0;0;NA;NA;1;NA;NA;NA;autgen;1;GEN;3;1;IAO;25017;2280;1040;8054;NA;NA;117;NA;NA;NA;NA;NA;NA;NA;NA;8171;NA;6;2196;3418;2033;1444;NA;NA;NA;NA;NA;NA;337;337;NA;823;823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;11;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;60;3;365;PNL4;1;76;31;31555;TOULOUSE;0;NA;31076;TOULOUSE CEDEX 3;1;0;0;0;0;0;0;NA;1;autgen;1;GEN;3;1;IAO;15513;727;327;1735;292;24;NA;NA;NA;NA;NA;NA;45;2;2;1780;NA;5;1825;993;524;562;0;0;0;0;1;1;228;228;NA;447;447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,57;6,57;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;0;0
2024;310781505;CL D'OCCITANIE MURET;310000492;73;2;365;PLU4;4;76;31;31395;MURET;0;NA;31605;MURET CEDEX;1;0;0;NA;NA;1;0;NA;1;autgen;1;GEN;3;1;IAO;30956;3641;3997;1656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1656;NA;6;2190;4416;3325;1093;0;0;0;0;1;1;266;266;NA;680;680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;13;1;101;PUB1;0;76;31;31555;TOULOUSE;0;NA;31059;TOULOUSE CEDEX 9;1;0;NA;NA;NA;1;1;IAO;NA;autgen;1;GEN;NA;1;IAOMAO;91595;7643;5386;9284;2592;235;1222;24;186;0;0;0;3172;481;116;13678;NA;24;8760;3044;477;4772;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,83;26,83;NA;NA;NA;NA;NA;NA;NA;224;73;NA;NA;NA;NA;9;NA;NA;233;73;20;NA
2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;13;1;101;PUB1;0;76;31;31555;TOULOUSE;0;NA;31059;TOULOUSE CEDEX 9;1;0;NA;NA;NA;1;NA;IAOMAO;NA;autgen;1;GEN;NA;1;IAOMAO;46133;6698;1325;9097;2269;102;19;5;6;0;0;0;1029;387;7;10145;NA;29;10585;2935;1265;2097;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,50;28,50;NA;NA;NA;NA;NA;NA;NA;158;45;117;NA;23;NA;5;NA;NA;303;45;20;NA
2024;320000086;CH AUCH EN GASCOGNE;320780117;13;1;355;PUB2;0;76;32;32013;AUCH;0;NA;32008;AUCH CEDEX;1;0;0;0;0;1;1;IAOMAO;1;autgen;1;GEN;2;1;IAO;21036;4817;3369;9257;3361;725;5;5;0;0;0;0;2552;1201;100;11814;NA;4;1454;1982;849;1255;1;0;0;1;1;1;504;336;168;756;588;168;168;168;44;44;NA;NA;168;168;NA;NA;0;0;11,66;8,30;0,96;2,40;0;0;0;0;1;20;0;0;0;0;0;4;3;0;27;0;6;2
2024;320000102;CH CONDOM;320780133;13;1;355;PUB2;0;76;32;32107;CONDOM;0;NA;32100;CONDOM;1;0;NA;NA;NA;0;0;NA;0;autgen;1;GEN;1;1;IAO;10211;1757;1531;530;338;0;24;20;0;0;0;0;785;217;0;1339;NA;2;730;1367;992;1716;0;0;0;0;1;1;168;168;NA;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,03;4,03;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;13;1;355;PUB2;0;75;33;33529;LA TESTE DE BUCH;0;NA;33164;LA TESTE CEDEX;1;0;0;NA;NA;1;1;IAOMAO;NA;autgen;1;GEN;NA;1;IAOMAO;36676;5446;7321;10138;3080;962;1;NA;NA;NA;NA;NA;NA;NA;NA;10139;NA;6;2196;5124;2479;2827;NA;NA;NA;NA;1;1;480;312;168;888;720;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,03;13,91;6,12;NA;9;9;NA;NA;1;7;NA;1;NA;NA;NA;11;1;NA;20;NA;1;NA
2024;330000571;CH DE LA HAUTE GIRONDE;330781220;13;1;355;PUB2;0;75;33;33058;BLAYE;0;NA;33394;BLAYE CEDEX;1;0;0;NA;NA;0;NA;NA;NA;autgen;1;GEN;3;1;IAO;19244;3247;4118;5296;1990;213;NA;NA;NA;NA;NA;NA;442;86;69;5738;NA;3;1095;2896;1779;1122;0;0;0;0;1;1;336;168;168;560;280;280;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,32;5,70;3,62;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;1;0;0;1;0;0;0
2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;14;1;355;PUB2;0;75;33;33227;LANGON;0;NA;33212;LANGON CEDEX;1;0;0;NA;NA;1;1;IAO;0;autgen;1;GEN;3;1;IAO;20607;2482;2968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1825;5613;2878;3370;1;1;1;0;1;1;504;336;168;714;546;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,97;6,49;6,48;NA;NA;NA;NA;NA;1;14;2;NA;NA;NA;NA;NA;NA;NA;14;2;NA;NA
2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;13;1;355;PUB2;0;75;33;33243;LIBOURNE;0;NA;33505;LIBOURNE CEDEX;1;0;0;NA;NA;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAOMAO;47750;5473;14538;15695;3734;2039;198;10;25;NA;NA;NA;NA;NA;NA;15893;NA;8;2928;9174;3347;6845;1;1;0;1;1;1;611;443;168;1260;1092;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,32;26,19;1,13;0,00;0;0;0;0;1;37;15;2;1;0;0;30;6;0;75;16;5;4
2024;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;13;1;355;PUB2;0;75;33;33402;SAINTE FOY LA GRANDE;0;NA;33220;STE FOY LA GRANDE;1;0;NA;1;0;0;0;NA;1;autgen;1;GEN;3;1;IAO;10069;1412;1847;2535;725;97;2;NA;NA;NA;NA;NA;NA;NA;NA;2537;NA;2;732;2273;1455;946;0;0;0;0;0;0;265;97;168;336;168;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,31;0,46;0,85;0,00;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330058702;MSP BAGATELLE SITE ROBERT PICQUÉ;330780552;63;3;365;PNL4;1;75;33;33550;VILLENAVE D ORNON;NA;NA;33882;VILLENAVE D ORNON CEDEX;1;0;NA;NA;NA;0;0;NA;NA;autgen;1;GEN;NA;1;IAO;18833;4734;618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1464;8643;4154;5238;NA;NA;NA;NA;NA;NA;336;336;NA;672;672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,36;15,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;73;2;365;PLU4;4;75;33;33249;LORMONT;0;NA;33310;LORMONT;1;0;0;NA;NA;0;1;IAOMAO;1;autgen;1;GEN;NA;1;IAO;21360;1635;2270;5433;1163;136;NA;NA;NA;NA;NA;NA;560;204;26;5993;NA;8;2928;5038;4574;481;0;0;0;0;1;1;308;308;NA;791;791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,29;1,29;NA;NA;11;11;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;73;2;365;PLU4;4;75;33;33063;BORDEAUX;0;NA;33077;BORDEAUX CEDEX;1;0;NA;0;0;1;0;NA;1;autgen;1;GEN;3;1;IAO;29490;4045;2548;5420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5420;NA;8;2920;7819;7166;677;0;0;1;1;1;1;386;386;NA;840;840;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;47;3;365;PNL4;1;75;33;33240;LESPARRE MEDOC;NA;NA;33340;LESPARRE MEDOC;1;0;NA;NA;NA;NA;NA;NA;NA;autgen;1;GEN;NA;NA;NA;17131;2093;3213;5270;1330;234;NA;NA;NA;NA;NA;NA;984;159;71;6254;NA;4;1460;5263;3158;2299;0;0;0;0;1;1;336;168;168;336;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,02;6,01;6,01;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;47;3;365;PNL4;1;75;33;33318;PESSAC;NA;NA;33608;PESSAC CEDEX;1;0;NA;0;0;0;1;IAO;NA;autgen;1;GEN;3;1;IAO;28466;3789;1532;8153;NA;NA;201;NA;NA;NA;NA;NA;NA;NA;NA;8354;NA;6;2190;8095;4381;4587;0;0;0;0;1;1;507;507;NA;383;383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,17;13,17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;61;3;365;PNL4;1;75;33;33011;ARES;0;NA;33740;ARES;1;0;NA;NA;NA;0;NA;NA;NA;autgen;1;GEN;3;1;IAO;18812;3035;2975;2200;916;37;0;0;0;0;0;0;305;158;1;2505;NA;4;1460;3922;2679;1241;0;0;0;0;1;1;420;252;168;504;252;252;210;210;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,19;11,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;13;1;101;PUB1;0;75;33;33063;BORDEAUX;0;NA;33075;BORDEAUX CEDEX;1;0;0;NA;NA;1;0;NA;1;autgen;1;GEN;3;1;IAO;21487;2240;506;6548;1581;97;NA;NA;NA;NA;NA;NA;NA;NA;NA;6548;NA;8;2928;2251;1021;1235;0;0;0;0;1;1;445;445;NA;892;892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,94;11,94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
