BOR;AN;FI;FI_EJ;LIT;JOU;ENT;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2014;880786645;880780077;30;9267;97;1;;21;;20;;15;;;;;;4;;;;;;3;;1
USLD;2014;890971583;890000417;64;22766;35;;;14;6;;;;3;;;;;11;;;7;70;;4;;
USLD;2014;890975527;890000037;29;9927;32;;;8;1;;;13;1;;;;;9;;;;;;30;;1
USLD;2014;900000647;900004698;123;41363;70;;0;;2;;0;;34;;2;;0;8;;;;;;11;;
USLD;2014;910000272;910110014;48;16845;31;;;1;1;;;10;6;;;;;9;;;;5;;5;;
USLD;2014;910000280;910019447;30;10156;27;;;;;;;;;;;;;;;;;;;;;
USLD;2014;910000306;910110063;30;10576;27;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;0;0
USLD;2014;910001973;910019447;40;12581;53;;;;;;;;;;;;;;;;;;;;;
USLD;2014;910100015;750712184;171;59680;78;;;1;;;;77;;;;;;;;;;16;;19;;
USLD;2014;910100023;750712184;206;71210;90;;;2;;;;87;;;;;;1;;;16;113;;23;;
USLD;2014;910150069;910000033;60;21070;41;;;;;;;33;7;;;;;1;0;0;63;12;0;;;
USLD;2014;920000593;920026374;88;31077;59;;;5;3;;1;40;5;;;;;5;0;0;4;4;0;3;0;0
USLD;2014;920000619;920009909;100;31471;36;;;;;;;;;;;;;;;;;;;;;
USLD;2014;920001369;920710654;75;24066;51;;;;29;;;11;;;;;;11;;;;;;6;1;
USLD;2014;920024205;920808037;110;39026;49;;;;12;;;27;1;;;;;7;;;;;;8;5;5
USLD;2014;920100047;750712184;80;28739;18;;;;;1;;12;;3;;;;2;;;;;;;;
USLD;2014;920100062;750712184;119;40790;58;;;;;;;;;;;;;;;;;;;;;
USLD;2014;930000294;930021480;43;14820;34;;;2;;1;;25;;;;;;6;;;;5;;4;;
USLD;2014;930100011;750712184;179;63606;115;;;;;;;;;;;;;;0;0;;;;;;
USLD;2014;930150057;750808529;35;12462;16;9;;;;;;3;;;;;;4;;;;;;26;421;1
USLD;2014;930706239;930110051;100;35881;49;0;0;2;1;0;0;32;0;0;0;0;0;;0;0;0;6;0;1;0;0
USLD;2014;930815501;750034308;114;40662;19;;;;;;;;2;2;10;;;;;;;;;1;;1
USLD;2014;940000615;940140023;42;14729;8;;;;;;;;;4;3;;;1;;;48;;;;2;7
USLD;2014;940100027;750712184;40;13522;7;;;;;;;7;;;;;;;;;;;;1;;
USLD;2014;940100035;750712184;152;56570;23;;;;;;;23;;;;;;;;;6;8;;8;1;
USLD;2014;940100050;750712184;387;138354;196;;;;;;;196;;;;;;;;;;;;43;;31
USLD;2014;940100068;750712184;189;67724;59;;;573;510;;;1;;1;;0;;203;;;;1250;;102;;57
USLD;2014;940812506;940110042;46;16603;9;;;3;;;;1;;;;;;5;;;;;;;;
USLD;2014;950000307;950110015;100;31863;50;;;8;;5;;26;5;;;;;6;;;1;12;;1;2;
USLD;2014;950000331;950110049;120;40860;64;2;0;6;2;1;0;22;17;0;0;0;0;14;0;0;0;4;0;7;1;1
USLD;2014;950000406;950150037;40;14047;31;;;;;;;18;;1;;;;11;30;;2;4;;4;0;1
USLD;2014;950000695;950500033;43;14891;22;;;;;;;;;;;;;;;;;;;;;
USLD;2014;950016139;950015289;60;21387;30;;;3;;;;8;5;;;;;14;;;;;;;;
USLD;2014;950100016;750712184;115;41032;55;0;0;0;0;0;0;36;36;0;0;0;0;0;0;0;0;24;0;0;13;10
USLD;2014;970100418;970100194;30;10769;5;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970100459;970100244;15;5270;10;;;;;;;7;;;;;;3;0;0;0;0;0;0;0;0
USLD;2014;970112033;970100210;120;41091;22;;;;;;;;;;;;;;;;;;9;;;
USLD;2014;970211215;970211207;82;30533;28;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970211223;970211207;28;10220;14;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970211272;970211207;22;7801;15;;;;;;;;;;;;;;;;;;;;;
USLD;2014;970300026;970302022;30;8960;6;;0;2;2;1;;;;;0;;;2;;;;;;1;;
USLD;2014;970400156;970403606;44;12548;19;0;0;1;0;0;0;13;1;0;0;0;0;4;;;;;;;;
USLD;2014;970463139;970408589;40;13556;15;1;;9;;;;0;;;;;;;;;;;;;;
