BOR;AN;FI;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;ETPTIT;EFFTIT;EFFPNM;ETPPNM
Q23;2014;010780476;750005068;N3121;1;0.6;;;;;1;0.6
Q23;2014;010780476;750005068;N3130;23;19.44;6;3.88;;;29;23.32
Q23;2014;010780476;750005068;N4000;;;1;0.33;;;1;0.33
Q23;2014;010780476;750005068;N4120;;;1;0.33;;;1;0.33
Q23;2014;010780476;750005068;N5000;23;22.02;5;3.87;;;28;25.89
Q23;2014;010780476;750005068;N511A;3;3;;;;;3;3
Q23;2014;010780476;750005068;N5130;19;17.77;5;3.87;;;24;21.64
Q23;2014;010780476;750005068;N5140;1;1.25;;;;;1;1.25
Q23;2014;010780476;750005068;N9999;124;106.68;28;18.39;;;152;125.07
Q23;2014;010780492;360000707;N1000;13;12.5;;;;;13;12.5
Q23;2014;010780492;360000707;N1100;3;3;;;;;3;3
Q23;2014;010780492;360000707;N1210;5;4.5;;;;;5;4.5
Q23;2014;010780492;360000707;N1220;5;5;;;;;5;5
Q23;2014;010780492;360000707;N2000;87;79.05;;;;;87;79.05
Q23;2014;010780492;360000707;N2120;1;1;;;;;1;1
Q23;2014;010780492;360000707;N2130;2;1;;;;;2;1
Q23;2014;010780492;360000707;N2210;10;9;;;;;10;9
Q23;2014;010780492;360000707;N2340;5;4.6;;;;;5;4.6
Q23;2014;010780492;360000707;N2410;15;15;;;;;15;15
Q23;2014;010780492;360000707;N2430;3;3;;;;;3;3
Q23;2014;010780492;360000707;N2450;1;0.1;;;;;1;0.1
Q23;2014;010780492;360000707;N2460;6;5.55;;;;;6;5.55
Q23;2014;010780492;360000707;N2470;2;1.5;;;;;2;1.5
Q23;2014;010780492;360000707;N2480;6;5.67;;;;;6;5.67
Q23;2014;010780492;360000707;N2510;13;12.8;;;;;13;12.8
Q23;2014;010780492;360000707;N2520;3;2.8;;;;;3;2.8
Q23;2014;010780492;360000707;N2530;14;13.46;;;;;14;13.46
Q23;2014;010780492;360000707;N2610;1;1;;;;;1;1
Q23;2014;010780492;360000707;N2710;5;2.57;;;;;5;2.57
Q23;2014;010780492;360000707;N3000;22;19.95;;;;;22;19.95
Q23;2014;010780492;360000707;N3111;2;1.6;;;;;2;1.6
Q23;2014;010780492;360000707;N3120;1;0.6;;;;;1;0.6
Q23;2014;010780492;360000707;N3130;19;17.75;;;;;19;17.75
Q23;2014;010780492;360000707;N4000;1;0.21;;;;;1;0.21
Q23;2014;010780492;360000707;N4150;1;0.21;;;;;1;0.21
Q23;2014;010780492;360000707;N5000;11;9.99;;;;;11;9.99
Q23;2014;010780492;360000707;N511A;2;2;;;;;2;2
Q23;2014;010780492;360000707;N5130;9;7.99;;;;;9;7.99
Q23;2014;010780492;360000707;N9999;134;121.7;;;;;134;121.7
Q23;2014;010780708;310021381;N1000;12;7.74;1;0.5;;;13;8.24
Q23;2014;010780708;310021381;N1100;1;1;;;;;1;1
Q23;2014;010780708;310021381;N1210;1;0.5;;;;;1;0.5
Q23;2014;010780708;310021381;N1220;10;6.24;1;0.5;;;11;6.74
Q23;2014;010780708;310021381;N2000;39;28.46;;;;;39;28.46
Q23;2014;010780708;310021381;N2120;1;1;;;;;1;1
Q23;2014;010780708;310021381;N2210;14;9.5;;;;;14;9.5
Q23;2014;010780708;310021381;N2510;14;11;;;;;14;11
Q23;2014;010780708;310021381;N2610;9;6.66;;;;;9;6.66
Q23;2014;010780708;310021381;N2710;1;0.3;;;;;1;0.3
Q23;2014;010780708;310021381;N9999;51;36.2;1;0.5;;;52;36.7
Q23;2014;010780799;750721334;N1000;10;9.65;2;2;;;12;11.65
Q23;2014;010780799;750721334;N1100;3;3;1;1;;;4;4
Q23;2014;010780799;750721334;N1210;4;3.75;;;;;4;3.75
Q23;2014;010780799;750721334;N1220;3;2.9;1;1;;;4;3.9
Q23;2014;010780799;750721334;N2000;61;62.28;6;4.29;;;67;66.57
Q23;2014;010780799;750721334;N2120;2;2;;;;;2;2
Q23;2014;010780799;750721334;N2130;2;2;;;;;2;2
Q23;2014;010780799;750721334;N2210;15;13.71;1;0.67;;;16;14.38
Q23;2014;010780799;750721334;N2410;1;1;1;1;;;2;2
Q23;2014;010780799;750721334;N2450;1;0.67;;;;;1;0.67
Q23;2014;010780799;750721334;N2460;3;3;;;;;3;3
Q23;2014;010780799;750721334;N2480;1;1;;;;;1;1
Q23;2014;010780799;750721334;N2510;18;18.92;;0.94;;;18;19.86
Q23;2014;010780799;750721334;N2610;11;13.38;2;0.67;;;13;14.05
Q23;2014;010780799;750721334;N2620;6;6;1;1;;;7;7
Q23;2014;010780799;750721334;N2710;1;0.6;1;0.01;;;2;0.61
Q23;2014;010780799;750721334;N3000;2;2;;;;;2;2
Q23;2014;010780799;750721334;N3120;1;1;;;;;1;1
Q23;2014;010780799;750721334;N3130;1;1;;;;;1;1
Q23;2014;010780799;750721334;N4000;1;1;;;;;1;1
Q23;2014;010780799;750721334;N4120;1;1;;;;;1;1
Q23;2014;010780799;750721334;N5000;14;13.54;1;1;;;15;14.54
Q23;2014;010780799;750721334;N511A;1;1;;;;;1;1
Q23;2014;010780799;750721334;N5130;13;12.54;1;1;;;14;13.54
Q23;2014;010780799;750721334;N9999;88;88.47;9;7.29;;;97;95.76
Q23;2014;010786259;010008407;N1000;0;0;0;0;0.43;1;1;0.43
Q23;2014;010786259;010008407;N1210;0;0;0;0;0.43;1;1;0.43
Q23;2014;010786259;010008407;N2000;1;0.2;0;0.43;15.67;20;21;16.3
Q23;2014;010786259;010008407;N2120;0;0;0;0;0.85;2;2;0.85
Q23;2014;010786259;010008407;N2210;0;0;0;0;2.65;4;4;2.65
Q23;2014;010786259;010008407;N2410;0;0;0;0;0.65;1;1;0.65
Q23;2014;010786259;010008407;N2510;0;0;0;0.42;7.52;9;9;7.94
Q23;2014;010786259;010008407;N2610;0;0;0;0.01;4;4;4;4.01
Q23;2014;010786259;010008407;N2710;1;0.2;0;0;0;0;1;0.2
Q23;2014;010786259;010008407;N3000;0;0;0;0;0.35;1;1;0.35
Q23;2014;010786259;010008407;N3130;0;0;0;0;0.35;1;1;0.35
Q23;2014;010786259;010008407;N4000;0;0;0;0;0.3;1;1;0.3
Q23;2014;010786259;010008407;N4120;0;0;0;0;0.3;1;1;0.3
Q23;2014;010786259;010008407;N5000;0;0;0;0;0.5;1;1;0.5
Q23;2014;010786259;010008407;N5130;0;0;0;0;0.5;1;1;0.5
Q23;2014;010786259;010008407;N9999;1;0.2;0;0.43;17.25;24;25;17.88
Q23;2014;010789006;670005834;N2000;11;9.89;;;;;11;9.89
Q23;2014;010789006;670005834;N2120;1;1;;;;;1;1
Q23;2014;010789006;670005834;N2210;10;8.89;;;;;10;8.89
Q23;2014;010789006;670005834;N9999;11;9.89;;;;;11;9.89
Q23;2014;010789717;010008407;N2000;0;0;1;0.09;8.12;9;10;8.21
Q23;2014;010789717;010008407;N2120;0;0;0;0;0.1;1;1;0.1
Q23;2014;010789717;010008407;N2210;0;0;0;0;3.58;4;4;3.58
Q23;2014;010789717;010008407;N2410;0;0;1;0.09;0;0;1;0.09
Q23;2014;010789717;010008407;N2510;0;0;0;0;4.44;4;4;4.44
Q23;2014;010789717;010008407;N3000;0;0;0;0.03;0.13;1;1;0.16
Q23;2014;010789717;010008407;N3130;0;0;0;0.03;0.13;1;1;0.16
Q23;2014;010789717;010008407;N5000;0;0;0;0;1;1;1;1
Q23;2014;010789717;010008407;N5130;0;0;0;0;1;1;1;1
Q23;2014;010789717;010008407;N9999;0;0;1;0.12;9.25;11;12;9.37
Q23;2014;020000089;020000022;N1000;1;0.37;2;1.74;17.59;19;22;19.7
Q23;2014;020000089;020000022;N1100;;;;;1;1;1;1
Q23;2014;020000089;020000022;N1210;;;;;6.36;7;7;6.36
Q23;2014;020000089;020000022;N1220;1;0.37;2;1.74;10.23;11;14;12.34
Q23;2014;020000089;020000022;N2000;2;1.85;24;23.26;121.46;126;152;146.57
Q23;2014;020000089;020000022;N2120;;;;0.04;4;5;5;4.04
Q23;2014;020000089;020000022;N2130;;;1;0.85;;;1;0.85
Q23;2014;020000089;020000022;N2210;1;1;8;8.22;31.55;32;41;40.77
Q23;2014;020000089;020000022;N2320;;;;;0.86;1;1;0.86
Q23;2014;020000089;020000022;N2420;;;1;0.13;;;1;0.13
Q23;2014;020000089;020000022;N2460;1;0.85;;;;;1;0.85
Q23;2014;020000089;020000022;N2510;;;7;8.85;63.33;66;73;72.18
Q23;2014;020000089;020000022;N2610;;;7;5.17;21.02;21;28;26.19
Q23;2014;020000089;020000022;N2710;;;;;0.7;1;1;0.7
Q23;2014;020000089;020000022;N3000;;;2;0.87;1.89;2;4;2.76
Q23;2014;020000089;020000022;N3120;;;1;0.49;1.89;2;3;2.38
Q23;2014;020000089;020000022;N3130;;;1;0.38;;;1;0.38
Q23;2014;020000089;020000022;N4000;1;0.7;;;3.98;5;6;4.68
Q23;2014;020000089;020000022;N4120;1;0.7;;;2.12;3;4;2.82
Q23;2014;020000089;020000022;N4130;;;;;1.86;2;2;1.86
Q23;2014;020000089;020000022;N5000;2;2;3;2.11;17.06;17;22;21.17
Q23;2014;020000089;020000022;N511A;;;;;2.92;3;3;2.92
Q23;2014;020000089;020000022;N5130;2;2;3;2.11;14.14;14;19;18.25
Q23;2014;020000089;020000022;N9999;6;4.92;31;27.98;161.98;169;206;194.88
Q23;2014;020000097;020000048;N1000;4;3.2;3;2.36;13.5;14;21;19.06
Q23;2014;020000097;020000048;N1100;1;0.2;;;;;1;0.2
Q23;2014;020000097;020000048;N1210;1;1;;;1;1;2;2
Q23;2014;020000097;020000048;N1220;2;2;3;2.36;12.5;13;18;16.86
Q23;2014;020000097;020000048;N2000;12;10.57;12;10.73;71.34;73;97;92.64
Q23;2014;020000097;020000048;N2120;;;;;3;3;3;3
Q23;2014;020000097;020000048;N2210;1;1;3;3;19.5;20;24;23.5
Q23;2014;020000097;020000048;N2410;1;0.5;;;;;1;0.5
Q23;2014;020000097;020000048;N2460;;;;;1;1;1;1
Q23;2014;020000097;020000048;N2480;1;1;;;;;1;1
Q23;2014;020000097;020000048;N2510;5;5;5;4.23;29.98;31;41;39.21
Q23;2014;020000097;020000048;N2520;1;0.86;1;1;1;1;3;2.86
Q23;2014;020000097;020000048;N2610;;;3;2.5;16.86;17;20;19.36
Q23;2014;020000097;020000048;N2710;3;2.21;;;;;3;2.21
Q23;2014;020000097;020000048;N3000;;;1;1;;;1;1
Q23;2014;020000097;020000048;N3120;;;1;1;;;1;1
Q23;2014;020000097;020000048;N4000;;;1;1;1;1;2;2
Q23;2014;020000097;020000048;N4120;;;1;1;1;1;2;2
Q23;2014;020000097;020000048;N5000;4;4;2;1.86;14;14;20;19.86
Q23;2014;020000097;020000048;N5110;1;1;;;;;1;1
Q23;2014;020000097;020000048;N5120;1;1;;;;;1;1
Q23;2014;020000097;020000048;N5130;2;2;2;1.86;14;14;18;17.86
Q23;2014;020000097;020000048;N9999;20;17.77;19;16.95;99.84;102;141;134.56
Q23;2014;020000105;020000055;N1000;1;1;2;1.38;7;7;10;9.38
Q23;2014;020000105;020000055;N1100;;;;;1;1;1;1
Q23;2014;020000105;020000055;N1220;1;1;2;1.38;6;6;9;8.38
Q23;2014;020000105;020000055;N2000;1;1;7;5.13;34.27;39;47;40.4
Q23;2014;020000105;020000055;N2120;1;1;;;;;1;1
Q23;2014;020000105;020000055;N2210;;;1;1;9.93;11;12;10.93
Q23;2014;020000105;020000055;N2450;;;1;0.63;;;1;0.63
Q23;2014;020000105;020000055;N2460;;;;;0.54;1;1;0.54
Q23;2014;020000105;020000055;N2510;;;3;2.5;17.24;19;22;19.74
Q23;2014;020000105;020000055;N2610;;;2;1;6.06;7;9;7.06
Q23;2014;020000105;020000055;N2710;;;;;0.5;1;1;0.5
Q23;2014;020000105;020000055;N3000;;;1;1;;;1;1
Q23;2014;020000105;020000055;N3120;;;1;1;;;1;1
Q23;2014;020000105;020000055;N4000;;;1;1;;;1;1
Q23;2014;020000105;020000055;N4130;;;1;1;;;1;1
Q23;2014;020000105;020000055;N5000;1;1;1;1;12.86;13;15;14.86
Q23;2014;020000105;020000055;N511A;;;;;1;1;1;1
Q23;2014;020000105;020000055;N5130;1;1;1;1;11.86;12;14;13.86
Q23;2014;020000105;020000055;N9999;3;3;12;9.51;54.13;59;74;66.64
Q23;2014;020000162;020000063;N1000;15;13.84;21;23.32;199.04;208;244;236.2
Q23;2014;020000162;020000063;N1100;0;0;0;0;5.23;5;5;5.23
Q23;2014;020000162;020000063;N1210;0;0.25;0;0;39.18;40;40;39.43
Q23;2014;020000162;020000063;N1220;15;13.59;21;23.32;154.63;163;199;191.54
Q23;2014;020000162;020000063;N2000;20;11.72;59;44.67;1161.59;1227;1306;1217.98
Q23;2014;020000162;020000063;N2120;0;0;0;0;37.46;36;36;37.46
Q23;2014;020000162;020000063;N2130;0;0;0;0;1;1;1;1
Q23;2014;020000162;020000063;N2210;0;0;19;12.71;442.37;466;485;455.08
Q23;2014;020000162;020000063;N2220;0;0;0;0;1.55;1;1;1.55
Q23;2014;020000162;020000063;N2310;0;0;0;0;25.4;29;29;25.4
Q23;2014;020000162;020000063;N2320;0;0;0;0;14.68;15;15;14.68
Q23;2014;020000162;020000063;N2340;0;0;0;0.74;30.13;32;32;30.87
Q23;2014;020000162;020000063;N2410;0;0;2;1.34;5.91;6;8;7.25
Q23;2014;020000162;020000063;N2430;0;0.1;0;0;0;0;0;0.1
Q23;2014;020000162;020000063;N2440;1;0.4;0;0.11;0;0;1;0.51
Q23;2014;020000162;020000063;N2450;0;0;0;0;6.49;8;8;6.49
Q23;2014;020000162;020000063;N2460;0;0;0;0;1.86;2;2;1.86
Q23;2014;020000162;020000063;N2470;0;0;2;2;0;0;2;2
Q23;2014;020000162;020000063;N2510;0;0;8;7.85;337.13;344;352;344.98
Q23;2014;020000162;020000063;N2530;1;0.4;1;2.34;54.22;56;58;56.96
Q23;2014;020000162;020000063;N2610;14;9.13;24;15.26;170.6;195;233;194.99
Q23;2014;020000162;020000063;N2710;3;1.44;2;1.16;10.67;12;17;13.27
Q23;2014;020000162;020000063;N2800;1;0.25;1;1.16;22.12;24;26;23.53
Q23;2014;020000162;020000063;N3000;5;3.05;3;3.52;6.23;6;14;12.8
Q23;2014;020000162;020000063;N3111;1;1.67;0;0.17;1;1;2;2.84
Q23;2014;020000162;020000063;N3120;2;0.72;3;2.86;5.23;5;10;8.81
Q23;2014;020000162;020000063;N3121;1;0.33;0;0.49;0;0;1;0.82
Q23;2014;020000162;020000063;N3130;1;0.33;0;0;0;0;1;0.33
Q23;2014;020000162;020000063;N4000;7;6.57;7;5.86;84.43;88;102;96.86
Q23;2014;020000162;020000063;N4110;0;0;0;0.41;40.34;42;42;40.75
Q23;2014;020000162;020000063;N4120;4;3.57;4;3.91;9.56;10;18;17.04
Q23;2014;020000162;020000063;N4130;1;1;3;1.54;32.53;34;38;35.07
Q23;2014;020000162;020000063;N4140;0;0;0;0;1;1;1;1
Q23;2014;020000162;020000063;N4180;2;2;0;0;1;1;3;3
Q23;2014;020000162;020000063;N5000;28;28.75;31;18.19;237.06;251;310;284
Q23;2014;020000162;020000063;N5110;10;10;1;0.16;0;0;11;10.16
Q23;2014;020000162;020000063;N511A;11;10.26;0;0;23.66;26;37;33.92
Q23;2014;020000162;020000063;N5130;7;8.49;30;18.03;207.4;219;256;233.92
