BOR;AN;FI;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;ETPTIT;EFFTIT;EFFPNM;ETPPNM
Q23;2014;570000893;570000141;N2430;1;1;;;;;1;1
Q23;2014;570000893;570000141;N2450;;;;;1;1;1;1
Q23;2014;570000893;570000141;N2460;;;;0.5;6.9;8;8;7.4
Q23;2014;570000893;570000141;N2470;;;;;2.23;3;3;2.23
Q23;2014;570000893;570000141;N2510;1;0.6;;0.25;161.46;168;169;162.31
Q23;2014;570000893;570000141;N2610;6;3.02;11;7.92;61.74;65;82;72.68
Q23;2014;570000893;570000141;N2630;12;13.8;;;;;12;13.8
Q23;2014;570000893;570000141;N2710;;;4;3.95;19.23;20;24;23.18
Q23;2014;570000893;570000141;N3000;1;1;3;1.43;20.7;21;25;23.13
Q23;2014;570000893;570000141;N3111;;;1;0.33;7.96;8;9;8.29
Q23;2014;570000893;570000141;N3120;;;2;1.1;10.21;11;13;11.31
Q23;2014;570000893;570000141;N3121;;;;;0.86;1;1;0.86
Q23;2014;570000893;570000141;N3130;1;1;;;1.67;1;2;2.67
Q23;2014;570000893;570000141;N4000;;;1;0.64;5.8;6;7;6.44
Q23;2014;570000893;570000141;N4110;;;;;2.97;3;3;2.97
Q23;2014;570000893;570000141;N4120;;;1;0.64;2.83;3;4;3.47
Q23;2014;570000893;570000141;N5000;2;1.5;11;8.66;143.73;145;158;153.89
Q23;2014;570000893;570000141;N5110;;;;;4.11;5;5;4.11
Q23;2014;570000893;570000141;N511A;;;1;0.25;13.46;12;13;13.71
Q23;2014;570000893;570000141;N5130;2;1.5;10;7.74;124.82;126;138;134.06
Q23;2014;570000893;570000141;N5140;;;;0.67;1.34;2;2;2.01
Q23;2014;570000893;570000141;N9999;29;27;61;46.41;1024;1066;1156;1097.41
Q23;2014;570000901;570000158;N1000;7;5.97;12;14.61;78.09;86;105;98.67
Q23;2014;570000901;570000158;N1210;1;1;;;15.18;17;18;16.18
Q23;2014;570000901;570000158;N1220;6;4.97;12;14.61;62.91;69;87;82.49
Q23;2014;570000901;570000158;N2000;14;10.9;87;70.42;464.16;510;611;545.48
Q23;2014;570000901;570000158;N2120;;;;;14;16;16;14
Q23;2014;570000901;570000158;N2130;;;;;2.13;3;3;2.13
Q23;2014;570000901;570000158;N2210;2;1.17;20;19.55;203.09;231;253;223.81
Q23;2014;570000901;570000158;N2310;1;0.86;;;13.53;13;14;14.39
Q23;2014;570000901;570000158;N2320;;;;;18.46;19;19;18.46
Q23;2014;570000901;570000158;N2340;;;2;0.74;14.9;17;19;15.64
Q23;2014;570000901;570000158;N2410;;;;;3;3;3;3
Q23;2014;570000901;570000158;N2450;1;0.5;;;2.64;3;4;3.14
Q23;2014;570000901;570000158;N2510;;;21;20.23;124.09;132;153;144.32
Q23;2014;570000901;570000158;N2610;10;8.02;42;27.07;45.67;49;101;80.76
Q23;2014;570000901;570000158;N2710;;;1;1;1;1;2;2
Q23;2014;570000901;570000158;N2800;;0.35;1;1.83;21.65;23;24;23.83
Q23;2014;570000901;570000158;N3000;;;;0.02;1.27;2;2;1.29
Q23;2014;570000901;570000158;N3120;;;;0.02;1.27;2;2;1.29
Q23;2014;570000901;570000158;N4000;2;2.66;5;5.01;38.62;43;50;46.29
Q23;2014;570000901;570000158;N4110;1;1;1;1;11.4;12;14;13.4
Q23;2014;570000901;570000158;N4120;;;2;1.99;6.93;8;10;8.92
Q23;2014;570000901;570000158;N4130;1;1.66;2;2.02;20.29;23;26;23.97
Q23;2014;570000901;570000158;N5000;3;2.47;4;4.51;43.34;46;53;50.32
Q23;2014;570000901;570000158;N5110;;;;;4;4;4;4
Q23;2014;570000901;570000158;N511A;2;1.47;;;3;3;5;4.47
Q23;2014;570000901;570000158;N5130;1;1;4;4.51;36.34;39;44;41.85
Q23;2014;570000901;570000158;N9999;26;22;108;94.57;625.48;687;821;742.05
Q23;2014;570000950;570000398;N1000;18;16.77;;;;;18;16.77
Q23;2014;570000950;570000398;N1100;2;1.73;;;;;2;1.73
Q23;2014;570000950;570000398;N1210;6;5.04;;;;;6;5.04
Q23;2014;570000950;570000398;N1220;10;10;;;;;10;10
Q23;2014;570000950;570000398;N2000;57;46.51;4;7.87;;;61;54.38
Q23;2014;570000950;570000398;N2120;3;3;;;;;3;3
Q23;2014;570000950;570000398;N2210;25;20.41;1;2.1;;;26;22.51
Q23;2014;570000950;570000398;N2410;1;0.5;;;;;1;0.5
Q23;2014;570000950;570000398;N2510;27;22.5;3;5.77;;;30;28.27
Q23;2014;570000950;570000398;N2710;1;0.1;;;;;1;0.1
Q23;2014;570000950;570000398;N3000;1;1;;;;;1;1
Q23;2014;570000950;570000398;N3120;1;1;;;;;1;1
Q23;2014;570000950;570000398;N4000;3;1.38;;;;;3;1.38
Q23;2014;570000950;570000398;N4120;1;1;;;;;1;1
Q23;2014;570000950;570000398;N4130;2;0.38;;;;;2;0.38
Q23;2014;570000950;570000398;N5000;15;13;;3.7;;;15;16.7
Q23;2014;570000950;570000398;N511A;1;1;;;;;1;1
Q23;2014;570000950;570000398;N5130;14;12;;3.7;;;14;15.7
Q23;2014;570000950;570000398;N9999;94;78.66;4;11.57;;;98;90.23
Q23;2014;570000968;570000430;N1000;3;2.78;1;0.87;18.9;21;25;22.55
Q23;2014;570000968;570000430;N1100;;;;;1;1;1;1
Q23;2014;570000968;570000430;N1210;;;1;0.87;3.92;5;6;4.79
Q23;2014;570000968;570000430;N1220;3;2.78;;;13.98;15;18;16.76
Q23;2014;570000968;570000430;N2000;2;2.6;18;17.98;96.86;105;125;117.44
Q23;2014;570000968;570000430;N2120;;;;;3.05;4;4;3.05
Q23;2014;570000968;570000430;N2130;;;;;1;1;1;1
Q23;2014;570000968;570000430;N2210;;;7;5.29;38.73;41;48;44.02
Q23;2014;570000968;570000430;N2410;;;;;2.71;3;3;2.71
Q23;2014;570000968;570000430;N2450;;;;;1;1;1;1
Q23;2014;570000968;570000430;N2460;;;1;1;2;3;4;3
Q23;2014;570000968;570000430;N2510;;;4;7.27;29.98;33;37;37.25
Q23;2014;570000968;570000430;N2610;1;1.6;6;4.42;17.39;18;25;23.41
Q23;2014;570000968;570000430;N2710;1;1;;;1;1;2;2
Q23;2014;570000968;570000430;N3000;1;0.3;;;1;1;2;1.3
Q23;2014;570000968;570000430;N3120;;;;;1;1;1;1
Q23;2014;570000968;570000430;N3130;1;0.3;;;;;1;0.3
Q23;2014;570000968;570000430;N4000;;;1;0.6;3.61;4;5;4.21
Q23;2014;570000968;570000430;N4120;;;;;2.75;3;3;2.75
Q23;2014;570000968;570000430;N4130;;;1;0.6;0.86;1;2;1.46
Q23;2014;570000968;570000430;N5000;3;2.39;2;0.9;15.02;16;21;18.31
Q23;2014;570000968;570000430;N5110;;;;;1;1;1;1
Q23;2014;570000968;570000430;N5130;3;2.39;2;0.9;14.02;15;20;17.31
Q23;2014;570000968;570000430;N9999;9;8.07;22;20.35;135.39;147;178;163.81
Q23;2014;570000992;570000497;N1000;2;1.1;2;1.25;7.15;8;12;9.5
Q23;2014;570000992;570000497;N1100;1;0.35;;;0.35;1;2;0.7
Q23;2014;570000992;570000497;N1210;;;;;2;2;2;2
Q23;2014;570000992;570000497;N1220;1;0.75;2;1.25;4.8;5;8;6.8
Q23;2014;570000992;570000497;N2000;7;5.55;10;8.85;39.85;47;64;54.25
Q23;2014;570000992;570000497;N2120;;;;;0.95;1;1;0.95
Q23;2014;570000992;570000497;N2210;1;0.75;4;3.35;9.4;11;16;13.5
Q23;2014;570000992;570000497;N2410;1;0.5;;;;;1;0.5
Q23;2014;570000992;570000497;N2460;;;;;1;1;1;1
Q23;2014;570000992;570000497;N2510;2;1.5;3;2.7;17.3;23;28;21.5
Q23;2014;570000992;570000497;N2520;;;1;1;1.8;2;3;2.8
Q23;2014;570000992;570000497;N2610;3;2.8;2;1.8;9.4;9;14;14
Q23;2014;570000992;570000497;N3000;1;1;;;;;1;1
Q23;2014;570000992;570000497;N3121;1;1;;;;;1;1
Q23;2014;570000992;570000497;N5000;1;1.2;;;14.5;15;16;15.7
Q23;2014;570000992;570000497;N5130;1;1.2;;;14.5;15;16;15.7
Q23;2014;570000992;570000497;N9999;11;8.85;12;10.1;61.5;70;93;80.45
Q23;2014;570001016;570000513;N1000;8;6.49;4;4.69;53.8;55;67;64.98
Q23;2014;570001016;570000513;N1100;;;;;2.85;2;2;2.85
Q23;2014;570001016;570000513;N1210;;;1;0.5;17.5;18;19;18
Q23;2014;570001016;570000513;N1220;8;6.49;3;4.19;33.45;35;46;44.13
Q23;2014;570001016;570000513;N2000;6;4.46;14;8.09;522.44;541;561;534.99
Q23;2014;570001016;570000513;N2120;;;1;0.8;31.33;32;33;32.13
Q23;2014;570001016;570000513;N2210;;;4;3.68;224.1;239;243;227.78
Q23;2014;570001016;570000513;N2220;;;;;141.75;143;143;141.75
Q23;2014;570001016;570000513;N2450;;;;;0.91;1;1;0.91
Q23;2014;570001016;570000513;N2460;;;;;1;1;1;1
Q23;2014;570001016;570000513;N2470;;;;;2.86;3;3;2.86
Q23;2014;570001016;570000513;N2510;;;8;2.63;94.38;94;102;97.01
Q23;2014;570001016;570000513;N2520;;;;0.22;7.42;8;8;7.64
Q23;2014;570001016;570000513;N2610;;;;;0.7;1;1;0.7
Q23;2014;570001016;570000513;N2710;6;4.46;1;0.76;17.99;19;26;23.21
Q23;2014;570001016;570000513;N3000;;;;;18.71;20;20;18.71
Q23;2014;570001016;570000513;N3111;;;;;6.69;7;7;6.69
Q23;2014;570001016;570000513;N3120;;;;;10.02;11;11;10.02
Q23;2014;570001016;570000513;N3121;;;;;2;2;2;2
Q23;2014;570001016;570000513;N4000;1;0.9;2;1;3.6;3;6;5.5
Q23;2014;570001016;570000513;N4120;1;0.9;2;1;3.6;3;6;5.5
Q23;2014;570001016;570000513;N5000;10;9.29;4;5.69;67.99;69;83;82.97
Q23;2014;570001016;570000513;N5110;;;;;3;3;3;3
Q23;2014;570001016;570000513;N511A;;;;;6.86;7;7;6.86
Q23;2014;570001016;570000513;N5130;10;9.29;4;5.69;58.13;59;73;73.11
Q23;2014;570001016;570000513;N9999;25;21.14;24;19.47;666.54;688;737;707.15
Q23;2014;570001057;570023630;N1000;56;53.04;2;0.1;;;58;53.14
Q23;2014;570001057;570023630;N1100;1;1;;;;;1;1
Q23;2014;570001057;570023630;N1210;38;35.74;;;;;38;35.74
Q23;2014;570001057;570023630;N1220;17;16.3;2;0.1;;;19;16.4
Q23;2014;570001057;570023630;N2000;403;371.22;18;6.06;;;421;377.28
Q23;2014;570001057;570023630;N2120;10;9.25;;;;;10;9.25
Q23;2014;570001057;570023630;N2130;4;4;;;;;4;4
Q23;2014;570001057;570023630;N2210;174;159.26;10;3.22;;;184;162.48
Q23;2014;570001057;570023630;N2310;12;10.51;;;;;12;10.51
Q23;2014;570001057;570023630;N2320;7;6.2;;;;;7;6.2
Q23;2014;570001057;570023630;N2410;15;12.25;;;;;15;12.25
Q23;2014;570001057;570023630;N2430;2;0.84;;;;;2;0.84
Q23;2014;570001057;570023630;N2450;7;5.8;1;0.6;;;8;6.4
Q23;2014;570001057;570023630;N2460;7;6.13;1;0.39;;;8;6.52
Q23;2014;570001057;570023630;N2510;101;95.33;6;1.85;;;107;97.18
Q23;2014;570001057;570023630;N2610;57;55.5;;;;;57;55.5
Q23;2014;570001057;570023630;N2620;5;4.75;;;;;5;4.75
Q23;2014;570001057;570023630;N2710;2;1.4;;;;;2;1.4
Q23;2014;570001057;570023630;N3000;7;5.44;1;0.23;;;8;5.67
Q23;2014;570001057;570023630;N3111;4;4;1;0.23;;;5;4.23
Q23;2014;570001057;570023630;N3120;3;1.44;;;;;3;1.44
Q23;2014;570001057;570023630;N4000;25;22.94;4;1.29;;;29;24.23
Q23;2014;570001057;570023630;N4120;19;17.34;4;1.29;;;23;18.63
Q23;2014;570001057;570023630;N4130;5;4.6;;;;;5;4.6
Q23;2014;570001057;570023630;N4160;1;1;;;;;1;1
Q23;2014;570001057;570023630;N5000;11;10.5;;;;;11;10.5
Q23;2014;570001057;570023630;N5130;11;10.5;;;;;11;10.5
Q23;2014;570001057;570023630;N9999;502;463.14;25;7.68;;;527;470.82
Q23;2014;570001099;570023630;N1000;102;93.21;2;0.81;;;104;94.02
Q23;2014;570001099;570023630;N1100;27;23.01;;;;;27;23.01
Q23;2014;570001099;570023630;N1210;16;15.5;;;;;16;15.5
Q23;2014;570001099;570023630;N1220;59;54.7;2;0.81;;;61;55.51
Q23;2014;570001099;570023630;N2000;147;133.87;22;7.88;;;169;141.75
Q23;2014;570001099;570023630;N2120;6;5.39;;;;;6;5.39
Q23;2014;570001099;570023630;N2210;57;52.63;14;4.46;;;71;57.09
Q23;2014;570001099;570023630;N2220;15;14.05;1;0.46;;;16;14.51
Q23;2014;570001099;570023630;N2310;1;1;1;0.13;;;2;1.13
Q23;2014;570001099;570023630;N2460;2;1.8;;;;;2;1.8
Q23;2014;570001099;570023630;N2510;43;37.25;5;1.83;;;48;39.08
Q23;2014;570001099;570023630;N2610;21;19.75;1;1;;;22;20.75
Q23;2014;570001099;570023630;N2710;2;2;;;;;2;2
Q23;2014;570001099;570023630;N3000;1;1;;;;;1;1
Q23;2014;570001099;570023630;N3120;1;1;;;;;1;1
Q23;2014;570001099;570023630;N5000;14;13.8;;;;;14;13.8
Q23;2014;570001099;570023630;N5120;6;5.8;;;;;6;5.8
Q23;2014;570001099;570023630;N5130;8;8;;;;;8;8
Q23;2014;570001099;570023630;N9999;264;241.88;24;8.69;;;288;250.57
Q23;2014;570002287;570001230;N1000;6;6;;;;;6;6
Q23;2014;570002287;570001230;N1100;3;3;;;;;3;3
Q23;2014;570002287;570001230;N1220;3;3;;;;;3;3
Q23;2014;570002287;570001230;N2000;29;27.9;;;;;29;27.9
Q23;2014;570002287;570001230;N2120;1;1;;;;;1;1
Q23;2014;570002287;570001230;N2210;16;16;;;;;16;16
Q23;2014;570002287;570001230;N2220;4;3.4;;;;;4;3.4
Q23;2014;570002287;570001230;N2510;8;7.5;;;;;8;7.5
Q23;2014;570002287;570001230;N5000;9;8.36;1;1;;;10;9.36
Q23;2014;570002287;570001230;N5130;9;8.36;1;1;;;10;9.36
Q23;2014;570002287;570001230;N9999;44;42.26;1;1;;;45;43.26
Q23;2014;570003079;570010181;N1000;17;14.53;;0.57;;;17;15.1
Q23;2014;570003079;570010181;N1100;3;2.02;;;;;3;2.02
Q23;2014;570003079;570010181;N1210;4;3.89;;;;;4;3.89
Q23;2014;570003079;570010181;N1220;10;8.62;;0.57;;;10;9.19
Q23;2014;570003079;570010181;N2000;165;137.75;39;36.09;;;204;173.84
Q23;2014;570003079;570010181;N2120;7;6.14;;;;;7;6.14
Q23;2014;570003079;570010181;N2210;50;40.68;10;9.77;;;60;50.45
Q23;2014;570003079;570010181;N2410;2;1.43;;;;;2;1.43
Q23;2014;570003079;570010181;N2450;1;0.94;;;;;1;0.94
Q23;2014;570003079;570010181;N2460;2;1;;;;;2;1
Q23;2014;570003079;570010181;N2510;48;42.38;2;3.23;;;50;45.61
Q23;2014;570003079;570010181;N2610;50;41.72;27;23.09;;;77;64.81
Q23;2014;570003079;570010181;N2710;5;3.46;;;;;5;3.46
Q23;2014;570003079;570010181;N3000;2;1.72;;;;;2;1.72
Q23;2014;570003079;570010181;N3120;2;1.72;;;;;2;1.72
Q23;2014;570003079;570010181;N4000;3;1.37;2;0.96;;;5;2.33
Q23;2014;570003079;570010181;N4120;2;1.07;2;0.96;;;4;2.03
Q23;2014;570003079;570010181;N4130;1;0.3;;;;;1;0.3
Q23;2014;570003079;570010181;N5000;5;5;;;;;5;5
Q23;2014;570003079;570010181;N5130;4;4;;;;;4;4
Q23;2014;570003079;570010181;N5140;1;1;;;;;1;1
Q23;2014;570003079;570010181;N9999;192;160.37;41;37.62;;;233;197.99
Q23;2014;570003103;540019726;N1000;12;10.62;2;0.72;;;14;11.34
Q23;2014;570003103;540019726;N1100;1;1;;;;;1;1
Q23;2014;570003103;540019726;N1210;4;3.04;;;;;4;3.04
Q23;2014;570003103;540019726;N1220;7;6.58;2;0.72;;;9;7.3
Q23;2014;570003103;540019726;N2000;89;77.05;8;4.76;;;97;81.81
Q23;2014;570003103;540019726;N2120;3;3;;;;;3;3
Q23;2014;570003103;540019726;N2130;1;1;;;;;1;1
Q23;2014;570003103;540019726;N2210;15;12.9;1;0.34;;;16;13.24
Q23;2014;570003103;540019726;N2410;13;10.86;;;;;13;10.86
Q23;2014;570003103;540019726;N2430;1;0.32;;;;;1;0.32
Q23;2014;570003103;540019726;N2450;1;0.79;;0.07;;;1;0.86
Q23;2014;570003103;540019726;N2460;5;4.59;;;;;5;4.59
Q23;2014;570003103;540019726;N2470;1;1;;;;;1;1
Q23;2014;570003103;540019726;N2510;34;30.35;6;3.05;;;40;33.4
Q23;2014;570003103;540019726;N2610;14;11.74;1;1.3;;;15;13.04
Q23;2014;570003103;540019726;N2710;1;0.5;;;;;1;0.5
Q23;2014;570003103;540019726;N3000;3;2.5;;;;;3;2.5
Q23;2014;570003103;540019726;N3120;1;1;;;;;1;1
Q23;2014;570003103;540019726;N3130;2;1.5;;;;;2;1.5
Q23;2014;570003103;540019726;N4000;1;0.11;;;;;1;0.11
Q23;2014;570003103;540019726;N4130;1;0.11;;;;;1;0.11
Q23;2014;570003103;540019726;N5000;16;15.27;;;;;16;15.27
Q23;2014;570003103;540019726;N5130;16;15.27;;;;;16;15.27
Q23;2014;570003103;540019726;N9999;121;105.55;10;5.48;;;131;111.03
Q23;2014;570003905;540001112;N2000;11;10.51;;;;;11;10.51
Q23;2014;570003905;540001112;N2210;9;8.51;;;;;9;8.51
Q23;2014;570003905;540001112;N2510;2;2;;;;;2;2
Q23;2014;570003905;540001112;N9999;11;10.51;;;;;11;10.51
Q23;2014;570004002;570013797;N1000;0;0.65;;;;;0;0.65
Q23;2014;570004002;570013797;N1100;0;0.18;;;;;0;0.18
Q23;2014;570004002;570013797;N1210;0;0.18;;;;;0;0.18
Q23;2014;570004002;570013797;N1220;0;0.29;;;;;0;0.29
Q23;2014;570004002;570013797;N2000;0;3.39;0;0.26;;;0;3.65
Q23;2014;570004002;570013797;N2120;0;0.26;;;;;0;0.26
Q23;2014;570004002;570013797;N2210;0;3.09;0;0.26;;;0;3.35
Q23;2014;570004002;570013797;N2450;0;0.02;;;;;0;0.02
Q23;2014;570004002;570013797;N2710;0;0.02;;;;;0;0.02
Q23;2014;570004002;570013797;N4000;0;0.41;;;;;0;0.41
Q23;2014;570004002;570013797;N4120;0;0.19;;;;;0;0.19
Q23;2014;570004002;570013797;N4150;0;0.22;;;;;0;0.22
Q23;2014;570004002;570013797;N5000;0;0.09;;;;;0;0.09
Q23;2014;570004002;570013797;N5130;0;0.09;;;;;0;0.09
Q23;2014;570004002;570013797;N9999;0;4.54;0;0.26;;;0;4.8
Q23;2014;570005215;570005165;N1000;1;0.75;1;1.23;10.13;13;15;12.11
Q23;2014;570005215;570005165;N1210;;;;;4.73;6;6;4.73
Q23;2014;570005215;570005165;N1220;1;0.75;1;1.23;5.4;7;9;7.38
Q23;2014;570005215;570005165;N2000;4;2.08;6;6.75;108.66;118;128;117.49
Q23;2014;570005215;570005165;N2120;;;;;2.48;3;3;2.48
Q23;2014;570005215;570005165;N2130;;;;;1;1;1;1
Q23;2014;570005215;570005165;N2210;;;2;0.97;26.94;30;32;27.91
Q23;2014;570005215;570005165;N2410;4;2.08;1;0.58;11.6;11;16;14.26
Q23;2014;570005215;570005165;N2420;;;;;0.2;1;1;0.2
Q23;2014;570005215;570005165;N2460;;;;;3.2;4;4;3.2
Q23;2014;570005215;570005165;N2510;;;;1.96;50.93;54;54;52.89
Q23;2014;570005215;570005165;N2610;;;3;3.24;11.31;13;16;14.55
Q23;2014;570005215;570005165;N2710;;;;;1;1;1;1
Q23;2014;570005215;570005165;N3000;;;1;1;1;1;2;2
Q23;2014;570005215;570005165;N3120;;;1;1;1;1;2;2
Q23;2014;570005215;570005165;N4000;;;;;1.05;2;2;1.05
Q23;2014;570005215;570005165;N4120;;;;;1.05;2;2;1.05
Q23;2014;570005215;570005165;N5000;;0.13;;0.73;6.53;9;9;7.39
Q23;2014;570005215;570005165;N511A;;;;;0.17;1;1;0.17
Q23;2014;570005215;570005165;N5130;;0.13;;0.73;6.36;8;8;7.22
Q23;2014;570005215;570005165;N9999;5;2.96;8;9.71;127.37;143;156;140.04
Q23;2014;570009670;570000307;N1000;23;18.65;;;;;23;18.65
Q23;2014;570009670;570000307;N1100;2;2;;;;;2;2
Q23;2014;570009670;570000307;N1210;4;3;;;;;4;3
Q23;2014;570009670;570000307;N1220;16;13.15;;;;;16;13.15
Q23;2014;570009670;570000307;N1400;1;0.5;;;;;1;0.5
Q23;2014;570009670;570000307;N2000;96;86.1;5;4.05;;;101;90.15
Q23;2014;570009670;570000307;N2120;3;2.3;;;;;3;2.3
Q23;2014;570009670;570000307;N2210;27;26.2;2;2;;;29;28.2
Q23;2014;570009670;570000307;N2410;5;3.5;;;;;5;3.5
Q23;2014;570009670;570000307;N2430;1;0.1;;;;;1;0.1
Q23;2014;570009670;570000307;N2450;1;1;;;;;1;1
Q23;2014;570009670;570000307;N2460;2;1.5;;;;;2;1.5
Q23;2014;570009670;570000307;N2480;1;0.8;;;;;1;0.8
Q23;2014;570009670;570000307;N2510;39;36;1;1;;;40;37
Q23;2014;570009670;570000307;N2610;15;13;2;1.05;;;17;14.05
Q23;2014;570009670;570000307;N2620;1;1;;;;;1;1
Q23;2014;570009670;570000307;N2710;1;0.7;;;;;1;0.7
Q23;2014;570009670;570000307;N3000;1;1;;;;;1;1
Q23;2014;570009670;570000307;N3120;1;1;;;;;1;1
Q23;2014;570009670;570000307;N4000;3;2.11;;;;;3;2.11
Q23;2014;570009670;570000307;N4120;2;1.23;;;;;2;1.23
Q23;2014;570009670;570000307;N4130;1;0.88;;;;;1;0.88
Q23;2014;570009670;570000307;N5000;4;3.55;;;;;4;3.55
Q23;2014;570009670;570000307;N5130;4;3.55;;;;;4;3.55
Q23;2014;570009670;570000307;N9999;127;111.41;5;4.05;;;132;115.46
Q23;2014;570010082;570013797;N1000;8;6.57;;;;;8;6.57
Q23;2014;570010082;570013797;N1100;2;1.81;;;;;2;1.81
Q23;2014;570010082;570013797;N1210;2;1.81;;;;;2;1.81
Q23;2014;570010082;570013797;N1220;4;2.95;;;;;4;2.95
Q23;2014;570010082;570013797;N2000;44;36.03;6;2.66;;;50;38.69
Q23;2014;570010082;570013797;N2120;3;2.73;;;;;3;2.73
Q23;2014;570010082;570013797;N2210;38;32.03;6;2.66;;;44;34.69
Q23;2014;570010082;570013797;N2450;1;0.25;;;;;1;0.25
Q23;2014;570010082;570013797;N2510;1;0.77;;;;;1;0.77
Q23;2014;570010082;570013797;N2710;1;0.25;;;;;1;0.25
Q23;2014;570010082;570013797;N4000;8;4.11;;;;;8;4.11
Q23;2014;570010082;570013797;N4120;3;1.94;;;;;3;1.94
Q23;2014;570010082;570013797;N4150;5;2.17;;;;;5;2.17
Q23;2014;570010082;570013797;N5000;1;0.9;;;;;1;0.9
Q23;2014;570010082;570013797;N5130;1;0.9;;;;;1;0.9
Q23;2014;570010082;570013797;N9999;61;47.61;6;2.66;;;67;50.27
Q23;2014;570010181;570010181;N1000;2;1.4;;;;;2;1.4
Q23;2014;570010181;570010181;N1210;2;1.4;;;;;2;1.4
Q23;2014;570010181;570010181;N2000;17;13.5;;;;;17;13.5
Q23;2014;570010181;570010181;N2120;1;1;;;;;1;1
Q23;2014;570010181;570010181;N2210;6;4.52;;;;;6;4.52
Q23;2014;570010181;570010181;N2220;2;1.63;;;;;2;1.63
Q23;2014;570010181;570010181;N2510;2;2;;;;;2;2
Q23;2014;570010181;570010181;N2610;1;0.3;;;;;1;0.3
Q23;2014;570010181;570010181;N2710;5;4.05;;;;;5;4.05
Q23;2014;570010181;570010181;N3000;4;3.5;;;;;4;3.5
Q23;2014;570010181;570010181;N3111;4;3.5;;;;;4;3.5
Q23;2014;570010181;570010181;N9999;23;18.4;;;;;23;18.4
Q23;2014;570011635;540001112;N2000;7;6.8;;;;;7;6.8
Q23;2014;570011635;540001112;N2210;6;5.8;;;;;6;5.8
Q23;2014;570011635;540001112;N2510;1;1;;;;;1;1
Q23;2014;570011635;540001112;N9999;7;6.8;;;;;7;6.8
Q23;2014;570012369;570011387;N1000;4;1.27;;;1.52;8;12;2.79
Q23;2014;570012369;570011387;N1100;1;0.2;;;0.2;1;2;0.4
Q23;2014;570012369;570011387;N1210;1;0.72;;;;;1;0.72
Q23;2014;570012369;570011387;N1220;2;0.35;;;1.32;7;9;1.67
Q23;2014;570012369;570011387;N2000;5;2.72;4;2.26;41.05;53;62;46.03
Q23;2014;570012369;570011387;N2120;;;;;0.65;1;1;0.65
Q23;2014;570012369;570011387;N2210;;;1;1;12.7;14;15;13.7
Q23;2014;570012369;570011387;N2510;;;2;0.26;16.9;18;20;17.16
Q23;2014;570012369;570011387;N2520;;;;;0.91;2;2;0.91
Q23;2014;570012369;570011387;N2610;4;2.22;1;1;9.89;18;23;13.11
Q23;2014;570012369;570011387;N2710;1;0.5;;;;;1;0.5
Q23;2014;570012369;570011387;N3000;1;0.25;;;;;1;0.25
Q23;2014;570012369;570011387;N3120;1;0.25;;;;;1;0.25
Q23;2014;570012369;570011387;N4000;;;;;0.6;3;3;0.6
Q23;2014;570012369;570011387;N4120;;;;;0.6;3;3;0.6
Q23;2014;570012369;570011387;N5000;8;1.5;1;0.2;2.95;16;25;4.65
Q23;2014;570012369;570011387;N5120;1;0.1;;;;;1;0.1
Q23;2014;570012369;570011387;N5130;7;1.4;1;0.2;2.84;15;23;4.44
Q23;2014;570012369;570011387;N5140;;;;;0.11;1;1;0.11
Q23;2014;570012369;570011387;N9999;18;5.74;5;2.46;46.12;80;103;54.32
Q23;2014;570012633;540019726;N1000;9;6.66;1;0.46;;;10;7.12
Q23;2014;570012633;540019726;N1100;3;1.66;;;;;3;1.66
Q23;2014;570012633;540019726;N1210;2;1.65;;;;;2;1.65
Q23;2014;570012633;540019726;N1220;3;2.85;1;0.46;;;4;3.31
Q23;2014;570012633;540019726;N1400;1;0.5;;;;;1;0.5
Q23;2014;570012633;540019726;N2000;29;19.96;6;5.43;;;35;25.39
Q23;2014;570012633;540019726;N2210;9;6.3;2;1.13;;;11;7.43
Q23;2014;570012633;540019726;N2450;4;2.92;;0.58;;;4;3.5
Q23;2014;570012633;540019726;N2510;8;4.24;4;2.86;;;12;7.1
Q23;2014;570012633;540019726;N2610;7;6;0;0.86;;;7;6.86
Q23;2014;570012633;540019726;N2710;1;0.5;;;;;1;0.5
Q23;2014;570012633;540019726;N3000;3;3;;;;;3;3
Q23;2014;570012633;540019726;N3130;3;3;;;;;3;3
Q23;2014;570012633;540019726;N5000;6;6;2;1.04;;;8;7.04
Q23;2014;570012633;540019726;N5130;6;6;2;1.04;;;8;7.04
Q23;2014;570012633;540019726;N9999;47;35.62;9;6.93;;;56;42.55
Q23;2014;570015248;570002204;N1000;10;9.3;;;;;10;9.3
Q23;2014;570015248;570002204;N1210;6;5.3;;;;;6;5.3
Q23;2014;570015248;570002204;N1220;4;4;;;;;4;4
Q23;2014;570015248;570002204;N4000;23;22.8;;;;;23;22.8
Q23;2014;570015248;570002204;N4130;19;18.8;;;;;19;18.8
Q23;2014;570015248;570002204;N4180;4;4;;;;;4;4
Q23;2014;570015248;570002204;N9999;33;32.1;;;;;33;32.1
Q23;2014;570015636;570013797;N1000;0;0.03;;;;;0;0.03
Q23;2014;570015636;570013797;N1100;0;0.01;;;;;0;0.01
Q23;2014;570015636;570013797;N1210;0;0.01;;;;;0;0.01
