BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2014;760805770;760780726;VASC;1;1;211;;;237;;1
IMAGES;2014;770000131;770110013;IRM;1;1;665;3;;3202;;0
IMAGES;2014;770000131;770110013;MAMM;1;1;;;;354;;
IMAGES;2014;770000131;770110013;RADIO;3;3;10307;86;;23306;392;0
IMAGES;2014;770000131;770110013;SCAN;1;1;3495;9;;4963;31;0
IMAGES;2014;770000149;770110021;IRM;0;0;193;1;;2188;;0
IMAGES;2014;770000149;770110021;MAMM;1;1;;;;2133;;
IMAGES;2014;770000149;770110021;RADIO;3;3;5043;84;;19972;346;1
IMAGES;2014;770000149;770110021;SCAN;1;1;2502;18;17;5685;34;1
IMAGES;2014;770000156;770110054;IRM;1;1;439;;;4510;;
IMAGES;2014;770000156;770110054;MAMM;1;1;;;;;;
IMAGES;2014;770000156;770110054;RADIO;4;4;12822;;;31740;635;1
IMAGES;2014;770000156;770110054;SCAN;2;2;3481;;;9472;127;1
IMAGES;2014;770000164;770110062;MAMM;1;1;;;;925;;
IMAGES;2014;770000164;770110062;RADIO;4;4;4510;;;24175;;
IMAGES;2014;770000164;770110062;SCAN;1;1;1220;;;3301;;
IMAGES;2014;770000172;770110070;IRM;1;1;321;;;4556;3;0
IMAGES;2014;770000172;770110070;RADIO;4;4;5297;;;19652;244;1
IMAGES;2014;770000172;770110070;SCAN;1;1;2976;;;9876;1409;1
IMAGES;2014;770000214;770130052;MAMM;1;1;;;;274;;
IMAGES;2014;770000214;770130052;RADIO;3;3;2371;55;;13954;167;0
IMAGES;2014;770000214;770130052;SCAN;1;1;930;18;;2812;11;0
IMAGES;2014;770000420;770700029;RADIO;1;1;927;;;;;0
IMAGES;2014;770000446;770700185;IRM;2;2;2502;;;4459;25;0
IMAGES;2014;770000446;770700185;LITHO;1;1;205;;;;;
IMAGES;2014;770000446;770700185;MAMM;1;1;;;;401;;
IMAGES;2014;770000446;770700185;RADIO;8;8;19789;;;42970;975;1
IMAGES;2014;770000446;770700185;SCAN;2;2;5487;;;9986;159;1
IMAGES;2014;770000446;770700185;dtIRM2;1;1;;;;588;;0
IMAGES;2014;770019032;770170017;IRM;1;1;1047;;;3513;;0
IMAGES;2014;770019032;770170017;MAMM;1;1;;;;1072;;
IMAGES;2014;770019032;770170017;RADIO;4;4;22540;;;32436;1065;0
IMAGES;2014;770019032;770170017;SCAN;2;2;6696;;;7559;672;0
IMAGES;2014;770019032;770170017;VASC;3;3;5053;;;55;;0
IMAGES;2014;770150019;770019792;SCAN;1;;;;;;;
IMAGES;2014;770150027;750720575;RADIO;1;1;402;0;0;0;0;0
IMAGES;2014;770300010;770004299;SCAN;1;1;1957;;;;218;
IMAGES;2014;770300135;770000289;RADIO;2;;4267;;22;20971;164;1
IMAGES;2014;770300135;770000289;SCAN;1;1;603;;309;8423;0;1
IMAGES;2014;770300135;770000289;VASC;2;;;;;;;
IMAGES;2014;770700011;750042590;RADIO;2;2;4584;;;;;
IMAGES;2014;770790707;770000719;IRM;1;;;;;;;
IMAGES;2014;770790707;770000719;MAMM;1;;;;;;;
IMAGES;2014;770790707;770000719;RADIO;3;;;;;;;
IMAGES;2014;770790707;770000719;SCAN;1;;;;;;;
IMAGES;2014;770803989;770000925;RADIO;1;1;570;;;;;
IMAGES;2014;780000287;780110011;IRM;1;1;5029;;;3552;;0
IMAGES;2014;780000287;780110011;MAMM;1;1;;;;;;
IMAGES;2014;780000287;780110011;RADIO;3;3;33966;;;;;0
IMAGES;2014;780000287;780110011;SCAN;1;1;18213;;;11794;166;0
IMAGES;2014;780000287;780110011;dtIRM1;1;1;2163;;;504;;0
IMAGES;2014;780000295;780002697;MAMM;1;1;;;;694;;
IMAGES;2014;780000295;780002697;RADIO;4;4;5900;0;0;19987;;1
IMAGES;2014;780000295;780002697;SCAN;1;1;3656;0;0;5513;;0
IMAGES;2014;780000303;780110037;RADIO;2;2;2675;812;;172;;1
IMAGES;2014;780000311;780001236;IRM;2;2;2294;104;3583;9922;;1
IMAGES;2014;780000311;780001236;RADIO;4;3;8421;231;1;17157;;0
IMAGES;2014;780000311;780001236;SCAN;2;2;11575;356;861;21814;;1
IMAGES;2014;780000311;780001236;VASC;2;2;1601;31;18;277;;1
IMAGES;2014;780000329;780110052;IRM;1;1;406;;;5562;16;0
IMAGES;2014;780000329;780110052;RADIO;2;2;4645;;;23712;385;0
IMAGES;2014;780000329;780110052;SCAN;2;2;2617;;;14529;102;0
IMAGES;2014;780000337;780001236;CAM;1;1;80;19;;2582;;1
IMAGES;2014;780000337;780001236;MAMM;1;1;;;;412;;
IMAGES;2014;780000337;780001236;RADIO;3;3;1490;186;43;7026;;1
IMAGES;2014;780000337;780001236;SCAN;2;2;5264;504;5485;9773;;1
IMAGES;2014;780000352;780110094;RADIO;2;2;2291;;;658;;0
IMAGES;2014;780000378;780130027;RADIO;1;1;568;;;15677;;0
IMAGES;2014;780000386;780021788;RADIO;1;1;610;;;;;0
IMAGES;2014;780000436;780150041;RADIO;3;3;1112;;;9300;;
IMAGES;2014;780000436;780150041;SCAN;1;1;418;;176;545;;
IMAGES;2014;780001657;780530010;RADIO;1;1;253;;;;;
IMAGES;2014;780008298;750043994;RADIO;1;1;462;;;;;0
IMAGES;2014;780022646;920002615;IRM;1;1;139;24;;;;0
IMAGES;2014;780022646;920002615;SCAN;1;1;1440;77;;;;0
IMAGES;2014;780140018;750005068;RADIO;1;1;1387;310;;;;
IMAGES;2014;780150017;750005068;RADIO;1;1;917;;;;;0
IMAGES;2014;780150066;780808614;IRM;1;1;191;;;6810;;0
IMAGES;2014;780150066;780808614;RADIO;1;1;8311;;;;;0
IMAGES;2014;780150066;780808614;SCAN;1;1;2472;;;5413;;0
IMAGES;2014;780300075;780000485;RADIO;1;1;2907;;;;;0
IMAGES;2014;780300075;780000485;VASC;2;2;2429;;;;;1
IMAGES;2014;780300208;780000576;SCAN;1;;;;;;;
IMAGES;2014;780300323;780003679;IRM;1;;;;;;;
IMAGES;2014;780300323;780003679;SCAN;1;;;;;;;
IMAGES;2014;780300364;780003679;MAMM;1;;;;;;;
IMAGES;2014;780300364;780003679;RADIO;1;;;;;;;
IMAGES;2014;780300406;780018032;CAM;1;1;79;;;;;0
IMAGES;2014;780300406;780018032;IRM;1;1;205;;;;;0
IMAGES;2014;780300406;780018032;LITHO;1;1;63;;;;;1
IMAGES;2014;780300406;780018032;SCAN;1;1;1050;;;;;0
IMAGES;2014;780300406;780018032;VASC;2;2;3334;;;;;1
IMAGES;2014;780300414;780000675;CAM;1;0;;;;;;
IMAGES;2014;780300414;780000675;IRM;1;0;;;;;;
IMAGES;2014;780300414;780000675;LITHO;1;0;;;;;;
IMAGES;2014;780300414;780000675;RADIO;13;0;;;;;;
IMAGES;2014;780300414;780000675;SCAN;2;0;;;;;;
IMAGES;2014;780300414;780000675;VASC;1;0;;;;;;
IMAGES;2014;780300422;780002259;IRM;2;2;141;;195;13159;;0
IMAGES;2014;780300422;780002259;MAMM;1;0;;;;;;
IMAGES;2014;780300422;780002259;RADIO;2;0;;;;;;0
IMAGES;2014;780300422;780002259;SCAN;2;2;852;;380;13913;32;0
IMAGES;2014;780300455;780000717;IRM;1;1;15;;26;8005;0;0
IMAGES;2014;780300455;780000717;SCAN;1;1;94;;244;12407;2;0
IMAGES;2014;780630026;750803900;RADIO;1;1;378;;;23;;
IMAGES;2014;780800256;780110078;CAM;2;2;497;;;2386;0;0
IMAGES;2014;780800256;780110078;IRM;1;1;2856;;;3605;31;0
IMAGES;2014;780800256;780110078;MAMM;1;1;;;;870;;
IMAGES;2014;780800256;780110078;RADIO;10;10;42954;;;55126;;1
IMAGES;2014;780800256;780110078;SCAN;2;2;13745;;;8461;336;1
IMAGES;2014;780800256;780110078;VASC;1;1;1835;;;120;;1
IMAGES;2014;780825816;780003638;RADIO;1;1;186;;100;79;;0
IMAGES;2014;790000087;790000012;IRM;1;1;1059;;;11707;;0
IMAGES;2014;790000087;790000012;MAMM;1;1;;;;1556;;
IMAGES;2014;790000087;790000012;RADIO;6;6;18635;;;52390;606;1
IMAGES;2014;790000087;790000012;SCAN;2;2;9761;;;24953;164;1
IMAGES;2014;790000087;790000012;VASC;1;1;1710;;;;4;1
IMAGES;2014;790000095;790006654;IRM;0;0;6;;;477;;0
IMAGES;2014;790000095;790006654;MAMM;1;1;;;;1124;;
IMAGES;2014;790000095;790006654;RADIO;5;5;6728;92;0;19843;289;0
IMAGES;2014;790000095;790006654;SCAN;1;1;1267;289;0;2937;8;0
IMAGES;2014;790000103;790006654;RADIO;3;3;3022;29;;7819;173;0
IMAGES;2014;790000681;790002497;RADIO;1;1;558;;;;;0
IMAGES;2014;790003537;790006654;IRM;1;1;12;2;;758;1;0
IMAGES;2014;790003537;790006654;MAMM;1;1;;;;345;;
IMAGES;2014;790003537;790006654;RADIO;5;5;5368;149;;13225;119;0
IMAGES;2014;790003537;790006654;SCAN;1;1;1715;333;;3247;13;0
IMAGES;2014;790009948;790001242;IRM;1;;;;;;;
IMAGES;2014;790009948;790001242;SCAN;1;;;;;;;
IMAGES;2014;800000143;800000028;IRM;1;1;111;0;0;2405;0;0
IMAGES;2014;800000143;800000028;LITHO;1;1;72;0;0;0;0;0
IMAGES;2014;800000143;800000028;MAMM;1;1;;;;584;;
IMAGES;2014;800000143;800000028;RADIO;6;6;16772;0;0;24114;330;0
IMAGES;2014;800000143;800000028;SCAN;1;1;4628;0;0;4870;73;0
IMAGES;2014;800000184;800000036;RADIO;3;3;429;;;4919;;0
IMAGES;2014;800000192;800000044;IRM;;;1818;;;2948;;1
IMAGES;2014;800000192;800000044;RADIO;2;2;16141;;;41452;;1
IMAGES;2014;800000192;800000044;SCAN;1;1;5806;;;13084;;1
IMAGES;2014;800000192;800000044;VASC;;;1356;;;462;;0
IMAGES;2014;800000200;800000051;RADIO;2;;;;;5653;;
IMAGES;2014;800000226;800000069;RADIO;2;2;2173;;;7898;98;0
IMAGES;2014;800000226;800000069;SCAN;1;1;1065;;;1785;5;0
IMAGES;2014;800000275;800000077;RADIO;1;;;;;;;
IMAGES;2014;800000390;800000085;RADIO;1;1;605;;;11422;130;0
IMAGES;2014;800000390;800000085;SCAN;1;1;609;;;3958;11;0
IMAGES;2014;800000432;800000093;MAMM;1;1;;;;409;;
IMAGES;2014;800000432;800000093;RADIO;2;2;5815;162;5;10552;172;0
IMAGES;2014;800000432;800000093;SCAN;1;1;1803;52;53;5295;24;0
IMAGES;2014;800000507;800000135;RADIO;1;1;592;102;;372;0;0
IMAGES;2014;800000614;800000044;RADIO;1;1;304;;;51;;0
IMAGES;2014;800002610;800000044;MAMM;2;2;;;;;;
IMAGES;2014;800002610;800000044;RADIO;1;;;;;;;
IMAGES;2014;800006124;800000044;CAM;3;3;1647;;181;4688;0;0
IMAGES;2014;800006124;800000044;IRM;3;3;1291;;;5061;75;1
IMAGES;2014;800006124;800000044;LITHO;1;1;30;;;;;1
IMAGES;2014;800006124;800000044;MAMM;2;2;;;;1271;;
IMAGES;2014;800006124;800000044;RADIO;11;11;22137;;;24174;785;1
IMAGES;2014;800006124;800000044;SCAN;4;4;8486;;;13016;250;1
IMAGES;2014;800006124;800000044;TOMO;1;1;320;;63;1846;0;0
IMAGES;2014;800006124;800000044;VASC;5;5;2197;;;111;15;0
IMAGES;2014;800006124;800000044;dtIRM2;1;1;272;;;575;;0
IMAGES;2014;800009920;800003071;RADIO;3;;;;;;;
IMAGES;2014;800009920;800003071;VASC;1;1;13;;;;;
IMAGES;2014;800013179;800013138;RADIO;1;;;;;;;
IMAGES;2014;800015729;800015679;RADIO;1;1;16718;;;;;0
IMAGES;2014;800015729;800015679;VASC;2;2;2167;;;;;1
IMAGES;2014;810000224;810000471;IRM;1;;;;;;;
IMAGES;2014;810000224;810000471;SCAN;1;1;8346;;;8483;;
IMAGES;2014;810000232;810099903;RADIO;1;;;;;;;0
IMAGES;2014;810000448;810099945;MAMM;1;1;;;;1474;;
IMAGES;2014;810000448;810099945;RADIO;3;3;419;;;7829;;
IMAGES;2014;810000505;810000331;CAM;2;2;502;;;5458;2;1
IMAGES;2014;810000505;810000331;IRM;1;1;503;;;2239;2;0
IMAGES;2014;810000505;810000331;MAMM;1;1;;;;542;;
IMAGES;2014;810000505;810000331;RADIO;4;4;15328;;;25990;553;0
IMAGES;2014;810000505;810000331;SCAN;1;1;8710;;;8020;211;0
IMAGES;2014;810000513;810000349;RADIO;1;1;758;134;;;;
IMAGES;2014;810000521;810000380;IRM;1;0;327;;;;;0
IMAGES;2014;810000521;810000380;RADIO;5;5;10352;373;23;40696;752;1
IMAGES;2014;810000521;810000380;SCAN;1;1;4503;129;9;9702;55;1
IMAGES;2014;810000562;810000455;MAMM;1;1;;;;798;;
IMAGES;2014;810000562;810000455;RADIO;2;2;2607;117;98;12799;144;0
IMAGES;2014;810000562;810000455;SCAN;1;1;1527;39;249;3931;14;0
IMAGES;2014;820000032;820000016;IRM;1;1;825;18;10;4660;8;0
IMAGES;2014;820000032;820000016;MAMM;1;1;;;;1086;;
IMAGES;2014;820000032;820000016;RADIO;3;3;15551;191;5;25251;627;1
IMAGES;2014;820000032;820000016;SCAN;1;1;6243;75;22;5944;202;1
IMAGES;2014;820000057;820000131;CAM;2;;;;;;;
IMAGES;2014;820000057;820000131;IRM;1;;;;;;;
IMAGES;2014;820000057;820000131;LITHO;1;;;;;;;
IMAGES;2014;820000057;820000131;MAMM;1;;;;;;;
IMAGES;2014;820000057;820000131;RADIO;5;;;;;;;
IMAGES;2014;820000057;820000131;SCAN;1;;;;;;;
IMAGES;2014;820000057;820000131;VASC;1;;;;;;;
IMAGES;2014;820000057;820000131;dtIRM1;1;;;;;;;
IMAGES;2014;820000883;820004950;MAMM;1;1;;;;2325;;
IMAGES;2014;820000883;820004950;RADIO;2;2;3325;0;0;21940;229;1
IMAGES;2014;820000883;820004950;SCAN;1;1;1979;0;0;4535;55;1
IMAGES;2014;820002350;820000578;RADIO;1;1;1172;0;0;4;0;0
IMAGES;2014;830000279;830100517;RADIO;2;2;5921;100;;12276;286;0
IMAGES;2014;830000279;830100517;SCAN;1;1;4030;33;5476;2050;72;0
IMAGES;2014;830000287;830100525;IRM;1;1;566;2;6;2544;1;0
IMAGES;2014;830000287;830100525;RADIO;3;3;12886;65;50;16137;598;1
IMAGES;2014;830000287;830100525;SCAN;1;1;4957;24;16;4241;52;1
IMAGES;2014;830000295;830100533;IRM;1;1;166;0;0;5045;;0
IMAGES;2014;830000295;830100533;MAMM;1;1;;;;1436;;
IMAGES;2014;830000295;830100533;RADIO;3;3;3973;72;;19521;225;0
IMAGES;2014;830000295;830100533;SCAN;1;1;2493;8;;12545;168;0
IMAGES;2014;830000303;830100541;RADIO;1;1;5412;;65;;;1
IMAGES;2014;830000311;830100566;CAM;2;2;259;4;;5675;0;0
IMAGES;2014;830000311;830100566;IRM;1;1;539;1;;6516;0;0
IMAGES;2014;830000311;830100566;MAMM;1;1;;;;416;;
IMAGES;2014;830000311;830100566;RADIO;3;3;6860;86;;23043;537;0
IMAGES;2014;830000311;830100566;SCAN;1;1;2885;27;;9787;87;0
IMAGES;2014;830000311;830100566;VASC;1;1;2042;0;;3;5;1
IMAGES;2014;830000337;830100590;RADIO;1;;;;;;;
IMAGES;2014;830000337;830100590;SCAN;1;0;;;;;;
IMAGES;2014;830000345;830100616;CAM;3;3;1190;62;;10949;;0
IMAGES;2014;830000345;830100616;IRM;1;1;1470;82;;4980;67;0
IMAGES;2014;830000345;830100616;MAMM;1;1;;;;1068;;
IMAGES;2014;830000345;830100616;RADIO;4;4;19532;191;;32141;1259;1
IMAGES;2014;830000345;830100616;SCAN;2;2;5524;171;;14512;235;1
IMAGES;2014;830000345;830100616;TOMO;1;1;50;13;;2712;;0
IMAGES;2014;830000345;830100616;VASC;3;3;2918;18;;261;7;1
IMAGES;2014;830016556;830000451;RADIO;1;1;250;;;;;
IMAGES;2014;830100012;750712184;RADIO;1;1;730;0;0;0;0;0
IMAGES;2014;830100251;830000063;LITHO;1;1;256;;;;;1
IMAGES;2014;830100251;830000063;MAMM;1;1;;;;;;
IMAGES;2014;830100251;830000063;RADIO;2;;;;;;;0
IMAGES;2014;830100251;830000063;SCAN;1;1;510;;129;8078;;0
IMAGES;2014;830100319;750052425;IRM;1;1;187;;64;11690;;0
IMAGES;2014;830100319;750052425;RADIO;2;;;;;;;0
IMAGES;2014;830100319;750052425;SCAN;1;1;1674;;123;10715;;0
IMAGES;2014;830100319;750052425;VASC;4;4;5399;;;;;1
IMAGES;2014;830100392;830000154;LITHO;1;;;;;;;
IMAGES;2014;830100392;830000154;MAMM;1;;;;;;;
IMAGES;2014;830100392;830000154;RADIO;1;;;;;;;
IMAGES;2014;830100392;830000154;SCAN;1;;;;;;;
IMAGES;2014;830100392;830000154;VASC;1;;;;;;;
IMAGES;2014;830100558;690781810;RADIO;2;2;6297;;;9268;0;0
IMAGES;2014;830100558;690781810;VASC;;;972;;;238;;
IMAGES;2014;830100574;750821092;CAM;2;2;363;;;3099;;0
IMAGES;2014;830100574;750821092;IRM;1;1;1134;;;4660;71;0
IMAGES;2014;830100574;750821092;RADIO;5;5;16196;;;18232;527;1
IMAGES;2014;830100574;750821092;SCAN;1;1;7875;;;7570;173;1
IMAGES;2014;830100574;750821092;TOMO;1;1;282;;;1496;;0
IMAGES;2014;830100574;750821092;VASC;2;2;5305;;;251;94;1
IMAGES;2014;830100574;750821092;dtIRM2;1;1;1134;;;4660;;0
IMAGES;2014;830100608;830100616;RADIO;2;2;1591;25;;13795;;0
IMAGES;2014;830100608;830100616;SCAN;1;1;1842;73;;5001;59;0
IMAGES;2014;830100632;250002284;RADIO;1;1;1629;;;509;;
IMAGES;2014;830100855;830000493;RADIO;1;1;1483;0;0;0;0;
IMAGES;2014;830200523;830210084;IRM;1;1;25;;;;;
IMAGES;2014;830200523;830210084;RADIO;2;2;2728;;;20971;;1
IMAGES;2014;830200523;830210084;SCAN;1;1;364;;;;;
IMAGES;2014;840000285;840000608;MAMM;1;;;;;;;
IMAGES;2014;840000285;840000608;RADIO;4;;;;;;;
IMAGES;2014;840000327;840000640;RADIO;1;;;;;;;0
IMAGES;2014;840000343;840000012;RADIO;2;2;2039;;;5537;96;0
IMAGES;2014;840000343;840000012;SCAN;1;1;2038;;;4539;44;0
IMAGES;2014;840000350;840000657;MAMM;2;2;;;;9807;;
IMAGES;2014;840000350;840000657;RADIO;2;2;1997;;;1298;;
IMAGES;2014;840000350;840000657;SCAN;1;1;1461;;;5969;;
IMAGES;2014;840000400;840000673;RADIO;2;;;;;;;
IMAGES;2014;840000418;840004659;IRM;1;1;39;;;2382;;
IMAGES;2014;840000418;840004659;MAMM;1;1;;;;;;
IMAGES;2014;840000418;840004659;RADIO;1;1;2346;;;12701;;
IMAGES;2014;840000418;840004659;SCAN;1;1;1411;;;5363;;
IMAGES;2014;840000418;840004659;dtIRM2;1;;;;;;;
IMAGES;2014;840000483;840000087;IRM;1;1;253;;;747;;
IMAGES;2014;840000483;840000087;RADIO;3;3;7520;;;14638;361;0
IMAGES;2014;840000483;840000087;SCAN;1;1;3261;;;7886;76;0
IMAGES;2014;840000491;130041916;RADIO;2;2;1602;;;8699;89;1
IMAGES;2014;840000525;840000111;MAMM;1;;;;;;;
IMAGES;2014;840000525;840000111;RADIO;3;2;1518;;503;3153;59;0
IMAGES;2014;840000533;840000129;RADIO;1;1;1150;;;3003;56;1
IMAGES;2014;840000541;840000137;RADIO;2;2;1952;;;;;0
IMAGES;2014;840000558;840004659;RADIO;1;1;717;;;729;;
IMAGES;2014;840001861;840006597;CAM;3;3;697;;;8692;;
IMAGES;2014;840001861;840006597;IRM;2;1;2083;;;5772;87;
IMAGES;2014;840001861;840006597;RADIO;6;6;33900;;;41378;933;1
IMAGES;2014;840001861;840006597;SCAN;2;2;12897;;;10867;245;1
IMAGES;2014;840001861;840006597;TOMO;1;1;108;;;2871;;
IMAGES;2014;840001861;840006597;VASC;1;1;2290;;;86;11;1
IMAGES;2014;840013312;840003685;LITHO;1;1;168;;;;;1
IMAGES;2014;840013312;840003685;RADIO;2;2;1200;;;1864;;0
IMAGES;2014;840013312;840003685;SCAN;1;1;528;;;9590;;1
IMAGES;2014;840013312;840003685;VASC;2;2;3998;;;;;1
IMAGES;2014;850000118;850013244;CAM;1;1;1;;;;;
IMAGES;2014;850000118;850013244;IRM;1;;;;;;;
IMAGES;2014;850000118;850013244;LITHO;1;1;67;;;;;
IMAGES;2014;850000118;850013244;SCAN;1;;;;;;;
IMAGES;2014;850000142;850000019;CAM;2;2;1072;59;;8917;;
IMAGES;2014;850000142;850000019;IRM;1;1;1158;36;;3473;1;0
IMAGES;2014;850000142;850000019;LITHO;1;1;10;;;68;;
IMAGES;2014;850000142;850000019;MAMM;1;1;;;;3240;;
IMAGES;2014;850000142;850000019;RADIO;6;6;29049;59;;36033;668;1
IMAGES;2014;850000142;850000019;SCAN;2;2;12154;441;;11235;168;1
IMAGES;2014;850000142;850000019;VASC;1;1;1827;;;;;1
IMAGES;2014;850000175;850009010;MAMM;1;1;;;;702;;
IMAGES;2014;850000175;850009010;RADIO;3;3;10246;328;118;17511;202;0
IMAGES;2014;850000175;850009010;SCAN;1;1;3838;500;21;5117;28;0
IMAGES;2014;850000191;850000043;RADIO;1;1;22;;;412;6;0
IMAGES;2014;850000209;850000019;MAMM;1;1;;;;2652;;
IMAGES;2014;850000209;850000019;RADIO;3;3;4681;3;;15130;152;0
IMAGES;2014;850000209;850000019;SCAN;1;1;2805;2;;5595;53;0
IMAGES;2014;850000225;850000019;RADIO;1;1;1972;;;5273;117;0
IMAGES;2014;850000241;850000084;IRM;1;;;;;;;
IMAGES;2014;850000241;850000084;SCAN;1;;;;;;;
IMAGES;2014;850000258;850000092;RADIO;1;1;440;;;;0;
IMAGES;2014;850000357;440041895;RADIO;1;1;389;0;0;60;0;0
IMAGES;2014;850000647;850011453;RADIO;1;1;584;;;3391;0;
IMAGES;2014;860000017;860780048;RADIO;3;3;1432;12;;;;0
IMAGES;2014;860000025;860013382;IRM;1;1;230;;6;2295;0;0
IMAGES;2014;860000025;860013382;LITHO;1;1;54;;;9;;0
IMAGES;2014;860000025;860013382;MAMM;1;1;;;;933;;
IMAGES;2014;860000025;860013382;RADIO;5;5;14289;6;20;21239;511;0
IMAGES;2014;860000025;860013382;SCAN;1;1;2832;;16;4121;48;0
IMAGES;2014;860000033;860013382;IRM;1;1;59;;;1430;0;0
IMAGES;2014;860000033;860013382;MAMM;1;1;;;;798;;
IMAGES;2014;860000033;860013382;RADIO;3;3;1301;;;11203;61;0
IMAGES;2014;860000033;860013382;SCAN;1;1;435;;;1238;0;0
IMAGES;2014;860000058;860780097;MAMM;1;1;;;;1920;;
IMAGES;2014;860000058;860780097;RADIO;3;3;4778;300;;11065;67;0
IMAGES;2014;860000058;860780097;SCAN;1;1;1716;;;8891;14;0
IMAGES;2014;860000223;860013077;CAM;3;3;2037;2;9;5830;91;0
IMAGES;2014;860000223;860013077;IRM;2;2;2725;7;50;5240;4;1
IMAGES;2014;860000223;860013077;LITHO;1;1;57;;;3;;0
IMAGES;2014;860000223;860013077;MAMM;3;3;;;;1451;;
IMAGES;2014;860000223;860013077;RADIO;6;6;58370;92;89;37848;1331;0
IMAGES;2014;860000223;860013077;SCAN;3;3;16554;58;107;8886;366;1
IMAGES;2014;860000223;860013077;TOMO;2;2;775;;;3102;4;0
IMAGES;2014;860000223;860013077;VASC;1;1;1494;;;29;3;1
IMAGES;2014;860000223;860013077;dtIRM2;2;2;2725;7;50;5240;;0
IMAGES;2014;860010321;860010313;CAM;2;;;;;;;
IMAGES;2014;860010321;860010313;IRM;2;2;139;;;9330;;0
IMAGES;2014;860010321;860010313;RADIO;6;6;37988;;;70547;;0
IMAGES;2014;860010321;860010313;SCAN;1;1;3820;;;8885;;0
IMAGES;2014;860010321;860010313;VASC;1;1;16;;;28;;0
IMAGES;2014;860010321;860010313;dtIRM1;1;1;0;;;620;;0
IMAGES;2014;870000064;870000015;CAM;3;3;1404;;;6196;;0
IMAGES;2014;870000064;870000015;IRM;3;3;5715;;;13112;3;0
IMAGES;2014;870000064;870000015;LITHO;1;1;182;;;;;1
IMAGES;2014;870000064;870000015;RADIO;10;8;24566;;;53354;815;0
IMAGES;2014;870000064;870000015;SCAN;2;2;25355;;;42106;287;1
IMAGES;2014;870000064;870000015;TOMO;1;1;310;;;3187;;0
IMAGES;2014;870000064;870000015;VASC;4;4;6889;;;438;7;1
IMAGES;2014;870000064;870000015;dtIRM2;1;1;2280;;;6685;;0
IMAGES;2014;870000098;870000023;MAMM;1;1;;;;1771;;
IMAGES;2014;870000098;870000023;RADIO;1;1;5471;;;14719;158;
IMAGES;2014;870000098;870000023;SCAN;1;1;2361;;;2726;26;
IMAGES;2014;870000270;870000031;IRM;1;1;55;;;614;0;0
IMAGES;2014;870000270;870000031;MAMM;1;;;;;;;
IMAGES;2014;870000270;870000031;RADIO;3;3;3069;;;9826;60;0
IMAGES;2014;870000270;870000031;SCAN;1;1;1188;;;2091;4;0
IMAGES;2014;870000288;870017415;IRM;1;;;;;;;
IMAGES;2014;870000288;870017415;RADIO;5;;;;;;;
IMAGES;2014;870000288;870017415;SCAN;1;;;;;;;
IMAGES;2014;870000411;870017415;IRM;1;;;;;;;
IMAGES;2014;870000411;870017415;LITHO;1;1;16;;;;;
IMAGES;2014;870000411;870017415;MAMM;1;;;;;;;
IMAGES;2014;870000411;870017415;RADIO;3;;;;;;;
IMAGES;2014;870000411;870017415;SCAN;1;;;;;;;
IMAGES;2014;870000411;870017415;VASC;1;;;;;;;
IMAGES;2014;870002060;870017415;MAMM;1;;;;;;;
IMAGES;2014;870002060;870017415;RADIO;4;;;;;;;
IMAGES;2014;870002060;870017415;VASC;1;;;;;;;
IMAGES;2014;870003514;870000015;RADIO;2;2;2366;;;3001;;0
IMAGES;2014;870006137;870002466;RADIO;2;2;1536;;;;;0
IMAGES;2014;870014859;870000015;MAMM;2;2;;;;4604;;
IMAGES;2014;870014859;870000015;RADIO;1;1;1175;;;10644;39;0
IMAGES;2014;870014859;870000015;VASC;1;1;697;;;3850;;1
IMAGES;2014;880000021;880007059;IRM;1;1;1236;24;;4821;35;0
IMAGES;2014;880000021;880007059;MAMM;1;1;;;;646;;
IMAGES;2014;880000021;880007059;RADIO;3;3;13596;388;;17361;500;0
IMAGES;2014;880000021;880007059;SCAN;1;1;7691;90;;6577;118;1
IMAGES;2014;880000039;880780069;MAMM;1;1;;;;1143;;
IMAGES;2014;880000039;880780069;RADIO;2;2;629;;;10250;;0
IMAGES;2014;880000047;880780077;IRM;1;1;434;;;3083;29;0
IMAGES;2014;880000047;880780077;RADIO;4;4;675;5;;1257;204;0
IMAGES;2014;880000047;880780077;SCAN;1;1;3391;5;;4560;81;0
IMAGES;2014;880000054;880007299;IRM;1;1;149;;;2691;;0
IMAGES;2014;880000054;880007299;RADIO;3;3;5454;;0;17162;201;1
IMAGES;2014;880000054;880007299;SCAN;1;1;1900;;;5497;30;1
IMAGES;2014;880000062;880780093;IRM;1;1;365;;;3778;16;0
IMAGES;2014;880000062;880780093;MAMM;1;1;;;;1518;;
IMAGES;2014;880000062;880780093;RADIO;3;3;7911;;;17588;177;1
IMAGES;2014;880000062;880780093;SCAN;1;1;3160;;;5019;56;1
IMAGES;2014;880000070;880007299;MAMM;1;1;;;;730;;
IMAGES;2014;880000070;880007299;RADIO;3;3;2547;;;11760;;0
IMAGES;2014;880001789;880001409;RADIO;1;1;70;;159;0;0;0
IMAGES;2014;890975527;890000037;CAM;1;0;;;;;;
