BOR;AN;FI;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;PLAMED;AUTOBS;PLAOBS;AUTSSR;PLASSR;AUTCAN;PLACAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2014;950000323;950013870;0;;;;;289734;0;0;0;0;0;0;0;0;0;;0;;1;20;0;;20;108;0;0;0;3803;0;0;0;74;0;0;0;16;0;0;0;0;0;0
HAD;2014;950000356;950013870;0;;;;;555565;0;0;0;0;0;0;0;0;0;;1;8;0;;0;;8;316;316;0;0;1071;1071;0;0;316;316;0;0;0;0;0;0;0;0;0
HAD;2014;970100020;970100152;0;;;;;;0;0;0;0;1;1;0;0;1;30;;;;;;;30;215;0;50;7;21714;0;5048;706;162;0;93;2;111;49;1;1;0;1;0
HAD;2014;970100418;970100194;0;;;;;61000;0;0;0;0;1;1;;;;;;;1;45;;;45;142;1;38;0;14476;23;2815;0;102;1;30;0;58;18;0;0;0;0;0
HAD;2014;970100442;970100228;0;;;;;;1;1;0;0;0;1;1;;1;35;0;;0;;1;20;35;174;0;;;10832;0;;;138;0;75;47;26;44;;0;0;0;0
HAD;2014;970100459;970100244;0;;;;;;0;0;0;0;1;1;;;1;15;;;;;;;15;23;0;0;0;2798;0;0;0;22;0;0;0;0;0;0;0;0;0;0
HAD;2014;970102596;970100491;0;;;;;124700;0;0;0;0;1;0;1;0;;;;;;;;;75;284;0;120;1;24120;0;7446;15;199;0;94;1;105;50;0;18;0;17;0
HAD;2014;970103099;970100525;0;;;;;72918;0;0;0;0;1;0;0;0;1;60;1;60;1;60;1;60;60;237;2;116;5;12837;55;4273;76;174;2;96;5;87;53;0;13;0;10;0
HAD;2014;970111217;970111209;0;;;;;12000;0;1;0;0;1;1;;;1;10;1;2;1;6;1;2;20;62;0;31;5;2570;0;858;230;38;0;19;2;18;9;0;0;0;0;0
HAD;2014;970111365;970111969;0;;;;;54397;0;0;0;0;1;1;;;0;;0;;0;;0;;48;188;0;111;5;14023;0;7137;217;148;0;98;5;71;48;2;0;0;0;0
HAD;2014;970111563;970100491;0;;;;;44900;0;0;0;0;1;0;1;0;;;;;;;;;29;222;8;75;15;10066;109;3437;134;151;8;44;5;34;17;0;1;0;0;0
HAD;2014;970112033;970100210;0;;;;;;0;0;0;0;1;1;;;1;20;0;;0;;0;;20;123;0;72;7;7805;0;3536;558;105;0;61;6;57;37;0;2;0;2;0
HAD;2014;970209441;970209433;0;;;;;;0;0;0;0;;;;;0;;0;;0;;0;;60;622;0;229;0;17133;0;6481;0;465;0;168;0;246;88;0;12;0;5;0
HAD;2014;970303608;970303590;0;;;;;35000;1;0;0;0;1;1;;;;;;;;;;;50;301;188;47;1;11712;4644;3861;28;211;133;33;1;15;7;0;0;0;0;0
HAD;2014;970303640;970303590;0;;;;;130000;0;0;0;0;1;1;0;0;0;;0;;0;;0;;100;626;277;145;6;26376;8370;6401;58;455;221;99;4;49;26;1;3;0;3;0
HAD;2014;970303657;970303590;0;;;;;90000;1;1;0;0;1;1;;;0;;0;;0;;0;;50;328;168;61;7;14003;3274;4290;73;223;129;37;3;26;14;0;0;0;0;0
HAD;2014;970304614;970304739;0;;;;;130000;1;0;0;0;1;1;;;1;15;0;;1;15;1;10;40;56;;;;5126;;;;44;;;;19;;;;;;
HAD;2014;970403119;970463600;1;3;970404851;970406625;;321900;0;0;0;0;1;1;;;1;40;0;;0;;0;;40;339;0;157;7;12806;0;5046;98;238;0;128;3;69;44;0;2;0;1;0
HAD;2014;970404711;970400396;1;4;970407565;970407318;970405395;178762;0;0;0;0;1;1;0;0;1;30;0;;0;;0;;30;175;0;57;0;6738;0;1666;0;113;0;44;0;39;20;0;2;0;1;0
HAD;2014;970404851;970463600;1;3;970406625;970403119;;270000;0;1;0;0;1;1;;;1;50;0;;0;;0;;50;284;0;101;4;12084;0;4418;150;169;0;75;2;48;28;0;1;0;1;0
HAD;2014;970405395;970400396;1;4;970404711;970407656;970407318;267371;0;0;0;0;1;1;;;1;33;;;;;;;33;379;0;159;4;13321;0;5188;55;254;0;123;2;74;46;0;8;0;4;0
HAD;2014;970406625;970463600;1;3;970403119;970404851;;278000;0;0;0;0;1;1;;;1;30;0;;0;;0;;30;217;0;126;1;8185;0;4237;28;162;0;96;1;54;39;0;2;0;2;0
HAD;2014;970407318;970400396;1;4;970405395;970407656;970404711;267371;0;0;0;0;1;1;;;1;25;;;;;;;25;246;0;112;6;9929;0;3905;119;157;0;80;2;50;34;1;2;0;0;0
HAD;2014;970407656;970400396;1;4;970405395;970404711;970407318;54998;0;0;0;0;1;1;;;1;25;0;;0;;0;;25;250;0;90;1;8362;0;2383;7;170;0;79;1;41;25;0;0;0;0;0
