BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2014;510023922;100006279;N9999;8;;8.75;1;;;
SMURSAMU_P;2014;520000027;520780032;M9999;9;2;10.8;1;2;5;3.3
SMURSAMU_P;2014;520000027;520780032;MREG;;;;;2;5;3.3
SMURSAMU_P;2014;520000027;520780032;N1220;0;0;0;1;8;1;8.02
SMURSAMU_P;2014;520000027;520780032;N2120;0;1;0.25;1;0;1;0.25
SMURSAMU_P;2014;520000027;520780032;N2223;0;0;0;1;0;0;0
SMURSAMU_P;2014;520000027;520780032;N2620;0;0;0;1;0;0;0
SMURSAMU_P;2014;520000027;520780032;N3120;0;0;0;1;0;0;0
SMURSAMU_P;2014;520000027;520780032;N5140;6;0;6.48;1;0;0;0
SMURSAMU_P;2014;520000027;520780032;N9999;6;1;6.73;1;8;2;8.27
SMURSAMU_P;2014;520000043;520780057;M9999;;1;0.3;1;;;
SMURSAMU_P;2014;520000043;520780057;N2120;;1;0.4;1;;;
SMURSAMU_P;2014;520000043;520780057;N2223;11;2;12.25;1;;;
SMURSAMU_P;2014;520000043;520780057;N2500;5;0;5;;;;
SMURSAMU_P;2014;520000068;520780073;M9999;2;6;3.5;1;;;
SMURSAMU_P;2014;520000068;520780073;N2120;;;;1;;;
SMURSAMU_P;2014;520000068;520780073;N2223;6;1;4.72;1;;;
SMURSAMU_P;2014;520000068;520780073;N2500;7;0;5.42;;;;
SMURSAMU_P;2014;520000068;520780073;N9999;13;1;10.14;1;;;
SMURSAMU_P;2014;530000017;530000025;MREG;2;4;3.99;;;;
SMURSAMU_P;2014;530000017;530000025;N2223;3;1;3.71;0;;;
SMURSAMU_P;2014;530000173;530000074;M9999;6;3;7.08;1;;;
SMURSAMU_P;2014;530000173;530000074;N2223;16;1;5.69;;;;
SMURSAMU_P;2014;530000173;530000074;N9999;16;1;5.84;;;;
SMURSAMU_P;2014;530000264;530000371;M9999;7;3;3.25;;7;3;3.25
SMURSAMU_P;2014;530000264;530000371;N1220;;;;;14;3;13.7
SMURSAMU_P;2014;530000264;530000371;N2120;1;0;0.07;;1;0;0.07
SMURSAMU_P;2014;530000264;530000371;N2223;17;1;6.63;;1;0;0.17
SMURSAMU_P;2014;530000264;530000371;N2500;;;;;2;0;2
SMURSAMU_P;2014;530000264;530000371;N5140;4;0;3.27;;;;
SMURSAMU_P;2014;540000015;540023264;M1140;;;;1;;;
SMURSAMU_P;2014;540000015;540023264;M9999;;;;1;;;
SMURSAMU_P;2014;540000015;540023264;MREG;;;;1;;;
SMURSAMU_P;2014;540000015;540023264;N1220;;;;1;;;
SMURSAMU_P;2014;540000015;540023264;N2120;;;;1;;;
SMURSAMU_P;2014;540000015;540023264;N2223;4;;1.08;1;;;
SMURSAMU_P;2014;540000015;540023264;N5140;;;;1;;;
SMURSAMU_P;2014;540000015;540023264;N9999;;;;1;;;
SMURSAMU_P;2014;540000023;540000049;M9999;4;1;4.47;1;;;
SMURSAMU_P;2014;540000023;540000049;N1220;1;0;0.23;1;;;
SMURSAMU_P;2014;540000023;540000049;N2120;1;0;0.2;1;;;
SMURSAMU_P;2014;540000023;540000049;N2223;5;1;5.9;1;;;
SMURSAMU_P;2014;540000023;540000049;N2500;7;1;7.66;;;;
SMURSAMU_P;2014;540000023;540000049;N9999;13;2;13.99;1;;;
SMURSAMU_P;2014;540000155;540000080;M9999;;11;5.6;1;;;
SMURSAMU_P;2014;540000155;540000080;N1220;;1;0.1;1;;;
SMURSAMU_P;2014;540000155;540000080;N2120;;1;0.1;1;;;
SMURSAMU_P;2014;540000155;540000080;N2223;5;2;6.27;1;;;
SMURSAMU_P;2014;540000155;540000080;N2500;6;1;6.1;;;;
SMURSAMU_P;2014;540000155;540000080;N9999;11;5;12.57;1;;;
SMURSAMU_P;2014;540000296;540000106;M9999;2;2;3.03;1;;;
SMURSAMU_P;2014;540000296;540000106;N2120;1;;0.4;1;;;
SMURSAMU_P;2014;540000296;540000106;N2223;8;3;4.75;1;;;
SMURSAMU_P;2014;540000296;540000106;N5140;6;1;6.8;1;;;
SMURSAMU_P;2014;540000296;540000106;N9999;15;4;11.95;1;;;
SMURSAMU_P;2014;540001070;540000767;M9999;;8;3.92;1;;;
SMURSAMU_P;2014;540001070;540000767;N1220;;1;0.02;1;;;
SMURSAMU_P;2014;540001070;540000767;N2120;;1;0.31;1;;;
SMURSAMU_P;2014;540001070;540000767;N2223;;22;5.82;1;;;
SMURSAMU_P;2014;540001070;540000767;N2500;;15;6.36;;;;
SMURSAMU_P;2014;540001096;570010181;M9999;;9;1.23;1;;;
SMURSAMU_P;2014;540001096;570010181;N2120;;1;0.19;1;;;
SMURSAMU_P;2014;540001096;570010181;N2223;;18;3.54;1;;;
SMURSAMU_P;2014;540001096;570010181;N2500;;10;1.87;;;;
SMURSAMU_P;2014;540001096;570010181;N9999;;29;5.6;1;;;
SMURSAMU_P;2014;540001138;540023264;M9999;32;2;8.72;1;29;2;8.26
SMURSAMU_P;2014;540001138;540023264;MREG;;;;1;29;2;8.26
SMURSAMU_P;2014;540001138;540023264;N1220;1;0;1;1;19;6;21.69
SMURSAMU_P;2014;540001138;540023264;N2120;1;0;0.33;1;1;0;0.12
SMURSAMU_P;2014;540001138;540023264;N2223;19;1;17.31;1;;;
SMURSAMU_P;2014;540001138;540023264;N2500;;;;;1;0;1
SMURSAMU_P;2014;540001138;540023264;N3120;;;;1;;;
SMURSAMU_P;2014;540001138;540023264;N9999;45;1;38.59;1;23;6;23.9
SMURSAMU_P;2014;540002698;540023264;M9999;3;0;0.57;0;;;
SMURSAMU_P;2014;550000012;550006795;M9999;17;1;3.91;;16;1;3.21
SMURSAMU_P;2014;550000012;550006795;N1220;1;;0.5;1;;;
SMURSAMU_P;2014;550000012;550006795;N2120;1;;0.1;1;1;;0.1
SMURSAMU_P;2014;550000012;550006795;N2223;6;;6;1;;;
SMURSAMU_P;2014;550000012;550006795;N2500;;;;;2;;2
SMURSAMU_P;2014;550000012;550006795;N9999;14;;12.84;;15;;13.62
SMURSAMU_P;2014;550000434;550003354;M9999;1;5;2.64;1;;;
SMURSAMU_P;2014;550000434;550003354;N1220;;2;0.3;1;;;
SMURSAMU_P;2014;550000434;550003354;N2120;;1;0.3;1;;;
SMURSAMU_P;2014;550000434;550003354;N2223;;22;6.09;1;;;
SMURSAMU_P;2014;550000434;550003354;N2500;1;1;0.2;;;;
SMURSAMU_P;2014;550000434;550003354;N5140;;5;5;0;;;
SMURSAMU_P;2014;550000434;550003354;N9999;6;26;15.46;;;;
SMURSAMU_P;2014;560000127;560023210;M9999;3;0;3;1;4;5;7.58
SMURSAMU_P;2014;560000127;560023210;N1220;0;0;0;;17;5;21.75
SMURSAMU_P;2014;560000127;560023210;N2120;0;0;0;;0;1;0.9
SMURSAMU_P;2014;560000127;560023210;N2500;2;0;2.2;;0;0;0
SMURSAMU_P;2014;560000127;560023210;N5140;15;0;10.62;;0;0;0
SMURSAMU_P;2014;560000127;560023210;N9999;17;0;12.82;;17;6;22.65
SMURSAMU_P;2014;560000135;560005746;M9999;14;6;5;1;;;
SMURSAMU_P;2014;560000135;560005746;N2223;6;;2;1;;;
SMURSAMU_P;2014;560000135;560005746;N2500;6;;2;;;;
SMURSAMU_P;2014;560000143;560014748;M9999;8;7;5;1;;;
SMURSAMU_P;2014;560000143;560014748;N1220;4;3;0.5;1;;;
SMURSAMU_P;2014;560000143;560014748;N2120;0;1;0.25;1;;;
SMURSAMU_P;2014;560000143;560014748;N2223;5;2;6.4;1;;;
SMURSAMU_P;2014;560000143;560014748;N2500;6;0;6;;;;
SMURSAMU_P;2014;560000143;560014748;N5140;2;1;2.8;1;;;
SMURSAMU_P;2014;560000143;560014748;N9999;17;7;15.95;1;;;
SMURSAMU_P;2014;560000192;560000044;M9999;5;9;8.98;1;;;
SMURSAMU_P;2014;560000192;560000044;N2120;1;;1;1;;;
SMURSAMU_P;2014;560000192;560000044;N2223;17;10;20.91;1;;;
SMURSAMU_P;2014;560000192;560000044;N2500;9;2;10.06;;;;
SMURSAMU_P;2014;560000192;560000044;N5140;2;2;2.76;1;;;
SMURSAMU_P;2014;560000192;560000044;N9999;29;15;34.88;1;;;
SMURSAMU_P;2014;560000200;560023210;M9999;5;;4.24;1;;;
SMURSAMU_P;2014;560000200;560023210;N2223;52;6;13.05;;0;0;0
SMURSAMU_P;2014;560000200;560023210;N5140;15;0;5.23;;0;0;0
SMURSAMU_P;2014;560000200;560023210;N9999;68;6;18.44;;0;0;0
SMURSAMU_P;2014;570000059;570025254;M9999;12;4;4.86;1;;;
SMURSAMU_P;2014;570000117;570015099;M9999;9;2;1.28;1;;;
SMURSAMU_P;2014;570000117;570015099;N1220;2;2;0.2;1;;;
SMURSAMU_P;2014;570000117;570015099;N2120;1;;0.08;1;;;
SMURSAMU_P;2014;570000117;570015099;N2223;22;2;5.9;1;;;
SMURSAMU_P;2014;570000117;570015099;N2500;6;;1.5;;;;
SMURSAMU_P;2014;570000117;570015099;N9999;31;4;7.68;1;;;
SMURSAMU_P;2014;570000349;570005165;M9999;;22;12;1;;;
SMURSAMU_P;2014;570000349;570005165;N1220;;2;0.5;1;;;
SMURSAMU_P;2014;570000349;570005165;N2120;1;;1;0;;;
SMURSAMU_P;2014;570000349;570005165;N2223;12;;12;0;;;
SMURSAMU_P;2014;570000349;570005165;N5140;26;1;26.22;0;;;
SMURSAMU_P;2014;570000349;570005165;N9999;39;3;39.72;0;;;
SMURSAMU_P;2014;570000661;570000158;M9999;10;1;2;1;;;
SMURSAMU_P;2014;570000661;570000158;N2223;5;2;7.2;1;;;
SMURSAMU_P;2014;570000661;570000158;N2500;6;;6;;;;
SMURSAMU_P;2014;570000661;570000158;N9999;12;2;14.2;1;;;
SMURSAMU_P;2014;570000901;570000158;M9999;10;1;2;1;;;
SMURSAMU_P;2014;570000901;570000158;N2223;8;;9;;;;
SMURSAMU_P;2014;570000901;570000158;N2500;8;;7.62;;;;
SMURSAMU_P;2014;570000901;570000158;N9999;16;;16.62;;;;
SMURSAMU_P;2014;570026682;570005165;M9999;;25;12;1;;45;18.3
SMURSAMU_P;2014;570026682;570005165;MREG;;;;;;45;18.3
SMURSAMU_P;2014;570026682;570005165;N1220;;;;;32;1;32.5
SMURSAMU_P;2014;570026682;570005165;N2223;;30;12;1;;;
SMURSAMU_P;2014;570026682;570005165;N5140;17;1;17.48;0;;;
SMURSAMU_P;2014;570026682;570005165;N9999;17;31;29.48;1;32;1;32.5
SMURSAMU_P;2014;580972669;580780070;M9999;2;2;2.59;1;;;
SMURSAMU_P;2014;580972669;580780070;MREG;2;2;2.59;;;;
SMURSAMU_P;2014;580972669;580780070;N1220;;1;0.1;1;;;
SMURSAMU_P;2014;580972669;580780070;N2120;;;;1;;;
SMURSAMU_P;2014;580972669;580780070;N2223;4;1;4.86;1;;;
SMURSAMU_P;2014;580972669;580780070;N2620;;1;0.5;1;;;
SMURSAMU_P;2014;580972669;580780070;N9999;;;;1;;;
SMURSAMU_P;2014;580972677;580780088;M9999;1;1;1.6;1;;;
SMURSAMU_P;2014;580972677;580780088;N1220;4;2;5.7;1;;;
SMURSAMU_P;2014;580972677;580780088;N2120;;;;1;;;
SMURSAMU_P;2014;580972677;580780088;N2223;15;1;15.8;1;;;
SMURSAMU_P;2014;580972677;580780088;N2500;3;1;3.8;;;;
SMURSAMU_P;2014;580972677;580780088;N2620;6;;6;1;;;
SMURSAMU_P;2014;580972677;580780088;N9999;;;;1;;;
SMURSAMU_P;2014;580972685;580780096;M9999;5;4;4.14;1;;;
SMURSAMU_P;2014;580972685;580780096;N1220;2;;1.1;1;;;
SMURSAMU_P;2014;580972685;580780096;N2120;1;;0.15;1;;;
SMURSAMU_P;2014;580972685;580780096;N2223;11;2;11.7;1;;;
SMURSAMU_P;2014;580972685;580780096;N2500;3;1;2.67;;;;
SMURSAMU_P;2014;580972685;580780096;N2620;1;;0.5;1;;;
SMURSAMU_P;2014;580972685;580780096;N3120;1;;0.05;1;;;
SMURSAMU_P;2014;580972685;580780096;N5140;2;;0.08;1;;;
SMURSAMU_P;2014;580972685;580780096;N9999;21;3;16.25;1;;;
SMURSAMU_P;2014;580972693;580780039;M9999;13;1;9.4;1;5;3;4.7
SMURSAMU_P;2014;580972693;580780039;MREG;;;;1;5;3;4.7
SMURSAMU_P;2014;580972693;580780039;N1220;1;;1;;10;;9.27
SMURSAMU_P;2014;580972693;580780039;N2223;6;;4.41;;;;
SMURSAMU_P;2014;580972693;580780039;N5140;9;;8.91;;;;
SMURSAMU_P;2014;580972693;580780039;N9999;;;;;10;;9.27
SMURSAMU_P;2014;590000337;590781415;M9999;0;23;9.6;1;;;
SMURSAMU_P;2014;590000337;590781415;N1220;;1;0.25;1;;;
SMURSAMU_P;2014;590000337;590781415;N2120;0;1;0.75;1;;;
SMURSAMU_P;2014;590000337;590781415;N2223;;24;12;1;;;
SMURSAMU_P;2014;590000337;590781415;N5140;6;8;12;1;;;
SMURSAMU_P;2014;590000337;590781415;N9999;6;34;25;1;;;
SMURSAMU_P;2014;590000428;590781605;M9999;6;;6;;;;
SMURSAMU_P;2014;590000428;590781605;N2223;9;;5;;;;
SMURSAMU_P;2014;590000428;590781605;N2500;6;;6;;;;
SMURSAMU_P;2014;590000428;590781605;N9999;15;;11;0;;;
SMURSAMU_P;2014;590000469;590781662;M9999;5;1;6;1;;;
SMURSAMU_P;2014;590000469;590781662;N2120;1;;0.25;1;;;
SMURSAMU_P;2014;590000469;590781662;N2223;4;3;6.1;1;;;
SMURSAMU_P;2014;590000469;590781662;N5140;3;;3;1;;;
SMURSAMU_P;2014;590000469;590781662;N9999;7;3;9.35;1;;;
SMURSAMU_P;2014;590000535;590781803;M9999;19;0;5.94;1;;;
SMURSAMU_P;2014;590000535;590781803;N1220;1;;1;1;;;
SMURSAMU_P;2014;590000535;590781803;N2120;2;;1.03;1;;;
SMURSAMU_P;2014;590000535;590781803;N2223;11;;11.05;0;;;
SMURSAMU_P;2014;590000535;590781803;N2500;1;;1;;;;
SMURSAMU_P;2014;590000535;590781803;N5140;11;;10.24;0;;;
SMURSAMU_P;2014;590000535;590781803;N9999;26;;25.24;1;;;
SMURSAMU_P;2014;590000618;590782215;M9999;27;1;9;1;;;
SMURSAMU_P;2014;590000618;590782215;N2223;11;2;12.1;;;;
SMURSAMU_P;2014;590000618;590782215;N2500;11;1;11.83;;;;
SMURSAMU_P;2014;590000618;590782215;N9999;22;3;23.93;;;;
SMURSAMU_P;2014;590000758;590782637;M9999;5;;5;1;;;
SMURSAMU_P;2014;590000758;590782637;N1220;1;;0.8;;;;
SMURSAMU_P;2014;590000758;590782637;N2223;6;;6;;;;
SMURSAMU_P;2014;590000758;590782637;N2500;1;;0.8;;;;
SMURSAMU_P;2014;590000758;590782637;N5140;4;1;4.8;;;;
SMURSAMU_P;2014;590000758;590782637;N9999;13;2;12.65;;;;
SMURSAMU_P;2014;590001004;590783239;M9999;;;7.98;1;;;
SMURSAMU_P;2014;590001004;590783239;N2223;7;;7;0;;;
SMURSAMU_P;2014;590001004;590783239;N2500;3;;3;;;;
SMURSAMU_P;2014;590001004;590783239;N5140;2;;2;0;;;
SMURSAMU_P;2014;590796975;590780193;M1140;4;;3.34;;;;
SMURSAMU_P;2014;590796975;590780193;M9999;14;2;15.69;;25;;13.41
SMURSAMU_P;2014;590796975;590780193;N1220;1;0;1.2;;59;15;69.93
SMURSAMU_P;2014;590796975;590780193;N2120;2;0;2;;3;0;2
SMURSAMU_P;2014;590796975;590780193;N2223;19;8;24.65;;2;0;1.26
SMURSAMU_P;2014;590796975;590780193;N2500;2;1;2.87;;1;1;1.5
SMURSAMU_P;2014;590796975;590780193;N5140;25;0;25.08;;;;
SMURSAMU_P;2014;590796975;590780193;N9999;52;9;57.56;;66;16;75.19
SMURSAMU_P;2014;590801106;590782421;M9999;4;;4;1;;;
SMURSAMU_P;2014;590801106;590782421;N2223;1;10;5.55;0;;;
SMURSAMU_P;2014;590801106;590782421;N2500;3;1;3.07;;;;
SMURSAMU_P;2014;590801106;590782421;N5140;3;0;3;0;;;
SMURSAMU_P;2014;590804696;590781902;M9999;15;2;4.8;1;;;
SMURSAMU_P;2014;590804696;590781902;N2120;3;;0.58;1;;;
SMURSAMU_P;2014;590804696;590781902;N2223;3;4;5.57;0;;;
SMURSAMU_P;2014;590804696;590781902;N2500;1;;1;;;;
SMURSAMU_P;2014;590804696;590781902;N5140;5;;5;0;;;
SMURSAMU_P;2014;590804696;590781902;N9999;12;4;12.15;;;;
SMURSAMU_P;2014;600000053;600101984;M9999;4;3;5.93;0;0;0;0
SMURSAMU_P;2014;600000053;600101984;N1220;1;0;0.2;1;0;0;0
SMURSAMU_P;2014;600000053;600101984;N2120;1;0;0.1;1;0;0;0
SMURSAMU_P;2014;600000053;600101984;N2223;5;0;5.13;1;0;0;0
SMURSAMU_P;2014;600000053;600101984;N2500;2;0;2;;0;0;0
SMURSAMU_P;2014;600000053;600101984;N5140;5;0;4.5;0;0;0;0
SMURSAMU_P;2014;600000053;600101984;N9999;14;0;11.93;1;0;0;0
SMURSAMU_P;2014;600000186;600100648;N1220;1;;1;1;;;
SMURSAMU_P;2014;600000186;600100648;N2120;1;;1;1;;;
SMURSAMU_P;2014;600000186;600100648;N2223;15;3;17.1;1;;;
SMURSAMU_P;2014;600000186;600100648;N5140;6;1;6.5;1;;;
SMURSAMU_P;2014;600000194;600100713;M9999;;;;1;14;6;17.35
SMURSAMU_P;2014;600000194;600100713;N1220;;;;;21;4;24.76
SMURSAMU_P;2014;600000194;600100713;N2120;;;0.5;0;1;;0.5
SMURSAMU_P;2014;600000194;600100713;N2223;17;1;18.07;1;;;
SMURSAMU_P;2014;600000194;600100713;N2500;2;;2;;1;;0.25
SMURSAMU_P;2014;600000194;600100713;N5140;14;;14;0;;;
SMURSAMU_P;2014;600000194;600100713;N9999;33;1;34.57;1;23;4;25.51
SMURSAMU_P;2014;600000285;600100721;M9999;8;1;2.62;1;0;0;0
SMURSAMU_P;2014;600000285;600100721;N1220;0;1;0.06;1;0;0;0
SMURSAMU_P;2014;600000285;600100721;N2120;1;0;0.3;1;0;0;0
SMURSAMU_P;2014;600000285;600100721;N2223;15;1;4.67;1;0;0;0
SMURSAMU_P;2014;600000285;600100721;N2500;3;0;2.33;;0;0;0
SMURSAMU_P;2014;600000285;600100721;N5140;2;0;2.67;1;0;0;0
SMURSAMU_P;2014;600000285;600100721;N9999;21;2;10.04;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;M9999;8;1;10.07;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;N2120;0;1;0.1;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;N2223;5;0;5.5;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;N2620;0;0;0;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;N5140;10;0;10.25;1;0;0;0
SMURSAMU_P;2014;600000467;600101984;N9999;15;0;15.75;1;0;0;0
SMURSAMU_P;2014;600113476;600100721;M9999;16;5;6.04;1;0;0;0
SMURSAMU_P;2014;600113476;600100721;N1220;3;0;0.92;1;0;0;0
SMURSAMU_P;2014;600113476;600100721;N2120;2;0;0.44;1;0;0;0
SMURSAMU_P;2014;600113476;600100721;N2223;38;9;18.85;1;0;0;0
SMURSAMU_P;2014;600113476;600100721;N5140;12;0;12;1;0;0;0
SMURSAMU_P;2014;600113476;600100721;N9999;55;9;32.22;1;0;0;0
SMURSAMU_P;2014;610000044;610780074;M9999;5;3;2.95;;0;0;0
SMURSAMU_P;2014;610000044;610780074;MREG;5;3;2.95;;0;0;0
SMURSAMU_P;2014;610000044;610780074;N2120;1;0;0.36;;0;0;0
SMURSAMU_P;2014;610000044;610780074;N2223;13;1;5.15;;0;0;0
SMURSAMU_P;2014;610000044;610780074;N5140;8;0;4;;;;
SMURSAMU_P;2014;610000044;610780074;N9999;22;1;9.51;;0;0;0
SMURSAMU_P;2014;610000051;610780082;M9999;27;;7.78;1;;;4.36
SMURSAMU_P;2014;610000051;610780082;MREG;;;;1;;;
SMURSAMU_P;2014;610000051;610780082;N1220;;2;0.89;0;15;3;16.64
SMURSAMU_P;2014;610000051;610780082;N2223;;25;5.88;0;15;4;17.14
SMURSAMU_P;2014;610000051;610780082;N5140;15;;15;0;;;
SMURSAMU_P;2014;610000051;610780082;N9999;15;28;22.27;0;;;
SMURSAMU_P;2014;610000069;610780090;M9999;;3;2.3;1;;;
SMURSAMU_P;2014;610000069;610780090;N1220;;1;0.2;1;;;
SMURSAMU_P;2014;610000069;610780090;N2120;;1;0.2;1;;;
SMURSAMU_P;2014;610000069;610780090;N2223;5;1;5.87;0;;;
SMURSAMU_P;2014;610000069;610780090;N5140;3;;3;1;;;
SMURSAMU_P;2014;610000069;610780090;N9999;8;3;9.27;0;;;
SMURSAMU_P;2014;610000077;610780124;M9999;4;;1.6;1;;;
SMURSAMU_P;2014;610000077;610780124;N1220;1;;0.1;1;;;
SMURSAMU_P;2014;610000077;610780124;N2120;1;;0.25;1;;;
SMURSAMU_P;2014;610000077;610780124;N2223;4;;1.6;1;;;
SMURSAMU_P;2014;610000077;610780124;N5140;3;;3;0;;;
SMURSAMU_P;2014;610000119;610780165;M9999;5;1;4;1;0;0;0
SMURSAMU_P;2014;610000119;610780165;N2223;4;0;4;1;0;0;0
SMURSAMU_P;2014;610000119;610780165;N2500;1;1;1.8;;0;0;0
SMURSAMU_P;2014;610000119;610780165;N5140;3;0;2.34;1;;;
SMURSAMU_P;2014;610000119;610780165;N9999;8;1;8.24;1;0;0;0
SMURSAMU_P;2014;610780108;610790594;M9999;;1;0.21;0;;;
SMURSAMU_P;2014;610780108;610790594;N2223;5;4;3;0;;;
SMURSAMU_P;2014;610780108;610790594;N2500;8;2;3;;;;
SMURSAMU_P;2014;610780108;610790594;N9999;13;6;6;0;;;
SMURSAMU_P;2014;610780116;610790594;M9999;3;2;2.49;1;;;
SMURSAMU_P;2014;610780116;610790594;N2120;;1;0.25;1;;;
SMURSAMU_P;2014;610780116;610790594;N2223;12;2;3.03;1;;;
SMURSAMU_P;2014;610780116;610790594;N2500;13;;3.36;;;;
SMURSAMU_P;2014;610780116;610790594;N9999;27;2;6.69;1;;;
SMURSAMU_P;2014;620000034;620100057;M9999;;29;10.32;1;;29;9.06
SMURSAMU_P;2014;620000034;620100057;MREG;;11;3.81;1;;29;9.06
SMURSAMU_P;2014;620000034;620100057;N2120;0;1;0.75;;1;0;1
SMURSAMU_P;2014;620000034;620100057;N2223;12;4;14.21;;;;
SMURSAMU_P;2014;620000034;620100057;N5140;13;1;13.9;;52;2;53.42
SMURSAMU_P;2014;620000034;620100057;N9999;25;6;29.17;;53;2;55.23
SMURSAMU_P;2014;620000224;620100651;M9999;10;4;2.78;1;;;
SMURSAMU_P;2014;620000224;620100651;N2120;1;;0.05;1;;;
SMURSAMU_P;2014;620000224;620100651;N2223;9;3;6.12;0;;;
SMURSAMU_P;2014;620000224;620100651;N2620;2;;1.92;;;;
SMURSAMU_P;2014;620000224;620100651;N5140;6;;6;;;;
SMURSAMU_P;2014;620000257;620100685;M9999;7;;6.5;1;;;
SMURSAMU_P;2014;620000257;620100685;N1220;;;;1;;;
SMURSAMU_P;2014;620000257;620100685;N2120;2;;1;1;;;
SMURSAMU_P;2014;620000257;620100685;N2223;11;3;13.18;0;;;
SMURSAMU_P;2014;620000257;620100685;N2500;5;0;4.33;;;;
SMURSAMU_P;2014;620000257;620100685;N2620;;;;1;;;
SMURSAMU_P;2014;620000257;620100685;N3120;;;;1;;;
SMURSAMU_P;2014;620000257;620100685;N5140;8;;8;0;;;
SMURSAMU_P;2014;620000349;620101360;M9999;9;1;4.35;;;;
SMURSAMU_P;2014;620000349;620101360;N2120;;;0.05;;;;
SMURSAMU_P;2014;620000349;620101360;N2223;9;1;5.7;;;;
SMURSAMU_P;2014;620000349;620101360;N2500;1;;1;;;;
SMURSAMU_P;2014;620000349;620101360;N5140;5;;5;;;;
SMURSAMU_P;2014;620000349;620101360;N9999;15;1;10.75;;;;
SMURSAMU_P;2014;620000653;620103440;M9999;10;4;4.6;1;;;
SMURSAMU_P;2014;620000653;620103440;N2223;7;;3.24;1;;;
SMURSAMU_P;2014;620003202;620103432;M9999;3;0;3;;;;
SMURSAMU_P;2014;620003202;620103432;N2223;3;3;3.72;;;;
SMURSAMU_P;2014;620003202;620103432;N5140;1;0;1;;;;
SMURSAMU_P;2014;620003202;620103432;N9999;4;3;4.72;;;;
SMURSAMU_P;2014;630000404;630780989;M9999;6;0;5.66;;3;0;2.3
SMURSAMU_P;2014;630000404;630780989;MREG;2;0;1.65;;3;0;2.3
SMURSAMU_P;2014;630000404;630780989;N1220;2;;2.16;;20;2;20.96
SMURSAMU_P;2014;630000404;630780989;N2120;1;0;0.99;;0;0;0
SMURSAMU_P;2014;630000404;630780989;N2223;14;3;15.7;;;;
SMURSAMU_P;2014;630000404;630780989;N2500;1;0;0.05;;2;0;1.91
SMURSAMU_P;2014;630000404;630780989;N5140;21;0;20.75;;0;0;0
SMURSAMU_P;2014;630000404;630780989;N9999;39;3;39.65;;22;2;22.87
SMURSAMU_P;2014;630000412;630780997;M9999;0;3;0.65;1;;;
SMURSAMU_P;2014;630000412;630780997;N2223;3;;3;1;;;
SMURSAMU_P;2014;630000412;630780997;N2500;4;2;5.3;;;;
SMURSAMU_P;2014;630000412;630780997;N9999;7;2;8.3;;;;
SMURSAMU_P;2014;630000420;630781003;N5140;5;1;5.8;;;;
SMURSAMU_P;2014;630000438;630781011;M9999;4;6;6;0;;;
SMURSAMU_P;2014;630000446;630781029;M9999;7;2;4.38;1;;;
SMURSAMU_P;2014;630000446;630781029;N1220;;1;0.8;1;;;
SMURSAMU_P;2014;630000446;630781029;N2120;1;;0.1;1;;;
SMURSAMU_P;2014;630000446;630781029;N2223;10;;2.5;1;;;
SMURSAMU_P;2014;630000446;630781029;N2500;3;3;5;;;;
SMURSAMU_P;2014;640000162;640780417;M9999;5;2;6.9;1;4;0;4.33
SMURSAMU_P;2014;640000162;640780417;MREG;0;0;0;1;4;0;4.33
SMURSAMU_P;2014;640000162;640780417;N1220;0;0;0;;14;2;15.35
SMURSAMU_P;2014;640000162;640780417;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2014;640000162;640780417;N2223;10;0;9.31;0;0;0;0.31
SMURSAMU_P;2014;640000162;640780417;N2500;2;0;2;;0;0;0.33
SMURSAMU_P;2014;640000162;640780417;N5140;8;0;8;0;0;0;0
SMURSAMU_P;2014;640000162;640780417;N9999;20;0;19.31;;14;2;16
SMURSAMU_P;2014;640000402;640780813;M9999;0;9;4.43;1;;;
SMURSAMU_P;2014;640000402;640780813;N1220;;4;0.1;1;;;
SMURSAMU_P;2014;640000402;640780813;N2120;;1;0.5;1;;;
SMURSAMU_P;2014;640000402;640780813;N2223;5;3;6.01;1;;;
SMURSAMU_P;2014;640000402;640780813;N2620;;;;1;;;
SMURSAMU_P;2014;640000402;640780813;N5140;6;;6;1;;;
SMURSAMU_P;2014;640000402;640780813;N9999;;;;1;;;
SMURSAMU_P;2014;640000410;640780821;M9999;3;1;3.8;1;;;
SMURSAMU_P;2014;640000410;640780821;N2120;1;;0.5;1;;;
SMURSAMU_P;2014;640000410;640780821;N2223;3;2;4.68;1;;;
SMURSAMU_P;2014;640000410;640780821;N5140;6;;6;1;;;
SMURSAMU_P;2014;640000410;640780821;N9999;10;2;11.18;1;;;
SMURSAMU_P;2014;640000600;640781290;M9999;9;2;6.61;1;9;1;5.91
