BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO;SEJ0_NEO;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;TRANS3;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2014;620100099;620014779;NIV1;;21;;;;4;1344;121;0;0;0;0;0;0;5417;0;0;0;1005;4687;221;1231;0;998;0;7;4;15;;1012;;;;5;0;0;0;;0;0;;0;0;0
PERINAT;2014;620100735;620000265;NIV1;;40;;;;4;1465;113;0;0;0;0;0;0;6022;0;0;0;939;4563;294;1734;0;929;0;10;8;18;;941;;;;6;0;1;3;14;0;0;;6;0;0
PERINAT;2014;620118513;620002915;NIV1;;30;;;;4;1446;40;0;0;0;0;0;0;6557;0;0;0;1135;5859;284;1956;0;1119;0;16;5;19;;1151;;;;11;0;0;0;;0;0;;5;1;141
PERINAT;2014;630000412;630780997;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286;3363;70;;;1;9;14;9;0;;0;0;
PERINAT;2014;630000420;630781003;NIV1;;17;0;;;2;916;97;0;0;0;0;0;0;3474;0;0;0;644;3108;113;671;0;639;0;5;7;5;0;653;4732;2893;18;9;0;1;203;270;144;12;0;21;0;0
PERINAT;2014;630000446;630781029;NIV1;;16;;;;2;636;45;0;0;0;0;0;0;2547;0;0;0;485;2251;85;539;0;480;0;5;2;9;;490;1228;3160;;22;0;1;111;114;84;4;;1;0;0
PERINAT;2014;630781268;630780989;NIV3;;72;33;12;10;9;4963;364;651;5;253;6;329;24;23143;11850;4183;3047;3788;20214;673;5010;10;3690;3;98;39;7;7;3942;10872;19484;212;30;1;1;1138;1186;320;85;7;26;1;607
PERINAT;2014;630781839;630000826;NIV2;;71;6;;;6;2930;349;180;19;0;0;0;0;12079;1003;0;0;2192;10670;475;2971;1;2162;0;30;11;14;;2223;;;;13;0;1;270;278;126;9;;29;1;308
PERINAT;2014;640000162;640780417;NIV3;INT;35;10;4;6;5;2934;168;562;53;204;10;137;6;12467;3494;1415;1754;2321;11071;362;2801;27;2268;3;53;19;6;;2384;12208;5949;;182;311;1;627;656;208;66;1;14;0;0
PERINAT;2014;640000402;640780813;NIV1;;0;;;;0;377;45;0;0;0;0;0;0;1400;0;0;0;281;1282;49;305;0;280;0;1;1;5;;285;2017;1814;1464;20;0;1;53;46;36;1;0;1;0;0
PERINAT;2014;640000600;640781290;NIV3;;30;11;3;6;4;2007;163;259;8;67;0;200;17;8707;2642;879;1501;1487;7257;301;2266;52;1439;1;48;8;0;;1535;11109;3920;339;132;0;1;716;663;212;40;0;24;0;0
PERINAT;2014;640015921;640780821;NIV1;;15;;;;3;427;48;0;0;0;0;0;0;1792;0;0;0;314;1526;57;362;0;311;0;3;0;5;0;320;127;3328;;7;0;1;77;107;47;3;;23;0;0
PERINAT;2014;640017646;640017638;NIV1;;10;;;;2;318;36;0;0;0;0;0;0;1121;0;0;0;236;1017;55;308;1;236;0;0;0;2;;239;4378;7836;;6;0;1;11;;11;0;;0;0;0
PERINAT;2014;640780482;640012209;NIV1;;17;;;;4;1415;124;0;0;0;0;0;0;5284;0;0;0;1163;4838;261;1418;0;1144;0;19;4;1;;1182;;;;29;0;1;190;213;0;5;;4;1;228
PERINAT;2014;640780755;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;1344;;;;0;;;;;;;0;
PERINAT;2014;640780946;640000469;NIV1;;39;;;;5;2107;153;0;0;0;0;0;0;9087;0;0;0;1707;8098;308;1980;1;1688;0;19;6;10;;1728;;;;34;0;1;119;154;102;1;;20;1;429
PERINAT;2014;650000045;650780158;NIV1;;15;;;;2;319;45;0;0;0;0;0;0;1202;0;0;0;208;1076;42;287;0;208;0;0;1;0;;209;;;;2;0;1;96;104;70;2;;0;0;0
PERINAT;2014;650000417;650783160;NIV2;EXT;21;6;3;;3;1303;102;204;21;57;15;0;0;5493;1693;129;0;943;4724;230;1541;23;920;2;23;2;6;;983;11230;1796;287;11;0;1;302;319;196;24;;27;0;0
PERINAT;2014;650780679;650000243;NIV1;;23;;;;3;1177;103;0;0;0;0;0;0;4667;0;0;0;905;4204;173;1014;0;896;0;9;1;0;;917;;;;8;0;1;207;131;109;9;;1;0;0
PERINAT;2014;650784218;650780174;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2010;1739;61;0;0;1;35;45;26;0;0;3;0;0
PERINAT;2014;660000084;660780180;NIV3;;44;22;5;6;4;2950;458;577;17;211;14;187;16;13172;7503;1622;2224;1863;10512;388;3706;15;1796;3;67;21;11;49;1960;11107;3288;521;60;4;1;1394;1331;1032;89;;67;0;0
PERINAT;2014;660780669;660000324;NIV1;;48;;;;4;2096;144;0;0;0;0;0;0;8821;0;0;0;1663;7772;317;1893;0;1655;0;8;4;15;;1683;;;;18;0;1;263;290;161;2;;9;0;0
PERINAT;2014;660780784;660000407;NIV1;;24;;;;3;1647;135;0;0;0;0;0;0;6627;0;0;0;1238;6055;242;1491;1;1228;0;10;4;0;;1248;;;;11;0;1;105;149;31;4;;2;1;220
PERINAT;2014;670000082;670780147;NIV1;;30;;;;6;1857;197;0;0;0;0;0;0;6948;0;0;0;1470;6330;289;1524;6;1456;1;14;3;7;;1484;;;;45;0;1;203;192;144;8;;3;0;0
PERINAT;2014;670000157;670780337;NIV2;;43;10;4;0;5;2561;233;392;17;171;7;0;0;10838;2714;649;0;1634;8192;327;2435;1;1606;1;28;11;6;;1670;24458;6573;;28;0;1;374;331;281;27;;22;0;0
PERINAT;2014;670000165;670780345;NIV2;;16;4;;;3;1338;169;182;15;0;0;0;0;4602;1043;0;0;902;4034;193;1248;0;889;0;13;5;5;;912;;;;27;0;1;168;158;131;11;;10;0;0
PERINAT;2014;670000215;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;301;620;55;;;0;;;;;;;0;
PERINAT;2014;670000272;670780543;NIV1;;10;;;;2;442;47;0;0;0;0;0;0;1830;0;0;0;346;1535;67;356;0;345;0;1;1;4;;348;7711;3662;;15;0;1;56;68;42;1;;0;0;0
PERINAT;2014;670000397;670780691;NIV2;;26;4;;;3;1612;169;208;14;0;0;0;0;6244;744;0;0;1219;5707;193;1206;1;1207;0;12;4;18;;1232;;4495;20;53;0;1;220;227;210;12;0;2;0;0
PERINAT;2014;670000405;670780709;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;414;84;;;1;19;13;19;0;;0;0;
PERINAT;2014;670780113;670780055;NIV2;;58;6;;;9;4354;275;539;23;0;0;0;0;17938;2510;0;0;3455;16335;553;4009;0;3395;4;60;42;1;;3432;7904;8845;;237;52;1;1044;814;877;32;7;37;1;971
PERINAT;2014;670780170;670000116;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;0;0;;0;0;
PERINAT;2014;670780212;670014604;NIV2;;38;6;;;6;2217;142;292;18;0;0;0;0;9432;954;0;0;1798;8584;443;2793;26;1784;0;14;1;9;;1812;;3592;;49;2;0;0;;0;0;;0;0;0
PERINAT;2014;670783273;670780055;NIV3;EXT;59;37;18;16;9;4088;308;975;35;534;39;467;63;19871;11395;5387;4159;2847;15923;680;6172;5;2717;7;130;38;1;;2894;18492;7795;;111;31;1;771;1064;700;39;7;22;0;0
PERINAT;2014;670798636;670014604;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2014;680000320;680000643;NIV2;;42;6;0;0;4;2545;160;196;11;0;0;0;0;10406;921;0;0;1990;9411;420;2577;0;1966;0;24;5;19;;2024;677;3119;478;20;0;0;0;;0;0;;2;0;0
PERINAT;2014;680000494;680000643;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;1;317
PERINAT;2014;680000544;680000395;NIV1;;10;;;;2;594;75;0;0;0;0;0;0;2125;0;0;0;456;2003;102;602;0;451;0;5;2;5;;463;;1591;107;11;0;1;94;59;71;5;0;0;0;0
PERINAT;2014;680000601;680000437;NIV1;;10;;;;3;644;62;0;0;0;0;0;0;2352;0;0;0;412;1958;93;552;0;410;0;2;1;13;;415;4035;3287;;9;0;1;94;93;69;7;;7;0;0
PERINAT;2014;680000627;680000486;NIV3;EXT;58;25;9;6;8;4295;352;627;10;173;0;233;26;19362;7575;3004;2228;2965;16267;638;5336;10;2898;6;67;25;4;4;3078;28846;2784;;30;9;1;1097;1204;957;71;8;12;0;0
PERINAT;2014;680000700;680001005;CPPR;;1;;;;;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;12;22;12;0;;0;0;0
PERINAT;2014;680001195;680016011;NIV1;;20;;;;3;934;51;0;0;0;0;0;0;3474;0;0;0;796;3255;140;755;0;791;0;5;2;5;;801;7662;5339;437;31;0;0;0;;0;0;;0;0;0
PERINAT;2014;680001245;680000973;NIV2;INT;46;18;6;;5;2726;258;387;19;118;14;0;0;11175;3906;1607;0;2010;9892;379;2591;0;1974;1;36;11;7;;2051;19121;16691;171;33;0;1;482;572;277;48;;3;0;0
PERINAT;2014;680020088;680020062;NIV1;;10;;;;2;167;16;0;0;0;0;0;0;626;0;0;0;109;529;34;201;0;109;0;0;1;0;;111;;;;2;0;0;0;;0;0;;0;0;0
PERINAT;2014;690000013;690780036;NIV1;;14;;;;3;1342;98;0;0;0;0;0;0;4725;0;0;0;1029;4175;158;974;1;1028;0;1;4;9;0;1039;;5059;99;71;0;1;117;106;68;3;;2;0;0
PERINAT;2014;690000021;690780044;NIV1;;23;;;;4;1774;174;0;0;0;0;0;0;7211;0;0;0;1326;6271;322;1991;5;1319;0;7;3;23;;1336;4738;2161;247;10;0;1;221;172;161;5;;0;0;0
PERINAT;2014;690000575;690782222;NIV2;;26;15;9;;4;2369;120;385;28;212;9;0;0;10597;4992;2384;0;1818;8780;354;2747;4;1787;0;31;13;12;;1868;11932;4702;;39;0;1;288;264;157;14;;1;0;0
PERINAT;2014;690000625;690782271;CPPR;;;;;;;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1840;3660;;0;0;1;73;90;36;1;0;0;0;0
PERINAT;2014;690007539;690781810;NIV3;;93;36;18;14;8;6276;660;632;11;443;21;516;24;30889;12774;6459;4767;4364;25591;987;8766;49;4157;12;207;103;12;;4618;16972;48101;;146;2;1;1254;1371;673;152;;111;1;1384
PERINAT;2014;690022959;690000732;NIV2;;78;15;;;8;5518;361;449;28;0;0;0;0;25894;4901;0;0;4440;23011;1203;8520;27;4352;3;88;9;22;;4528;;;;27;0;1;511;;213;14;2;17;1;698
PERINAT;2014;690780150;690000104;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2950;1434;16;;;0;;;;;;;0;
PERINAT;2014;690780358;690000195;NIV2;;70;9;;;10;3486;268;311;16;0;0;0;0;14149;2566;0;0;2910;12398;543;3560;40;2848;1;62;3;148;;2993;;;;32;1;0;0;;0;0;;5;1;755
PERINAT;2014;690780390;690000229;NIV1;;18;;;;3;814;67;0;0;0;0;0;0;3198;0;0;0;614;2823;134;918;0;611;0;3;0;2;;619;;;;3;0;0;0;;0;0;;0;0;0
PERINAT;2014;690780416;690031190;NIV1;;30;0;0;0;5;2188;103;0;0;0;0;0;0;8749;0;0;0;1804;7832;408;2620;1;1782;1;22;11;19;;1826;;;;53;0;1;151;162;59;7;;0;0;0
PERINAT;2014;690782834;690000724;NIV1;;20;;;;4;925;60;0;0;0;0;0;0;3377;0;0;0;751;3032;134;707;5;745;0;6;5;8;;761;;;;3;0;0;0;;0;0;;0;1;418
PERINAT;2014;690783154;690781810;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1675;1832;464;46;12;0;0;0
PERINAT;2014;690784137;690781810;NIV2;;38;18;6;0;4;3175;537;338;16;278;14;0;0;13303;7030;2358;0;1981;10630;494;3765;41;1936;4;45;20;12;;2099;5890;9748;13;17;1;1;400;563;146;86;;25;0;0
PERINAT;2014;690784152;690781810;NIV3;EXT;76;36;18;15;7;5322;579;623;12;354;11;330;9;24413;12175;6209;5175;4053;20613;814;6432;62;3927;7;126;51;16;;4209;8188;19939;;56;1;1;983;869;377;99;;76;0;0
PERINAT;2014;690805361;690805353;NIV1;;21;0;0;0;4;1949;184;0;0;0;0;0;0;6374;0;0;0;1578;5955;225;1082;2;1572;0;6;7;7;0;1584;7167;2590;102;32;0;0;0;;0;0;;3;0;0
PERINAT;2014;690807367;690003447;NIV1;;20;;;;3;1338;80;0;0;0;0;0;0;5357;0;0;0;1083;4641;197;1200;0;1068;0;15;2;10;;1098;;;;15;0;0;0;;0;0;;1;0;0
PERINAT;2014;690807599;690006598;NIV1;;22;0;0;0;4;1688;67;0;0;0;0;0;0;6448;0;0;0;1392;5852;253;1474;5;1383;0;9;7;5;0;1409;8099;6794;199;84;0;1;125;145;66;2;0;1;0;0
PERINAT;2014;700000029;700004591;NIV2;;25;6;;;4;1740;132;133;10;0;0;0;0;7062;1450;0;0;1121;5617;169;1185;0;1114;0;7;8;7;;1139;12564;20093;;9;0;1;137;209;17;33;3;3;0;0
PERINAT;2014;700780059;700004591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;10;5;0;;0;0;
PERINAT;2014;700780208;700004591;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;11;25;11;0;;0;0;
PERINAT;2014;710010067;710780644;NIV1;;15;;;;2;833;71;0;0;0;0;0;0;3088;0;0;0;622;2792;115;699;0;612;0;10;5;12;;632;;;;15;0;1;158;138;127;12;;11;0;0
PERINAT;2014;710010786;710781451;NIV1;;10;;;;3;415;31;0;0;0;0;0;0;1610;0;0;0;315;1464;67;388;0;313;0;2;1;6;;319;3099;695;;1;0;1;77;89;34;5;0;0;0;0
PERINAT;2014;710978263;710780958;NIV2;;42;14;7;;1;2669;240;358;12;197;9;0;0;10570;4348;2377;0;1928;8898;314;2073;9;1901;1;27;9;4;;1961;7072;9586;177;14;21;1;413;392;76;27;;7;0;0
PERINAT;2014;710978289;710780263;NIV2;;44;10;3;;4;2095;126;266;57;103;7;0;0;8807;2176;799;0;1633;7882;217;1551;5;1616;1;17;8;5;0;1655;9726;4527;321;18;0;1;422;442;225;23;0;8;0;0
PERINAT;2014;710978313;710976705;CPPR;;;;;;;10;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;91;122;61;4;;0;0;0
PERINAT;2014;710978347;710781204;NIV1;;23;;;;4;1291;95;0;0;0;0;0;0;4710;0;0;0;892;3817;179;1098;2;880;0;12;1;6;;908;10224;5895;169;129;0;1;83;76;38;5;;0;0;0
PERINAT;2014;720000033;720000025;NIV3;;82;24;6;8;9;5371;724;605;25;159;4;203;9;21725;6082;1697;1954;3894;19354;604;4400;30;3816;2;78;35;0;;3997;2464;10917;342;56;0;1;1002;1101;332;119;1;21;0;0
PERINAT;2014;720000231;720000637;NIV2;;41;12;3;;11;2492;186;273;6;115;5;0;0;10150;2860;604;0;1878;8922;517;3211;1;1841;0;37;7;5;;1942;;;;15;0;1;90;71;48;4;;21;1;370
PERINAT;2014;720016179;720016724;NIV1;;22;;;;3;989;145;0;0;0;0;0;0;3576;0;0;0;625;3075;121;858;0;621;0;4;1;4;;633;3180;3560;138;5;0;1;108;104;47;2;;0;0;0
PERINAT;2014;730000031;730000015;NIV3;;72;18;6;10;7;4345;329;615;9;266;14;292;18;19894;6563;2223;2911;3284;16596;723;5740;29;3207;2;77;23;2;;3405;;;;96;1;1;430;393;110;48;0;29;0;0
PERINAT;2014;730000080;730780103;NIV1;;12;;;;2;410;63;0;0;0;0;0;0;1480;0;0;0;304;1379;47;291;0;303;0;1;0;2;;306;2283;451;47;3;0;1;87;89;67;3;0;2;0;0
PERINAT;2014;730000098;730780111;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;80;88;47;4;0;0;0;0
PERINAT;2014;730000247;730780525;NIV1;;12;;;;2;349;39;0;0;0;0;0;0;1279;0;0;0;254;1191;44;288;0;254;0;0;1;4;;254;3620;1402;19;1;0;1;112;117;93;1;2;4;0;0
PERINAT;2014;730000262;730002839;NIV2;;26;6;;;3;1449;176;462;32;0;0;0;0;5694;2060;0;0;1015;4982;225;1382;5;1003;0;12;10;9;;1032;5421;4533;;21;0;1;271;270;159;22;1;11;0;0
PERINAT;2014;740000237;740781133;NIV2;;40;18;6;;5;3322;132;469;13;148;9;0;0;15344;6331;1519;0;2638;13657;475;3389;8;2568;0;70;27;9;43;2711;6030;6887;690;59;0;1;707;690;238;80;8;30;0;0
PERINAT;2014;740000302;740781133;NIV1;;25;;;;3;1222;107;0;0;0;0;0;0;4619;0;0;0;907;4041;159;1013;1;903;0;4;9;9;1;911;;6166;651;49;0;1;320;412;260;4;0;3;0;0
PERINAT;2014;740000328;740790381;NIV2;;29;6;;;4;2031;169;231;11;0;0;0;0;7637;2072;0;0;1571;6970;316;1865;0;1536;0;35;18;12;;1609;9913;12901;379;66;0;1;444;437;351;20;2;13;0;0
PERINAT;2014;740014345;740000617;NIV1;;27;0;0;0;7;1627;192;0;0;0;0;0;0;6208;0;0;0;1251;5617;353;1912;0;1241;0;10;0;8;0;1268;;;;23;0;1;174;191;105;1;0;0;0;0
PERINAT;2014;740780424;740000120;NIV1;;30;;;;4;1616;145;0;0;0;0;0;0;6349;0;0;0;1362;6107;237;1342;0;1349;0;13;9;11;;1379;;;;28;0;1;18;46;0;1;;19;0;0
PERINAT;2014;740781141;740790258;NIV2;;35;12;;;7;2381;144;385;34;0;0;0;0;10543;3409;0;0;1892;9329;303;2119;6;1847;1;45;12;19;;1940;6430;43287;2535;49;0;1;405;405;267;40;0;9;1;369
PERINAT;2014;740781166;740001839;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219;;;;0;;;;;;;0;
PERINAT;2014;740781224;740001839;NIV2;;28;6;;;4;1789;206;193;29;0;0;0;0;7208;1498;0;0;1298;6275;251;1788;0;1280;0;18;9;5;0;1321;6880;5261;145;15;1;1;302;242;245;9;;11;0;0
PERINAT;2014;750000523;750150120;NIV2;;42;21;6;;6;4200;669;663;79;244;12;0;0;14055;6876;2257;0;3156;12943;602;3114;9;3113;0;43;8;20;;3199;;;;106;82;0;0;;0;0;;2;0;0
PERINAT;2014;750100042;750712184;NIV2;;39;9;;;5;3641;165;514;19;0;0;0;0;15190;2963;0;0;2690;12558;594;3792;1;2667;1;23;30;17;;2723;25682;22781;94;88;0;1;1151;1086;767;44;1;5;0;0
PERINAT;2014;750100075;750712184;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2944;;;0;0;1;618;552;189;91;5;0;0;0
PERINAT;2014;750100109;750712184;NIV3;;63;41;15;8;7;5415;410;1042;37;374;8;333;7;23096;13750;5345;2736;3867;19673;887;6531;25;3669;10;198;87;3;4;6667;19946;27958;69;164;1;1;447;370;160;74;41;127;1;184
PERINAT;2014;750100125;750712184;NIV2;;41;9;;;3;3326;527;367;17;0;0;0;0;12632;3020;0;0;2308;11466;652;4206;3;2263;2;45;22;34;;2367;7698;15132;1957;99;0;1;1115;1081;366;129;3;12;0;0
PERINAT;2014;750100166;750712184;NIV3;INT;100;63;21;21;13;8532;1347;1126;63;474;34;556;39;34836;11168;6029;8789;5254;28794;1378;10871;21;4998;22;256;82;5;;5603;26623;20002;;196;1;1;2131;2219;925;253;65;116;1;977
PERINAT;2014;750100208;750712184;NIV3;EXT;45;60;24;16;6;3874;167;1078;61;538;12;515;7;15448;13959;8053;5012;3079;14013;1016;5936;3;2856;26;223;138;1;;3361;7291;17766;924;204;0;0;0;0;0;0;0;121;0;0
PERINAT;2014;750100232;750712184;NIV2;;37;12;3;0;4;3427;449;454;17;100;9;0;0;13685;3499;645;0;2168;10786;493;3270;0;2139;1;29;19;24;;2209;;;;28;0;1;746;714;281;82;27;8;1;376
PERINAT;2014;750100273;750712184;NIV2;;44;12;;;6;3599;171;526;8;0;0;0;0;15031;3616;0;0;2573;12367;632;3875;0;2525;1;48;29;14;;2645;7638;11411;0;87;0;1;689;630;449;36;1;11;1;783
PERINAT;2014;750150013;750811887;NIV1;;48;0;0;0;6;3549;243;0;0;0;0;0;0;14747;0;0;0;3084;14069;534;3056;29;3071;0;13;7;17;;3107;19949;22903;2234;128;0;1;1121;1104;415;145;35;0;1;949
PERINAT;2014;750150104;750720476;NIV1;;30;;;;4;2419;184;0;0;0;0;0;0;9001;0;0;0;2119;8776;418;1955;0;2111;0;8;17;3;;2130;;;;48;0;1;500;489;168;4;;14;1;373
PERINAT;2014;750150260;750006728;NIV1;;37;;;;5;2884;291;0;0;0;0;0;0;9962;0;0;0;2401;9590;451;2186;2;2386;0;15;1;25;;2420;8206;11071;;45;659;0;0;;0;0;;12;1;730
PERINAT;2014;750300410;750000770;NIV1;;32;;;;4;1304;173;0;0;0;0;0;0;4302;0;0;0;1067;4164;236;1145;0;1066;0;1;0;5;;1089;;;;50;0;1;331;349;20;20;1;0;0;0
PERINAT;2014;750300667;750000838;NIV2;;52;6;;;7;2999;70;262;5;0;0;0;0;15740;1784;0;0;2797;15297;761;4915;1;2766;1;31;6;18;;2828;;;;6;0;0;0;;0;0;;1;0;0
PERINAT;2014;750300840;750000903;NIV1;;24;0;0;0;4;1829;404;0;0;0;0;0;0;5888;0;0;0;1303;5630;545;2671;0;1287;0;16;0;11;;1327;;;;30;0;1;103;114;24;6;3;16;1;1231
PERINAT;2014;750300931;750000978;NIV1;;35;0;0;0;5;1922;280;0;0;0;0;0;0;6983;0;0;0;1544;6781;465;2406;1;1527;0;17;0;12;0;1564;0;0;0;19;0;1;125;148;0;3;5;21;0;0
PERINAT;2014;750301145;750001042;;;1;;;;;33;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;265;276;120;7;;0;0;0
PERINAT;2014;750803447;750712184;;;0;;;;;18;9;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;320;335;0;68;;1;0;0
PERINAT;2014;750803454;750712184;NIV3;INT;60;42;18;12;7;4291;428;1231;52;571;49;580;60;17917;8997;3561;5833;2971;14888;516;3969;37;2829;12;142;69;3;;3147;30927;13023;;181;2;1;131;106;2;44;;129;0;0
PERINAT;2014;760000018;760780023;NIV2;;19;6;;;3;1218;54;174;10;0;0;0;0;5094;1085;0;0;934;4489;181;1232;0;922;0;12;4;6;;946;2018;6469;;9;0;1;189;259;72;16;;3;0;0
PERINAT;2014;760000158;760780239;NIV3;;66;53;27;;6;4635;640;1022;32;798;40;0;0;19901;14669;8539;0;2677;16255;629;5644;33;2575;11;102;41;1;;2848;18041;14417;19;30;0;1;773;839;196;88;20;164;1;357
PERINAT;2014;760000182;760780262;NIV2;;70;14;;;7;5655;1255;649;5;0;0;0;0;20783;4574;0;0;3569;18447;524;3792;1;3531;1;38;31;10;;3621;11560;20013;348;156;314;1;741;690;338;69;40;18;0;0
PERINAT;2014;760000364;760780734;NIV1;;21;;;;2;1230;87;0;0;0;0;0;0;4513;0;0;0;601;3406;125;991;0;595;0;6;2;4;;608;7243;2852;;4;0;1;147;118;61;12;;1;0;0
PERINAT;2014;760000372;760780742;NIV1;;18;0;0;0;3;966;93;0;0;0;0;0;0;3813;0;0;0;742;3532;139;846;0;742;0;0;4;7;15;746;6638;3371;594;3;0;1;133;132;78;6;2;0;0;0
PERINAT;2014;760000463;760024042;NIV2;;38;8;;;5;2203;142;218;19;0;0;0;0;9068;1346;0;0;1587;7907;286;1747;2;1566;1;21;6;16;;1613;1533;10057;1597;15;0;1;382;420;198;31;1;2;0;0
PERINAT;2014;760021329;760000448;NIV1;;20;;;;3;1135;85;0;0;0;0;0;0;4286;0;0;0;804;3652;141;915;0;801;0;3;3;9;;807;;;;7;0;1;81;81;15;10;;0;0;0
PERINAT;2014;760025312;760000315;NIV2;;62;6;;;7;3435;166;242;3;0;0;0;0;15615;1755;0;0;2650;13926;501;3679;2;2608;3;42;13;23;;2692;;;;15;0;1;54;51;0;2;;21;1;646
PERINAT;2014;760780197;760000117;NIV1;;28;;;;4;890;65;0;0;0;0;0;0;3184;0;0;0;622;2752;130;714;0;619;1;3;4;5;;627;;;;9;0;1;36;91;18;2;5;1;0;0
PERINAT;2014;760780791;760000414;;;2;0;0;0;0;38;35;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;164;206;63;20;;0;0;0
PERINAT;2014;760805770;760780726;NIV3;;58;21;9;6;7;3880;182;604;34;182;20;143;12;15910;5833;2048;1248;3065;13974;619;3735;20;3006;2;59;27;8;;3151;5861;14160;600;333;497;1;492;457;333;78;3;30;1;231
PERINAT;2014;770000131;770110013;NIV2;;15;6;;;;1229;71;214;11;0;0;0;0;3971;1558;0;0;903;3416;172;903;4;894;0;9;5;6;;917;;;;147;0;1;180;213;141;2;;0;0;0
PERINAT;2014;770000149;770110021;NIV2;;26;12;4;;4;2319;255;466;16;204;16;0;0;9055;3479;1265;0;1654;7490;271;1797;5;1624;0;30;11;4;;1695;11123;4351;;59;0;1;321;386;298;25;5;11;0;0
PERINAT;2014;770000156;770110054;NIV2;;53;8;4;0;6;3772;222;486;37;312;29;0;0;14915;3728;1578;0;3002;13470;551;3538;3;2954;2;48;11;29;;3065;9927;7930;;72;0;1;561;609;356;54;10;0;0;0
PERINAT;2014;770000164;770110062;NIV1;;15;;;;2;1084;80;0;0;0;0;0;0;3848;0;0;0;670;3004;147;859;2;667;0;3;3;6;;673;;3854;;23;0;1;164;239;101;5;;0;0;0
PERINAT;2014;770000172;770110070;NIV2;;15;4;;;2;1068;150;208;11;0;0;0;0;3802;970;0;0;734;3278;144;912;0;725;0;9;2;9;;744;7605;5705;;17;0;1;112;190;35;10;;0;0;0
PERINAT;2014;770000446;770700185;NIV3;;48;18;6;6;6;3973;123;579;12;154;6;217;6;16750;4721;719;2100;3130;13049;710;4309;5;3049;4;81;17;7;3;3229;14348;5194;0;383;1;1;674;717;305;109;1;8;0;0
PERINAT;2014;770019032;770170017;NIV2;;42;15;3;0;6;4399;256;504;35;165;22;0;0;15382;5351;1049;0;3482;13451;742;3639;1;3418;3;64;13;19;;3563;12075;3415;0;491;319;1;495;575;140;31;14;0;0;0
PERINAT;2014;770300010;770004299;;;;;;;;96;88;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;281;309;164;5;;0;0;0
PERINAT;2014;770300143;770000362;;;;;;;;21;19;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;43;5;3;0;;1;0;0
PERINAT;2014;770300192;770000313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;0;0;0;0;0;
