BOR;AN;FI;ORG_E5;ORG_A1;ORG_A2;ORG_A3;FI_EJ;ORG_A4;ORG_A5;ORG_A6;ORG_A7;ORG_A8;ORG_A9;ORG_A10;ORG_A11;ORG_B1;ORG_C1;ORG_D1;ORG_B2;ORG_C2;ORG_D2;ORG_B3;ORG_C3;ORG_D3;ORG_B4;ORG_C4;ORG_D4;ORG_B5;ORG_C5;ORG_D5;ORG_B6;ORG_C6;ORG_D6;ORG_B7;ORG_C7;ORG_D7;ORG_B8;ORG_C8;ORG_D8;ORG_B9;ORG_C9;ORG_D9;ORG_B10;ORG_C10;ORG_D10;ORG_B11;ORG_C11;ORG_D11;ORG_A12;ORG_A13;ORG_A14;ORG_A15
ORG;2014;290005826;;;4;;290020700;;;3;;1;;1;;;;;B;C;D;;;;;;;;;;A;E;;;;;D;;;;;;C;D;;;;;;;;
ORG;2014;290014687;;;1;;290000306;1;2;;;3;;150;;;;;D;;;;;;H;;;D;A;;;;;;;;C;;;;;;A;C;D;;;;0;0;0;0
ORG;2014;290019777;;;;;290022508;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;G;;;;;;;
ORG;2014;290023431;;;;;290001049;;;;;;;21;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;B;;;;;;
ORG;2014;290025113;;;4;;290020700;;;3;;1;;1;;;;;B;C;D;;;;;;;;;;A;E;;;;;D;;;;;;C;D;;;;;;;;
ORG;2014;290025147;;;4;;290020700;;;3;;1;;1;;;;;B;C;D;;;;;;;;;;A;E;;;;;D;;;;;;C;D;;;;;;;;
ORG;2014;290029982;;;5;;290020700;;;3;;1;;1;;;;;B;C;D;;;;;;;;;;A;E;;;;;D;;;;;;C;D;;;;;;;;
ORG;2014;290034610;;;1;;290000306;1;2;;;3;;150;;;;;D;;;;;;H;;;D;A;;;;;;;;C;;;;;;A;C;D;;;;0;;;
ORG;2014;2A0000022;;;2;;2A0000014;1;;1;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;2A0000287;;1;1;;2A0000386;;;1;;;;;;C;D;;B;;;;;;;;;;;;;;D;;;;;;;;;;;C;;;;;0.5;;;
ORG;2014;2A0001988;;;;;2A0001848;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.05;0;0;0
ORG;2014;2A0002614;;;1;;2A0002606;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
ORG;2014;2B0000012;;;1;;2B0000020;1;;1;;;;281;;;;;B;;;;;;C;A;B;;;;C;;;;;;;;;;;;C;A;D;;;;1;0;0;0
ORG;2014;2B0000145;;;;;2B0000053;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.2;;2;1
ORG;2014;2B0000160;;;1;;2B0000087;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0.15;;0.15
ORG;2014;2B0004584;;;;;130016058;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;2B0005359;;0;1;0;2B0005342;1;0;0;0;1;0;;8;;;;B;;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;0.1;0;0;0.1
ORG;2014;300000023;;;2;;300780046;1;;;;;;;;;;;C;F;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;
ORG;2014;300000031;;1;1;;300780053;1;;;;;;7;;C;;;C;A;B;;;;C;A;B;;;;;;;;;;;;;;;;C;D;A;;;;0.29;3.1;1.25;0.6
ORG;2014;300000056;;;;;300780079;1;1;1;;;;;;;;;;;;;;;;B;;;;B;A;;;;;;;;;;;;;;;;;;;;;
ORG;2014;300000064;;;1;;300780087;1;;;;;;;;;;;D;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;0.3;2;6.77;0.86
ORG;2014;300000296;;;1;;300000296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.5;0
ORG;2014;300000478;;;1;;300781010;1;;1;;;;4;;;;;D;B;A;;;;B;A;;;;;A;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;300002169;;0;0;0;780020715;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;0;0;0;0
ORG;2014;300002805;;;;;300780038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;
ORG;2014;300007119;;;;;340000264;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.27;;;
ORG;2014;300007168;;;;;340000264;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;300010964;;;1;;300010931;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;300012309;;;1;;340784933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;300013745;;;;1;340784933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;300014040;;1;;;300014024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0;0
ORG;2014;300780111;;0;0;0;300016847;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;0.3
ORG;2014;300780137;;;;;920028396;;;;1;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;300780152;;;;2;300000114;;;;1;;;32;;;;;;;;C;D;B;;;;;;;;;;A;;;;;;;;;A;C;D;;;;0.3;;;
ORG;2014;300780210;;;;;300000148;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;B;;;;;;;
ORG;2014;300780244;;;;;300000171;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;G;C;;;;;;;
ORG;2014;300780764;;;;;300000429;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;B;;;;;0;0;0;0
ORG;2014;300782117;;1;3;6;300780038;1;;;1;4;;111;;C;D;;B;H;;C;D;E;H;C;;;;;;;;D;;;E;C;;;;;C;D;E;;;;1;18.5;;1
ORG;2014;300782125;;;;;300780038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;
ORG;2014;300786274;;;1;;300786266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;300787421;;;;;340000264;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.27;;;
ORG;2014;300788502;;;;;300788486;;;;1;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;310000310;;;1;1;310780671;;;;;;;;;;;;F;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.09;;1.32
ORG;2014;310000369;;;1;;310780754;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.8;1.6;
ORG;2014;310009279;;;;1;310780671;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;310013628;;;;;310786256;;;5;;;;;;;;;;;;;;;;;;;;;A;A;A;;;;;;;;;;;;;;;;0;0;0;1
ORG;2014;310014329;;;;;310781562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;;;;0;0;0;0
ORG;2014;310016977;;;2;1;310781406;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;5.2;3
ORG;2014;310021571;;;1;;310021563;;;;;;;3;1;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;D;D;A;;;1;;;1.3
ORG;2014;310780085;;;;;310000021;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;
ORG;2014;310780135;;;1;;310000054;;;;1;;;1;;;;;A;E;;;;;;;;;;;;;;D;;;;;;;;;A;;;;;;;;;
ORG;2014;310780234;;0;1;0;310000591;0;0;0;0;0;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.1;0;0;0
ORG;2014;310780259;;;;;310000096;;;;;;;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;E;;;;0.05;;;
ORG;2014;310780366;;;1;;310000153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1;2.8;0.3
ORG;2014;310781067;;;3;;310788898;;;1;2;;;;;;;;D;C;;;;;;;;;;;G;;;D;;;;;;;;;;;;;;;;2.45;16.79;8.1
ORG;2014;310781125;;1;;;310000419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20.99;16.89;4.1
ORG;2014;310781133;;;1;;310000427;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;310782347;;;5;;310789136;;;2;1;;;1;;;;;C;B;A;;;;;;;;;;C;E;;A;;;;;;;;;A;;;;;;1.2;;;1.2
ORG;2014;310783097;;;1;;750005068;;;;1;;;4;1;;;;B;;;;;;;;;;;;;;;A;;;;;;;;;C;;;A;;;0.3;0;0;0
ORG;2014;310784558;;;1;;310180013;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;310786702;;;1;;750043713;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;320000086;;;;1;320780117;;;1;1;;;;;;;;;;;C;;;;;;;;;E;;;D;;;;;;;;;;;;;;;0;;15.88;6.78
ORG;2014;320000094;;;;;320780125;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;B;;;0;0;0;0
ORG;2014;320000144;;1;;;320780174;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;320000177;;;;;320780208;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;320000185;;;;;320780216;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;C;;;;;;;
ORG;2014;320004328;;;;;750721334;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
ORG;2014;320784333;;;;;320000565;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;;;
ORG;2014;330000217;;0;0;0;330780347;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;330000332;;1;;;330780545;;;1;;;;62;17;B;;;;;;;;;;;;;;;C;;;;;;;;;;;;C;A;;C;;;;;;
ORG;2014;330000340;;;1;;330780552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04;0.5;0.2;0.2
ORG;2014;330000431;;;2;;330000431;;;;;;;;;;;;A;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;0.1
ORG;2014;330000555;;;;2;330781204;1;;;;;;;;;;;;;;F;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;330000571;;;1;;330781220;1;;;;;;62;;;;;D;;;;;;C;;;;;;;;;;;;;;;;;;C;G;A;;;;0.1;0.1;;
ORG;2014;330000589;;;2;;330027509;;;1;;;;43;;;;;D;C;;;;;;;;;;;A;;;;;;;;;;;;C;C;A;;;;0.15;1;;8.14
ORG;2014;330000597;;;;;330027509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;0.4;;6
ORG;2014;330000605;;;1;;330781253;;;;;;;225;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;;;;;;;
ORG;2014;330000613;;;1;;330781261;;;;;;;2;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;B;C;;;;;0.05;1;3.3;1.37
ORG;2014;330000639;;;1;;330781287;1;;;;;;289;;;;;C;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;
ORG;2014;330000647;;;2;;330781295;;;1;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;330000662;;;1;;330781329;;;;;;1;;;;;;D;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;0;0;0;0
ORG;2014;330000779;;;;2;330000779;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;0.2
ORG;2014;330780115;;;;;330000076;;;;1;;;2;1;;;;;;;;;;;;;;;;;;;D;;;;;;;;;D;;;A;;;0.5;0.2;0.2;0.2
ORG;2014;330780313;;;;;330000191;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;;
ORG;2014;330780479;;;;1;330000274;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;330780560;;0;0;0;330781386;0;0;0;0;0;0;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;A;A;;;0;0;0;0
ORG;2014;330780636;;;1;;330785072;;;;;;;3;;;;;G;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0.5;0;0
ORG;2014;330781303;;;1;;750821092;;;;;;;;;;;;A;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.91;0.77;1
ORG;2014;330781360;;;;;330781196;1;;;1;;;1500;;;;;;;;;;;C;A;D;;;;;;;C;;;;;;;;;;;;;;;5;;;
ORG;2014;330781691;;;;;330781691;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.4;1.9;0.25
ORG;2014;330783721;;;;;330781253;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;;;;;;;
ORG;2014;330783960;;;2;;750005068;;;;;;;3;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;;;;;;;
ORG;2014;330802778;;;;;310020383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0;0.1
ORG;2014;340000033;;;2;;340780055;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;44.8
ORG;2014;340000173;;;2;;340780451;;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;340000181;;;;;340780469;;2;;;;;;;;;;;;;;;;;;;B;D;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;340000207;;;1;;340780493;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.5;8.54;
ORG;2014;340000215;;;2;;340780519;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;340000223;;2;2;1;340011295;;;;1;;;32;;C;;;A;;;G;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;
ORG;2014;340000231;;;;;340780535;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;D;;;;0;0;0;0
ORG;2014;340000249;;;2;;340780543;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;340001064;;0;0;0;340013028;0;0;0;1;0;0;10;0;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;0.05;0;0;0
ORG;2014;340008176;;;;;340780469;;2;;;;;;;;;;;;;;;;;;;B;D;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;340008275;;;;;340780477;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;;;
ORG;2014;340009018;;;;;340008978;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;B;;;;0.1;0;0;0
ORG;2014;340010149;;;;;340010099;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;G;A;;;;0;;;
ORG;2014;340013119;;;;;340000264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;340013168;;1;;;340000264;;;;;;;13;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.27;0.46;6.7;
ORG;2014;340013218;;;;;340000264;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;340013259;;;1;;340000264;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;340013309;;;;;340000264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;340013358;;;;;340000264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;340013408;;;;;340000264;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;340013499;;;;;340000264;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;340017839;;;1;;340784933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;340019173;;2;;;340019165;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1.5
ORG;2014;340780147;;0;1;0;340000108;0;0;0;0;0;0;30;0;;;;B;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;340780154;;0;1;0;340000116;0;0;0;0;0;0;40;0;;;;B;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0;0
ORG;2014;340780212;;;1;;340796069;;;;;;;61;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0.26;;;
ORG;2014;340780220;;;2;;340796358;;;;;;;31;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;340780444;;;2;;340009893;;;1;;;;2;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;340780485;;;;;340780477;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;;;
ORG;2014;340780568;;1;;;340000256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;340780634;;;2;;340000272;;;;1;;;23;;;;;G;D;;;;;;;;;;;;;;A;;;;;;;;;D;C;;;;;0.1;0;0;1.9
ORG;2014;340780667;;;;;340000280;;;;2;;;;;;;;;;;;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;
ORG;2014;340780675;;12;4;;340000298;;;;;;;30;;D;C;;D;C;;;;;;;;;;;;;;;;;;;;;;;D;C;A;;;;0.15;;;
ORG;2014;340780717;;;;;340008150;;;;2;;;45;;;;;;;;;;;;;;;;;;;;B;D;;;;;;;;C;;;;;;;;;
ORG;2014;340780741;;1;;;340000348;;;;1;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;0;0;0.11
ORG;2014;340780758;;;;;340000355;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.23;0.5;0.1
ORG;2014;340780766;;;;;340000363;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;
ORG;2014;340780790;;;;;340000389;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0;0
ORG;2014;340780931;;0;0;0;340000454;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;340782002;;;;;340000629;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;340782036;;;;;340780477;;;;;;;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;;;
ORG;2014;340782085;;;;;340780477;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;;;
ORG;2014;340785161;;;5;;340780477;;;2;1;4;;26;;;;;E;C;D;;;;;;;;;;C;;;C;;;C;;;;;;C;;;;;;1;;;
ORG;2014;340789379;;;;;340001825;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;D;D;;;;0.15;;;
ORG;2014;340796093;;;1;;340796069;;;;;;;46;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0.14;;;
ORG;2014;340796663;;;;;340780477;;;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;;;
ORG;2014;350000071;;;;;750000218;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;;;;;;;;
ORG;2014;350000139;;;2;;350001137;;;;1;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;0.01;;;
ORG;2014;350000147;;;2;;350000022;1;;;1;;6;28;;;;;A;D;;;;;A;;;;;;;;;A;;;;;;A;C;D;A;C;;;;;1;;;20.5
ORG;2014;350000154;;;;2;350000030;;1;;;2;;98;;;;;;;;C;A;;;;;B;;;;;;;;;C;;;;;;C;A;G;;;;0;1.4;;
ORG;2014;350000162;;0;2;0;350000048;0;1;0;0;1;0;;;;;;A;B;;;;;;;;B;;;;;;;;;C;;;;;;;;;;;;0.2;1.04;0.58;1.35
ORG;2014;350000188;;;2;;350000055;;1;;;2;;39;;;;;A;D;;;;;;;;B;;;;;;;;;C;C;;;;;C;A;B;;;;0;0.2;;21.52
ORG;2014;350000204;;;;;350023248;;;;1;;;13;3;;;;;;;;;;;;;;;;;;;A;;;;;;;;;C;;;C;;;0.5;;;2
ORG;2014;350000212;;;;4;350000089;;;2;;;;29;;;;;;;;A;B;;;;;;;;A;;;;;;;;;;;;A;;;;;;;0;0;2.15
ORG;2014;350000337;;;1;;350000246;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350000360;;0;3;0;350048518;0;2;0;0;0;0;10;1;;;;B;A;;;;;;;;A;B;;;;;;;;;;;;;;C;A;;C;;;0;0;0;0
ORG;2014;350000410;;;4;;350002291;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;350000436;;;2;;350002317;;1;1;;;;24;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350000444;;0;3;0;350048518;0;2;0;0;0;0;10;1;;;;B;A;;;;;;;;A;B;;;;;;;;;;;;;;A;C;;A;;;0.01;0;0.5;1.43
ORG;2014;350000451;;;2;;350002333;;;2;;;;11;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350000741;;;3;;350005179;;;;;;;42;;;;;C;C;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05;29.97;;
ORG;2014;350002192;;;1;;220020739;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350002564;;;1;;350046199;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350002747;;1;;;440042844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350002812;;;2;;350023503;;;;1;;;69;;;;;C;D;B;;;;;;;;;;;;;D;;;;;;;;;C;;;;;;0.8;0.5;2.6;0.5
ORG;2014;350002929;;;;;440042844;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350005021;;;1;;440042844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350005278;;;1;;350023586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350007084;;1;;;350005179;;;;;2;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.22;;
ORG;2014;350016135;;;1;;350000055;;1;;;;;;;;;;A;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;350036299;;0;0;0;350036281;0;0;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;D;;D;;;0.05;0.64;0;0
ORG;2014;350039574;;;;;350023495;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;350040499;;;;;350040291;1;;;;;;;;;;;;;;;;;A;B;F;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;350044764;;;;;350036281;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;0.05;0.1;;
ORG;2014;350044772;;;;;350000626;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;
ORG;2014;360000038;;1;;;360000046;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;360000145;;2;;;360000061;;1;1;;;;10;;A;B;;;;;;;;;;;B;;;A;;;;;;;;;;;;A;C;;;;;0;0;0;0
ORG;2014;360000186;;;2;;360000095;1;;;;;;;;;;;A;A;;;;;G;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;360002232;;;;;360000541;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;360004618;;1;;;360000046;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;370000051;;;1;;370000028;;;;1;;;28;;;;;C;;;;;;;;;;;;;;;A;;;;;;;;;C;A;;;;;0.1;;;
ORG;2014;370000127;;1;1;;370000259;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;1.6;0
ORG;2014;370000150;;;;;370000333;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;370000184;;;1;;940805963;;;;;;;4;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;;
ORG;2014;370000218;;;1;;450018106;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;370000374;;;;;750721334;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;370000499;;;;;370000481;;;;1;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;370000531;;;1;;370000606;;;;1;;;;1;;;;C;;;;;;;;;;;;;;;A;;;;;;;;;;;;C;;;;;;
ORG;2014;370000861;;1;;;370000481;;;;;;;;;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;370000879;;;3;;370000564;;;1;;;;110;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;C;;;;;;0.1;1.76;1;0.1
ORG;2014;370000903;;;1;;370000614;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.8
ORG;2014;370000986;;;1;;370000713;;;;;;;5;2;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;B;;;;;;9.25
ORG;2014;370001109;;;2;;370002701;;;;;;;39;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;A;C;E;;;;0.01;;0.4;0.9
ORG;2014;370001158;;0;2;0;370004327;0;0;0;0;0;0;9;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.1;0;0;0
ORG;2014;370103673;;;;1;370001638;;;;;;;2;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.4;0.4;;
