BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2014;350000212;350000089;1;56;0;55;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;350002192;220020739;1;123;0;123;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;350005021;440042844;0;;;;;1;;3;0;650;0;4;;6;3;8.15;3;;;1;1;20;19;;;;13;16;2;;3;28.27;29.97;0.65;;1.1
MCOGER;2014;350006771;350005179;0;;;;;1;30;;790;0;14394;;;;;;;;;;;12;14;;;18;8;10;;;5;20.71;26.72;;;19.15
MCOGER;2014;360000038;360000046;0;;;;;1;20;0;340;0;6060;1;;;;1;;0;;1;;7;10;;;3;;;;;;6.8;10;;;3
MCOGER;2014;360000137;360000053;1;312;20;390;2;1;16;;617;0;5340;3;;;;2.5;;;;;;16;15;;;10;5;3;;;;19.93;14.74;;;9.9
MCOGER;2014;360000160;360000079;0;;;;;1;5;;169;0;1606;;;2;;0.35;;0;;1;;1;3;;;;1;;;;1;1.9;3;;;0.95
MCOGER;2014;370000531;370000606;0;;;;;1;12;1;409;22;4119;1;1;;;1;1;1;0;;;4;8;1;;1;;1;1;;2;4;8;0.5;;1.76
MCOGER;2014;370000580;370000564;0;;;;;1;25;0;684;0;6858;2;;;;1.7;;0;;1;;9;14;;;5;4;1;;;3;13.14;11.8;;;6.15
MCOGER;2014;370000861;370000481;1;1254;;364;4;1;25;;656;0;9103;7;4;;;3.05;1.55;0;0;0;0;6;16;;;4;7;5;;;2;10.23;19.41;;;5.58
MCOGER;2014;370000879;370000564;0;;;;;1;28;0;874;0;9351;2;;;;2;;0;0;1;1;12;14;;;5;1;1;;;1;9.23;14.16;;;7.01
MCOGER;2014;380000034;380780049;1;;;;;1;27;0;705;3;9886;6;;;;3.66;;0;0;1;1;6;7;;;2;4;5;;;;9.12;10.86;0;;2
MCOGER;2014;380000042;380780056;0;;;;;1;22;0;748;6;7284;;;2;;1.62;;0;;;;8;14;;;6;5;;;;1;10.41;14.44;;;6.65
MCOGER;2014;380000067;380780080;1;1462;75;1033;6.4;1;46;1;1263;322;14601;14;1;2;;15.48;0.34;0;0;1;1;16;16;;;17;11;5;;;9;23.03;20.86;0.58;;23.08
MCOGER;2014;380000091;380780171;0;;;;;1;28;2;;;;3;;;;2.5;;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2014;380000174;380781435;1;1253;183;1320;4.29;1;30;0;949;0;10880;2;1;3;2;3.34;1.74;0;0;1;0;14;17;1;;13;7;8;;;6;12.15;11.81;1;;6.83
MCOGER;2014;380000406;380784751;1;833;20;796;3.81;1;26;2;745;47;7317;2;;3;;2.13;;0;;;;8;12;;;5;3;;;;;9.17;9.86;;;4.93
MCOGER;2014;380012658;380012609;1;332;0;270;2.2;1;8;0;237;0;3053;1;1;2;1;2.6;1.8;0;;1;;2;2;;;;2;2;;;;3.6;3.7;0;;
MCOGER;2014;380785956;380795211;0;;;;;1;20;;372;0;3002;1;1;1;;1.8;1;0;0;1;1;9;5;;;;;;;;1;9;5;;;0.5
MCOGER;2014;390000040;390780146;1;1410;0;470;3.37;1;27;;728;0;9609;1;1;2;;2.45;1;0;0;1;1;8;12;1;;4;6;1;;;6;11.9;12.5;1;;6.41
MCOGER;2014;390000222;390780609;0;;;;;1;24;;862;0;7962;2;2;;;2.8;2.8;0;0;1;1;8;10;;;9;1;;;;;8.02;9.94;;;9.46
MCOGER;2014;400000105;400780193;1;679;6;630;3.9;1;24;;740;0;8649;2;2;;;2;2;0;0;1;1;7;12;;;5;4;4;;;2;9.9;15.46;;;6.04
MCOGER;2014;400000139;400011177;1;641;0;598;4;1;12;0;725;0;6804;2;2;2;2;3.3;3.3;0;0;1;1;6;13;0;0;7;2;2;0;0;0;5.85;6.47;0;0;3.84
MCOGER;2014;400000147;400780268;0;;;;;1;12;0;698;0;4402;1;1;0;0;1;1;0;1;1;0;6;7;;1;;;1;1;;1;6;6.8;0.1;0.1;0.1
MCOGER;2014;400000261;400780458;0;;;;;1;;1;0;82;0;;;1;1;0.17;0.17;0;0;;;;;;;;;;;;2;;;;;0.15
MCOGER;2014;400782769;400001764;0;;;;;1;12;1;;;;1;1;;;1;1;1;1;1;1;4;4;0;0;0;0;0;0;0;2;3;3;0;0;0.4
MCOGER;2014;400787354;400780193;0;;;;;1;;2;0;280;0;;;2;2;1;1;0;0;1;1;1;;;;1;1;;;;2;1.8;;;;2.36
MCOGER;2014;410000020;410000087;1;1815;100;629;2.71;1;25;0;553;0;9070;2;0;0;0;2;0;1;0;1;0;9;14;0;0;5;4;5;0;0;2;12.78;16.84;0;0;5.89
MCOGER;2014;410000038;410000095;0;;;;;1;15;;464;0;5198;2;;;;0.75;;0;;1;;4;5;;;4;1;2;;;1;4.5;6.25;;;4.5
MCOGER;2014;420000010;420780033;1;491;123;399;4.66;1;25;2;733;102;9224;3;3;0;0;2.63;2.63;0;0;0;0;9;8;0;0;9;2;5;0;0;5;11.18;12.45;0;0;7.41
MCOGER;2014;420000192;750034589;0;;;;;1;18;0;460;0;6202;;;3;3;1.37;1.37;0;0;1;1;;;;;;14;18;0;0;35;4.32;4.05;0;0;7.1
MCOGER;2014;420000234;420780652;1;395;0;680;3.55;1;21;1;841;9;10364;2;1;;;2;1;0;0;1;0;5;7;;;;1;1;;;;5.6;7.6;;;
MCOGER;2014;420000267;420013831;1;265;15;275;3.85;1;12;2;301;202;4239;;0;3;0;1.8;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6.14;8.8;0;0;4.22
MCOGER;2014;420000440;420784878;0;;;;;1;30;0;861;0;10607;4;;2;;1.71;;0;;0;;20;24;;;2;5;3;;;2;11.72;13.39;;;1.33
MCOGER;2014;420011413;420011405;0;;;;;1;10;0;217;0;2561;1;;1;1;1.5;0.5;0;;0;;3;3;;;;;1;;;;3;3.25;;;
MCOGER;2014;420780637;420002495;1;361;59;292;2.28;1;26;;;;;3;1;;;1.6;1;0;0;0;0;1;3;;;1;8;12;;;5;5;8;;;4
MCOGER;2014;420782567;420784878;1;0;228;158;5.15;1;37;3;1110;393;12906;12;;2;;2.51;;0;0;0;0;26;37;0;0;18;7;6;0;0;7;16.26;22.68;0;0;9.33
MCOGER;2014;420785354;420784878;1;1424;;961;4.05;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;430000117;430000018;1;430;;430;1.12;1;32;1;1222;67;12101;;;3;3;1.4;1.4;0;0;1;1;11;12;0;0;;8;7;0;0;13;17.65;18.18;0;0;6
MCOGER;2014;430000190;430000034;1;52;1;52;1.2;1;13;2;355;6;3968;1;;1;;1;;;;;;3;6;0;0;4;3;3;0;0;3;4.83;8.1;0;0;6.4
MCOGER;2014;440000016;440000057;1;2930;1258;;6.8;1;75;0;2412;0;26873;5;5;2;2;3.7;3.7;1;1;1;1;18;27;;;7;17;23;3;;12;30.6;42.6;1.6;;12.95
MCOGER;2014;440000271;440000289;1;;;;6.14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;440000396;440000297;1;122;0;116;0.95;1;22;;827;0;8629;1;1;;;0.55;0.55;0;0;1;1;9;5;1;;2;;;;;;8.2;4.3;0.1;;0.7
MCOGER;2014;440000453;440000289;0;;;;;1;36;5;1279;582;12811;7;0;4;0;3.79;0;0;0;1;0;12;17;0;0;5;11;8;0;1;16;18.79;23.13;0;0.5;11.96
MCOGER;2014;440000503;440000313;1;217;25;225;0.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;440000560;850009010;0;;;;;1;22;3;637;489;7773;2;;1;1;2.8;0.8;0;0;1;1;8;11;;;4;5;5;;;3;11.43;14.8;;;2.67
MCOGER;2014;440001295;440000859;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;440017598;440000289;1;;;;;1;30;0;1107;0;10682;7;1;;;4.4;0.2;0;;1;;9;15;0;0;4;6;6;0;0;2;11.99;19.91;0;0;4.3
MCOGER;2014;450000062;450000104;1;299;0;299;1.92;1;30;;752;0;10733;;;5;5;3.63;3.63;0;0;0;0;12;14;;;9;;1;1;;5;11.53;13.01;0.64;;13.44
MCOGER;2014;450000070;450000112;0;;;;;1;4;0;137;0;1392;1;1;;;0.08;0.08;0;0;0;0;3;3;;;1;;;;;;1.35;1.34;;;0.1
MCOGER;2014;450000120;450000138;0;;;;;1;12;;163;0;3048;;;2;;0.33;;0;;1;0;6;13;;;6;1;;;;6;3.34;6.22;;;3.55
MCOGER;2014;450000260;450000161;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;450002613;450000088;1;441;1303;977;4.01;1;68;2;2113;281;22391;11;7;3;1;7.55;4.75;0;0;1;1;24;36;;;17;11;8;2;;10;31.78;39.16;1.32;;24.42
MCOGER;2014;460000045;460780083;0;;;;;1;10;;;;;2;;;;1.19;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;460000052;460780091;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;460000102;460780208;0;;;;;1;7;2;305;159;2560;;;2;1;0.44;0.2;;;;;;;;;;9;12;;;6;2.59;3.19;;;1.75
MCOGER;2014;460000110;460780216;1;2475;44;598;3.04;1;12;0;517;71;3698;3;1;0;0;2.5;0.5;0;0;1;1;7;6;0;0;2;1;3;0;0;3;7.8;7.57;0;0;4.22
MCOGER;2014;470000431;470000324;0;;;;;1;24;;617;0;8222;4;4;;;3.5;3.5;0;;1;;8;14;;;2;1;2;1;;6;8.5;15.3;0.3;;6.11
MCOGER;2014;470000480;470001660;1;146;9;153;;1;37;;1284;0;10441;5;3;0;0;3.68;2.24;;;;;14;18;0;0;16;2;1;0;0;4;11.7;13.61;0;0;9.61
MCOGER;2014;470000530;470000357;0;;;;;1;0;0;25;0;295;0;;;;0.2;;;;;;0;0;;;;;;;;;1.5;1.5;;;
MCOGER;2014;470005406;470000316;1;876;12;734;3;1;20;5;715;583;6960;3;2;0;0;2;0.93;0;0;0;0;10;15;;;8;2;3;;;1;11.76;15.95;;;5.96
MCOGER;2014;480000017;480780097;1;;;;;1;13;0;532;12;4249;;;;;;;0;0;0;1;6;11;;;1;2;2;;;3;6.62;11.85;;;1.95
MCOGER;2014;480000033;480780121;0;;;;;1;20;0;161;0;6380;;;;;;;;;;;5;12;;;12;2;1;;;1;6.25;12.8;;;12.8
MCOGER;2014;480000041;480780139;0;;;;;1;10;0;132;0;1796;;;2;;0.24;0.2;0;0;0;0;;;;;;11;13;1;;9;1.42;2.39;0.05;;1.37
MCOGER;2014;480000074;480780162;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;490000049;490000031;1;;;;6.83;1;26;1;982;180;9490;7;2;;;5.7;2;0;0;0;0;16;14;1;0;9;2;8;0;0;4;15.35;16.64;0.2;0;9.05
MCOGER;2014;490000635;490000676;1;638;0;598;1.8;1;30;0;1073;0;10787;4;3;;;2.47;1.51;0;0;0;0;6;10;;;1;13;10;;;3;14.91;19.28;;;2.31
MCOGER;2014;490001765;490528452;1;548;34;513;0.89;1;28;1;1358;157;11398;2;;6;;4.97;;0;;1;;7;11;;;4;6;7;;;5;10.22;12.76;;;6.84
MCOGER;2014;500000021;500000054;1;2317;480;889;3.5;1;26;;681;0;9393;2;1;;;1;1;0;;0;;8;9;0;0;6;4;5;0;0;2;11.62;12.97;0;0;6.86
MCOGER;2014;500000187;500000013;1;463;0;422;0.5;1;28;;887;0;9859;5;5;0;0;5.2;5.2;0;0;0;0;9;12;;;4;4;6;;;3;11.98;16.82;;;7.27
MCOGER;2014;500000260;500000054;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;500000450;500000112;1;536;171;514;2.43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;500000476;500000138;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;500000591;500000393;0;;;;;1;28;0;577;0;6630;3;;;;3;;0;;1;;8;7;;;5;1;4;1;;4;8.93;10.08;0.43;;5.52
MCOGER;2014;510000235;510000060;0;;;;;1;26;0;792;0;8336;2;1;1;0;3.74;1.93;;;;;14;13;0;0;7;2;2;0;0;1;11.77;11.8;0;0;3.76
MCOGER;2014;510004302;510000029;1;;;;;1;49;5;1259;1106;17559;9;2;0;0;5.9;1.5;0;0;0;0;17;10;0;0;15;9;7;0;0;6;23.3;22.6;0;0;19.2
MCOGER;2014;520000068;520780073;1;554;28;490;2.5;1;33;0;872;0;10534;4;3;2;2;3.48;3.15;0;0;1;1;9;14;;;;7;5;;;;14.44;15.87;;;
MCOGER;2014;530000017;530000025;1;;;;;1;10;0;274;0;3543;;;1;;0.8;;;;;;1;;;;3;3;;;;3;3.54;;;;5.04
MCOGER;2014;530000173;530000074;1;485;16;45;0.83;1;34;0;1218;0;11565;4;4;2;2;4.77;4.77;0;0;1;1;9;8;0;;61;7;4;3;;24;12.97;11.05;0.54;;45.9
MCOGER;2014;530000264;530000371;1;816;136;882;1.74;1;29;;1084;0;11233;2;2;1;1;2.71;1.88;0;0;0;0;8;10;0;0;3;4;5;0;0;1;10.41;12.76;0;0;3.63
MCOGER;2014;540000023;540000049;1;289;0;247;1.65;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;540000296;540000106;0;;;;;1;41;;1260;0;14138;2;2;2;1;3.3;2.9;0;0;1;1;20;22;;;10;2;2;;;;20.34;23.15;;;9.71
MCOGER;2014;540000395;540000122;0;;;;;1;20;0;410;0;6891;;;4;;1.28;;0;;1;;5;9;;;;1;1;;;;5.5;9.4;;;
MCOGER;2014;540001070;540000767;1;;256;256;2;1;28;;1042;0;9421;;;4;4;1.73;1.73;0;0;0;0;9;9;;;2;5;5;;;8;12.74;12.79;;;5.33
MCOGER;2014;540002698;540023264;1;1636;0;1303;3.92;1;62;5;1248;937;19545;14;;;;6.59;;0;0;1;1;37;41;;;29;21;17;;;21;38.97;39.97;;;28.06
MCOGER;2014;540014149;540000122;0;;;;;1;0;5;0;1757;0;;;1;1;0.5;0.5;0;0;0;0;1;2;;;;;;;;;1;2;;;
MCOGER;2014;550000012;550006795;1;374;0;;2.86;1;20;0;478;0;6689;2;2;;;1.8;1.8;0;;1;;35;24;;;106;7;4;;;9;34.93;25.37;;;95.97
MCOGER;2014;550000434;550003354;1;77;;;1;1;18;1;286;217;4265;;;3;1;1.5;0.5;0;0;1;1;9;;;;4;1;14;;;1;9.3;11.18;;;4.09
MCOGER;2014;560000127;560023210;1;;;;;1;30;0;1007;0;10802;6;6;0;0;1;1;0;0;1;1;15;16;0;0;2;5;5;0;0;1;13.94;17.25;0;0;1.97
MCOGER;2014;560000135;560005746;1;839;0;629;0.8;1;42;0;1113;0;15571;3;3;1;1;3.93;3.93;0;0;1;1;16;16;;;1;9;7;;;;23.1;20.32;;;1
MCOGER;2014;560000143;560014748;1;;;;;1;29;0;1017;6;10770;;;;;2;;;;;;;;;;;;;;;;;;;;33.74
MCOGER;2014;560000184;560006017;1;460;0;449;3;1;16;5;472;1200;5437;3;3;10;10;8.57;8.57;1;1;0;0;14;14;0;;4;23;22;3;;15;27.94;26.66;0.73;;10.43
MCOGER;2014;560000192;560000044;1;466;;417;1.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;560000200;560023210;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;560000275;560005746;0;;;;;1;;10;0;837;0;2;2;2;1;2.1;2;0;0;1;1;3;;;;4;1;1;;;1;2.25;0.92;;;2.3
MCOGER;2014;560015422;560002214;0;;;;;1;10;;226;0;2691;;;;;;;;;;;3;5;;;1;2;;;;3;3.47;5.04;;;0.95
MCOGER;2014;570000059;570025254;0;;;;;1;6;;33;0;421;1;;;;0.25;;0;0;0;0;;;;;;;3;;;;;0.41;;;
MCOGER;2014;570000117;570015099;1;356;;330;2.2;1;8;;354;0;2546;;;1;1;0.22;0.22;0;0;0;0;1;;;;;;;;;1;1;;;;0.3
MCOGER;2014;570000166;570010173;0;;;;;1;;5;0;682;0;;;1;;0.5;;0;;0;;;;;;;3;1;1;;1;0.96;0.65;0.25;;0.51
MCOGER;2014;570000349;570005165;1;588;10;;1.3;1;47;3;1226;463;13364;9;;0;;9;;0;;1;;18;20;;;2;8;10;;;6;19.25;18.76;;;3.9
MCOGER;2014;570000489;750050759;0;;;;;1;;;79;0;980;1;1;;;1;1;0;0;1;1;4;5;;;2;;;1;;;4;5;0.1;;2
MCOGER;2014;570000687;570025254;1;323;;272;1.2;1;0;5;0;948;0;1;;6;1;5.4;0.9;0;0;0;0;7;8;2;;5;4;2;1;;4;9.6;9.11;1.5;;7.8
MCOGER;2014;570000968;570000430;0;;;;;1;20;;8;0;64;1;;1;;1.3;;1;1;;;10;4;;;2;4;2;1;;9;11.96;6.27;0.5;;8.57
MCOGER;2014;570001099;570023630;0;;;;;1;40;;640;0;9497;3;3;;;2.29;2.29;0;0;1;1;19;15;;;;1;;;;1;13.83;12.63;;;0.7
MCOGER;2014;570003079;570010181;0;;;;;1;46;0;1429;0;12464;4;4;2;2;4.5;4.5;;;1;1;14;12;;;9;6;7;1;;5;18;17.5;0.2;;12
MCOGER;2014;570005215;570005165;0;;;;;1;;5;0;551;0;1;1;;;0.1;0.1;0;0;1;1;;2;;;1;2;;;;;1.5;1.88;;;1
MCOGER;2014;570026682;570005165;1;401;11;;1.3;1;44;;1688;0;15975;6;6;2;2;7.1;7.1;0;0;1;1;18;21;;;1;7;7;;;6;23.94;27.73;;;4.88
MCOGER;2014;580004836;580780039;1;;;;0.52;1;23;;570;0;8170;2;2;1;;1.55;1.5;0;;1;;;;;;;;;;;;;;;;
MCOGER;2014;580972677;580780088;0;;;;;1;3;0;63;0;443;3;;3;;3.67;;;;;;14;25;;;10;3;4;;;1;15.9;27.41;;;11
MCOGER;2014;590000014;590780052;0;;;;;1;;;168;0;1818;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;590000121;590780227;1;457;50;455;2.7;1;40;5;1295;273;13115;4;3;1;1;4.3;3.3;0;0;0;0;21;23;;;5;4;2;;;;22.74;24.53;;;5.92
MCOGER;2014;590000337;590781415;1;628;81;691;2.05;1;22;2;771;169;6894;3;;0;;3;;0;;1;;11;9;;;6;6;4;;;1;15.02;12.3;;;6.5
MCOGER;2014;590000428;590781605;1;468;0;465;1;1;22;1;732;163;7761;4;4;;;4;4;;;;;11;13;;;2;2;1;;;;13;14.4;;;2.58
MCOGER;2014;590000436;590781621;0;;;;;1;20;;493;0;6262;2;2;;;1.76;1.76;;0;;0;5;9;;;;3;;;;;5.65;8.84;;;
MCOGER;2014;590000477;590781670;1;100;;100;0.1;1;13;;;;;;;2;2;0.8;0.8;1;1;1;1;5;9;;;5;5;2;1;;13;5.4;6.3;0.05;;5.36
MCOGER;2014;590000527;590781795;0;;;;;1;28;5;647;32;9227;3;2;;;1.98;1.25;0;0;1;1;14;16;;;8;;1;1;;1;11.12;14.14;0.17;;5.24
MCOGER;2014;590000535;590781803;1;809;0;;0.4;1;20;;578;0;6742;3;;3;1;2.97;0.38;;;1;;11;12;;;5;;1;;;;11.88;12.58;;;3.61
MCOGER;2014;590000592;590782165;0;;;;;1;20;0;560;1;7039;2;2;0;0;2;2;;;;;2;1;0;0;1;0;0;0;0;0;2;1;0;0;1
MCOGER;2014;590000600;590782207;0;;;;;1;29;0;756;0;8613;3;2;;;3;2;1;1;0;0;9;12;;;3;4;4;;;;11.66;14.45;;;2.09
MCOGER;2014;590000618;590782215;1;1142;0;1020;5.39;1;42;3;1820;395;15243;5;5;4;4;6.37;6.37;0;0;0;0;23;20;;;15;7;10;1;;3;29.15;29.24;0.89;;10.5
MCOGER;2014;590000758;590782637;1;191;0;175;3.9;1;20;1;544;38;6765;2;2;;;2.13;2.13;0;0;1;1;5;4;;;1;3;2;;;3;7.3;6.06;;;1.47
MCOGER;2014;590000766;590782645;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;590001004;590783239;1;634;;584;3.2;1;35;;1785;0;12011;3;2;;;2.34;2;0;0;1;1;14;21;;;8;3;;;;;16.83;18.64;;;3.35
MCOGER;2014;590780284;590051801;1;810;;;1.43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;590782496;590000139;0;;;;;1;23;5;;;;2;2;;;1.8;1.8;0;0;1;1;9;8;1;;4;;;;;;9;8;0.5;;2.05
MCOGER;2014;590782546;590000733;0;;;;;1;10;;;;;1;;;1;1;0.25;0;0;1;0;4;3;;;;;1;;;1;4;3.5;;;0.7
MCOGER;2014;590787586;590780193;0;;;;;1;28;;782;0;9768;2;;;;2.3;;;;;;16;19;;;6;2;4;;;0;17.43;21.31;;;6.06
MCOGER;2014;590791091;590780193;0;;;;;1;;5;0;742;0;5;;3;;3.65;;;;;;3;2;0;;3;2;2;0;;4;4.3;3.82;0.3;;5.46
MCOGER;2014;590796975;590780193;0;;;;;1;28;;733;0;9391;2;;;;2.9;;;;;;16;14;;;6;2;6;;;1;16.97;18.62;;;6.92
MCOGER;2014;590797353;590051801;0;;;;;1;25;0;868;0;8296;2;2;;;1.63;1.63;0;0;0;0;5;1;;;;9;12;;;;9.55;5.78;;;
MCOGER;2014;590801106;590782421;1;1614;0;947;6.6;1;40;0;1394;0;15388;6;6;1;1;6.8;6.8;0;0;1;1;2;;;;0;1;;;;1;2.8;;;;0.8
MCOGER;2014;590804696;590781902;1;464;;330;3.43;1;20;1;754;92;7178;5;5;;;5;5;0;0;1;1;10;10;;;5;7;2;1;;6;15.83;11.85;0.3;;7.54
MCOGER;2014;600000053;600101984;1;420;0;390;1.35;1;44;;626;0;7934;5;5;1;1;4.05;4.05;0;0;0;0;16;20;0;0;19;3;4;0;0;5;9.8;12.27;0;0;12.5
MCOGER;2014;600000186;600100648;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;600000194;600100713;1;1575;22;1296;3.92;1;25;;885;0;8521;2;2;1;1;2.6;2.6;0;0;1;1;11;11;0;0;3;0;1;0;0;0;9.83;11.28;0;0;4
MCOGER;2014;600000285;600100721;0;;;;;1;26;;848;0;8151;6;1;0;0;2.86;0.5;0;0;0;0;9;15;0;0;8;5;4;0;0;1;10.59;16.07;0;0;3.98
MCOGER;2014;600000467;600101984;1;610;0;570;1.35;1;0;0;402;0;4003;;;;;0.93;0.93;0;0;0;0;0;0;;;0;;;;;;5.87;6.45;;;1.01
MCOGER;2014;600100101;750712184;0;;;;;1;29;;542;0;8904;3;1;1;1;3.8;1.8;1;;1;;9;14;;;3;4;3;1;1;;11.92;16.62;0.5;0.5;3
MCOGER;2014;600113476;600100721;1;481;0;351;1.1;1;29;;739;0;8286;7;1;0;0;3.86;0.5;0;0;0;0;12;18;1;0;3;2;1;0;0;2;12.3;14.2;0.5;0;3.23
MCOGER;2014;610000044;610780074;0;;;;;1;4;;178;0;1457;1;0;0;0;0.12;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCOGER;2014;610000069;610780090;0;;;;;1;25;;772;0;9033;1;0;1;1;1.8;0.8;0;0;1;0;12;15;;;1;4;3;;;4;14.55;17.5;;;4
MCOGER;2014;620000034;620100057;1;836;912;1748;6.86;1;26;1;1028;0;9278;1;1;2;2;2.6;2.6;0;0;;;12;13;;;2;2;1;;;1;12.24;13.35;;;2.27
MCOGER;2014;620000224;620100651;1;237;;193;2.05;1;14;2;;;;1;;1;1;1.8;0.8;1;0;0;0;7;10;;;;1;1;;;3;7.55;10.83;;;1.5
MCOGER;2014;620000240;620100677;1;479;41;377;1.3;1;24;5;514;35;7193;3;;;;2.58;;1;1;0;0;7;13;;;8;2;;;;3;7.99;11.45;;;7.18
MCOGER;2014;620000257;620100685;1;1628;;1520;3.36;1;27;3;644;648;9663;6;5;3;;4.89;3.2;0;0;1;1;15;15;;;6;1;1;1;;3;15.06;16.52;0.29;;5.42
MCOGER;2014;620000323;620101337;1;;;50;;1;30;1;873;4;12342;5;5;;;5;5;0;;1;;6;11;0;0;1;5;5;0;0;0;9.92;14.08;;;1
MCOGER;2014;620000349;620101360;1;384;360;594;2.9;1;21;;;;;4;3;;;3.68;2.6;;0;;0;7;13;;;7;3;3;;;1;12.17;15;;;6.84
MCOGER;2014;620000653;620103440;1;777;48;723;3.4;1;15;1;570;7;5744;2;1;;;1.5;0.5;1;0;0;1;3;5;;;;10;3;;;1;8.35;6.9;;;0.58
MCOGER;2014;620003202;620103432;1;144;0;125;1.92;1;24;3;1006;72;7932;4;1;2;1;4.87;1.6;0;0;1;1;10;13;;;;2;0;;;;13.23;13.28;;;
MCOGER;2014;620003350;620001834;1;273;28;292;;1;30;;;;;2;2;1;1;2.9;2.9;0;0;1;1;9;14;1;;3;7;3;0;;2;14.05;15.75;1;;4.4
MCOGER;2014;620003376;620001834;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;620025346;620001834;0;;;;;1;10;0;248;0;2634;1;1;0;0;1;1;;;;;3;5;0;0;0;2;0;0;0;0;4.8;5;0;0;0
MCOGER;2014;620100487;620000125;1;175;0;175;0.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;620100735;620000265;0;;;;;1;20;;375;0;4432;;1;;;;1;;0;;0;;;;;;;;;;;;;;;
MCOGER;2014;630000412;630780997;1;246;85;331;1;1;5;0;43;0;422;0;;1;;0.1;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;630000420;630781003;0;;;;;1;15;;407;0;4593;1;;;;1;;0;;0;;11;14;;;3;;;;;;10.38;11.77;;;2.6
MCOGER;2014;630000438;630781011;0;;;;;1;75;0;1738;0;26917;7;7;;;7;7;0;0;1;1;26;37;1;0;19;10;9;0;0;6;34.38;41.31;0.7;0;22.48
MCOGER;2014;630000446;630781029;0;;;;;1;10;;328;0;3518;32;;14;;34.1;;1;;1;;41;46;;;54;34;42;;;36;59.96;64.41;;;76.83
MCOGER;2014;630000560;630781367;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;630783538;630780989;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;640000162;640780417;1;996;742;1561;6.8;1;24;0;669;0;6203;2;2;0;0;1.86;1.86;0;0;1;0;12;11;0;0;2;0;1;0;0;0;9.05;9.41;0;0;1.5
MCOGER;2014;640000402;640780813;0;;;;;1;20;;475;0;6886;2;2;1;0;2.38;2;0;0;1;1;8;10;;;1;5;3;;;7;12.18;13.33;;;2.81
MCOGER;2014;640000410;640780821;0;;;;;1;5;0;210;0;2808;1;1;;;0.4;0.4;0;0;1;1;1;2;;;3;;2;;;;1;3.75;;;3
MCOGER;2014;640000600;640781290;1;1014;0;562;2.38;1;56;2;2439;630;20448;6;;;;4.25;;0;;0;;27;32;;;14;7;4;1;1;;29.03;33.11;0.1;0.1;14.49
