BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2014;180008278;750047367;N9999;12;3;12.3;
HAD_P;2014;180008278;750047367;NAUT;3;;3;
HAD_P;2014;180008278;750047367;Ncoor;3;;3;
HAD_P;2014;190000026;190000059;M9999;1;;0.1;
HAD_P;2014;190000026;190000059;Mcoor;1;;0.1;
HAD_P;2014;190000026;190000059;N2120;;1;0.5;
HAD_P;2014;190000026;190000059;N2210;9;;9.05;
HAD_P;2014;190000026;190000059;N9999;9;3;10.75;
HAD_P;2014;190000026;190000059;NAUT;;2;1.2;
HAD_P;2014;190010629;190010579;M9999;;1;0.8;
HAD_P;2014;190010629;190010579;Mcoor;;1;0.8;
HAD_P;2014;190010629;190010579;N2120;;2;1.5;
HAD_P;2014;190010629;190010579;N3120;;1;0.8;
HAD_P;2014;190010629;190010579;N9999;2;5;5.8;
HAD_P;2014;190010629;190010579;Ncoor;2;2;3.5;
HAD_P;2014;210003059;210987400;M3050;;1;0.3;
HAD_P;2014;210003059;210987400;M9999;;3;1.44;
HAD_P;2014;210003059;210987400;Mcoor;;2;1.14;
HAD_P;2014;210003059;210987400;N2120;1;;1;
HAD_P;2014;210003059;210987400;N2210;23;2;24;
HAD_P;2014;210003059;210987400;N2410;;1;0.25;
HAD_P;2014;210003059;210987400;N2510;14;3;15.48;
HAD_P;2014;210003059;210987400;N2710;;1;0.19;
HAD_P;2014;210003059;210987400;N3120;1;;1;
HAD_P;2014;210003059;210987400;N9999;45;12;50.4;
HAD_P;2014;210003059;210987400;NAUT;4;4;5.98;
HAD_P;2014;210003059;210987400;Ncoor;2;1;2.5;
HAD_P;2014;210780789;210003208;M3050;;1;0.1;79
HAD_P;2014;210780789;210003208;M9999;;3;1.1;79
HAD_P;2014;210780789;210003208;Mcoor;;2;1;
HAD_P;2014;210780789;210003208;N2210;1;;1;101
HAD_P;2014;210780789;210003208;N2410;;;;59
HAD_P;2014;210780789;210003208;N2510;8;;8;
HAD_P;2014;210780789;210003208;N9999;10;1;10.8;160
HAD_P;2014;210780789;210003208;NAUT;;1;0.8;
HAD_P;2014;210780789;210003208;Ncoor;1;;1;
HAD_P;2014;210987657;210780714;M9999;;1;0.1;
HAD_P;2014;210987657;210780714;Mcoor;;1;0.1;
HAD_P;2014;210987657;210780714;N2120;1;;1;
HAD_P;2014;210987657;210780714;N2210;5;;5;
HAD_P;2014;210987657;210780714;N9999;6;1;6.5;
HAD_P;2014;210987657;210780714;NAUT;;1;0.5;
HAD_P;2014;210987731;210780417;M9999;;1;0.2;
HAD_P;2014;210987731;210780417;Mcoor;;1;0.2;
HAD_P;2014;210987731;210780417;N2120;1;;1;
HAD_P;2014;210987731;210780417;N2210;5;;5;
HAD_P;2014;210987731;210780417;N2510;1;2;1.75;
HAD_P;2014;210987731;210780417;N9999;7;3;8.5;
HAD_P;2014;210987731;210780417;NAUT;;1;0.75;
HAD_P;2014;220000368;220000103;M9999;1;;0.5;
HAD_P;2014;220000368;220000103;Mcoor;1;;0.5;
HAD_P;2014;220000368;220000103;N2120;2;;0.46;
HAD_P;2014;220000368;220000103;N2210;1;1;2.34;
HAD_P;2014;220000368;220000103;N2510;8;3;10.29;
HAD_P;2014;220000368;220000103;N2710;;;0.15;
HAD_P;2014;220000368;220000103;N3120;1;1;0.68;
HAD_P;2014;220000368;220000103;N9999;14;5;15.04;
HAD_P;2014;220000368;220000103;NAUT;2;;1.12;
HAD_P;2014;220000541;220000152;M9999;1;;0.25;29
HAD_P;2014;220000541;220000152;MAUT;;;;29
HAD_P;2014;220000541;220000152;Mcoor;1;;0.25;
HAD_P;2014;220000541;220000152;N2120;2;;0.28;
HAD_P;2014;220000541;220000152;N2210;1;;1;47
HAD_P;2014;220000541;220000152;N2410;;;;13
HAD_P;2014;220000541;220000152;N2510;3;1;3.56;
HAD_P;2014;220000541;220000152;N9999;9;2;7.24;60
HAD_P;2014;220000541;220000152;NAUT;2;1;1.4;
HAD_P;2014;220000541;220000152;Ncoor;1;;1;
HAD_P;2014;220019616;220019608;M3050;;1;0.1;
HAD_P;2014;220019616;220019608;M9999;1;1;1.1;
HAD_P;2014;220019616;220019608;Mcoor;1;;1;
HAD_P;2014;220019616;220019608;N2510;6;2;7.25;
HAD_P;2014;220019616;220019608;N2710;;1;0.3;
HAD_P;2014;220019616;220019608;N3120;;1;0.5;
HAD_P;2014;220019616;220019608;N9999;8;4;10.05;
HAD_P;2014;220019616;220019608;Ncoor;2;;2;
HAD_P;2014;220020341;350000626;M3050;;1;0.1;
HAD_P;2014;220020341;350000626;M9999;;2;0.7;
HAD_P;2014;220020341;350000626;Mcoor;;1;0.6;
HAD_P;2014;220020341;350000626;N2510;4;;4;
HAD_P;2014;220020341;350000626;N2710;;1;0.2;
HAD_P;2014;220020341;350000626;N3120;;1;0.3;
HAD_P;2014;220020341;350000626;N9999;5;2;5.5;
HAD_P;2014;220020341;350000626;Ncoor;1;;1;
HAD_P;2014;230782617;750000218;M3050;;;;14
HAD_P;2014;230782617;750000218;M9999;;1;0.6;139
HAD_P;2014;230782617;750000218;MAUT;;;;125
HAD_P;2014;230782617;750000218;Mcoor;;1;0.6;
HAD_P;2014;230782617;750000218;N2210;2;;2;220
HAD_P;2014;230782617;750000218;N2410;;;;68
HAD_P;2014;230782617;750000218;N2510;9;3;10.28;
HAD_P;2014;230782617;750000218;N2710;;1;0.43;
HAD_P;2014;230782617;750000218;N3120;;1;0.5;
HAD_P;2014;230782617;750000218;N9999;12;5;14.21;289
HAD_P;2014;230782617;750000218;NAUT;;;;1
HAD_P;2014;230782617;750000218;Ncoor;1;;1;
HAD_P;2014;240000489;240000117;M9999;;2;0.58;
HAD_P;2014;240000489;240000117;Mcoor;;2;0.58;
HAD_P;2014;240000489;240000117;N2120;1;0;1;
HAD_P;2014;240000489;240000117;N2210;8;5;11.92;0
HAD_P;2014;240000489;240000117;N2510;8;0;8;
HAD_P;2014;240000489;240000117;N3120;1;0;1;
HAD_P;2014;240000489;240000117;N9999;19;5;22.92;0
HAD_P;2014;240000489;240000117;NAUT;1;0;1;
HAD_P;2014;240000687;240000448;M9999;1;;0.5;25
HAD_P;2014;240000687;240000448;MAUT;;;;25
HAD_P;2014;240000687;240000448;Mcoor;1;;0.5;
HAD_P;2014;240000687;240000448;N2120;1;;1;
HAD_P;2014;240000687;240000448;N2210;5;3;6.83;38
HAD_P;2014;240000687;240000448;N2410;;;;8
HAD_P;2014;240000687;240000448;N2510;2;;2;
HAD_P;2014;240000687;240000448;N2710;;;;2
HAD_P;2014;240000687;240000448;N3120;;1;0.5;
HAD_P;2014;240000687;240000448;N9999;9;6;11.88;48
HAD_P;2014;240000687;240000448;NAUT;1;2;1.55;
HAD_P;2014;240011668;240000612;M9999;1;1;1.68;
HAD_P;2014;240011668;240000612;MAUT;1;;1.18;
HAD_P;2014;240011668;240000612;Mcoor;;1;0.5;
HAD_P;2014;240011668;240000612;N2120;1;;1;
HAD_P;2014;240011668;240000612;N2210;4;3;6.65;
HAD_P;2014;240011668;240000612;N2510;2;1;2.74;
HAD_P;2014;240011668;240000612;N2710;;1;0.5;
HAD_P;2014;240011668;240000612;N3120;;1;0.5;
HAD_P;2014;240011668;240000612;N9999;8;6;11.89;
HAD_P;2014;240011668;240000612;Ncoor;1;;0.5;
HAD_P;2014;250012069;250017803;M9999;;1;0.3;
HAD_P;2014;250012069;250017803;Mcoor;;1;0.3;
HAD_P;2014;250012069;250017803;N2210;3;4;5.14;54
HAD_P;2014;250012069;250017803;N2410;;;;23
HAD_P;2014;250012069;250017803;N2510;;4;2.91;
HAD_P;2014;250012069;250017803;N2710;;1;0.28;
HAD_P;2014;250012069;250017803;N3120;;1;0.47;
HAD_P;2014;250012069;250017803;N9999;3;11;9.59;77
HAD_P;2014;250012069;250017803;Ncoor;;1;0.79;
HAD_P;2014;250012838;250017803;M9999;;1;0.3;34
HAD_P;2014;250012838;250017803;MAUT;;;;34
HAD_P;2014;250012838;250017803;Mcoor;;1;0.3;
HAD_P;2014;250012838;250017803;N2210;;;;6
HAD_P;2014;250012838;250017803;N2710;;1;0.31;
HAD_P;2014;250012838;250017803;N9999;1;9;4.22;17
HAD_P;2014;250012838;250017803;NAUT;1;8;3.91;11
HAD_P;2014;250016037;250017803;M9999;;2;1;
HAD_P;2014;250016037;250017803;Mcoor;;2;1;
HAD_P;2014;250016037;250017803;N2210;4;6;6.94;154
HAD_P;2014;250016037;250017803;N2410;;;;24
HAD_P;2014;250016037;250017803;N2510;5;2;5.22;
HAD_P;2014;250016037;250017803;N2710;;1;0.46;
HAD_P;2014;250016037;250017803;N3120;;2;0.39;
HAD_P;2014;250016037;250017803;N9999;10;12;14.21;181
HAD_P;2014;250016037;250017803;NAUT;;;;3
HAD_P;2014;250016037;250017803;Ncoor;1;1;1.2;
HAD_P;2014;250016045;250017803;M9999;1;;1;
HAD_P;2014;250016045;250017803;Mcoor;1;;1;
HAD_P;2014;250016045;250017803;N2210;5;8;7.7;118
HAD_P;2014;250016045;250017803;N2410;;;;55
HAD_P;2014;250016045;250017803;N2460;;;;2
HAD_P;2014;250016045;250017803;N2510;7;5;6.97;
HAD_P;2014;250016045;250017803;N2710;;1;0.5;
HAD_P;2014;250016045;250017803;N3120;;1;0.47;
HAD_P;2014;250016045;250017803;N9999;13;16;17.01;194
HAD_P;2014;250016045;250017803;NAUT;;;;19
HAD_P;2014;250016045;250017803;Ncoor;1;1;1.37;
HAD_P;2014;260000138;260000047;M9999;1;;1;
HAD_P;2014;260000138;260000047;Mcoor;1;;1;
HAD_P;2014;260000138;260000047;N2120;;1;0.8;
HAD_P;2014;260000138;260000047;N2210;2;5;4.88;
HAD_P;2014;260000138;260000047;N2710;;1;0.42;
HAD_P;2014;260000138;260000047;N3120;1;;1;
HAD_P;2014;260000138;260000047;N9999;6;7;9.88;
HAD_P;2014;260000138;260000047;NAUT;3;;2.78;
HAD_P;2014;260000146;260000054;M9999;5;;3.88;
HAD_P;2014;260000146;260000054;Mcoor;5;;3.88;
HAD_P;2014;260000146;260000054;N2120;1;1;0.73;
HAD_P;2014;260000146;260000054;N2210;19;16;19.31;
HAD_P;2014;260000146;260000054;N2510;3;7;4.18;
HAD_P;2014;260000146;260000054;N2710;;1;0.5;
HAD_P;2014;260000146;260000054;N3120;1;2;2.29;
HAD_P;2014;260000146;260000054;N9999;24;27;27.01;
HAD_P;2014;270000441;270000110;M9999;;1;0.2;
HAD_P;2014;270000441;270000110;Mcoor;;1;0.2;
HAD_P;2014;270000441;270000110;N2210;4;1;4.42;
HAD_P;2014;270000441;270000110;N2510;6;;6.02;
HAD_P;2014;270000441;270000110;N9999;11;1;11.44;
HAD_P;2014;270000441;270000110;Ncoor;1;;1;
HAD_P;2014;270016058;270016009;M3050;;1;0.06;
HAD_P;2014;270016058;270016009;M9999;;2;0.86;
HAD_P;2014;270016058;270016009;Mcoor;;1;0.8;
HAD_P;2014;270016058;270016009;N2210;2;;2.08;
HAD_P;2014;270016058;270016009;N2510;7;2;8.25;
HAD_P;2014;270016058;270016009;N3120;;1;0.33;
HAD_P;2014;270016058;270016009;N9999;16;3;17.66;
HAD_P;2014;270016058;270016009;NAUT;3;;3;
HAD_P;2014;270016058;270016009;Ncoor;4;;4;
HAD_P;2014;270019649;270019508;M9999;0;2;1;
HAD_P;2014;270019649;270019508;Mcoor;0;2;1;
HAD_P;2014;270019649;270019508;N2120;;2;0.8;
HAD_P;2014;270019649;270019508;N2210;;9;10.2;
HAD_P;2014;270019649;270019508;N2510;;10;9.4;
HAD_P;2014;270019649;270019508;N2710;;2;0.5;
HAD_P;2014;270019649;270019508;N3120;;2;0.4;
HAD_P;2014;270019649;270019508;N9999;;31;25.6;
HAD_P;2014;270019649;270019508;NAUT;;4;2.3;
HAD_P;2014;270019649;270019508;Ncoor;;2;2;
HAD_P;2014;280001678;450011150;M9999;;2;0.47;
HAD_P;2014;280001678;450011150;Mcoor;;2;0.47;
HAD_P;2014;280001678;450011150;N2120;1;;0.43;
HAD_P;2014;280001678;450011150;N2210;7;;4.49;49
HAD_P;2014;280001678;450011150;N2410;;;;23
HAD_P;2014;280001678;450011150;N2510;6;;3.85;
HAD_P;2014;280001678;450011150;N2710;;2;0.44;
HAD_P;2014;280001678;450011150;N3120;1;;0.4;
HAD_P;2014;280001678;450011150;N9999;25;12;15.68;79
HAD_P;2014;280001678;450011150;NAUT;3;8;2.63;7
HAD_P;2014;280001678;450011150;Ncoor;7;2;3.44;
HAD_P;2014;280003898;450011150;M9999;;2;0.17;
HAD_P;2014;280003898;450011150;Mcoor;;2;0.17;
HAD_P;2014;280003898;450011150;N2120;1;;0.15;
HAD_P;2014;280003898;450011150;N2210;7;;1.57;15
HAD_P;2014;280003898;450011150;N2410;;;;1
HAD_P;2014;280003898;450011150;N2510;7;;1.57;
HAD_P;2014;280003898;450011150;N2710;;2;0.07;
HAD_P;2014;280003898;450011150;N3120;1;;0.06;
HAD_P;2014;280003898;450011150;N9999;26;13;4.85;19
HAD_P;2014;280003898;450011150;NAUT;3;9;0.23;3
HAD_P;2014;280003898;450011150;Ncoor;7;2;1.2;
HAD_P;2014;280003948;450011150;M9999;;2;0.1;
HAD_P;2014;280003948;450011150;Mcoor;;2;0.1;
HAD_P;2014;280003948;450011150;N2120;1;;0.09;
HAD_P;2014;280003948;450011150;N2210;7;;0.94;8
HAD_P;2014;280003948;450011150;N2410;;;;1
HAD_P;2014;280003948;450011150;N2510;7;;0.94;
HAD_P;2014;280003948;450011150;N2710;;2;0.1;
HAD_P;2014;280003948;450011150;N3120;1;;0.09;
HAD_P;2014;280003948;450011150;N9999;26;12;3.03;11
HAD_P;2014;280003948;450011150;NAUT;3;8;0.15;2
HAD_P;2014;280003948;450011150;Ncoor;7;2;0.72;
HAD_P;2014;290000025;290020700;M3050;6;0;0.3;0
HAD_P;2014;290000025;290020700;M9999;7;0;0.8;0
HAD_P;2014;290000025;290020700;Mcoor;1;0;0.5;
HAD_P;2014;290000025;290020700;N2120;1;;1;
HAD_P;2014;290000025;290020700;N2210;;;;112
HAD_P;2014;290000025;290020700;N2510;8;3;10.6;
HAD_P;2014;290000025;290020700;N9999;13;3;15.47;112
HAD_P;2014;290000025;290020700;NAUT;2;;1.87;
HAD_P;2014;290000025;290020700;Ncoor;2;;2;
HAD_P;2014;290000140;290000447;M9999;1;1;1.2;
HAD_P;2014;290000140;290000447;Mcoor;1;1;1.2;
HAD_P;2014;290000140;290000447;N2120;1;;1;
HAD_P;2014;290000140;290000447;N2210;9;;9;
HAD_P;2014;290000140;290000447;N2510;10;;10;
HAD_P;2014;290000140;290000447;N2710;1;;0.5;
HAD_P;2014;290000140;290000447;N3120;1;;0.5;
HAD_P;2014;290000140;290000447;N9999;26;;25;
HAD_P;2014;290000140;290000447;Ncoor;4;;4;
HAD_P;2014;290032838;290032820;M3050;;1;0.1;
HAD_P;2014;290032838;290032820;M9999;;2;0.9;
HAD_P;2014;290032838;290032820;Mcoor;;1;0.8;
HAD_P;2014;290032838;290032820;N2510;3;1;3.8;
HAD_P;2014;290032838;290032820;N2710;;1;0.3;
HAD_P;2014;290032838;290032820;N3120;;1;0.2;
HAD_P;2014;290032838;290032820;N9999;5;4;6.9;
HAD_P;2014;290032838;290032820;NAUT;;1;0.6;
HAD_P;2014;290032838;290032820;Ncoor;2;;2;
HAD_P;2014;290033679;350000626;M9999;;1;0.5;
HAD_P;2014;290033679;350000626;Mcoor;;1;0.5;
HAD_P;2014;290033679;350000626;N2510;2;;2;
HAD_P;2014;290033679;350000626;N2710;;1;0.1;
HAD_P;2014;290033679;350000626;N3120;;1;0.2;
HAD_P;2014;290033679;350000626;N9999;3;2;3.3;
HAD_P;2014;290033679;350000626;Ncoor;1;;1;
HAD_P;2014;2A0001988;2A0001848;M3050;0;0;0;10
HAD_P;2014;2A0001988;2A0001848;M9999;0;1;0.07;10
HAD_P;2014;2A0001988;2A0001848;MAUT;0;1;0.07;0
HAD_P;2014;2A0001988;2A0001848;N2210;10;0;9;2
HAD_P;2014;2A0001988;2A0001848;N2410;0;0;0;4
HAD_P;2014;2A0001988;2A0001848;N2510;2;0;2;
HAD_P;2014;2A0001988;2A0001848;N2710;0;1;0.33;0
HAD_P;2014;2A0001988;2A0001848;N9999;15;1;14.33;6
HAD_P;2014;2A0001988;2A0001848;NAUT;2;0;2;0
HAD_P;2014;2A0001988;2A0001848;Ncoor;1;0;1;
HAD_P;2014;2A0002614;2A0002606;M9999;1;1;0.87;
HAD_P;2014;2A0002614;2A0002606;Mcoor;1;1;0.87;
HAD_P;2014;2A0002614;2A0002606;N9999;3;;2;
HAD_P;2014;2A0002614;2A0002606;NAUT;1;;1;
HAD_P;2014;2A0002614;2A0002606;Ncoor;2;;1;
HAD_P;2014;2B0000038;2B0004246;M9999;;1;0.1;
HAD_P;2014;2B0000038;2B0004246;Mcoor;;1;0.1;
HAD_P;2014;2B0000038;2B0004246;N9999;1;;1;
HAD_P;2014;2B0000038;2B0004246;Ncoor;1;;1;
HAD_P;2014;2B0001739;2B0001689;M3050;1;;1;
HAD_P;2014;2B0001739;2B0001689;M9999;1;;1;
HAD_P;2014;2B0001739;2B0001689;N2120;4;;4.05;
HAD_P;2014;2B0001739;2B0001689;N2210;11;;13.34;
HAD_P;2014;2B0001739;2B0001689;N2510;5;1;5.7;
HAD_P;2014;2B0001739;2B0001689;N9999;21;2;24.59;
HAD_P;2014;2B0001739;2B0001689;NAUT;1;1;1.5;
HAD_P;2014;2B0003289;2B0003198;M3050;1;;1;
HAD_P;2014;2B0003289;2B0003198;M9999;2;;2;
HAD_P;2014;2B0003289;2B0003198;Mcoor;1;;1;
HAD_P;2014;2B0003289;2B0003198;N2120;1;;1;
HAD_P;2014;2B0003289;2B0003198;N2510;1;;1;
HAD_P;2014;2B0003289;2B0003198;N2710;1;;1;
HAD_P;2014;2B0003289;2B0003198;N3120;0;1;0.5;
HAD_P;2014;2B0003289;2B0003198;N9999;8;2;9.3;
HAD_P;2014;2B0003289;2B0003198;NAUT;2;1;2.8;
HAD_P;2014;2B0003289;2B0003198;Ncoor;3;;3;
HAD_P;2014;300000031;300780053;M9999;;1;1.15;
HAD_P;2014;300000031;300780053;Mcoor;;1;1.15;
HAD_P;2014;300000031;300780053;N2120;1;0;0.5;
HAD_P;2014;300000031;300780053;N2210;2;4;4;
HAD_P;2014;300000031;300780053;N2510;1;2;2.88;
HAD_P;2014;300000031;300780053;N2710;0;1;0.2;
HAD_P;2014;300000031;300780053;N3120;0;1;0.1;
HAD_P;2014;300000031;300780053;N9999;5;11;10.56;
HAD_P;2014;300000031;300780053;NAUT;1;2;2.38;
HAD_P;2014;300000031;300780053;Ncoor;0;1;0.5;
HAD_P;2014;300000056;300780079;N2120;1;;0.15;
HAD_P;2014;300000056;300780079;N2210;1;1;1.8;
HAD_P;2014;300000056;300780079;N2510;2;;1.5;
HAD_P;2014;300000056;300780079;N9999;4;1;3.45;
HAD_P;2014;300000064;300780087;M9999;1;;0.5;
HAD_P;2014;300000064;300780087;Mcoor;1;;0.5;
HAD_P;2014;300000064;300780087;N2120;;1;0.08;
HAD_P;2014;300000064;300780087;N2210;4;1;3.72;
HAD_P;2014;300000064;300780087;N2510;1;1;1.83;
HAD_P;2014;300000064;300780087;N9999;5;3;5.63;
HAD_P;2014;300012309;340784933;M3050;1;;1;
HAD_P;2014;300012309;340784933;M9999;1;1;1.8;
HAD_P;2014;300012309;340784933;Mcoor;;1;0.8;
HAD_P;2014;300012309;340784933;N2120;1;;1;
HAD_P;2014;300012309;340784933;N2710;;1;0.6;
HAD_P;2014;300012309;340784933;N9999;9;1;9.6;
HAD_P;2014;300012309;340784933;NAUT;2;;2;
HAD_P;2014;300012309;340784933;Ncoor;6;;6;
HAD_P;2014;300013745;340784933;M3050;;1;1;
HAD_P;2014;300013745;340784933;M9999;;2;1.5;
HAD_P;2014;300013745;340784933;Mcoor;;1;0.5;
HAD_P;2014;300013745;340784933;N2120;1;;1;
HAD_P;2014;300013745;340784933;N2710;;1;0.4;
HAD_P;2014;300013745;340784933;N3120;;1;0.5;
HAD_P;2014;300013745;340784933;N9999;1;6;5.1;
HAD_P;2014;300013745;340784933;Ncoor;;4;3.2;
HAD_P;2014;300013778;300013760;M9999;1;0;1;0
HAD_P;2014;300013778;300013760;Mcoor;1;0;1;
HAD_P;2014;300013778;300013760;N2120;1;0;1;
HAD_P;2014;300013778;300013760;N2210;2;1;2.8;
HAD_P;2014;300013778;300013760;N2710;0;1;0.25;
HAD_P;2014;300013778;300013760;N3120;0;1;0.6;
HAD_P;2014;300013778;300013760;N9999;6;3;7.45;
HAD_P;2014;300013778;300013760;NAUT;1;0;1;
HAD_P;2014;300013778;300013760;Ncoor;2;0;1.8;
HAD_P;2014;300013786;300780038;M9999;2;2;2.9;
HAD_P;2014;300013786;300780038;MAUT;2;1;2.3;
HAD_P;2014;300013786;300780038;Mcoor;;1;0.6;
HAD_P;2014;300013786;300780038;N2120;1;;1;
HAD_P;2014;300013786;300780038;N2210;3;1;4.47;
HAD_P;2014;300013786;300780038;N2510;2;;2.08;
HAD_P;2014;300013786;300780038;N3120;;1;0.5;
HAD_P;2014;300013786;300780038;N9999;7;2;8.8;
HAD_P;2014;300013786;300780038;NAUT;1;;0.75;
HAD_P;2014;300782117;300780038;M9999;2;3;2.9;
HAD_P;2014;300782117;300780038;MAUT;2;2;2.3;
HAD_P;2014;300782117;300780038;Mcoor;;1;0.6;
HAD_P;2014;300782117;300780038;N2120;1;;1;
HAD_P;2014;300782117;300780038;N2210;5;;4.25;
HAD_P;2014;300782117;300780038;N2510;2;;2;
HAD_P;2014;300782117;300780038;N2710;1;;0.5;
HAD_P;2014;300782117;300780038;N9999;14;;11.87;
HAD_P;2014;300782117;300780038;NAUT;5;;4.12;
HAD_P;2014;310000310;310780671;M9999;1;2;0.76;
HAD_P;2014;310000310;310780671;MAUT;1;;0.16;
HAD_P;2014;310000310;310780671;Mcoor;;2;0.6;
HAD_P;2014;310000310;310780671;N2120;1;;0.5;
HAD_P;2014;310000310;310780671;N2510;6;;6;
HAD_P;2014;310000310;310780671;N3120;;2;0.77;
HAD_P;2014;310000310;310780671;N9999;11;2;11.17;
HAD_P;2014;310000310;310780671;NAUT;1;;0.9;
HAD_P;2014;310000310;310780671;Ncoor;3;;3;
HAD_P;2014;310005459;310021886;M3050;0;1;0.1;
HAD_P;2014;310005459;310021886;M9999;0;5;1.64;234
HAD_P;2014;310005459;310021886;MAUT;0;;;234
HAD_P;2014;310005459;310021886;Mcoor;0;4;1.54;
HAD_P;2014;310005459;310021886;N2120;2;1;2.74;
HAD_P;2014;310005459;310021886;N2210;25;6;14.41;507
HAD_P;2014;310005459;310021886;N2410;0;;;191
HAD_P;2014;310005459;310021886;N2510;8;7;6.41;
HAD_P;2014;310005459;310021886;N2710;0;1;0.8;1
HAD_P;2014;310005459;310021886;N3120;1;4;1.81;
HAD_P;2014;310005459;310021886;N9999;44;27;35.71;726
HAD_P;2014;310005459;310021886;NAUT;8;8;9.54;27
HAD_P;2014;310016977;310781406;M9999;1;;0.1;
HAD_P;2014;310016977;310781406;Mcoor;1;;0.1;
HAD_P;2014;310016977;310781406;N2120;1;;1;
HAD_P;2014;310016977;310781406;N2210;4;;5.4;
HAD_P;2014;310016977;310781406;N2510;3;;2.99;
HAD_P;2014;310016977;310781406;N9999;8;;9.39;
HAD_P;2014;310780259;310000096;M3050;;1;0.25;
HAD_P;2014;310780259;310000096;M9999;2;2;2.9;
HAD_P;2014;310780259;310000096;Mcoor;2;1;2.65;
HAD_P;2014;310780259;310000096;N2120;1;1;1.2;
HAD_P;2014;310780259;310000096;N2210;17;;16.84;
HAD_P;2014;310780259;310000096;N2510;8;;7.58;
HAD_P;2014;310780259;310000096;N2710;;1;0.5;
HAD_P;2014;310780259;310000096;N3120;1;;1;
HAD_P;2014;310780259;310000096;N9999;39;4;40.36;
HAD_P;2014;310780259;310000096;NAUT;8;2;9.24;
HAD_P;2014;310780259;310000096;Ncoor;4;;4;
HAD_P;2014;320004328;750721334;M9999;;1;0.5;
HAD_P;2014;320004328;750721334;Mcoor;;1;0.5;
HAD_P;2014;320004328;750721334;N2210;3;1;3.8;100
HAD_P;2014;320004328;750721334;N2410;;;;21
HAD_P;2014;320004328;750721334;N2510;1;;1;
HAD_P;2014;320004328;750721334;N9999;7;1;7.8;121
HAD_P;2014;320004328;750721334;NAUT;2;;2;
HAD_P;2014;320004328;750721334;Ncoor;1;;1;
HAD_P;2014;330000332;330780545;M3050;;;;43
HAD_P;2014;330000332;330780545;M9999;;3;1.18;189
HAD_P;2014;330000332;330780545;MAUT;;;;146
HAD_P;2014;330000332;330780545;Mcoor;;3;1.18;
HAD_P;2014;330000332;330780545;N2120;1;;0.67;
HAD_P;2014;330000332;330780545;N2210;16;;16.6;120
HAD_P;2014;330000332;330780545;N2410;;;;62
HAD_P;2014;330000332;330780545;N2510;9;2;11.05;
HAD_P;2014;330000332;330780545;N2710;;1;0.3;1
HAD_P;2014;330000332;330780545;N3120;1;;0.2;
HAD_P;2014;330000332;330780545;N9999;31;4;33;188
HAD_P;2014;330000332;330780545;NAUT;1;1;1.18;5
HAD_P;2014;330000332;330780545;Ncoor;3;;3;
HAD_P;2014;330000340;330780552;M3050;1;;0.75;
HAD_P;2014;330000340;330780552;M9999;3;4;5.55;
HAD_P;2014;330000340;330780552;MAUT;;3;1;
HAD_P;2014;330000340;330780552;Mcoor;2;1;3.8;
HAD_P;2014;330000340;330780552;N2120;1;;1;
HAD_P;2014;330000340;330780552;N2210;51;30;81.5;453
HAD_P;2014;330000340;330780552;N2460;1;;0.04;
HAD_P;2014;330000340;330780552;N2510;9;3;12.88;
HAD_P;2014;330000340;330780552;N2710;3;;1.6;
HAD_P;2014;330000340;330780552;N3120;2;2;3.8;
HAD_P;2014;330000340;330780552;N9999;71;35;104.82;453
HAD_P;2014;330000340;330780552;Ncoor;4;;4;
HAD_P;2014;330000589;330027509;M9999;1;1;0.61;
HAD_P;2014;330000589;330027509;Mcoor;1;1;0.61;
HAD_P;2014;330000589;330027509;N2210;13;2;14.14;
HAD_P;2014;330000589;330027509;N2710;0;1;0.58;
HAD_P;2014;330000589;330027509;N3120;1;0;0.5;
HAD_P;2014;330000589;330027509;N9999;17;6;20.29;
HAD_P;2014;330000589;330027509;NAUT;2;3;4.07;
HAD_P;2014;330000589;330027509;Ncoor;1;0;1;
HAD_P;2014;330025958;330025859;M3050;;;;110
HAD_P;2014;330025958;330025859;M9999;;1;1.06;301
HAD_P;2014;330025958;330025859;MAUT;;;;191
HAD_P;2014;330025958;330025859;Mcoor;;1;1.06;
HAD_P;2014;330025958;330025859;N2120;2;;1.85;
HAD_P;2014;330025958;330025859;N2210;18;3;17.76;12
HAD_P;2014;330025958;330025859;N2410;;;;43
HAD_P;2014;330025958;330025859;N2510;1;5;4.73;
HAD_P;2014;330025958;330025859;N2710;;1;0.69;
HAD_P;2014;330025958;330025859;N3120;1;;1;
HAD_P;2014;330025958;330025859;N9999;30;12;36.09;71
HAD_P;2014;330025958;330025859;NAUT;6;2;7.26;16
HAD_P;2014;330025958;330025859;Ncoor;2;1;2.8;
HAD_P;2014;340016476;340016468;M3050;;1;0.09;
HAD_P;2014;340016476;340016468;M9999;;4;1.51;
HAD_P;2014;340016476;340016468;MAUT;;1;0.18;
HAD_P;2014;340016476;340016468;Mcoor;;2;1.24;
HAD_P;2014;340016476;340016468;N2120;1;;1;
HAD_P;2014;340016476;340016468;N2210;;;;400
HAD_P;2014;340016476;340016468;N2410;;;;50
HAD_P;2014;340016476;340016468;N2460;;;;5
HAD_P;2014;340016476;340016468;N2710;;2;0.52;
