BOR;AN;FI;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_F10;BLOCS_G10;BLOCS_H10;BLOCS_I10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_F11;BLOCS_G11;BLOCS_H11;BLOCS_I11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_F12;BLOCS_G12;BLOCS_H12;BLOCS_I12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_F13;BLOCS_G13;BLOCS_H13;BLOCS_I13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_F14;BLOCS_G14;BLOCS_H14;BLOCS_I14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15;BLOCS_F15;BLOCS_G15;BLOCS_H15;BLOCS_I15
BLOCS;2014;130002835;130789316;3;4;0;1;1;1;0;2;0;0;0;8;1;0;1;1;0;8;8;0;2379;1100;3479;2461;131;3;3;0;10;1180;774;1954;652;0;4;6;2;5;95;1;96;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;837;1507;2344;1250;19;0;0;0;0;0;13;13;2;0;0;0;0;0
BLOCS;2014;130008253;130001084;1;6;;0;;0;;0;;0;;6;;;1;;;10;;;1820;2633;4453;3497;;;;;;1076;168;1244;499;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;24;161;185;155;;;;;;1;24;25;0;;;;;
BLOCS;2014;130037922;130037823;2;9;;;;1;;2;;1;;13;;;2;;;20;;;4406;3071;7477;6265;;22;83;52;1;0;0;0;0;;0;0;0;0;2;0;2;1;;0;0;0;0;378;45;423;0;;0;0;0;0;1139;3891;5030;2513;;1;17;2;1;0;6;6;4;;0;22;0;0
BLOCS;2014;130041767;130041262;1;0;;0;;2;;0;;0;;2;;;2;;;4;;;41;0;41;5;;;;;;0;0;0;0;;;;;;600;25;625;576;;;;;;127;1;128;0;;;;;;81;0;81;32;;;;;;1;0;1;0;;;;;
BLOCS;2014;130042096;130042062;1;;;;;2;;;;;;2;;;1;;;3;;;75;2;77;8;;;;;;0;0;0;0;;;;;;1196;30;1226;932;;1;1;;;40;3;43;0;;;;;;50;0;50;13;;;;;;0;0;0;0;;;;;
BLOCS;2014;130043664;130002157;;19;;0;;1;;6;;0;;26;;;2;;;44;;;12374;7702;20076;16942;;;;;;14;26;40;40;;;;;;27;3;30;14;;;;;;515;56;571;0;;;;;;4692;14636;19328;10037;;;;;;19;177;196;23;;;;;
BLOCS;2014;130780521;130786049;3;25;12;4;1;1;1;5;0;1;;36;14;;5;;;52;;;16049;4985;21034;15551;11240;;;;;1760;803;2563;1174;199;;;;;2176;67;2243;9;1;;;;;634;155;789;0;1;;;;;5230;2797;8027;4060;5909;;;;;110;47;157;35;761;;;;
BLOCS;2014;130781289;130002447;2;4;;0;;;;;;;;4;;;2;;;8;;;1893;3453;5346;4296;;;;;;1;8;9;9;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;157;3117;3274;1882;;;;;;0;29;29;17;;;;;
BLOCS;2014;130781370;130000532;2;4;0;1;0;0;0;1;0;1;0;7;0;;2;0;;8;0;;2468;2484;4952;3552;;1;;;2;33;22;55;22;;;;;;0;0;0;0;;;;;;2;0;2;0;;;;;;846;3358;4204;2045;;;;;;1;3;4;1;;;;;
BLOCS;2014;130781479;130000599;5;12;;1;;2;;4;;1;;20;;6;2;;;29;;;6286;4363;10649;9248;3349;65;665;13;1;91;63;154;150;;0;2;0;0;930;1;931;702;;1;16;0;0;428;51;479;57;;0;0;0;0;1311;6395;7706;3792;;0;205;0;;5;54;59;2;;;;;
BLOCS;2014;130781867;130000813;2;6;2;;;1;;2;;1;;10;2;;2;;;16;;;1396;4104;5500;4124;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;193;1835;2028;1160;;;;;;6;25;31;7;;;;;
BLOCS;2014;130781917;130000847;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BLOCS;2014;130782071;130002454;3;8;;0;;1;;1;;0;;10;;10;1;;;17;;;2525;4366;6891;5789;;20;17;12;10;1;0;1;1;;0;0;0;0;0;0;0;0;;0;0;0;0;231;11;242;0;;0;0;0;0;867;3140;4007;2159;;0;0;3;0;1;10;11;6;;0;0;0;0
BLOCS;2014;130782147;130000979;1;6;1;;;1;1;2;1;0;;9;3;;1;;;10;;;2690;4904;7594;6837;211;3;3;3;3;0;0;0;0;0;0;0;0;0;952;4;956;912;0;2;1;1;2;305;6;311;304;0;0;0;0;0;1103;3591;4694;4603;8;2;0;0;0;0;3;3;3;110;0;0;0;0
BLOCS;2014;130782162;130000987;1;5;0;0;0;1;0;1;0;1;1;8;1;;1;0;;12;0;;1794;6297;8091;8091;1312;;;;;0;0;0;0;;;;;;11;9;20;17;;;;;;155;196;351;277;;;;;;501;2836;3337;3337;63;;;;;87;195;282;282;1;;;;
BLOCS;2014;130782675;130001233;1;5;0;0;;1;0;1;0;1;0;8;0;;1;0;;9;0;;1117;4995;6112;3996;;0;0;21;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;108;2;110;0;;0;0;0;0;512;2898;3410;2087;;0;0;1;0;6;108;114;0;;0;0;1;0
BLOCS;2014;130783236;130786049;;17;;3;1;3;;2;;1;;26;1;;4;;;35;;;14407;2076;16483;11525;8767;;;;;1708;2390;4098;2054;96;;;;;7;3;10;6;0;;;;;243;6;249;0;1;;;;;4616;1211;5827;3005;2573;;;;;98;80;178;9;2124;;;;
BLOCS;2014;130783293;130786049;3;26;2;0;;9;4;3;;2;;40;6;;4;;;47;;;15088;4485;19573;12937;8778;;;;;1;4;5;5;1;;;;;1857;10;1867;89;5;;;;;1176;169;1345;0;236;;;;;7182;2088;9270;1892;24348;;;;;118;20;138;14;779;;;;
BLOCS;2014;130783327;130001415;5;7;;1;1;1;;4;;1;;14;1;;4;1;1;13;1;3;3992;3707;7699;6392;16;1;2;;;825;298;1123;828;;3;2;1;2;12;0;12;3;;;;;;72;70;142;0;;;;;;1305;4686;5991;3713;2;;;;1;1;16;17;9;;;;;
BLOCS;2014;130783665;130043722;1;6;6;0;0;1;1;1;1;0;0;8;8;;1;1;;8;8;;1100;2789;3889;2359;;;;;;2;492;494;147;;;;;;0;0;0;0;;;;;;3;0;3;0;;;;;;494;1667;2161;1279;;;;;;0;19;19;0;;;;;
BLOCS;2014;130783723;130001456;1;12;;0;;0;;1;;2;;15;;;1;;;18;;;6092;8457;14549;12257;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;81;2535;2616;1381;;;;;;0;0;0;0;;;;;
BLOCS;2014;130783772;130810336;1;6;;;;;;;;1;;7;;;1;;;8;;;4376;11097;15473;12510;;0;6;44;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;20;23;43;0;;0;0;0;0
BLOCS;2014;130783962;130001415;1;4;;;;;;1;;1;;6;;;1;;;9;;;1120;10167;11287;6415;1;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;358;1968;2326;1086;3;;8;;;18;18;36;0;;;;;
BLOCS;2014;130784051;130037823;3;15;15;;;2;2;1;1;0;;18;18;;1;1;;20;20;;8940;1445;10385;9011;;10;56;0;66;0;0;0;0;;0;0;0;0;2100;3;2103;1595;;3;3;0;1;305;10;315;0;;0;0;0;0;3213;810;4023;1038;;0;0;0;58;375;39;414;0;;0;0;0;0
BLOCS;2014;130784234;130786049;1;4;0;;;0;;0;;1;;5;0;;1;;;8;;;2033;581;2614;2112;537;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;3;0;3;0;0;;;;;133;136;269;22;176;;;;;21;2;23;9;83;;;;
BLOCS;2014;130784713;130038847;5;13;1;1;1;3;1;2;1;2;;21;4;;5;;;23;;;5976;3297;9273;7944;;;;;;535;122;657;548;;;;;;1465;9;1474;1192;;;;;;248;5;253;0;;;;;;1265;4784;6049;3747;;;;;;4;5;9;3;;;;;
BLOCS;2014;130784903;130002041;;4;;;;;;1;;1;;6;;;1;;;4;;;1;4668;4669;2395;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;63;255;318;103;;;;;;0;4;4;0;;;;;
BLOCS;2014;130785389;130002173;1;9;;;;;;1;;2;;12;;0;2;2;;15;15;;1840;5667;7507;5403;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;650;3142;3792;2216;;;;;;12;493;505;0;;;;;
BLOCS;2014;130785652;130014228;6;19;;2;2;2;;3;;3;;29;2;;6;;;55;;;11799;6908;18707;15148;;27;;4;7;983;177;1160;1040;;10;11;2;1;1878;5;1883;1549;;;;;;1405;28;1433;0;;;;;;5433;6471;11904;6026;;;;;;42;123;165;77;;;;;
BLOCS;2014;130785678;130002249;3;5;;0;;1;;2;;1;;9;;;2;;;8;;;1630;1710;3340;2802;;;;;;28;14;42;14;;;;;;4;0;4;1;;;;;;55;0;55;46;;;;;;1495;3964;5459;2279;;;;;;3;1;4;4;;;;;
BLOCS;2014;130786361;130002447;1;12;;;;0;;3;;;;15;;;2;;;25;;;7571;8490;16061;12196;;;;;;3;3;6;6;;;;;;3;0;3;2;;;;;;359;54;413;0;;;;;;3458;8465;11923;7496;;;;;;19;23;42;20;;;;;
BLOCS;2014;130786445;130002488;1;2;1;1;1;1;0;1;0;1;0;6;2;;1;1;;5;1;;869;276;1145;1060;;;;;;669;140;809;783;;;;;;0;0;0;0;;;;;;1;5;6;0;;;;;;40;165;205;190;;;;;;0;3;3;1;;;;;
BLOCS;2014;130786742;750821092;1;3;3;0;0;1;1;2;2;1;1;7;7;0;1;1;0;10;10;0;3034;1486;4520;3589;2359;30;132;4;4;0;0;0;0;0;0;0;0;0;27;0;27;2;0;0;0;0;0;10;0;10;0;0;0;1;0;0;1188;313;1501;341;1314;2;18;0;2;6;1;7;1;377;0;0;0;0
BLOCS;2014;130804297;130786049;1;6;2;;;;;;;;;6;2;;2;;;19;;;4822;982;5804;4508;3203;;;;;0;0;0;0;438;;;;;187;0;187;141;0;;;;;79;0;79;0;0;;;;;1044;480;1524;528;1078;;;;;21;26;47;1;107;;;;
BLOCS;2014;130810740;130007362;;12;;0;;1;;2;;0;;15;;;3;;;30;;;5712;14338;20050;19056;81;24;;22;31;0;9;9;9;;;;;;20;1;21;18;;;;;;309;24;333;331;;;1;;;1215;5110;6325;5957;4;;;4;2;1;203;204;11;;;;;
BLOCS;2014;140000027;140000035;1;7;1;1;;1;;1;;;;10;1;;1;1;;10;;;2362;852;3214;2762;;5;6;3;24;897;350;1247;462;;32;46;9;19;15;0;15;15;;0;0;0;0;125;1;126;0;;0;0;0;0;899;704;1603;668;;;;;;10;8;18;0;;;;;
BLOCS;2014;140000076;140000084;1;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;90;1;91;0;122;0;0;0;0;;;;;;;;;
BLOCS;2014;140000209;140000100;5;25;4;1;1;6;2;7;0;0;;39;7;2;8;3;0;41;8;0;19099;6780;25879;20952;7886;142;262;20;35;2447;1207;3654;1450;432;40;52;7;10;2214;157;2371;163;2;8;6;5;7;1371;218;1589;0;69;2;1;0;2;4275;1539;5814;2706;5606;12;22;1;9;75;40;115;15;1749;0;5;0;0
BLOCS;2014;140000233;140000118;3;4;0;1;1;2;0;1;0;0;0;8;1;;1;1;;4;4;;1967;1075;3042;2589;530;2;0;5;3;273;140;413;148;;1;3;0;1;9;0;9;2;;;;;;2;0;2;0;;;;;;546;458;1004;640;1096;;;;;1;4;5;0;;;;;
BLOCS;2014;140000290;140000449;1;4;4;4;4;0;0;1;1;1;1;10;10;;1;;;8;;;3845;4027;7872;6448;;;;;;5;13;18;17;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;221;929;1150;841;;;;;;2;1;3;1;;;;;
BLOCS;2014;140000373;140000159;1;0;;0;;0;;1;1;0;;1;1;;1;;;1;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;797;290;1087;439;267;0;2;0;1;0;0;0;0;0;;;;
BLOCS;2014;140000555;140000639;;5;;;;0;;0;;0;;5;;0;1;;;6;;;3671;1949;5620;3057;;;;;;0;0;0;0;;;;;;2;0;2;0;;;;;;2;0;2;0;;;;;;598;228;826;435;;;;;;0;6;6;0;;;;;
BLOCS;2014;140002452;140025800;1;0;0;0;0;1;0;1;0;0;0;2;0;5;1;0;;6;0;;68;3802;3870;2585;1500;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;8;8;0;;;;;;26;643;669;435;115;;;;;0;0;0;0;;;;;
BLOCS;2014;140016759;140003146;2;10;;1;1;0;0;1;1;1;;13;2;;2;2;;18;3;;9133;7904;17037;13748;;;;;;1063;158;1221;522;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1899;3310;5209;4068;;;;;;1;16;17;2;;;;;
BLOCS;2014;140017237;140003278;2;17;;0;;3;;1;;1;;22;;;3;;;33;;;10655;11683;22338;19081;;49;4;8;36;5;1;6;6;;;;;;2450;24;2474;1760;;;;;;788;3;791;0;;;;;;2084;7493;9577;4647;;;;;;40;29;69;6;;;;;
BLOCS;2014;140018730;140000423;1;4;;0;;0;;1;;0;;5;;;1;;;6;;;1924;3502;5426;3724;;;;;2;1;1;2;2;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;760;1100;1860;1474;;;;;;1;11;12;1;;;;;
BLOCS;2014;140024886;140000092;1;5;1;0;;0;;0;;0;;5;1;;1;;;8;;;2031;2578;4609;3229;;14;5;4;8;407;177;584;229;;2;4;0;1;55;0;55;0;;;;;;14;4;18;0;;3;;;3;942;1054;1996;1077;;1;;;1;1;2;3;1;;;;;
BLOCS;2014;140026410;140026279;2;1;;1;;1;;1;;1;;5;;;1;;;1;;;104;35;139;111;;;;;;323;246;569;120;;;;;;21;0;21;19;;;;;;0;0;0;0;;;;;;180;25;205;22;;;;;;0;1;1;0;;;;;
BLOCS;2014;140026709;140000415;1;4;;1;;;;1;;;;6;;;1;;;10;;;1842;3014;4856;3582;;;;;;1;40;41;18;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;683;959;1642;1016;;;;;;0;0;0;0;;;;;
BLOCS;2014;150000032;150780088;1;3;1;1;1;0;0;1;0;0;0;5;2;0;1;1;0;5;1;0;1463;425;1888;1627;0;5;1;5;0;217;88;305;140;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;511;889;562;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BLOCS;2014;150000040;150780096;2;6;2;1;1;1;1;1;1;3;3;12;8;;2;2;;12;12;;4322;2299;6621;4537;;;;;;594;280;874;356;;;;;;281;5;286;0;;;;;;234;48;282;0;;;;;;1456;1156;2612;1258;;;;;;15;44;59;3;;;;;
BLOCS;2014;150780732;150000271;;9;;0;;0;;2;;0;;11;;;1;;;15;;;4276;4094;8370;6793;;;;;;0;10;10;10;;;;;;31;0;31;1;;;;;;160;26;186;0;;;;;;2122;2769;4891;2898;;;;;;1;129;130;130;;;;;
BLOCS;2014;160000170;160000204;2;8;;;;;;1;;;;9;;0;2;;;14;;;4786;6803;11589;9259;;;;7;17;0;0;0;0;;;;;;0;0;0;0;;;;;;259;100;359;0;;;;;;194;1599;1793;1041;;;;;;11;1;12;12;;;;;
BLOCS;2014;160000253;160000451;4;7;1;1;1;2;1;3;0;1;0;14;3;1;1;1;;12;12;;5578;2275;7853;1093;515;23;5;9;18;1089;554;1643;280;;39;66;8;9;1308;3;1311;0;0;2;0;0;2;127;10;137;0;57;8;1;0;0;2639;1377;4016;1092;1669;0;1;5;5;10;59;69;1;7;;;17;
BLOCS;2014;160000279;160000212;;4;;1;;1;;1;;1;;8;;;1;;;12;;;2373;3421;5794;4516;;;;;;;0;0;0;;;;;;1;0;1;0;;;;;;5;0;5;0;;;;;;198;1783;1981;1477;;;;;;1;7;8;3;;;;;
BLOCS;2014;160000303;160006037;1;1;;;;;;1;;;;2;;;1;;;3;;;42;14;56;55;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;118;129;247;109;;;;;;0;0;0;0;;;;;
BLOCS;2014;160000311;160000485;1;;;;;1;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;27;;;;;;;;;;;;;;;;;;;;;;;;
BLOCS;2014;160000337;160000493;1;1;0;1;0;0;0;1;0;0;0;3;0;;1;0;;3;0;;52;37;89;3;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;55;154;209;153;;0;0;0;0;0;0;0;0;;0;0;0;0
BLOCS;2014;160013207;160001632;1;13;;1;;0;;3;;0;;17;;;1;;;32;;;4940;8844;13784;10487;;;;;;329;220;549;465;;;;;;0;0;0;0;;;;;;166;2;168;0;;;;;;2156;4647;6803;4855;;;;;;15;73;88;8;;;;;
BLOCS;2014;160015368;160014411;;;;1;1;;;1;0;;;2;1;;;;;;;;175;55;230;65;0;0;0;0;0;423;213;636;283;0;3;2;0;1;10;0;10;2;0;0;0;0;0;8;0;8;0;0;0;0;0;0;738;183;921;195;0;0;0;0;0;0;1;1;0;0;0;0;0;0
BLOCS;2014;170000038;170780050;3;3;;0;;1;;1;;1;;6;;1;1;;;4;;;1128;988;2116;1303;;;;;;1;31;32;17;;;;;;22;0;22;0;;;;;;15;0;15;0;;;;;;374;918;1292;710;;;;;;0;2;2;1;;;;;
BLOCS;2014;170000087;170023279;3;11;2;1;1;3;;4;1;0;;19;4;;2;;;18;;;9663;5463;15126;9884;164;36;18;17;15;1147;758;1905;727;;4;10;;;1997;10;2007;143;;;;;;388;76;464;0;;;;;;4178;1374;5552;2447;;2;2;;;47;56;103;2;;;;;
BLOCS;2014;170000095;170780167;1;3;0;1;0;1;0;1;0;1;0;7;0;0;1;0;0;6;0;0;979;650;1629;1197;1128;13;0;0;1;238;68;306;136;0;0;0;1;3;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502;572;1074;560;767;16;0;0;0;1;2;3;0;438;0;0;0;0
BLOCS;2014;170000103;170780175;1;7;1;1;1;8;;2;2;0;;18;4;;1;;;15;;;4044;2377;6421;5064;1702;3;8;12;24;713;502;1215;491;60;0;1;0;2;552;2;554;8;0;3;4;1;1;32;0;32;0;0;0;0;0;0;2653;1188;3841;2580;2579;3;0;4;1;23;63;86;13;1;0;0;0;0
BLOCS;2014;170000129;170780191;1;0;0;0;0;0;0;1;0;2;0;3;0;0;1;0;0;6;0;0;190;48;238;7;;;;;;0;0;0;0;;;;;;66;1;67;0;;;;;;10;0;10;0;;;;;;627;102;729;99;;;;;;0;0;0;0;;;;;
BLOCS;2014;170000152;170780225;1;6;1;1;1;1;;1;;1;;10;2;;1;;;11;;;2958;3304;6262;4597;343;5;15;1;9;232;298;530;348;;3;4;;;67;0;67;5;;;;;;11;0;11;0;;;;;;1563;2449;4012;2488;1;9;;;;3;11;14;5;;;;;
BLOCS;2014;170780563;170000251;3;5;;1;;1;;3;;1;;11;;2;1;;;10;;;5369;3824;9193;7645;;;;;;259;98;357;222;;;;;;7;0;7;0;;;;;;303;8;311;0;;;;;;1336;2979;4315;3174;;;;;;6;20;26;13;;;;;
BLOCS;2014;170780613;170000277;2;7;;1;;0;;0;;0;;8;;;1;;;13;;;3956;3569;7525;6642;399;1;4;;1;177;81;258;233;;1;;;;0;0;0;0;;;;;;154;4;158;0;;;;;;866;699;1565;1289;1;;;;;11;27;38;14;1;;;;
BLOCS;2014;170780621;170000285;1;2;;0;;1;;1;;1;;5;;;1;;;11;;;2670;3949;6619;4807;;;;;;0;0;0;2;;;;;;53;2;55;1;;;;;;23;1;24;0;;;;;;443;2386;2829;1867;;;;;;1;13;14;4;;;;;
BLOCS;2014;170780647;170000301;;6;;;;0;;1;;0;;7;;;1;;;10;;;2079;4882;6961;4949;722;;2;;1;0;0;0;0;;;;;;0;0;0;0;;;;;;2;14;16;0;;;;;;281;2600;2881;1844;56;;;;;0;3;3;1;1;;;;
BLOCS;2014;170780662;170024053;3;8;;;;;;3;;0;;11;;;3;;;24;;;4396;11967;16363;11286;69;3;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;802;9225;10027;5411;2;2;;;;3;23;26;18;2;;;;
BLOCS;2014;180000010;180000028;2;8;1;2;1;8;1;1;0;1;0;20;3;0;1;0;0;10;0;0;4171;2755;6926;4546;4424;18;14;5;23;655;714;1369;618;0;23;28;1;5;1241;29;1270;0;0;1;10;3;3;71;3;74;0;0;0;0;0;1;2152;1833;3985;2247;2902;3;0;3;3;19;57;76;8;272;0;0;0;0
BLOCS;2014;180000200;180000051;1;3;1;1;1;0;0;1;0;0;0;5;2;;1;1;;6;1;;1580;1638;3218;2413;2579;7;7;6;19;244;193;437;222;8;1;4;;2;1;0;1;0;;;;;;0;0;0;0;;;;;;444;1013;1457;717;412;0;0;0;0;2;21;23;1;24;0;0;0;0
BLOCS;2014;180000358;180000739;1;4;4;1;1;1;;0;;;;6;5;;1;;;6;;;1513;2513;4026;2998;;5;0;1;6;0;0;0;0;;;;;;7;0;7;0;;;;;;2;0;2;0;;;;;;1286;1594;2880;1805;;;;;;0;0;0;0;;;;;
BLOCS;2014;180004145;180000887;2;11;;1;;0;;2;;0;;14;;;1;;;12;;;4623;3236;7859;6929;236;17;1;;;127;16;143;109;;;2;;;0;0;0;0;;;;;;276;0;276;0;;;;;;1440;2618;4058;3008;1;;;;;8;12;20;9;;;;;
BLOCS;2014;190000018;190000042;1;7;7;1;1;1;1;1;1;1;;11;10;;1;1;;12;12;;4091;1189;5280;3967;2374;;;;;353;428;781;387;47;;;;;862;11;873;0;1;;;;;370;17;387;0;0;;;;;2494;1281;3775;1680;1892;;;;;0;3;3;0;72;;;;
BLOCS;2014;190000026;190000059;2;3;1;1;1;1;1;0;0;0;0;5;3;;1;1;;6;;;2092;1482;3574;2961;;;;;;354;186;540;274;;;;;;149;0;149;0;;;;;;32;0;32;0;;;;;;1660;869;2529;1169;;;;;;3;39;42;0;;;;;
BLOCS;2014;190000091;190000075;1;3;3;0;0;0;0;2;0;0;0;5;3;;1;;;6;;;1283;1051;2334;2022;1193;15;28;9;19;175;76;251;106;6;1;3;4;0;30;0;30;0;0;;;;;28;0;28;0;0;;;;;772;974;1746;941;1401;;7;;;0;2;2;1;28;;;;
BLOCS;2014;190000224;190000901;2;7;7;;;1;1;4;4;4;4;16;16;;1;1;;14;14;;6331;6011;12342;9394;;;;;;0;0;0;0;;;;;;49;0;49;0;;;;;;5;3;8;0;;;;;;2142;5929;8071;5209;;;;;;5;55;60;4;;;;;
BLOCS;2014;190000257;190001131;1;5;1;;;;;1;;;;6;1;0;1;;;7;;;3128;2350;5478;4376;;;;;;516;148;664;379;;;;;;0;0;0;0;;;;;;26;0;26;0;;;;;;982;1533;2515;1803;;;;;;15;32;47;0;;;;;
BLOCS;2014;210011847;210011839;2;8;;1;;1;;2;;1;;13;;;1;;;15;;;3177;5778;8955;6462;;0;0;0;0;1;0;1;1;;;;;;0;0;0;0;;;;;;5;2;7;0;;;;;;1198;3287;4485;2628;;;;;;17;29;46;16;;;;;
BLOCS;2014;210780110;210000022;2;8;;2;2;;;1;;;;11;2;;2;1;;14;2;;2510;5404;7914;6713;;;;;;1044;130;1174;594;;;;;;0;0;0;0;;;;;;77;4;81;0;;;;;;263;2075;2338;1193;;;;;;3;5;8;1;;;;;
BLOCS;2014;210780136;210000030;1;6;1;;;;;1;1;;;7;2;;1;;;10;;;5274;2634;7908;7594;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;629;3000;3629;2021;;;;;;1;5;6;0;;;;;
BLOCS;2014;210780789;210003208;1;5;;;;1;;3;;1;;10;;;1;;;10;;;3422;2612;6034;4900;;0;0;0;1;0;0;0;0;;;;;;0;0;0;0;;;;;;102;83;185;0;;;;;;1967;2621;4588;2793;;0;0;0;0;1;17;18;13;;;;;
BLOCS;2014;210780979;210000295;1;7;1;;;2;1;1;;0;;10;2;;3;2;;24;;;3837;7823;11660;10795;;;;;;0;0;0;0;;;;;;1511;0;1511;1234;;;;;;607;49;656;0;;;;;;784;2360;3144;2096;;;;;;1;14;15;13;;;;;
BLOCS;2014;210987558;210780581;2;30;3;2;1;3;1;3;0;0;0;38;5;;2;2;;47;10;;18004;8505;26509;20265;;;;;;2283;1033;3316;1109;;;;;;2378;20;2398;60;;;;;;932;38;970;0;;;;;;6471;1909;8380;3237;;;;;;108;76;184;4;;;;;
BLOCS;2014;210987657;210780714;1;6;0;0;0;1;0;0;0;1;1;8;1;0;1;0;0;11;0;0;2502;1981;4483;3718;1388;5;1;1;8;459;236;695;259;0;0;0;0;0;30;0;30;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;620;1081;1701;913;0;0;0;0;0;1;4;5;0;0;0;0;0;0
BLOCS;2014;210987665;210010070;;0;;0;;;;1;;0;;1;;;1;;;4;;;23;26;49;0;;;;;;0;11;11;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;127;424;551;414;;;;;;2;0;2;0;;;;;
BLOCS;2014;210987699;210780706;1;3;1;1;;0;;1;;0;;5;1;;2;1;;6;1;;2090;618;2708;2286;320;8;8;6;7;381;78;459;153;;;3;;;24;1;25;1;;;;;;13;0;13;0;;;;;;236;374;610;370;;;;;;2;3;5;0;;;;;
BLOCS;2014;210987731;210780417;2;4;;0;;1;;1;;0;;6;;0;1;;;10;;;2660;1369;4029;2056;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;53;0;53;0;;;;;;372;202;574;306;;;;;;0;0;0;0;;;;;
BLOCS;2014;220000012;220000020;4;11;11;2;1;2;2;4;0;4;0;23;14;0;3;1;0;18;18;0;8458;3514;11972;9719;4824;;;;;1519;591;2110;840;0;;;;;1162;11;1173;0;0;;;;;565;56;621;0;0;;;;;4088;2380;6468;2377;2280;;;;;4;41;45;5;205;;;;
BLOCS;2014;220000095;220000046;1;1;1;1;1;1;;1;1;1;;5;3;;1;;;3;;;319;97;416;266;;;;;;455;291;746;247;;;;;;97;1;98;0;;;;;;24;0;24;0;;;;;;1044;248;1292;372;;;;;;2;6;8;1;;;;;
BLOCS;2014;220000111;220000376;1;5;5;0;0;0;0;;0;;0;5;5;;1;1;;8;8;;2140;2498;4638;3857;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;541;3036;3577;2298;;;;;;1;4;5;4;;;;;
BLOCS;2014;220000285;220000673;1;4;1;0;;0;;1;;1;;6;1;;1;;;12;;;4827;8131;12958;9716;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;240;125;365;213;;;;;;1;3;4;0;;;;;
BLOCS;2014;220000301;220000673;1;5;;1;1;1;;2;;1;;10;1;;1;;;12;;;4850;3012;7862;6907;;;;;;215;171;386;284;;;;;;1;0;1;1;;;;;;383;1;384;0;;;;;;2031;5669;7700;5137;;;;;;8;57;65;12;;;;;
