BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2014;690030770;330030909;M1110;2;;2;;1
DIALYSE_P;2014;690030770;330030909;N2500;0;3;3.33;;
DIALYSE_P;2014;690030770;330030909;N4100;1;;1;;
DIALYSE_P;2014;690030770;330030909;NAUT;3;1;3.5;;
DIALYSE_P;2014;690030770;330030909;NCINF;9;8;14.61;;
DIALYSE_P;2014;690031513;690000278;M1110;;2;0.16;;
DIALYSE_P;2014;690031513;690000278;NCINF;2;0;2;;
DIALYSE_P;2014;690780499;690000278;M1110;7;;7;1;1
DIALYSE_P;2014;690780499;690000278;N2500;29;;28;;
DIALYSE_P;2014;690780499;690000278;N4100;3;;2.5;;
DIALYSE_P;2014;690780499;690000278;NAUT;11;;10.57;;
DIALYSE_P;2014;690780499;690000278;NCINF;69;;66.79;;
DIALYSE_P;2014;690782834;690000724;M1110;4;;4;0;1
DIALYSE_P;2014;690782834;690000724;N2500;4;1;4.5;;
DIALYSE_P;2014;690782834;690000724;NCINF;25;;25;;
DIALYSE_P;2014;690783154;690781810;M1110;1;3;2.81;1;0
DIALYSE_P;2014;690783154;690781810;N2500;2;;2;;
DIALYSE_P;2014;690783154;690781810;NAUT;11;;12.38;;
DIALYSE_P;2014;690783154;690781810;NCINF;24;23;42.5;;
DIALYSE_P;2014;690784137;690781810;M1110;1;;0.7;0;0
DIALYSE_P;2014;690784137;690781810;N2500;3;3;3.64;;
DIALYSE_P;2014;690784137;690781810;NAUT;2;;2.02;;
DIALYSE_P;2014;690784137;690781810;NCINF;9;7;13.97;;
DIALYSE_P;2014;690799283;690796552;M1110;0;1;0.04;0;1
DIALYSE_P;2014;690799283;690796552;NCINF;0;3;0.6;;
DIALYSE_P;2014;690804018;690796552;M1110;0;2;0.62;0;1
DIALYSE_P;2014;690804018;690796552;NCINF;4;4;5.03;;
DIALYSE_P;2014;690805361;690805353;M1110;3;;1.21;0;1
DIALYSE_P;2014;690805361;690805353;NAUT;2;;0.36;;
DIALYSE_P;2014;690805361;690805353;NCINF;9;1;7.9;;
DIALYSE_P;2014;690807755;690002225;M1110;5;2;5.4;0;0
DIALYSE_P;2014;690807755;690002225;N2500;3;5;5.71;;
DIALYSE_P;2014;690807755;690002225;N4100;1;1;1.2;;
DIALYSE_P;2014;690807755;690002225;NAUT;18;11;24.2;;
DIALYSE_P;2014;690807755;690002225;NCINF;35;20;48.14;;
DIALYSE_P;2014;700000029;700004591;M1110;3;;2.92;0;1
DIALYSE_P;2014;700000029;700004591;N2500;5;;4.9;;
DIALYSE_P;2014;700000029;700004591;NAUT;1;;1;;
DIALYSE_P;2014;700000029;700004591;NCINF;11;7;16.2;;
DIALYSE_P;2014;700003577;670005834;M1110;0;3;0.6;0;1
DIALYSE_P;2014;700003577;670005834;NCINF;10;4;12.35;;
DIALYSE_P;2014;710010166;670005834;M1110;;10;1.8;;
DIALYSE_P;2014;710010166;670005834;NCINF;10;2;11.4;;
DIALYSE_P;2014;710780917;710000274;M1110;;4;1;;1
DIALYSE_P;2014;710780917;710000274;NAUT;2;;1.9;;
DIALYSE_P;2014;710780917;710000274;NCINF;5;1;4.87;;
DIALYSE_P;2014;710970658;670005834;M1110;;5;0.9;0;1
DIALYSE_P;2014;710970658;670005834;NCINF;1;2;2;;
DIALYSE_P;2014;710971326;670005834;M1110;;10;1.8;;
DIALYSE_P;2014;710971326;670005834;NCINF;10;2;11.4;;
DIALYSE_P;2014;710973504;670005834;M1110;1;5;2;0;1
DIALYSE_P;2014;710973504;670005834;NCINF;4;1;4.3;;
DIALYSE_P;2014;710974502;670005834;M1110;;4;0.8;0;1
DIALYSE_P;2014;710974502;670005834;NCINF;;4;1.6;;
DIALYSE_P;2014;710974510;670005834;M1110;0;4;0.8;0;1
DIALYSE_P;2014;710974510;670005834;NCINF;0;3;1;;
DIALYSE_P;2014;710974528;670005834;M1110;;5;0.9;0;1
DIALYSE_P;2014;710974528;670005834;NCINF;8;3;8.9;;
DIALYSE_P;2014;710978263;710780958;M1110;6;1;6.1;0;1
DIALYSE_P;2014;710978263;710780958;N2500;1;2;4.41;;
DIALYSE_P;2014;710978263;710780958;NAUT;4;2;3.58;;
DIALYSE_P;2014;710978263;710780958;NCINF;17;4;18.01;;
DIALYSE_P;2014;710978289;710780263;M1110;3;;0.87;1;1
DIALYSE_P;2014;710978289;710780263;N2500;6;5;8.6;;
DIALYSE_P;2014;710978289;710780263;NAUT;7;2;5.69;;
DIALYSE_P;2014;710978289;710780263;NCINF;13;12;17.92;;
DIALYSE_P;2014;720000033;720000025;M1110;0;1;0.8;0;1
DIALYSE_P;2014;720000033;720000025;N2500;7;8;12.8;;
DIALYSE_P;2014;720000033;720000025;NAUT;0;3;1.13;;
DIALYSE_P;2014;720000033;720000025;NCINF;21;11;30.15;;
DIALYSE_P;2014;720003441;440002590;M1110;2;2;2.33;0;0
DIALYSE_P;2014;720003441;440002590;N2500;2;6;6.06;;
DIALYSE_P;2014;720003441;440002590;NAUT;3;;3;;
DIALYSE_P;2014;720003441;440002590;NCINF;13;6;17.49;;
DIALYSE_P;2014;720016690;440002590;M1110;;1;0.08;0;0
DIALYSE_P;2014;720016690;440002590;NCINF;;6;0.14;;
DIALYSE_P;2014;720016831;440002590;M1110;;1;0.08;0;0
DIALYSE_P;2014;720016831;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;720017235;440002590;M1110;;1;0.08;0;0
DIALYSE_P;2014;720017235;440002590;NCINF;;2;0.14;;
DIALYSE_P;2014;720017755;440002590;M1110;;1;0.08;0;0
DIALYSE_P;2014;720017755;440002590;NCINF;;4;0.14;;
DIALYSE_P;2014;720017839;440002590;M1110;3;2;3.98;0;0
DIALYSE_P;2014;720017839;440002590;N2500;4;8;9.36;;
DIALYSE_P;2014;720017839;440002590;NAUT;3;3;5.16;;
DIALYSE_P;2014;720017839;440002590;NCINF;15;11;21.53;;
DIALYSE_P;2014;730000031;730000015;M1110;5;2;2.11;;
DIALYSE_P;2014;730000031;730000015;N2500;5;3;4.04;;
DIALYSE_P;2014;730000031;730000015;NCINF;19;16;31.14;;
DIALYSE_P;2014;730000924;690796552;M1110;0;6;1.8;0;1
DIALYSE_P;2014;730000924;690796552;NCINF;14;8;16.15;;
DIALYSE_P;2014;730785011;690796552;M1110;0;6;0.1;0;1
DIALYSE_P;2014;730785011;690796552;NCINF;0;5;3;;
DIALYSE_P;2014;730785466;380793802;NCINF;1;;1;;
DIALYSE_P;2014;730786233;690796552;M1110;0;6;0.1;0;1
DIALYSE_P;2014;730786233;690796552;NCINF;2;2;3.05;;
DIALYSE_P;2014;730786464;380793802;M1110;;5;0.91;;
DIALYSE_P;2014;730786464;380793802;NAUT;;1;0.4;;
DIALYSE_P;2014;730786464;380793802;NCINF;;1;0.69;;
DIALYSE_P;2014;730790235;380793802;NCINF;1;1;1.07;;
DIALYSE_P;2014;740000237;740781133;M1110;5;0;2;0;1
DIALYSE_P;2014;740000237;740781133;N2500;7;2;7.75;;
DIALYSE_P;2014;740000237;740781133;NAUT;8;1;1.26;;
DIALYSE_P;2014;740000237;740781133;NCINF;17;12;24.41;;
DIALYSE_P;2014;740000328;740790381;M1110;3;;0.83;0;1
DIALYSE_P;2014;740000328;740790381;N2500;11;;6.06;;
DIALYSE_P;2014;740000328;740790381;NAUT;3;;0.61;;
DIALYSE_P;2014;740000328;740790381;NCINF;24;;13.87;;
DIALYSE_P;2014;740010889;690796552;M1110;0;2;0.08;0;1
DIALYSE_P;2014;740010889;690796552;NCINF;0;3;0.6;;
DIALYSE_P;2014;740011515;330015488;M1110;2;;2;0;1
DIALYSE_P;2014;740011515;330015488;N2500;1;1;2.04;;
DIALYSE_P;2014;740011515;330015488;N4100;;1;0.2;;
DIALYSE_P;2014;740011515;330015488;NAUT;;1;0.42;;
DIALYSE_P;2014;740011515;330015488;NCINF;2;6;4.46;;
DIALYSE_P;2014;740012646;690796552;M1110;0;1;0.5;0;1
DIALYSE_P;2014;740012646;690796552;NCINF;7;1;5.37;;
DIALYSE_P;2014;740788617;330015488;M1110;2;;2;0;1
DIALYSE_P;2014;740788617;330015488;N2500;1;6;5.79;;
DIALYSE_P;2014;740788617;330015488;NAUT;5;5;6.37;;
DIALYSE_P;2014;740788617;330015488;NCINF;7;16;13.38;;
DIALYSE_P;2014;740788641;690796552;M1110;1;;0.09;0;1
DIALYSE_P;2014;740789649;690796552;M1110;0;2;0.18;0;1
DIALYSE_P;2014;740789649;690796552;NCINF;0;4;1.65;;
DIALYSE_P;2014;740789821;690796552;M1110;0;4;0.52;0;1
DIALYSE_P;2014;740789821;690796552;NCINF;4;7;5.19;;
DIALYSE_P;2014;750000184;750806853;M1110;0;2;0.73;0;0
DIALYSE_P;2014;750000184;750806853;N4100;1;;1;;
DIALYSE_P;2014;750000184;750806853;NAUT;4;1;4.34;;
DIALYSE_P;2014;750000184;750806853;NCINF;5;;5;;
DIALYSE_P;2014;750009318;750806853;M1110;3;5;2.39;0;0
DIALYSE_P;2014;750009318;750806853;N2500;2;;2;;
DIALYSE_P;2014;750009318;750806853;N4100;1;;0.41;;
DIALYSE_P;2014;750009318;750806853;NAUT;4;;2.87;;
DIALYSE_P;2014;750009318;750806853;NCINF;8;;8;;
DIALYSE_P;2014;750040297;750000960;M1110;;3;2;;1
DIALYSE_P;2014;750040297;750000960;N2500;2;;2;;
DIALYSE_P;2014;750040297;750000960;NAUT;1;;1;;
DIALYSE_P;2014;750040297;750000960;NCINF;6;;6;;
DIALYSE_P;2014;750047318;750831059;M1110;2;;1;;1
DIALYSE_P;2014;750047318;750831059;N4100;2;;1;;
DIALYSE_P;2014;750047318;750831059;NAUT;3;;1;;
DIALYSE_P;2014;750047318;750831059;NCINF;16;;8;;
DIALYSE_P;2014;750100075;750712184;M1110;;4;1.2;0;0
DIALYSE_P;2014;750100075;750712184;N2500;;4;3.43;;
DIALYSE_P;2014;750100075;750712184;NCINF;7;2;8.7;;
DIALYSE_P;2014;750100109;750712184;M1110;1;0;1;0;0
DIALYSE_P;2014;750100109;750712184;N2500;2;0;2;;
DIALYSE_P;2014;750100109;750712184;NCINF;3;2;4.11;;
DIALYSE_P;2014;750100125;750712184;M1110;3;1;3.6;0;1
DIALYSE_P;2014;750100125;750712184;N2500;10;1;10.8;;
DIALYSE_P;2014;750100125;750712184;NAUT;1;;1;;
DIALYSE_P;2014;750100125;750712184;NCINF;19;1;19.8;;
DIALYSE_P;2014;750100208;750712184;M1110;1;7;7;1;0
DIALYSE_P;2014;750100208;750712184;N2500;9;2;9.8;;
DIALYSE_P;2014;750100208;750712184;NAUT;0;1;0.9;;
DIALYSE_P;2014;750100208;750712184;NCINF;18;5;22.1;;
DIALYSE_P;2014;750100232;750712184;N2500;6;;6;;
DIALYSE_P;2014;750100232;750712184;NAUT;1;;1;;
DIALYSE_P;2014;750100232;750712184;NCINF;11;;11;;
DIALYSE_P;2014;750100273;750712184;M1110;3;3;3;1;
DIALYSE_P;2014;750100273;750712184;N2500;7;0;8.18;;
DIALYSE_P;2014;750100273;750712184;NCINF;19;2;21.19;;
DIALYSE_P;2014;750120016;750821092;M1110;4;;4;0;1
DIALYSE_P;2014;750120016;750821092;N2500;1;;0.5;;
DIALYSE_P;2014;750120016;750821092;NCINF;7;;7;;
DIALYSE_P;2014;750150104;750720476;M1110;1;0;2.09;0;1
DIALYSE_P;2014;750150104;750720476;N2500;0;0;0.07;;
DIALYSE_P;2014;750150104;750720476;NAUT;2;1;2.01;;
DIALYSE_P;2014;750150104;750720476;NCINF;10;0;9.61;;
DIALYSE_P;2014;750150252;750720575;M1110;4;3;4.5;0;1
DIALYSE_P;2014;750150252;750720575;N2500;9;1;9.5;;
DIALYSE_P;2014;750150252;750720575;N4100;1;;1;;
DIALYSE_P;2014;750150252;750720575;NAUT;4;2;5.4;;
DIALYSE_P;2014;750150252;750720575;NCINF;20;9;26.3;;
DIALYSE_P;2014;750150302;750806853;M1110;5;3;5.73;0;0
DIALYSE_P;2014;750150302;750806853;N2500;20;;20;;
DIALYSE_P;2014;750150302;750806853;N4100;6;2;7.2;;
DIALYSE_P;2014;750150302;750806853;NAUT;20;;19.26;;
DIALYSE_P;2014;750150302;750806853;NCINF;41;7;45.5;;
DIALYSE_P;2014;750150310;750806853;M1110;4;;4;0;1
DIALYSE_P;2014;750150310;750806853;N2500;20;1;20.63;;
DIALYSE_P;2014;750150310;750806853;N4100;7;;1.26;;
DIALYSE_P;2014;750150310;750806853;NAUT;42;;23.06;;
DIALYSE_P;2014;750150310;750806853;NCINF;33;4;35.5;;
DIALYSE_P;2014;750200024;750806853;M1110;3;6;5.96;0;0
DIALYSE_P;2014;750200024;750806853;N4100;10;;5.58;;
DIALYSE_P;2014;750200024;750806853;NAUT;25;;22.39;;
DIALYSE_P;2014;750200024;750806853;NCINF;10;3;11.6;;
DIALYSE_P;2014;750300139;750000655;M1110;;3;;1;1
DIALYSE_P;2014;750300139;750000655;N2500;5;4;5.94;;
DIALYSE_P;2014;750300139;750000655;N4100;;2;1.75;;
DIALYSE_P;2014;750300139;750000655;NAUT;1;0;1;;
DIALYSE_P;2014;750300139;750000655;NCINF;12;9;11.4;;
DIALYSE_P;2014;750300154;750000671;M1110;2;1;2.5;1;1
DIALYSE_P;2014;750300154;750000671;N2500;23;;10.21;;
DIALYSE_P;2014;750300154;750000671;NAUT;3;0;2.14;;
DIALYSE_P;2014;750300154;750000671;NCINF;41;;21.09;;
DIALYSE_P;2014;750300915;750000960;M1110;4;;4;;
DIALYSE_P;2014;750300915;750000960;N2500;7;;7;;
DIALYSE_P;2014;750300915;750000960;NCINF;19;5;22.17;;
DIALYSE_P;2014;750803447;750712184;M1110;1;;1;0;0
DIALYSE_P;2014;750803447;750712184;N2500;3;1;3.36;;
DIALYSE_P;2014;750803447;750712184;NAUT;;1;0.25;;
DIALYSE_P;2014;750803447;750712184;NCINF;8;1;8.57;;
DIALYSE_P;2014;750803454;750712184;M1110;3;5;4.4;0;1
DIALYSE_P;2014;750803454;750712184;N2500;4;1;4.8;;
DIALYSE_P;2014;750803454;750712184;NCINF;12;1;12.5;;
DIALYSE_P;2014;750814824;330030859;M1110;;2;1.2;0;0
DIALYSE_P;2014;750814824;330030859;N2500;2;3;2.27;;
DIALYSE_P;2014;750814824;330030859;NAUT;1;8;3.31;;
DIALYSE_P;2014;750814824;330030859;NCINF;7;19;12.35;;
DIALYSE_P;2014;750828618;750806853;M1110;;1;0.2;0;0
DIALYSE_P;2014;750828618;750806853;N4100;1;;0.28;;
DIALYSE_P;2014;750828618;750806853;NAUT;3;;2.47;;
DIALYSE_P;2014;750828618;750806853;NCINF;3;;2.3;;
DIALYSE_P;2014;750829053;750000655;M1110;;2;;0;1
DIALYSE_P;2014;750831067;750831059;M1110;2;;1;0;0
DIALYSE_P;2014;750831067;750831059;N4100;1;;0.4;;
DIALYSE_P;2014;750831067;750831059;NAUT;1;;1;;
DIALYSE_P;2014;750831067;750831059;NCINF;19;;13;;
DIALYSE_P;2014;760000018;760780023;M1110;4;;3.08;0;1
DIALYSE_P;2014;760000018;760780023;N2500;4;2;5.2;;
DIALYSE_P;2014;760000018;760780023;NAUT;3;4;3.58;;
DIALYSE_P;2014;760000018;760780023;NCINF;10;6;14.66;;
DIALYSE_P;2014;760000158;760780239;M1110;1;1;1.6;0;0
DIALYSE_P;2014;760000158;760780239;N2500;1;1;1.8;;
DIALYSE_P;2014;760000158;760780239;NAUT;3;;1.72;;
DIALYSE_P;2014;760000158;760780239;NCINF;9;3;8.75;;
DIALYSE_P;2014;760000463;760024042;M1110;4;;4;0;1
DIALYSE_P;2014;760000463;760024042;N2500;4;4;4.95;;
DIALYSE_P;2014;760000463;760024042;NAUT;5;9;6.07;;
DIALYSE_P;2014;760000463;760024042;NCINF;13;1;13.8;;
DIALYSE_P;2014;760021329;760000448;M1110;4;;4;0;0
DIALYSE_P;2014;760021329;760000448;N2500;3;5;8.14;;
DIALYSE_P;2014;760021329;760000448;N4100;;3;0.74;;
DIALYSE_P;2014;760021329;760000448;NAUT;3;;3.07;;
DIALYSE_P;2014;760021329;760000448;NCINF;16;15;24.4;;
DIALYSE_P;2014;760025619;140000852;NCINF;;3;1.1;;
DIALYSE_P;2014;760025668;140000852;NCINF;;4;2.28;;
DIALYSE_P;2014;760025718;140000852;NCINF;;1;0.54;;
DIALYSE_P;2014;760025759;140000852;NCINF;;10;6.01;;
DIALYSE_P;2014;760025809;140000852;NCINF;;7;3.29;;
DIALYSE_P;2014;760025858;140000852;NCINF;;4;2.72;;
DIALYSE_P;2014;760025908;140000852;NCINF;;11;5.86;;
DIALYSE_P;2014;760026088;140000852;NCINF;;10;6.01;;
DIALYSE_P;2014;760026138;140000852;NCINF;;10;5.91;;
DIALYSE_P;2014;760780668;760000331;M1110;;3;1;0;0
DIALYSE_P;2014;760780668;760000331;N2500;1;;1;;
DIALYSE_P;2014;760780668;760000331;NAUT;;1;0.4;;
DIALYSE_P;2014;760780668;760000331;NCINF;7;;7;;
DIALYSE_P;2014;760783035;750721334;M1110;3;;2.53;0;1
DIALYSE_P;2014;760783035;750721334;N2500;4;3;4.58;;
DIALYSE_P;2014;760783035;750721334;N4100;1;;0.92;;
DIALYSE_P;2014;760783035;750721334;NAUT;1;4;2.25;;
DIALYSE_P;2014;760783035;750721334;NCINF;13;3;11.47;;
DIALYSE_P;2014;760783522;760780239;M1110;4;;1.9;0;1
DIALYSE_P;2014;760783522;760780239;N2500;7;6;11.07;;
DIALYSE_P;2014;760783522;760780239;NAUT;9;;8.16;;
DIALYSE_P;2014;760783522;760780239;NCINF;19;11;26.12;;
DIALYSE_P;2014;760805770;760780726;M1110;2;;0.55;0;1
DIALYSE_P;2014;760805770;760780726;N2500;6;1;6.35;;
DIALYSE_P;2014;760805770;760780726;NAUT;2;6;4.69;;
DIALYSE_P;2014;760805770;760780726;NCINF;14;16;24.91;;
DIALYSE_P;2014;760917773;140000852;NCINF;;4;1.83;;
DIALYSE_P;2014;760921106;140000852;NCINF;;13;8.49;;
DIALYSE_P;2014;760921718;140000852;NCINF;;13;8.49;;
DIALYSE_P;2014;760921809;760000273;M1110;4;;4;0;1
DIALYSE_P;2014;760921809;760000273;N2500;9;1;7.22;;
DIALYSE_P;2014;760921809;760000273;NAUT;4;2;4.33;;
DIALYSE_P;2014;760921809;760000273;NCINF;20;5;22.25;;
DIALYSE_P;2014;770000156;770110054;N2500;4;;4;;
DIALYSE_P;2014;770000156;770110054;NAUT;3;1;3.16;;
DIALYSE_P;2014;770000156;770110054;NCINF;22;;20.99;;
DIALYSE_P;2014;770000446;770700185;M1110;5;2;1.95;0;1
DIALYSE_P;2014;770000446;770700185;N2500;4;3;6.33;;
DIALYSE_P;2014;770000446;770700185;NAUT;7;;5.97;;
DIALYSE_P;2014;770000446;770700185;NCINF;12;6;14.38;;
DIALYSE_P;2014;770001873;940000060;M1110;;2;0.4;0;0
DIALYSE_P;2014;770001873;940000060;NAUT;;1;0.2;;
DIALYSE_P;2014;770001873;940000060;NCINF;2;1;2.52;;
DIALYSE_P;2014;770016087;770016137;M1110;3;;3;;1
DIALYSE_P;2014;770016087;770016137;N4100;1;;0.6;;
DIALYSE_P;2014;770016087;770016137;NAUT;8;;6;;
DIALYSE_P;2014;770016087;770016137;NCINF;13;2;14.5;;
DIALYSE_P;2014;770016160;750806853;N4100;1;;0.28;;
DIALYSE_P;2014;770016160;750806853;NAUT;1;;0.58;;
DIALYSE_P;2014;770016160;750806853;NCINF;2;;1.03;;
DIALYSE_P;2014;770020055;770000271;M1110;3;;3;0;0
DIALYSE_P;2014;770020055;770000271;N2500;9;0;9.79;;
DIALYSE_P;2014;770020055;770000271;NCINF;20;6;24.26;;
DIALYSE_P;2014;770790707;770000719;M1110;2;;2;0;1
DIALYSE_P;2014;770790707;770000719;N2500;4;2;4.43;;
DIALYSE_P;2014;770790707;770000719;NAUT;5;2;6.23;;
DIALYSE_P;2014;770790707;770000719;NCINF;12;7;16.01;;
DIALYSE_P;2014;770803708;750806853;M1110;;2;0.28;0;0
DIALYSE_P;2014;770803708;750806853;N4100;;;0.32;;
DIALYSE_P;2014;770803708;750806853;NAUT;;1;1.29;;
DIALYSE_P;2014;770803708;750806853;NCINF;3;;2.15;;
DIALYSE_P;2014;770809028;770815777;M1110;3;;0.5;0;0
DIALYSE_P;2014;770809028;770815777;N4100;2;;0.6;;
DIALYSE_P;2014;770809028;770815777;NAUT;4;;1.6;;
DIALYSE_P;2014;770809028;770815777;NCINF;4;;3.2;;
DIALYSE_P;2014;770813426;770813418;M1110;;1;0.1;0;0
DIALYSE_P;2014;770813426;770813418;N4100;;1;0.1;;
DIALYSE_P;2014;770813426;770813418;NAUT;;2;1;;
DIALYSE_P;2014;770813426;770813418;NCINF;3;1;3.8;;
DIALYSE_P;2014;770813459;940000060;M1110;;2;0.2;0;0
DIALYSE_P;2014;770813459;940000060;NAUT;;1;0.1;;
DIALYSE_P;2014;770813459;940000060;NCINF;1;1;1.37;;
DIALYSE_P;2014;770814986;940000060;M1110;;2;0.2;0;0
DIALYSE_P;2014;770814986;940000060;NAUT;;1;0.1;;
DIALYSE_P;2014;770814986;940000060;NCINF;1;1;1.27;;
DIALYSE_P;2014;780000311;780001236;M1110;3;1;4.44;0;1
DIALYSE_P;2014;780000311;780001236;NAUT;11;;10.78;;
DIALYSE_P;2014;780000311;780001236;NCINF;23;;22.14;;
DIALYSE_P;2014;780000329;780110052;M1110;2;;2;0;1
DIALYSE_P;2014;780000329;780110052;N2500;2;1;2.07;;
DIALYSE_P;2014;780000329;780110052;NAUT;;1;0.5;;
DIALYSE_P;2014;780000329;780110052;NCINF;6;9;6.67;;
DIALYSE_P;2014;780001558;780001509;M1110;;2;0.17;0;1
DIALYSE_P;2014;780001558;780001509;NAUT;;1;0.17;;
DIALYSE_P;2014;780001558;780001509;NCINF;2;;2;;
DIALYSE_P;2014;780001707;780822920;M1110;1;;1;;
DIALYSE_P;2014;780001707;780822920;N4100;1;;1;;
DIALYSE_P;2014;780001707;780822920;NAUT;4;;4;;
DIALYSE_P;2014;780001707;780822920;NCINF;8;;8;;
DIALYSE_P;2014;780017802;780002010;M1110;2;;2;0;1
DIALYSE_P;2014;780017802;780002010;N4100;1;0;1;;
DIALYSE_P;2014;780017802;780002010;NAUT;3;1;3.5;;
DIALYSE_P;2014;780017802;780002010;NCINF;21;2;22;;
DIALYSE_P;2014;780018727;780018719;M1110;1;1;1.5;;
DIALYSE_P;2014;780018727;780018719;N2500;3;;3;;
DIALYSE_P;2014;780018727;780018719;NCINF;7;4;9.38;;
DIALYSE_P;2014;780150017;750005068;M1110;3;2;3.84;0;1
DIALYSE_P;2014;780150017;750005068;N2500;4;;4;;
DIALYSE_P;2014;780150017;750005068;N4100;3;2;4;;
DIALYSE_P;2014;780150017;750005068;NAUT;;2;0.35;;
DIALYSE_P;2014;780150017;750005068;NCINF;11;1;10.75;;
DIALYSE_P;2014;780300414;780000675;M1110;;3;1.5;0;0
DIALYSE_P;2014;780300414;780000675;N2500;4;0;5.24;;
DIALYSE_P;2014;780300414;780000675;NCINF;12;1;14.5;;
DIALYSE_P;2014;780300422;780002259;M1110;2;;1.2;0;1
DIALYSE_P;2014;780300422;780002259;N2500;1;;1;;
DIALYSE_P;2014;780300422;780002259;N4100;1;;1;;
DIALYSE_P;2014;780300422;780002259;NCINF;15;5;19.53;;
DIALYSE_P;2014;780826145;750806853;M1110;;1;0.18;0;0
DIALYSE_P;2014;780826145;750806853;N4100;1;;0.19;;
DIALYSE_P;2014;780826145;750806853;NAUT;1;;0.92;;
DIALYSE_P;2014;780826145;750806853;NCINF;3;;2.09;;
DIALYSE_P;2014;790000087;790000012;M1110;4;1;3.8;0;1
DIALYSE_P;2014;790000087;790000012;N2500;7;2;8.73;;
DIALYSE_P;2014;790000087;790000012;NAUT;;2;1.62;;
DIALYSE_P;2014;790000087;790000012;NCINF;13;10;19.51;;
DIALYSE_P;2014;790007306;860000348;M1110;;2;0.61;0;1
DIALYSE_P;2014;790007306;860000348;N2500;;3;1.87;;
DIALYSE_P;2014;790007306;860000348;N4100;;;0.75;;
DIALYSE_P;2014;790007306;860000348;NAUT;;1;0.95;;
DIALYSE_P;2014;790007306;860000348;NCINF;4;5;7.1;;
DIALYSE_P;2014;790016786;860000348;M1110;;1;0.24;0;1
DIALYSE_P;2014;790016786;860000348;N2500;;1;0.68;;
DIALYSE_P;2014;790016786;860000348;N4100;;;0.5;;
DIALYSE_P;2014;790016786;860000348;NAUT;;;0.6;;
DIALYSE_P;2014;790016786;860000348;NCINF;1;2;2.02;;
DIALYSE_P;2014;790016794;860000348;M1110;;1;0.3;0;1
DIALYSE_P;2014;790016794;860000348;N2500;;1;0.73;;
DIALYSE_P;2014;790016794;860000348;N4100;;;0.5;;
DIALYSE_P;2014;790016794;860000348;NAUT;;;0.6;;
DIALYSE_P;2014;790016794;860000348;NCINF;3;;2.55;;
DIALYSE_P;2014;800002503;800001141;M1110;2;;2;0;1
DIALYSE_P;2014;800002503;800001141;N2500;6;;6.93;;
DIALYSE_P;2014;800002503;800001141;NCINF;19;1;19.82;;
DIALYSE_P;2014;800006124;800000044;M1110;5;;1.64;1;
DIALYSE_P;2014;800006124;800000044;N2500;4;1;4.4;;
DIALYSE_P;2014;800006124;800000044;NAUT;7;1;7.35;;
DIALYSE_P;2014;800006124;800000044;NCINF;26;6;30.85;;
DIALYSE_P;2014;800010159;590799995;M1110;;2;0.06;0;0
DIALYSE_P;2014;800010159;590799995;NCINF;;2;2;;
DIALYSE_P;2014;800010324;590799995;M1110;;2;0.06;0;0
DIALYSE_P;2014;800010324;590799995;NCINF;;8;5;;
DIALYSE_P;2014;810000224;810000471;M1110;5;;5;0;1
DIALYSE_P;2014;810000224;810000471;N2500;10;4;11.69;;
DIALYSE_P;2014;810000224;810000471;N4100;4;;4;;
DIALYSE_P;2014;810000224;810000471;NCINF;39;15;45.59;;
DIALYSE_P;2014;810003368;810000471;M1110;4;;1;0;1
DIALYSE_P;2014;810003368;810000471;N4100;1;;0.25;;
DIALYSE_P;2014;810003368;810000471;NCINF;4;;3;;
DIALYSE_P;2014;810008698;810000471;M1110;4;;1;0;1
DIALYSE_P;2014;810008698;810000471;N4100;1;;0.25;;
DIALYSE_P;2014;810008698;810000471;NCINF;4;;3.1;;
DIALYSE_P;2014;810101741;810000471;M1110;4;;4;0;1
DIALYSE_P;2014;810101741;810000471;N4100;1;;0.25;;
DIALYSE_P;2014;810101741;810000471;NCINF;4;;3;;
DIALYSE_P;2014;810101758;810000471;M1110;4;;1;0;1
DIALYSE_P;2014;810101758;810000471;N4100;1;;0.25;;
DIALYSE_P;2014;810101758;810000471;NCINF;2;;2;;
DIALYSE_P;2014;810102947;810000471;M1110;4;;4;0;1
DIALYSE_P;2014;810102947;810000471;N2500;1;;1;;
DIALYSE_P;2014;810102947;810000471;N4100;1;;0.25;;
DIALYSE_P;2014;810102947;810000471;NCINF;1;;1;;
DIALYSE_P;2014;820000057;820000131;M1110;3;;3;;1
DIALYSE_P;2014;820000057;820000131;N2500;7;1;6.89;;
DIALYSE_P;2014;820000057;820000131;N4100;4;1;4.8;;
DIALYSE_P;2014;820000057;820000131;NAUT;2;2;2.6;;
DIALYSE_P;2014;820000057;820000131;NCINF;22;6;25.39;;
DIALYSE_P;2014;820005791;820000131;N2500;1;;1;;
DIALYSE_P;2014;820005791;820000131;NCINF;1;;1;;
DIALYSE_P;2014;820007920;820000131;N2500;1;;1;;
DIALYSE_P;2014;820007920;820000131;NCINF;1;;1;;
DIALYSE_P;2014;830000345;830100616;M1110;3;;2.2;0;1
DIALYSE_P;2014;830000345;830100616;N2500;7;2;8;;
