BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2014;2A0000022;2A0000014;USIC;8;2446;678;;;2390;;;;2;3;2.5;0;;0;0;0;0;0;;0;;;;0;0;0
REA;2014;2A0000097;2A0000063;SURVADU;0;900;89;;;460;;;;1;3;4;;;;;;;;;;;;;;;
REA;2014;2A0000139;2A0000063;SURVADU;8;2920;439;;;2789;;;;6;;6;1;;4;4;;1;4;;4;;;;1;1;2.5
REA;2014;2A0000154;2A0000204;AUTSI;4;1460;268;;;1056;;;;2;;2;;;;;;;;;;;;;;;
REA;2014;2A0000154;2A0000204;SITOT;4;1460;268;;;1056;;;;;;;;;;;;;;;;;;;;;
REA;2014;2B0000012;2B0000020;REAADU;8;2822;304;316;16;3141;4;;36;4;2;4.09;1;0;20.27;20;3;0.67;16;2;15.09;0;0;0;2;6;4.09
REA;2014;2B0000012;2B0000020;SITOT;6;2190;613;;;1358;;;;;;;;;;;;;;;;;;;;;
REA;2014;2B0000012;2B0000020;SURVADU;4;1460;153;;;514;;;;2;1;2.04;1;0;10.14;10;2;0.33;8;1;7.54;0;0;0;1;3;2.04
REA;2014;2B0000012;2B0000020;USIC;6;2190;613;;;1358;;;;5;0;4.78;1;0;4.38;5;0;1;2;0;2.51;0;0;0;0;2;1.74
REA;2014;2B0000160;2B0000087;SURVADU;0;912;1;;;3;;;;;2;0.5;;;0.5;3;;;2;;0.5;;;;;1;0.5
REA;2014;2B0000392;2B0000129;SURVADU;5;1825;76;;;522;;;;3;;0.3;;;1.25;2;;;3;;1.5;;4;0.4;;2;1.25
REA;2014;300000023;300780046;REAADU;8;2920;261;263;6;2128;4;;68;5;1;3.48;2;0;18.76;25;10;1.2;19;4;9.02;2;0;0.69;0;4;3.31
REA;2014;300000023;300780046;SITOT;6;2190;558;;;2062;;;;;;;;;;;;;;;;;;;;;
REA;2014;300000023;300780046;SURVADU;4;1460;257;;;1076;;;;5;1;0.87;;;6.01;17;9;;11;3;4.5;;;;0;2;0.53
REA;2014;300000023;300780046;USIC;6;2190;558;;;2062;;;;4;2;1.14;2;0;6.5;14;7;0.3;13;0;4.74;;;;2;7;1.45
REA;2014;300000031;300780053;SITOT;6;2190;611;;;1670;;;;;;;;;;;;;;;;;;;;;
REA;2014;300000031;300780053;SURVADU;6;2190;543;;;1464;;;;5;;1.35;1;0;8.22;8;4;0.3;4;2;4.21;0;0;0;4;3;2.08
REA;2014;300000031;300780053;USIC;6;2190;611;;;1670;;;;2;;0.15;;;8;5;4;;4;2;5.5;0;0;0;0;0;0
REA;2014;300780137;920028396;SURVADU;9;3285;475;;;2893;;;;4;11;0.9;1;;7.8;9;0;1;5;0;4.5;;9;1.6;;;
REA;2014;300780152;300000114;REAADU;8;2920;555;584;9;2779;12;26;79;5;1;5.3;1;;22.81;16;9;1;8;3;11.47;;3;1;;1;0.92
REA;2014;300780152;300000114;SITOT;8;2920;1060;;;2490;;;;;;;;;;;;;;;;;;;;;
REA;2014;300780152;300000114;SURVADU;10;3650;933;;;1690;;;;1;0;0.9;;;9.6;12;;;;;;;;;;;
REA;2014;300780152;300000114;USIC;8;2920;1060;;;2490;;;;6;0;5.3;1;;10.66;8;5;1;4;0;3.51;;;;;;
REA;2014;300781465;300000726;SURVADU;6;2190;213;;;1129;;;;;4;0.2;;1;3;3;;0.33;3;;3;;1;0.2;;;
REA;2014;300782117;300780038;AUTSI;12;4380;342;;;3412;;;;;;;;;8.17;6;3;;6;1;6.89;;;;1;;0.98
REA;2014;300782117;300780038;REAADU;26;9490;1128;1165;77;8497;4;;167;15;1;16;1;1;71.97;67;8;1.9;37;6;40.94;;;;1;10;10.72
REA;2014;300782117;300780038;SITOT;26;9490;2072;;;8517;;;;;;;;;;;;;;;;;;;;;
REA;2014;300782117;300780038;SIUNV;8;2920;637;;;2754;;;;1;;1;;;10.58;10;;;9;;9.3;;;;1;4;4.23
REA;2014;300782117;300780038;SURVADU;25;9125;4506;;;10280;;;;1;;1;;1;17.56;13;6;0.8;12;5;15.15;;;;;;
REA;2014;300782117;300780038;USIC;6;2190;1093;;;2351;;;;1;;1;;;10.38;8;4;;5;1;5.5;;;;;2;2
REA;2014;300788502;300788486;SURVADU;8;2920;537;;;1662;;;;;13;0.9;;;6.4;7;0;;5;0;4.7;;3;0.3;;;
REA;2014;310000310;310780671;REAADU;6;2190;191;199;12;1679;10;;74;1;3;1.9;;1;10.6;9;2;0.5;8;;7.7;;;;;;
REA;2014;310000310;310780671;SURVADU;3;1095;224;;;807;;;;1;3;1.9;;1;9.11;8;1;0.5;6;;4.34;;;;;;
REA;2014;310016977;310781406;AUTSI;22;7444;1191;;;5139;;;;1;;0.5;;;;;;;;;;;;;;;
REA;2014;310016977;310781406;REAENF;8;2906;438;450;16;2264;21;;;2;;2;11;;9;9;;11;13;3;14;3;1;1;;1;0.15
REA;2014;310016977;310781406;SITOT;22;7444;1191;;;5139;;;;;;;;;;;;;;;;;;;;;
REA;2014;310016977;310781406;SURVENF;16;5718;747;;;4682;;;;4;1;1.14;13;;16.39;15;1;14.53;19;2;20.83;3;1;1.8;;1;0.1
REA;2014;310019351;310781406;AUTSI;12;4348;933;;;4248;;;;8;;0.9;1;;18.9;17;2;1;18;3;19.57;;;;;1;0.01
REA;2014;310019351;310781406;SITOT;12;4348;933;;;4248;;;;;;;;;;;;;;;;;;;;;
REA;2014;310019351;310781406;SURVADU;6;2137;491;;;1933;;;;2;;0.2;;;6.66;10;;0.36;11;;5.4;;;;;;
REA;2014;310025333;310781406;AUTSI;50;15124;990;;;9124;;;;7;;4.06;2;;40.17;64;4;1.48;56;1;35.57;;;;;;
REA;2014;310025333;310781406;REAADU;8;1864;218;229;15;1272;49;33;15;5;;4.6;1;;12.04;28;;0.5;22;;8.47;4;;0.55;3;;0.63
REA;2014;310025333;310781406;SITOT;50;15124;990;;;9124;;;;;;;;;;;;;;;;;;;;;
REA;2014;310025333;310781406;SURVADU;4;932;168;;;618;;;;2;;0.8;1;;3.58;25;;0.16;22;;4.54;;;;;;
REA;2014;310780101;310000039;SURVADU;6;2190;302;;;1650;;;;;;;;;6.08;3;2;;4;1;4.6;;;;;1;1
REA;2014;310780135;310000054;SURVADU;4;1460;427;;;1180;;;;6;;6;1;;4.43;5;;0.3;5;;4;4;;4;;;
REA;2014;310780150;310788799;SURVADU;5;1825;509;;;829;;;;10;;7;6;;;;;2.7;;;;;;;;;
REA;2014;310780150;310788799;SURVENF;2;730;34;;;40;;;;10;;3;6;;;;;1.13;;;;;;;;;
REA;2014;310780259;310000096;REAADU;16;5840;1439;1495;21;5340;13;25;276;4;;4;1;;36.84;58;8;0.57;20;1;13.14;;;;;;
REA;2014;310780259;310000096;SITOT;12;4380;1639;;;4003;;;;;;;;;;;;;;;;;;;;;
REA;2014;310780259;310000096;SURVADU;29;10516;2969;;;9376;;;;4;;4;2;;23.45;64;8;1.33;25;2;11.67;;;;;;
REA;2014;310780259;310000096;USIC;12;4380;1639;;;4003;;;;3;;3;1;;20.2;19;2;1;6;;5.64;;;;;;
REA;2014;310780283;310000112;REAADU;8;2920;260;273;16;2208;11;;89;14;;14;;;12.78;19;;;10;;8.49;2;;2;;1;1
REA;2014;310780283;310000112;SURVADU;12;4380;601;;;3538;;;;14;;14;;;8.28;16;;;9;;5.77;2;;2;;1;1
REA;2014;310780309;310000120;REAADU;8;2920;163;176;11;2309;40;;41;;;;;;12.26;10;4;;9;;9.15;;;;;3;3.19
REA;2014;310780309;310000120;SITOT;10;3650;1031;;;4335;;;;;;;;;;;;;;;;;;;;;
REA;2014;310780309;310000120;SURVADU;15;5475;559;;;4007;;;;4;;4;;;;;;;;;;;;;;;
REA;2014;310780309;310000120;USIC;10;3650;1031;;;4335;;;;12;;12;;;;;;;;;;;;;;;
REA;2014;310780382;310000179;SURVADU;10;3650;782;;;2678;;;;10;5;12.5;;;8.78;8;1;;;;;;;;;;
REA;2014;310781000;310788880;REAADU;12;4380;599;636;30;4758;11;39;124;6;;;1;0;33.04;30;6;0.93;15;2;17.93;;;;0;2;2.15
REA;2014;310781000;310788880;SITOT;17;6205;1992;;;6199;;;;;;;;;;;;;;;;;;;;;
REA;2014;310781000;310788880;SIUNV;5;1825;243;;;1709;;;;4;;;;;5.94;6;2;;4;0;4.35;;;;;;
REA;2014;310781000;310788880;SURVADU;12;4380;1021;;;4498;;;;;85;;1;0;13.75;14;0;1;10;1;11.35;;;;1;0;0.46
REA;2014;310781000;310788880;USIC;12;4380;1749;;;4490;;;;13;;;;;15.71;17;2;;6;1;9.35;;;;1;0;0.99
REA;2014;310781067;310788898;SURVADU;4;1460;321;;;1108;;;;;;;1;;6.23;18;5;0.15;17;6;5.52;;;;2;5;1.1
REA;2014;310781505;310000492;REAADU;10;3650;472;511;26;3111;4;;162;6;;;;1;21.8;19;4;0.33;12;2;13.34;;;;2;3;4
REA;2014;310781505;310000492;SURVADU;10;3650;806;;;2734;;;;6;;;;1;;;;0.33;;;;;;;;;
REA;2014;310782016;310000617;AUTSI;8;2920;293;;;2330;;;;7;7;2;1;;6.6;7;;1;7;;6.6;;2;0.25;;3;2.2
REA;2014;310782016;310000617;SITOT;8;2920;293;;;2330;;;;;;;;;;;;;;;;;;;;;
REA;2014;310782016;310000617;SURVADU;16;5840;718;;;5115;;;;7;7;2;1;;11;11;;1;7;;6.6;;;;;;
REA;2014;310782347;310789136;SURVADU;0;480;72;;;452;;;;;;;;;3.34;;;;;;0.65;;;;;;
REA;2014;310783048;310781406;AUTSI;15;5475;2317;;;11055;;;;15;;2.7;;;37.3;32;8;;30;5;35.36;7;2;2;;5;0.6
REA;2014;310783048;310781406;REAADU;36;13140;1654;2251;759;9885;3;;204;18;;7.1;4;;99.46;95;19;2.57;63;10;57.9;4;;2.4;;3;0.8
REA;2014;310783048;310781406;SITOT;31;11315;3857;;;14999;;;;;;;;;;;;;;;;;;;;;
REA;2014;310783048;310781406;SIUNV;16;5840;1540;;;3944;;;;6;;2.69;1;;18.06;22;3;1;19;6;18.92;6;;0.8;;2;0.2
REA;2014;310783048;310781406;SURVADU;30;10509;2092;;;7986;;;;16;;2.59;;;7.88;8;;;8;2;8.72;9;1;2;;3;0.2
REA;2014;310783055;310781406;AUTSI;10;3647;2224;;;4082;;;;13;;2.08;3;;22.57;20;2;0.9;20;;20.61;;;;;;
REA;2014;310783055;310781406;REAADU;51;18615;2758;3380;536;17912;5;;394;19;1;8.96;4;;141.37;148;;4.36;96;;96.8;;;;;4;0.63
REA;2014;310783055;310781406;SITOT;30;10567;4910;;;11571;;;;;;;;;;;;;;;;;;;;;
REA;2014;310783055;310781406;SIUNV;0;;241;;;852;;;;;;;;;;;;;;;;;;;;;
REA;2014;310783055;310781406;SURVADU;50;16678;6140;;;30180;;;;20;;5.96;2;;38.6;43;;1.77;40;;39.02;;;;;1;1
REA;2014;310783055;310781406;USIC;20;6920;2445;;;6637;;;;8;;2.15;2;;36.45;30;9;2;29;5;34.93;;;;;1;0.3
REA;2014;320000086;320780117;REAADU;8;2910;353;361;11;2333;10;39;91;4;;4.53;1;;16;12;4;1;11;2;13.43;;;;;4;1.31
REA;2014;320000086;320780117;SITOT;4;1460;381;;;1220;;;;;;;;;;;;;;;;;;;;;
REA;2014;320000086;320780117;SIUNV;4;1460;381;;;1220;;;;3;;0.45;;;3.74;;;;;;3.14;;;;;;0.2
REA;2014;320000086;320780117;SURVADU;8;2920;1622;;;2286;;;;2;;0.22;;;3.67;;;0.11;;;5.2;;;;;;1.34
REA;2014;330000340;330780552;SURVADU;6;2190;489;;;1547;;;;14;;1.5;;;11.8;8;5;;3;;3.03;2;;0.12;;;
REA;2014;330000555;330781204;SURVADU;12;4380;836;;;3044;;;;6;;2.4;;;12.2;10;4;;10;4;12.2;;;;;2;0.7
REA;2014;330000571;330781220;SURVADU;6;2190;911;;;2447;;;;9;2;2.08;1;;5.93;18;4;0.3;5;;4.54;;1;0.1;3;;1.29
REA;2014;330000589;330027509;SURVADU;6;2190;536;;;1962;;;;5;0;1.76;0;0;10.42;8;5;0.32;7;0;6.17;0;0;0;0;2;1.25
REA;2014;330000605;330781253;REAADU;12;4380;411;430;39;4083;5;36;80;8;;4.1;1;;30.15;24;9;1;18;1;19.11;;;;;7;6.25
REA;2014;330000605;330781253;SITOT;8;2920;1217;;;2902;;;;;;;;;;;;;;;;;;;;;
REA;2014;330000605;330781253;SURVADU;8;2920;393;;;2285;;;;7;;1.3;;;9.86;10;;;5;1;6.52;;;;2;3;3.82
REA;2014;330000605;330781253;USIC;8;2920;1217;;;2902;;;;3;;1.3;;;;;;;;;;;;;;;
REA;2014;330000662;330781329;SURVADU;7;2555;785;;;1006;;;;;;;;1;7.06;7;1;1;;;;;;;;1;1
REA;2014;330780081;330000043;REAADU;13;4745;1326;1370;10;3167;14;;263;6;;6;;1;18.24;16;2;0.5;8;;8;;2;0.1;1;;0.2
REA;2014;330780081;330000043;SITOT;14;5110;2075;;;4779;;;;;;;;;;;;;;;;;;;;;
REA;2014;330780081;330000043;SURVADU;10;3650;738;;;1640;;;;;7;2;;1;15;15;;0.33;5;;5;;2;0.1;1;;0.2
REA;2014;330780081;330000043;USIC;14;5110;2075;;;4779;;;;;7;2;;1;20;20;;0.5;8;;8;;2;0.15;;;
REA;2014;330780115;330000076;SURVADU;6;2052;503;;;902;;;;8;10;13;;;9.8;9;1;;4;0;3.8;;3;0.5;2;;1
REA;2014;330780263;330000134;SURVADU;8;2920;638;;;2547;;;;;11;2.2;1;;5.39;4;4;0.18;4;4;5.61;;;;;;
REA;2014;330780354;330000225;SITOT;16;5840;1524;;;5040;;;;;;;;;;;;;;;;;;;;;
REA;2014;330780354;330000225;SURVADU;9;3285;826;;;2845;;;;;1;0.5;;;4;4;;;4;1;4.71;;;;;;
REA;2014;330780354;330000225;USIC;16;5840;1524;;;5040;;;;;6;2;1;;14.17;13;3;1;13;4;14.7;;;;;;
REA;2014;330780479;330000274;REAADU;12;4380;423;448;23;3876;16;;81;;3;;1;;20;20;;0.5;13;1;13.8;;;;;1;1
REA;2014;330780479;330000274;SURVADU;26;9490;1424;;;7638;;;;;15;;1;;6.8;5;3;0.5;6;;6;;;;;;
REA;2014;330780495;330796392;SURVADU;6;2190;440;;;1523;;;;;5;1;;1;5.92;4;1;0.3;5;1;6.66;;;;;;
REA;2014;330780503;330000308;SITOT;12;4380;1062;;;3001;;;;;;;;;;;;;;;;;;;;;
REA;2014;330780503;330000308;SURVADU;6;2190;607;;;1582;;;;;;;;;4.5;4;1;;4;;4;;;;;;
REA;2014;330780503;330000308;USIC;12;4380;1062;;;3001;;;;9;1;10;;;11;11;;;9;;9;;;;;;
REA;2014;330780529;330796392;SURVADU;6;2190;342;;;1225;;;;2;;2;;1;13.77;14;1;0.42;5;;5.16;;;;;;
REA;2014;330780537;330000324;SURVADU;8;2920;609;;;2690;;;;0;10;1.5;;;11;12;2;;2;1;2.3;;;;1;2;2.3
REA;2014;330781303;750821092;REAADU;9;3265;310;321;31;2153;37;57;119;9;0;7.92;16;1;25.09;24;0;14.68;14;0;13.95;0;0;0;0;5;5.48
REA;2014;330781352;330781196;REAADU;12;4376;637;673;44;3454;8;;67;3;1;3.5;3;;37.54;41;11;1.4;30;3;25.34;;;;;1;1
REA;2014;330781352;330781196;SITOT;8;2920;890;;;2825;;;;;;;;;;;;;;;;;;;;;
REA;2014;330781352;330781196;SURVADU;10;3641;752;;;2766;;;;;;;2;;14.43;15;2;1;14;2;13.9;;;;;;
REA;2014;330781352;330781196;USIC;8;2920;890;;;2825;;;;;;;1;3;18.73;26;13;1.12;17;6;15.14;;;;;;
REA;2014;330781360;330781196;AUTSI;5;1825;57;;;1475;;;;;;;;;6;5;2;;6;2;5.4;;;;;;
REA;2014;330781360;330781196;REAADU;78;26645;3795;4787;1242;24054;13;;452;17;1;11.5;6;;180.25;207;55;4.87;129;38;128.18;;;;;3;3.77
REA;2014;330781360;330781196;REAENF;6;2190;316;344;29;2764;26;;;;;;1;;29.74;31;11;0.5;12;2;10.78;;;;;1;0.44
REA;2014;330781360;330781196;SITOT;17;6205;1718;;;5346;;;;;;;;;;;;;;;;;;;;;
REA;2014;330781360;330781196;SIUNV;12;4380;1661;;;3871;;;;5;;2.1;1;;13.17;15;1;1;12;1;11.5;;;;;;
REA;2014;330781360;330781196;SURVADU;67;22630;6287;;;17101;;;;5;;2.63;5;;99.61;113;26;4.16;94;25;81.11;;;;;;
REA;2014;330781360;330781196;SURVENF;6;2190;375;;;1583;;;;;;;;;8.32;9;3;;13;6;7.86;;;;;;
REA;2014;330782582;330000928;REAADU;8;2920;258;264;5;2723;30;;68;2;;2;10;;;;;10;5;;5;2;;2;;;
REA;2014;330782582;330000928;SURVADU;4;1460;219;;;1017;;;;2;;2;7;;;;;7;2;;2;2;;2;;;
REA;2014;330783648;330781196;AUTSI;22;8015;283;;;6573;;;;;;;1;;28.13;30;10;1;28;7;25.96;;;;;;
REA;2014;330783648;330781196;REAADU;28;10220;2245;2438;80;10122;15;;335;;;;3;;84.33;84;22;1.5;56;17;54.34;;;;;;
REA;2014;330783648;330781196;REAENF;6;2063;211;221;3;1421;7;;;4;;2.1;5;2;14.74;14;8;5.15;10;2;9.5;1;;0.5;2;1;2.5
REA;2014;330783648;330781196;SITOT;52;18485;2796;;;15107;;;;;;;;;;;;;;;;;;;;;
REA;2014;330783648;330781196;SURVADU;32;10659;3005;;;8046;;;;;;;2;;41.73;43;11;2;30;11;29.93;;;;;;
REA;2014;330783648;330781196;USIC;30;10470;2513;;;8534;;;;6;1;3.27;4;3;61.31;43;21;5.66;37;8;43.23;;;;;6;6.87
REA;2014;340000033;340780055;AUTSI;2;730;33;;;414;;;;3;;0.33;;1;1.05;2;1;0.11;2;1;0.98;;;;1;1;0.62
REA;2014;340000033;340780055;REAADU;12;4380;498;507;20;3447;3;;52;6;0;4.85;2;0;28.45;24;7;1.2;18;2;18;1;0;0.94;1;8;4.24
REA;2014;340000033;340780055;SITOT;16;5840;1449;;;4797;;;;;;;;;;;;;;;;;;;;;
REA;2014;340000033;340780055;SIUNV;6;2190;576;;;1786;;;;3;0;0.56;0;0;6.9;5;3;0;3;1;3.86;0;0;0;1;1;1.12
REA;2014;340000033;340780055;SURVADU;4;1460;310;;;1192;;;;2;0;1.4;1;0;3.79;4;0;0.1;4;0;4.47;0;0;0;0;1;1
REA;2014;340000033;340780055;USIC;8;2920;840;;;2597;;;;5;0;1.05;1;0;12.72;12;2;0.5;10;2;9.25;0;0;0;0;0;0
REA;2014;340000207;340780493;AUTSI;2;730;170;;;681;;;;7;0;0.26;1;0;3.01;12;1;0.11;9;1;2.12;;;;1;0;0.15
REA;2014;340000207;340780493;SITOT;2;730;170;;;681;;;;;;;;;;;;;;;;;;;;;
REA;2014;340000207;340780493;SURVADU;6;2190;548;;;1952;;;;7;0;0.79;1;0;9.03;12;1;0.34;9;1;6.36;;;;1;0;0.45
REA;2014;340000207;340780493;SURVENF;0;2190;0;;;0;;;;;;;;;;;;;;;;;;;;;
REA;2014;340000223;340011295;REAADU;6;2190;239;246;15;1829;1;43;46;9;0;2.33;1;0;13.75;16;2;0.75;9;1;6.81;0;0;0;0;3;2.29
REA;2014;340000223;340011295;SITOT;6;2190;629;;;1755;;;;;;;;;;;;;;;;;;;;;
REA;2014;340000223;340011295;SURVADU;2;730;204;;;596;;;;9;0;0.82;1;0;4.22;14;2;0.25;7;1;2.02;0;0;0;0;1;0.39
REA;2014;340000223;340011295;USIC;6;2190;629;;;1755;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;340009885;340009877;SURVADU;6;2190;388;;;783;;;;;1;0.5;1;;14.5;14;1;1;12;1;1;;1;0.2;;;
REA;2014;340015502;340000512;REAADU;16;5840;1005;1064;16;5326;3;;189;2;;2;;;;;;;;;;;;;;;
REA;2014;340015502;340000512;SITOT;15;5475;1646;;;4189;;;;;;;;;;;;;;;;;;;;;
REA;2014;340015502;340000512;SIUNV;6;2190;366;;;1577;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;340015502;340000512;SURVADU;14;5110;2381;;;7274;;;;2;;2;;;;;;;;;;;;;;;
REA;2014;340015502;340000512;USIC;9;3285;1280;;;2612;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;340015965;340000074;SURVADU;12;4380;1028;;;3277;;;;;11;6;1;;6;6;;0.5;7;;7;;;;;;
REA;2014;340780634;340000272;SURVADU;5;1825;39;;;242;;;;;2;1;;;3;2;3;;1;2;2;;;;1;1;1.5
REA;2014;340780642;340785856;SURVADU;6;1825;336;;;1436;;;;1;;1;6;;;;;6;6;;6;;;;;;
REA;2014;340780667;340000280;AUTSI;6;2190;106;;;1539;;;;2;;2;;;;;;;;;;;;;;;
REA;2014;340780667;340000280;REAADU;10;3650;305;319;13;3386;19;;108;4;;4;1;;19.2;19;2;1;15;1;14.4;;1;0.5;;1;1
REA;2014;340780667;340000280;SITOT;14;5110;717;;;4298;;;;;;;;;;;;;;;;;;;;;
REA;2014;340780667;340000280;SURVADU;30;10950;1783;;;10343;;;;7;;7;1;;18.93;19;2;1;16;1;16.2;;2;0.7;;;
REA;2014;340780667;340000280;USIC;8;2920;611;;;2759;;;;5;;5;1;;7.2;6;2;1;6;2;7.2;;;;;;
REA;2014;340780675;340000298;AUTSI;6;2190;509;;;2281;;;;;10;1;;1;9;9;;0.5;2;;2;;4;1;1;;1
REA;2014;340780675;340000298;SITOT;6;2190;509;;;2281;;;;;;;;;;;;;;;;;;;;;
REA;2014;340780675;340000298;SURVADU;12;4380;272;;;1911;;;;;7;1;;1;4;4;;0.5;2;;2;;4;1;1;;1
REA;2014;340780683;340000306;SURVADU;6;2190;493;;;588;;;;9;4;11;;1;4.69;4;1;0.5;4;1;4.33;;;;;;
REA;2014;340780717;340008150;SURVADU;5;1825;112;;;625;;;;7;3;8.5;1;1;3;3;;1.1;1;1;1.1;;;;1;;0.3
REA;2014;340781608;340015171;AUTSI;2;730;47;;;454;;;;1;1;0.04;5;4;;;;0.32;5;4;0.49;;1;0.05;7;6;0.16
REA;2014;340781608;340015171;SITOT;2;730;47;;;454;;;;;;;;;;;;;;;;;;;;;
REA;2014;340782036;340780477;AUTSI;32;11642;517;;;10798;;;;6;6;4.71;2;;41.32;42;;1.95;33;2;33.1;;;;;4;2.9
REA;2014;340782036;340780477;REAADU;16;5840;622;691;33;5067;13;;68;9;5;8.25;4;;35.77;37;;4;23;;22.24;;;;;3;2.7
REA;2014;340782036;340780477;SITOT;32;11642;517;;;10798;;;;;;;;;;;;;;;;;;;;;
REA;2014;340782036;340780477;SURVADU;18;6570;1654;;;5618;;;;;11;0.65;;;23.67;26;;0.76;18;;16.02;;;;;1;0.6
REA;2014;340782085;340780477;AUTSI;15;5455;833;;;4851;;;;;5;1.05;6;;16.71;18;;5.99;16;;15.36;;;;;1;0.87
REA;2014;340782085;340780477;REAADU;28;10217;673;700;29;9307;5;;91;6;10;11.83;4;;64.09;68;;4;42;;40.74;;;;;4;2.87
REA;2014;340782085;340780477;SITOT;19;6915;1521;;;5875;;;;;;;;;;;;;;;;;;;;;
REA;2014;340782085;340780477;SIUNV;4;1460;688;;;1024;;;;1;4;1.4;;;6.08;6;;;6;;6;;;;;1;0.5
REA;2014;340782085;340780477;SURVADU;16;5829;1602;;;4719;;;;;;;1;;5.33;6;;0.1;4;;3.5;;;;;;
REA;2014;340785161;340780477;AUTSI;22;7932;834;;;7356;;;;;22;4.97;2;;39.99;43;;2;28;;27.42;;;;;1;1.73
REA;2014;340785161;340780477;REAADU;28;10125;1127;1158;182;8540;3;;124;9;19;14.84;9;;59.1;60;;8.3;50;;48.34;;;;;5;4.2
REA;2014;340785161;340780477;SITOT;22;7932;834;;;7356;;;;;;;;;;;;;;;;;;;;;
REA;2014;340785161;340780477;SURVADU;6;2190;355;;;1342;;;;2;10;9.7;;;6.31;7;;;3;;2.88;;;;;;
REA;2014;340785161;340780477;SURVENF;8;2920;280;;;1863;;;;;;;10;;3.63;4;1;9.67;10;;9.96;;;;;;0.29
REA;2014;340796663;340780477;AUTSI;22;8018;1112;;;6505;;;;6;6;4.91;26;2;13.23;14;;27.03;22;1;22.03;;;;2;2;2.94
REA;2014;340796663;340780477;REAADU;14;4554;1034;1099;48;3647;9;;130;;9;5.22;1;;40.96;47;;1;25;;23.98;;;;;1;1
REA;2014;340796663;340780477;REAENF;4;1460;363;382;42;2188;18;;;;;;10;;3.87;5;1;10.07;4;;3.77;;;;1;;0.54
REA;2014;340796663;340780477;SITOT;34;12398;3276;;;11154;;;;;;;;;;;;;;;;;;;;;
REA;2014;340796663;340780477;SURVADU;8;2920;963;;;1921;;;;1;13;0.72;;;7.9;8;;;6;1;6.17;;;;;;
REA;2014;340796663;340780477;SURVENF;8;1638;113;;;333;;;;;;;10;2;;;;9.67;10;;9.96;;;;;;0.29
REA;2014;340796663;340780477;USIC;12;4380;2164;;;4649;;;;1;8;2.03;;1;21.45;23;;0.79;14;;13.4;;;;;1;1
REA;2014;350000121;350000303;SURVADU;16;5840;1702;;;5414;;;;;;;10;2;2;2;;11.68;12;5;14.1;9;;9;;;
REA;2014;350000139;350001137;SURVADU;6;2190;377;;;1539;;;;11;1;2.6;;;2.6;7;2;;5;4;2.6;;;;;;
REA;2014;350000147;350000022;REAADU;10;3650;432;442;24;2981;9;;80;6;1;4.72;1;;24.13;18;7;1.1;12;4;15.31;;;;;2;1.3
REA;2014;350000147;350000022;SITOT;12;4320;1151;;;3410;;;;;;;;;;;;;;;;;;;;;
REA;2014;350000147;350000022;SIUNV;4;1460;496;;;1275;;;;3;;0.71;1;;6.1;5;3;1;4;2;4.85;;1;0.5;;;
REA;2014;350000147;350000022;SURVADU;5;1825;456;;;1203;;;;6;1;1.58;;;6;6;;;6;;6;;;;;;
REA;2014;350000147;350000022;USIC;8;2860;655;;;2135;;;;4;;1.4;;;9.7;8;2;;9;3;9.7;;;;;1;1
REA;2014;350000154;350000030;SURVADU;5;1825;305;;;1201;;;;3;2;0.37;1;;7.93;6;5;0.08;4;4;7.01;;;;;3;0.14
REA;2014;350000162;350000048;SURVADU;4;1460;220;;;1057;;;;;;;1;;7.32;8;3;0.2;8;2;6.55;3;;0.03;1;;0.16
REA;2014;350000188;350000055;SURVADU;6;2190;452;;;1401;;;;4;1;1.1;;;10.2;3;7;;7;3;7.6;;;;;;
REA;2014;350000196;350000311;SURVADU;5;1825;394;;;1133;;;;;6;;1;;3.3;1;3;0.3;1;;1;;;;;;
REA;2014;350000741;350005179;AUTSI;54;18966;3260;;;19078;;;;23;;4.39;2;;69.84;39;37;2;40;16;49.34;1;;0.28;;5;4.11
REA;2014;350000741;350005179;REAADU;50;17459;2559;2777;177;16750;17;37;226;18;;14.12;4;;119.04;99;18;3.87;60;6;65.63;2;;2.57;1;22;22.02
REA;2014;350000741;350005179;SITOT;80;28225;5353;;;26857;;;;;;;;;;;;;;;;;;;;;
REA;2014;350000741;350005179;SIUNV;6;2129;665;;;1541;;;;1;;0.46;;;3.08;3;4;;1;;0.76;;;;;1;0.5
REA;2014;350000741;350005179;SURVADU;47;16327;2978;;;15572;;;;;;;;;9.83;14;;;15;2;12.79;;;;;;
REA;2014;350000741;350005179;USIC;20;7130;1428;;;6238;;;;5;;1.1;2;;31.42;22;10;1.93;17;6;24.23;;;;1;3;3.15
