BOR;AN;FI;FI_EJ;TELEMED_A1;TELEMED_B1;TELEMED_A2;TELEMED_B2;TELEMED_A3;TELEMED_B3;TELEMED_A4;TELEMED_B4;TELEMED_A5;TELEMED_A6;TELEMED_B6;NEPHRO_A;NEPHRO_B;NEPHRO_C;NEPHRO_D;NEURO_A;NEURO_B;NEURO_C;NEURO_D;RADIO_A;RADIO_B;RADIO_C;RADIO_D;CARDIO_A;CARDIO_B;CARDIO_C;CARDIO_D;DIABETE_A;DIABETE_B;DIABETE_C;DIABETE_D;DERMATO_A;DERMATO_B;DERMATO_C;DERMATO_D;PSY_A;PSY_B;PSY_C;PSY_D;GER_A;GER_B;GER_C;GER_D;MRARE_A;MRARE_B;MRARE_C;MRARE_D;AUTRE_A;AUTRE_B;AUTRE_C;AUTRE_D
TELEMED;2014;810100008;810100008;1;0;1;0;0;0;0;0;01/11/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;
TELEMED;2014;820000065;820000156;0;0;1;1;0;0;0;0;16/05/2015;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;ophtalmologie/orl;2;ophtalmologie/orl;2
TELEMED;2014;820000420;820000206;0;0;0;1;0;0;0;1;01/01/2009;0;0;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;830000279;830100517;0;1;0;1;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Neurochirurgie;3
TELEMED;2014;830000287;830100525;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;830000295;830100533;0;0;1;1;0;0;0;0;01/07/2013;0;;1;3;0;;1;3;1;2;1;3;1;3;1;3;1;2;1;3;0;;1;3;0;;1;2;1;2;1;3;0;;0;;0;;;;;
TELEMED;2014;830000311;830100566;1;0;1;1;1;0;1;1;01/01/2014;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;1;3;1;1;0;;0;;0;;0;;0;;0;;infectiologie;3;;
TELEMED;2014;830000345;830100616;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Neuro-chirurgie;3
TELEMED;2014;830012548;830002119;1;0;0;0;1;0;0;0;01/07/2013;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;830017372;750721235;0;1;0;1;0;0;0;0;01/06/2013;0;;0;;0;;0;;1;1;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Oncologie;1
TELEMED;2014;830100574;750821092;1;0;0;0;0;0;0;0;01/01/1999;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;neurochirurgie;3;;
TELEMED;2014;830213617;830002119;0;1;0;0;0;1;0;0;01/07/2013;0;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;840000343;840000012;0;0;0;0;0;0;1;1;01/03/2011;1;1;;;;;1;1;1;1;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;840000483;840000087;0;0;1;0;0;0;0;0;01/01/2013;0;;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;840013312;840003685;0;0;1;1;0;0;0;0;01/03/2013;0;;0;;0;;0;;0;;0;;0;;1;1;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;850000142;850000019;1;0;1;0;1;0;0;0;;0;;1;3;0;;0;3;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;2
TELEMED;2014;850000175;850009010;1;0;0;1;0;0;0;0;01/01/2013;1;1;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;;;0;;1;2;0;;0;;0;;;;ophtalmologie;2
TELEMED;2014;850000209;850000019;0;0;0;1;0;0;0;0;;;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;850000241;850000084;0;0;0;1;0;0;0;0;;0;;;;0;;;;1;3;;;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;Neurotraumatologie;3
TELEMED;2014;850000258;850000092;1;1;1;1;0;0;0;0;01/03/2014;1;0.1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;1;2;1;;1;1;0;;0;;;;;
TELEMED;2014;850011271;440002590;0;1;0;1;0;1;0;1;30/11/2011;;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;850022013;850000100;0;1;0;0;0;0;0;0;;1;0.1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;;;0;;;;;
TELEMED;2014;850022047;440002590;0;1;0;1;0;1;0;1;30/11/2011;;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;850023151;440002590;0;1;0;1;0;1;0;1;30/11/2011;;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;860000025;860013382;0;0;1;1;0;0;0;0;12/06/2012;1;0.2;;;;;1;3;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;860000033;860013382;0;0;1;1;0;0;0;0;12/06/2012;1;0.05;0;;0;;1;3;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;860000223;860013077;1;1;1;1;1;0;0;0;24/03/2011;0;;;;;;1;3;;;1;3;;;1;2;;;;;;;;;;;;;;;;;;;;;;;neurochirurgie;3;neurochirurgie;3
TELEMED;2014;870000064;870000015;1;1;1;1;1;0;1;0;01/01/1992;1;1.64;1;2;0;;1;3;0;;1;3;0;;1;1;0;;;;0;;1;1;0;;0;;0;;1;3;0;;;1;1;1;;3;;
TELEMED;2014;870000098;870000023;0;0;0;1;1;0;0;0;09/02/2001;0;;;;;;;;;;1;2;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;870000270;870000031;0;0;0;0;0;1;0;0;;0;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;870000288;870017415;0;0;1;0;0;0;0;0;15/06/2014;0;;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;870001567;870014503;0;0;0;1;0;1;0;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;;;;
TELEMED;2014;870006137;870002466;1;0;1;0;0;0;0;0;01/01/2014;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;;;;0;;;;0;;;;;;;
TELEMED;2014;880000021;880007059;0;1;0;0;0;0;0;0;;0;;0;;0;;0;;1;2;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;880000047;880780077;0;1;0;1;1;0;0;0;03/11/2009;0;;;;;;;;1;2;1;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;880000054;880007299;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;1;2;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;880000062;880780093;0;0;0;1;0;0;0;0;01/01/1996;0;;0;;0;;0;;0;;0;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;890975527;890000037;0;1;0;0;0;0;0;0;01/01/2012;0;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;890975543;890000417;0;1;0;1;0;1;0;1;;0;;0;;0;;0;;1;2;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Chirurgie viscérale et orthopédique;3
TELEMED;2014;890975550;890970569;0;0;0;1;1;0;0;1;01/01/2013;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;Oncologie, gastro, hépatho et Infectiologie;2
TELEMED;2014;890975568;890000433;0;1;0;1;0;0;0;0;08/08/2011;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;910009919;910009869;0;0;0;0;0;1;0;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;CHIRURGIE ORTHOPEDIQUE;2
TELEMED;2014;910150069;910000033;1;1;1;1;0;1;1;1;08/10/2012;1;0.4;0;;0;;0;;1;1;0;;0;;1;1;0;;0;;0;;0;;1;1;1;1;0;;1;1;0;;0;;0;;consultation mémoire;2;;
TELEMED;2014;920000601;920110053;0;0;0;1;0;0;0;0;01/01/2011;0;0;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;920000684;920150091;0;0;1;1;0;0;0;0;;0;;0;;0;;0;;0;;1;2;1;;1;2;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;920100013;750712184;0;0;1;0;0;0;0;0;;0;;0;;;;0;;;;1;2;;;0;;;;1;2;;;0;;;;0;;;;0;;;;1;2;;;;;;
TELEMED;2014;920100021;750712184;0;0;1;0;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Pédiatrie, GynécoObst et orthopédie;2;Pédiatrie, GynécoObst et Orthopédie;1
TELEMED;2014;920100039;750712184;0;0;1;0;0;0;0;0;01/01/2007;1;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEMOSTASE;3;;
TELEMED;2014;920100047;750712184;0;0;1;0;0;0;0;0;01/01/2004;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;
TELEMED;2014;920120011;750821092;0;0;1;0;1;0;0;0;;0;;0;;0;;0;;0;;1;2;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;0;;;;;
TELEMED;2014;920300043;920001526;0;0;0;1;0;0;0;0;01/03/2013;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;920300787;920000981;0;1;0;1;0;1;0;1;01/08/2013;0;;;;;;;;1;1;;;1;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;920300936;920006848;0;0;1;0;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;920301033;920001062;0;0;1;1;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;ONCOLOGIE;;ONCOLOGIE;
TELEMED;2014;930100037;750712184;1;0;1;1;1;1;0;0;01/01/2005;1;1;;;;;;;1;1;;;1;2;;;1;2;1;3;1;2;;;;;;;1;2;;;;;;;1;2;infectiologie;3;;
TELEMED;2014;930300595;930000658;1;1;1;1;1;1;0;0;;0;;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;940100027;750712184;0;0;1;0;1;0;0;0;;0;;0;;0;;1;;0;;1;3;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;940100043;750712184;0;0;1;1;0;0;0;0;01/01/2012;;;0;;;;1;2;;;1;3;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;Anatomie pathologie - orthopédie;3;Gynécologie;3
TELEMED;2014;940100068;750712184;0;0;1;0;0;0;0;0;01/01/2012;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Anapath;3;;
TELEMED;2014;950000307;950110015;0;0;1;0;0;0;0;0;01/07/2013;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;
TELEMED;2014;950000323;950013870;0;0;0;1;0;0;0;0;03/04/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;ANAPATH / NEUROCHIRURGIE;2
TELEMED;2014;970100400;970100186;0;1;0;1;0;0;0;0;01/06/2012;0;;;;0;;;;1;2;;;1;2;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;Neuro chirurgie;2
TELEMED;2014;970100426;970100202;0;0;0;1;0;0;0;1;24/01/2012;0;;0;;0;;0;;1;1;0;;1;1;0;;1;2;0;;1;1;0;;0;;0;;0;;0;;1;1;0;;1;1;;;;
TELEMED;2014;970100442;970100228;1;0;0;0;0;0;0;0;;0;;;;;;1;2;0;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;Urgences;1;;
TELEMED;2014;970400024;970408589;1;0;0;0;0;0;1;0;13/07/2010;0;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;Médecine d'urgence;3;;
TELEMED;2014;970400057;970408589;1;0;1;0;1;0;1;0;01/01/2010;0;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;970400065;970421038;0;0;1;1;1;0;0;1;;0;;0;;;;0;;1;;1;3;1;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Gynéco Cancero;2;Gyneco Cancero;2
TELEMED;2014;970400099;970408589;0;1;0;1;0;1;0;1;01/11/2007;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAMU;3
