BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2014;560015422;560002214;2500;;;;;;0.33;7;;15.87;8.06;0.21;;0.43;31.9;;;;;0.35;32.25
Q24;2014;560015422;560002214;9999;;;13.51;;13.51;2.29;23.74;;45.34;17.92;1.06;;3.1;93.45;;0.56;0.56;;23.8;131.32
Q24;2014;560018038;560023178;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018038;560023178;2000;;;;;;;;;;;;;;;;;;3.6;;3.6
Q24;2014;560018038;560023178;2100;;;;;;;;;;;;;;;;;;3.6;;3.6
Q24;2014;560018038;560023178;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018038;560023178;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018038;560023178;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018038;560023178;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018038;560023178;9999;;;;;;;;;;;;;;;;;;3.6;;3.6
Q24;2014;560018509;560018459;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018509;560018459;2000;1;;12.46;;13.46;1.86;18.48;;;;1.5;1.1;;22.94;;2.8;2.8;0.7;;39.9
Q24;2014;560018509;560018459;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018509;560018459;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018509;560018459;2300;1;;12.46;;13.46;1.86;18.48;;;;1.5;1.1;;22.94;;2.8;2.8;0.7;;39.9
Q24;2014;560018509;560018459;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018509;560018459;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560018509;560018459;9999;1;;12.46;;13.46;1.86;18.48;;;;1.5;1.1;;22.94;;2.8;2.8;0.7;;39.9
Q24;2014;560020208;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560020208;350000626;2000;;;;;;;3.1;;;;;;;3.1;;;;;;3.1
Q24;2014;560020208;350000626;2100;;;;;;;3.1;;;;;;;3.1;;;;;;3.1
Q24;2014;560020208;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560020208;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;560020208;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560020208;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560020208;350000626;9999;;;;;;;3.1;;;;;;;3.1;;;;;;3.1
Q24;2014;560022188;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560022188;350000626;2000;0.2;0.2;0.8;;1.2;2;;;5.4;;0.3;;;7.7;;0.5;0.5;;;9.4
Q24;2014;560022188;350000626;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;560022188;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560022188;350000626;2300;0.2;0.2;0.8;;1.2;2;;;5.4;;0.3;;;7.7;;0.5;0.5;;;9.4
Q24;2014;560022188;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560022188;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560022188;350000626;9999;0.2;0.2;0.8;;1.2;2;;;5.4;;0.3;;;7.7;;0.5;0.5;;;9.4
Q24;2014;560023152;440002590;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023152;440002590;2000;;;3;;3;1;19.44;;8.4;;0.02;;0.4;29.26;;;;;;32.26
Q24;2014;560023152;440002590;2100;;;3;;3;1;19.44;;8.4;;0.02;;0.4;29.26;;;;;;32.26
Q24;2014;560023152;440002590;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023152;440002590;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023152;440002590;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023152;440002590;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023152;440002590;9999;;;3;;3;1;19.44;;8.4;;0.02;;0.4;29.26;;;;;;32.26
Q24;2014;560023228;560023178;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023228;560023178;2000;1;;7.11;;8.11;;;;;;;;;;;;;18.9;;27.01
Q24;2014;560023228;560023178;2100;1;;7.11;;8.11;;;;;;;;;;;;;18.9;;27.01
Q24;2014;560023228;560023178;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023228;560023178;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023228;560023178;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023228;560023178;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023228;560023178;9999;1;;7.11;;8.11;;;;;;;;;;;;;18.9;;27.01
Q24;2014;560023848;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023848;350000626;2000;;;;;;;9.9;;;;;;;9.9;;;;;;9.9
Q24;2014;560023848;350000626;2100;;;;;;;9.9;;;;;;;9.9;;;;;;9.9
Q24;2014;560023848;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023848;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023848;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023848;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;560023848;350000626;9999;;;;;;;9.9;;;;;;;9.9;;;;;;9.9
Q24;2014;570000026;570024794;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000026;570024794;2000;0.54;;3.93;;4.47;1;9;;13;3;1;;1;28;;;;;0.54;33.01
Q24;2014;570000026;570024794;2100;0.27;;1;;1.27;0.5;5;;5;0.68;0.5;;0.5;12.18;;;;;0.12;13.57
Q24;2014;570000026;570024794;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000026;570024794;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000026;570024794;2400;0.27;;2.93;;3.2;0.5;4;;8;2.32;0.5;;0.5;15.82;;;;;0.42;19.44
Q24;2014;570000026;570024794;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000026;570024794;9999;0.54;;3.93;;4.47;1;9;;13;3;1;;1;28;;;;;0.54;33.01
Q24;2014;570000059;570025254;1000;2.32;1.08;37.4;;40.8;1.45;4.26;1.59;17.26;13.84;1.38;0.12;2.46;42.36;0.05;1.06;1.11;0.99;49.6;134.86
Q24;2014;570000059;570025254;2000;0;0;36.99;;36.99;12.05;162.03;49.36;79.89;65.14;0.2;20.85;1.85;391.37;1.11;1.45;2.56;33.38;4.22;468.52
Q24;2014;570000059;570025254;2100;0;0;36.99;;36.99;12.05;162.03;49.36;79.89;65.14;0.2;20.85;1.85;391.37;1.11;1.45;2.56;33.38;4.22;468.52
Q24;2014;570000059;570025254;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000059;570025254;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000059;570025254;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000059;570025254;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000059;570025254;9999;2.32;1.08;74.39;;77.79;13.5;166.29;50.95;97.15;78.98;1.58;20.97;4.31;433.73;1.16;2.51;3.67;34.37;53.82;603.38
Q24;2014;570000083;570000729;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000083;570000729;2000;2;;22.1;;24.1;4;28.05;19.5;34.7;;;13.8;;100.05;;;;8.4;2;134.55
Q24;2014;570000083;570000729;2100;2;;22.1;;24.1;4;28.05;19.5;34.7;;;13.8;;100.05;;;;8.4;2;134.55
Q24;2014;570000083;570000729;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000083;570000729;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000083;570000729;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000083;570000729;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000083;570000729;9999;2;;22.1;;24.1;4;28.05;19.5;34.7;;;13.8;;100.05;;;;8.4;2;134.55
Q24;2014;570000091;750050759;1000;4.42;1;32.48;;37.9;;;;;54.51;;1;;55.51;;;;;60.5;153.91
Q24;2014;570000091;750050759;2000;;;25.09;;25.09;10;80.4;;81.61;;3.5;;18.46;193.97;;1.6;1.6;20.3;;240.96
Q24;2014;570000091;750050759;2100;;;18.09;;18.09;4;42.3;;34.75;;1.9;;1;83.95;;0.9;0.9;20.3;;123.24
Q24;2014;570000091;750050759;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000091;750050759;2300;;;1;;1;1;9.8;;3;;1;;;14.8;;0.2;0.2;;;16
Q24;2014;570000091;750050759;2400;;;6;;6;5;28.3;;43.86;;0.6;;17.46;95.22;;0.5;0.5;;;101.72
Q24;2014;570000091;750050759;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000091;750050759;9999;4.42;1;57.57;;62.99;10;80.4;;81.61;54.51;3.5;1;18.46;249.48;;1.6;1.6;20.3;60.5;394.87
Q24;2014;570000109;570000034;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000109;570000034;2000;;;4.77;;4.77;1;12.43;;21.49;9.86;1.5;;3.26;49.54;;0.45;0.45;;5;59.76
Q24;2014;570000109;570000034;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000109;570000034;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000109;570000034;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000109;570000034;2400;;;4.77;;4.77;1;12.43;;21.49;9.86;1.5;;3.26;49.54;;0.45;0.45;;5;59.76
Q24;2014;570000109;570000034;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000109;570000034;9999;;;4.77;;4.77;1;12.43;;21.49;9.86;1.5;;3.26;49.54;;0.45;0.45;;5;59.76
Q24;2014;570000117;570015099;1000;3.45;0.67;35.81;;39.93;2.93;10.69;;3.31;1.33;;0.25;2.06;20.57;;1.73;1.73;1;31.36;94.59
Q24;2014;570000117;570015099;2000;;;25.62;;25.62;7.4;133.84;17.92;89.45;37.79;0.76;11.3;2.83;301.29;;0.5;0.5;39.45;3.68;370.54
Q24;2014;570000117;570015099;2100;;;25.12;;25.12;7.4;129.44;17.92;89.45;37.79;0.76;11.3;2.83;296.89;;0.3;0.3;39.45;3.68;365.44
Q24;2014;570000117;570015099;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000117;570015099;2300;;;0.5;;0.5;;4.4;;;;;;;4.4;;0.2;0.2;;;5.1
Q24;2014;570000117;570015099;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000117;570015099;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000117;570015099;9999;3.45;0.67;61.43;;65.55;10.33;144.53;17.92;92.76;39.12;0.76;11.55;4.89;321.86;;2.23;2.23;40.45;35.04;465.13
Q24;2014;570000125;570015099;1000;;;;;;;0.5;;;0.52;;;;1.02;;;;;5.29;6.31
Q24;2014;570000125;570015099;2000;;;1.38;;1.38;1.25;13.13;;26.63;6.89;0.79;;;48.69;;;;0.46;0.33;50.86
Q24;2014;570000125;570015099;2100;;;0.88;;0.88;0.25;5.13;;2.93;1.19;0.29;;;9.79;;;;0.46;0.25;11.38
Q24;2014;570000125;570015099;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000125;570015099;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000125;570015099;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000125;570015099;2500;;;0.5;;0.5;1;8;;23.7;5.7;0.5;;;38.9;;;;;0.08;39.48
Q24;2014;570000125;570015099;9999;;;1.38;;1.38;1.25;13.63;;26.63;7.41;0.79;;;49.71;;;;0.46;5.62;57.17
Q24;2014;570000166;570010173;1000;;;2.75;;2.75;;;;;;;;;;;;;;2.07;4.82
Q24;2014;570000166;570010173;2000;;;;;;1.7;12.8;;14.13;14.81;0.74;;1.83;46.01;;0.24;0.24;0.35;;46.6
Q24;2014;570000166;570010173;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000166;570010173;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000166;570010173;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000166;570010173;2400;;;;;;1.7;12.8;;14.13;14.81;0.74;;1.83;46.01;;0.24;0.24;0.35;;46.6
Q24;2014;570000166;570010173;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000166;570010173;9999;;;2.75;;2.75;1.7;12.8;;14.13;14.81;0.74;;1.83;46.01;;0.24;0.24;0.35;2.07;51.42
Q24;2014;570000216;570010173;1000;12.21;1;26.71;;39.92;;;;;;;;;;;;;;34.28;74.2
Q24;2014;570000216;570010173;2000;;;41.1;;41.1;12.66;176.65;23.87;113.5;59.31;2;;3.9;391.89;;2.21;2.21;28.65;;463.85
Q24;2014;570000216;570010173;2100;;;41.1;;41.1;12.66;176.65;23.87;113.5;59.31;2;;3.9;391.89;;2.21;2.21;28.65;;463.85
Q24;2014;570000216;570010173;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000216;570010173;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000216;570010173;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000216;570010173;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000216;570010173;9999;12.21;1;67.81;;81.02;12.66;176.65;23.87;113.5;59.31;2;;3.9;391.89;;2.21;2.21;28.65;34.28;538.05
Q24;2014;570000281;570005165;1000;;;9.11;;9.11;;0.9;;0.83;19.17;0.5;0.13;0.01;21.54;;0.06;0.06;0.06;17.42;48.19
Q24;2014;570000281;570005165;2000;;;16.28;;16.28;2.5;97.42;;57.93;0.19;3.87;3.66;5.03;170.6;;2.29;2.29;9.58;1;199.75
Q24;2014;570000281;570005165;2100;;;12.25;;12.25;1;44.3;;27.77;0.02;3;0;2.1;78.19;;0.94;0.94;9.58;1;101.96
Q24;2014;570000281;570005165;2200;;;1.99;;1.99;0.5;32.85;;13.59;;0.87;;;47.81;;;;;;49.8
Q24;2014;570000281;570005165;2300;;;2.04;;2.04;1;10.52;;6.11;;;3.66;0.5;21.79;;0.86;0.86;;;24.69
Q24;2014;570000281;570005165;2400;;;;;;;9.75;;10.46;0.17;;;2.43;22.81;;0.49;0.49;;;23.3
Q24;2014;570000281;570005165;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000281;570005165;9999;;;25.39;;25.39;2.5;98.32;;58.76;19.36;4.37;3.79;5.04;192.14;;2.35;2.35;9.64;18.42;247.94
Q24;2014;570000349;570005165;1000;;;67.09;;67.09;1.62;19.47;2.3;38.78;6.33;0.04;2.52;1.02;72.08;0.06;6.13;6.19;2.6;160.55;308.51
Q24;2014;570000349;570005165;2000;;;116.3;;116.3;24.93;468.97;97.65;395.35;46.7;7.71;24.26;22.15;1087.72;1.8;1.95;3.75;112.37;5.37;1325.51
Q24;2014;570000349;570005165;2100;;;113.3;;113.3;21.63;419.1;97.65;328.27;41.72;6.99;24.26;5.02;944.64;1.8;1.59;3.39;112.37;5.37;1179.07
Q24;2014;570000349;570005165;2200;;;1;;1;;11.36;;;;;;;11.36;;;;;;12.36
Q24;2014;570000349;570005165;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000349;570005165;2400;;;1.5;;1.5;3.3;36.36;;52.94;0.98;0.72;;17.13;111.43;;0.36;0.36;;;113.29
Q24;2014;570000349;570005165;2500;;;0.5;;0.5;;2.15;;14.14;4;;;;20.29;;;;;;20.79
Q24;2014;570000349;570005165;9999;;;183.39;;183.39;26.55;488.44;99.95;434.13;53.03;7.75;26.78;23.17;1159.8;1.86;8.08;9.94;114.97;165.92;1634.02
Q24;2014;570000356;570000919;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000356;570000919;2000;2;1;16.67;;19.67;2;46.24;1;31.25;15.53;;;;96.02;;0.22;0.22;2;13.42;131.33
Q24;2014;570000356;570000919;2100;1.5;0.5;12.17;;14.17;1;40.24;1;26.25;8.53;;;;77.02;;;;1;9.42;101.61
Q24;2014;570000356;570000919;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000356;570000919;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000356;570000919;2400;0.5;0.5;4.5;;5.5;1;6;;5;7;;;;19;;0.22;0.22;1;4;29.72
Q24;2014;570000356;570000919;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000356;570000919;9999;2;1;16.67;;19.67;2;46.24;1;31.25;15.53;;;;96.02;;0.22;0.22;2;13.42;131.33
Q24;2014;570000364;570011569;1000;1;;10.8;;11.8;;;;;18.86;;;;18.86;;;;;2;32.66
Q24;2014;570000364;570011569;2000;;;3.19;;3.19;1;42.14;;17.57;;;;;60.71;;;;1.66;;65.56
Q24;2014;570000364;570011569;2100;;;3.19;;3.19;1;42.14;;17.57;;;;;60.71;;;;1.66;;65.56
Q24;2014;570000364;570011569;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000364;570011569;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000364;570011569;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000364;570011569;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000364;570011569;9999;1;;13.99;;14.99;1;42.14;;17.57;18.86;;;;79.57;;;;1.66;2;98.22
Q24;2014;570000380;570000034;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000380;570000034;2000;0.66;;16.38;;17.04;3.5;23.77;;33.86;20.41;0.5;;12.69;94.73;;0.5;0.5;4.1;18.86;135.23
Q24;2014;570000380;570000034;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000380;570000034;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000380;570000034;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000380;570000034;2400;0.66;;16.38;;17.04;3.5;23.77;;33.86;20.41;0.5;;12.69;94.73;;0.5;0.5;4.1;18.86;135.23
Q24;2014;570000380;570000034;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000380;570000034;9999;0.66;;16.38;;17.04;3.5;23.77;;33.86;20.41;0.5;;12.69;94.73;;0.5;0.5;4.1;18.86;135.23
Q24;2014;570000448;750050759;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000448;750050759;2000;1;;5.7;;6.7;2.8;17;;31.6;16;0.8;;3.5;71.7;;0.6;0.6;1;7;87
Q24;2014;570000448;750050759;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000448;750050759;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000448;750050759;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000448;750050759;2400;0.9;;4.7;;5.6;2;14.5;;21.5;9.05;0.6;;2.87;50.52;;0.6;0.6;0.7;5.8;63.22
Q24;2014;570000448;750050759;2500;0.1;;1;;1.1;0.8;2.5;;10.1;6.95;0.2;;0.63;21.18;;;;0.3;1.2;23.78
Q24;2014;570000448;750050759;9999;1;;5.7;;6.7;2.8;17;;31.6;16;0.8;;3.5;71.7;;0.6;0.6;1;7;87
Q24;2014;570000455;570010173;1000;0.75;0.75;3.58;;5.08;;;;;;;;;;;;;;6.54;11.62
Q24;2014;570000455;570010173;2000;;;;;;0.82;14.09;;17.31;14.4;0.4;;1.6;48.62;;;;0.34;;48.96
Q24;2014;570000455;570010173;2100;;;;;;0.28;6.42;;3.62;3.5;0.05;;0.45;14.32;;;;0.1;;14.42
Q24;2014;570000455;570010173;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000455;570010173;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000455;570010173;2400;;;;;;0.27;3.43;;3.8;2.98;0.05;;0.62;11.15;;;;0.05;;11.2
Q24;2014;570000455;570010173;2500;;;;;;0.27;4.24;;9.89;7.92;0.3;;0.53;23.15;;;;0.19;;23.34
Q24;2014;570000455;570010173;9999;0.75;0.75;3.58;;5.08;0.82;14.09;;17.31;14.4;0.4;;1.6;48.62;;;;0.34;6.54;60.58
Q24;2014;570000489;750050759;1000;1.1;;12.5;;13.6;;;;;19.94;;;;19.94;;0.4;0.4;;1.68;35.62
Q24;2014;570000489;750050759;2000;;;;;;0.97;12.37;;28.11;;0.91;;0.68;43.04;;;;;;43.04
Q24;2014;570000489;750050759;2100;;;;;;0.05;3.31;;2.79;;;;0.05;6.2;;;;;;6.2
Q24;2014;570000489;750050759;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000489;750050759;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000489;750050759;2400;;;;;;;2.11;;5.63;;0.91;;0.26;8.91;;;;;;8.91
Q24;2014;570000489;750050759;2500;;;;;;0.92;6.95;;19.69;;;;0.37;27.93;;;;;;27.93
Q24;2014;570000489;750050759;9999;1.1;;12.5;;13.6;0.97;12.37;;28.11;19.94;0.91;;0.68;62.98;;0.4;0.4;;1.68;78.66
Q24;2014;570000547;540019726;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000547;540019726;2000;0.5;;7.01;;7.51;0.5;15.22;;20.78;0.5;0.5;;1;38.5;1;0.5;1.5;;11.45;58.96
Q24;2014;570000547;540019726;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000547;540019726;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000547;540019726;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000547;540019726;2400;0.5;;7.01;;7.51;0.5;15.22;;20.78;0.5;0.5;;1;38.5;1;0.5;1.5;;11.45;58.96
Q24;2014;570000547;540019726;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000547;540019726;9999;0.5;;7.01;;7.51;0.5;15.22;;20.78;0.5;0.5;;1;38.5;1;0.5;1.5;;11.45;58.96
Q24;2014;570000562;570011353;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000562;570011353;2000;1.2;0.8;11.34;;13.34;4;28.3;;43.77;17.85;2;;5.28;101.2;;1;1;2.6;12.51;130.65
Q24;2014;570000562;570011353;2100;0.48;0.35;5.25;;6.08;2;12.29;;14.78;6.54;0.4;;0.73;36.74;;0.4;0.4;1.5;4.6;49.32
Q24;2014;570000562;570011353;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000562;570011353;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000562;570011353;2400;0.47;0.3;5.24;;6.01;1;10.73;;15.75;6;1.46;;2.73;37.67;;0.6;0.6;1.1;4.5;49.88
Q24;2014;570000562;570011353;2500;0.25;0.15;0.85;;1.25;1;5.28;;13.24;5.31;0.14;;1.82;26.79;;;;0;3.41;31.45
Q24;2014;570000562;570011353;9999;1.2;0.8;11.34;;13.34;4;28.3;;43.77;17.85;2;;5.28;101.2;;1;1;2.6;12.51;130.65
Q24;2014;570000596;750821092;1000;11.92;0.25;99.03;;111.2;2.42;;;3.47;7.8;;;1;14.69;;3;3;4;72.68;205.57
Q24;2014;570000596;750821092;2000;;;41.5;;41.5;12.58;153.29;16.25;126.7;33.23;2.78;;18.26;363.09;;;;46.18;3;453.77
Q24;2014;570000596;750821092;2100;;;38.5;;38.5;10.33;132.96;16.25;108.16;31.23;0.6;;6.58;306.11;;;;46.18;3;393.79
Q24;2014;570000596;750821092;2200;;;2;;2;1;10.33;;10.54;1;2.18;;2;27.05;;;;;;29.05
Q24;2014;570000596;750821092;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000596;750821092;2400;;;1;;1;1.25;10;;8;1;;;9.68;29.93;;;;;;30.93
Q24;2014;570000596;750821092;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000596;750821092;9999;11.92;0.25;140.53;;152.7;15;153.29;16.25;130.17;41.03;2.78;;19.26;377.78;;3;3;50.18;75.68;659.34
Q24;2014;570000646;570001115;1000;4.33;0.81;40.05;;45.19;;2;;;;;;;2;;;;;8;55.19
Q24;2014;570000646;570001115;2000;;;;;;13.35;200;18.76;109.48;10.59;1.3;31.21;2.15;386.84;;;;10.95;;397.79
Q24;2014;570000646;570001115;2100;;;;;;13.35;200;18.76;109.48;10.59;1.3;31.21;2.15;386.84;;;;10.95;;397.79
Q24;2014;570000646;570001115;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000646;570001115;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000646;570001115;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000646;570001115;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000646;570001115;9999;4.33;0.81;40.05;;45.19;13.35;202;18.76;109.48;10.59;1.3;31.21;2.15;388.84;;;;10.95;8;452.98
Q24;2014;570000661;570000158;1000;;1;5.38;;6.38;;1;;1.66;11.4;;;;14.06;;0.3;0.3;;3.33;24.07
Q24;2014;570000661;570000158;2000;;;6;;6;1.03;42.61;;38.2;17.93;;1.35;2;103.12;;;;2.1;;111.22
Q24;2014;570000661;570000158;2100;;;3.93;;3.93;1.03;22.4;;14.3;5.47;;1.35;;44.55;;;;0.98;;49.46
Q24;2014;570000661;570000158;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000661;570000158;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000661;570000158;2400;;;1.66;;1.66;;11.68;;14.32;7.86;;;2;35.86;;;;0.69;;38.21
Q24;2014;570000661;570000158;2500;;;0.41;;0.41;;8.53;;9.58;4.6;;;;22.71;;;;0.43;;23.55
Q24;2014;570000661;570000158;9999;;1;11.38;;12.38;1.03;43.61;;39.86;29.33;;1.35;2;117.18;;0.3;0.3;2.1;3.33;135.29
Q24;2014;570000687;570025254;1000;;;6.15;;6.15;1;1.95;0.79;0.59;1.58;2.65;;0.8;9.36;1;0.5;1.5;0.3;24.27;41.58
Q24;2014;570000687;570025254;2000;;;10.56;;10.56;3.8;40.08;0.21;27.81;15.14;0;;5.83;92.87;0.08;0;0.08;3;0;106.51
Q24;2014;570000687;570025254;2100;;;7.25;;7.25;1.31;16.98;0.21;12.91;6.54;0;;0;37.95;0;0;0;3;0;48.2
Q24;2014;570000687;570025254;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000687;570025254;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000687;570025254;2400;;;3.31;;3.31;2.49;23.1;0;14.9;8.6;0;;5.83;54.92;0.08;0;0.08;0;0;58.31
Q24;2014;570000687;570025254;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000687;570025254;9999;;;16.71;;16.71;4.8;42.03;1;28.4;16.72;2.65;;6.63;102.23;1.08;0.5;1.58;3.3;24.27;148.09
Q24;2014;570000794;930019484;1000;1;;13;;14;;;;;;;;;;;;;;14.06;28.06
Q24;2014;570000794;930019484;2000;;;;;;1;9.12;;8.78;;0.76;;19.39;39.05;;1.48;1.48;;;40.53
Q24;2014;570000794;930019484;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000794;930019484;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000794;930019484;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000794;930019484;2400;;;;;;1;9.12;;8.78;;0.76;;19.39;39.05;;1.48;1.48;;;40.53
Q24;2014;570000794;930019484;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000794;930019484;9999;1;;13;;14;1;9.12;;8.78;;0.76;;19.39;39.05;;1.48;1.48;;14.06;68.59
Q24;2014;570000828;570011452;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000828;570011452;2000;2;;5.07;;7.07;1;7.36;;1;;1.93;;1;12.29;1.8;1;2.8;7.13;8.8;38.09
Q24;2014;570000828;570011452;2100;;;;;;;;;;;;;;;;;;;;
