BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2014;570000828;570011452;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000828;570011452;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000828;570011452;2400;2;;5.07;;7.07;1;7.36;;1;;1.93;;1;12.29;1.8;1;2.8;7.13;8.8;38.09
Q24;2014;570000828;570011452;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000828;570011452;9999;2;;5.07;;7.07;1;7.36;;1;;1.93;;1;12.29;1.8;1;2.8;7.13;8.8;38.09
Q24;2014;570000885;570000133;1000;2.86;;63.02;0.02;65.9;;19.09;;6.15;;0.83;;;26.07;;0.1;0.1;;52.96;145.03
Q24;2014;570000885;570000133;2000;;;;0.06;0.06;26.06;189.21;;71.43;86.58;27.61;;7.55;408.44;12.21;6.26;18.47;3.86;;430.83
Q24;2014;570000885;570000133;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000885;570000133;2200;;;;0.06;0.06;26.06;189.21;;71.43;86.58;27.61;;7.55;408.44;12.21;6.26;18.47;3.86;;430.83
Q24;2014;570000885;570000133;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000885;570000133;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000885;570000133;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000885;570000133;9999;2.86;;63.02;0.08;65.96;26.06;208.3;;77.58;86.58;28.44;;7.55;434.51;12.21;6.36;18.57;3.86;52.96;575.86
Q24;2014;570000893;570000141;1000;5;1;48.05;;54.05;16.23;22.34;;19.13;28.84;0.38;;2.78;89.7;2.02;0.23;2.25;;147.2;293.2
Q24;2014;570000893;570000141;2000;;;17.66;;17.66;40.25;477.16;;143.18;57.64;22.8;;11.51;752.54;9.8;11.08;20.88;6.44;6.69;804.21
Q24;2014;570000893;570000141;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000893;570000141;2200;;;17.62;;17.62;39.53;469.09;;132.84;50.72;22.8;;11;725.98;9.8;11.08;20.88;6.14;6.1;776.72
Q24;2014;570000893;570000141;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000893;570000141;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000893;570000141;2500;;;0.04;;0.04;0.72;8.07;;10.34;6.92;;;0.51;26.56;;;;0.3;0.59;27.49
Q24;2014;570000893;570000141;9999;5;1;65.71;;71.71;56.48;499.5;;162.31;86.48;23.18;;14.29;842.24;11.82;11.31;23.13;6.44;153.89;1097.41
Q24;2014;570000901;570000158;1000;;;44.78;;44.78;3.2;8.59;1.41;13.94;67.98;;1.37;3.47;99.96;;;;1.28;49.85;195.87
Q24;2014;570000901;570000158;2000;;;53.89;;53.89;12.93;215.22;47.08;130.38;12.78;2;22.46;2.67;445.52;;1.29;1.29;45.01;0.47;546.18
Q24;2014;570000901;570000158;2100;;;53.55;;53.55;12.93;209.3;47.08;130.38;12.78;2;22.46;2.67;439.6;;1.29;1.29;45.01;0.47;539.92
Q24;2014;570000901;570000158;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000901;570000158;2300;;;0.34;;0.34;;5.92;;;;;;;5.92;;;;;;6.26
Q24;2014;570000901;570000158;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000901;570000158;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000901;570000158;9999;;;98.67;;98.67;16.13;223.81;48.49;144.32;80.76;2;23.83;6.14;545.48;;1.29;1.29;46.29;50.32;742.05
Q24;2014;570000950;570000398;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000950;570000398;2000;1.73;;15.04;;16.77;3;22.51;;28.27;;0.1;;0.5;54.38;;1;1;1.38;16.7;90.23
Q24;2014;570000950;570000398;2100;1.4;;12.49;;13.89;2.7;20.51;;25.27;;;;;48.48;;0.85;0.85;1.11;14.73;79.06
Q24;2014;570000950;570000398;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000950;570000398;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000950;570000398;2400;0.33;;2.55;;2.88;0.3;2;;3;;0.1;;0.5;5.9;;0.15;0.15;0.27;1.97;11.17
Q24;2014;570000950;570000398;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000950;570000398;9999;1.73;;15.04;;16.77;3;22.51;;28.27;;0.1;;0.5;54.38;;1;1;1.38;16.7;90.23
Q24;2014;570000968;570000430;1000;1;;17.43;;18.43;1;;;;;;;;1;;1;1;4.21;18.31;42.95
Q24;2014;570000968;570000430;2000;;;4.12;;4.12;3.05;44.02;;37.25;23.41;2;;6.71;116.44;0.3;;0.3;;;120.86
Q24;2014;570000968;570000430;2100;;;2.86;;2.86;0.92;13.51;;7.6;6.25;1;;2.14;31.42;;;;;;34.28
Q24;2014;570000968;570000430;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000968;570000430;2300;;;;;;0.86;7.79;;;;0.5;;;9.15;;;;;;9.15
Q24;2014;570000968;570000430;2400;;;1;;1;1;15.22;;16.09;10.64;0.5;;3.36;46.81;;;;;;47.81
Q24;2014;570000968;570000430;2500;;;0.26;;0.26;0.27;7.5;;13.56;6.52;;;1.21;29.06;0.3;;0.3;;;29.62
Q24;2014;570000968;570000430;9999;1;;21.55;;22.55;4.05;44.02;;37.25;23.41;2;;6.71;117.44;0.3;1;1.3;4.21;18.31;163.81
Q24;2014;570000992;570000497;1000;0.7;;7.8;;8.5;;;;2.8;1.3;;;1;5.1;;;;;15.7;29.3
Q24;2014;570000992;570000497;2000;;;1;;1;0.95;13.5;;21.5;12.7;;;0.5;49.15;1;;1;;;51.15
Q24;2014;570000992;570000497;2100;;;1;;1;0.6;7.2;;13.2;6.15;;;;27.15;;;;;;28.15
Q24;2014;570000992;570000497;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000992;570000497;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000992;570000497;2400;;;;;;0.35;6.3;;8.3;6.55;;;0.5;22;1;;1;;;23
Q24;2014;570000992;570000497;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570000992;570000497;9999;0.7;;8.8;;9.5;0.95;13.5;;24.3;14;;;1.5;54.25;1;;1;;15.7;80.45
Q24;2014;570001016;570000513;1000;2.85;;31.99;;34.84;0.5;8.04;;9.49;0.7;0.19;;0.07;18.99;0.09;0.22;0.31;0.67;80.97;135.78
Q24;2014;570001016;570000513;2000;;;30.14;;30.14;31.63;361.49;;95.16;;23.02;;4.7;516;8.6;9.8;18.4;4.83;2;571.37
Q24;2014;570001016;570000513;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001016;570000513;2200;;;30.14;;30.14;31.63;361.49;;95.16;;23.02;;4.7;516;8.6;9.8;18.4;4.83;2;571.37
Q24;2014;570001016;570000513;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001016;570000513;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001016;570000513;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001016;570000513;9999;2.85;;62.13;;64.98;32.13;369.53;;104.65;0.7;23.21;;4.77;534.99;8.69;10.02;18.71;5.5;82.97;707.15
Q24;2014;570001057;570023630;1000;1;;24.2;;25.2;1.25;8.58;;9.3;55.35;;;1;75.48;1;1.3;2.3;1.8;7;111.78
Q24;2014;570001057;570023630;2000;;;27.94;;27.94;12;153.9;16.71;87.88;4.9;1.4;;25.01;301.8;3.23;0.14;3.37;22.43;3.5;359.04
Q24;2014;570001057;570023630;2100;;;24.19;;24.19;11;135.56;16.71;71.55;4.9;1.4;;25.01;266.13;3.23;0.14;3.37;22.43;3.5;319.62
Q24;2014;570001057;570023630;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001057;570023630;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001057;570023630;2400;;;3.75;;3.75;1;18.34;;16.33;;;;;35.67;;;;;;39.42
Q24;2014;570001057;570023630;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001057;570023630;9999;1;;52.14;;53.14;13.25;162.48;16.71;97.18;60.25;1.4;;26.01;377.28;4.23;1.44;5.67;24.23;10.5;470.82
Q24;2014;570001099;570023630;1000;23.01;;63.51;;86.52;1;3.97;1.13;7.27;20.75;;;;34.12;;1;1;;13.8;135.44
Q24;2014;570001099;570023630;2000;;;7.5;;7.5;4.39;67.63;0;31.81;;2;;1.8;107.63;;;;;;115.13
Q24;2014;570001099;570023630;2100;;;3.7;;3.7;3.39;23.39;0;22.09;;2;;;50.87;;;;;;54.57
Q24;2014;570001099;570023630;2200;;;2;;2;;14.51;;;;;;0.8;15.31;;;;;;17.31
Q24;2014;570001099;570023630;2300;;;1;;1;;21.57;;;;;;;21.57;;;;;;22.57
Q24;2014;570001099;570023630;2400;;;0.8;;0.8;1;8.16;;9.72;;;;1;19.88;;;;;;20.68
Q24;2014;570001099;570023630;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570001099;570023630;9999;23.01;;71.01;;94.02;5.39;71.6;1.13;39.08;20.75;2;;1.8;141.75;;1;1;;13.8;250.57
Q24;2014;570002287;570001230;1000;3;;3;;6;;;;;;;;;;;;;;9.36;15.36
Q24;2014;570002287;570001230;2000;;;;;;1;19.4;;7.5;;;;;27.9;;;;;;27.9
Q24;2014;570002287;570001230;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570002287;570001230;2200;;;;;;1;19.4;;7.5;;;;;27.9;;;;;;27.9
Q24;2014;570002287;570001230;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570002287;570001230;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570002287;570001230;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570002287;570001230;9999;3;;3;;6;1;19.4;;7.5;;;;;27.9;;;;;9.36;43.26
Q24;2014;570003079;570010181;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003079;570010181;2000;2.02;;13.08;;15.1;6.14;50.45;;45.61;64.81;3.46;;3.37;173.84;;1.72;1.72;2.33;5;197.99
Q24;2014;570003079;570010181;2100;1.67;;11.59;;13.26;2.89;23.62;;16.27;25.83;2.76;;2.37;73.74;;1.72;1.72;2.33;4.43;95.48
Q24;2014;570003079;570010181;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003079;570010181;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003079;570010181;2400;;;;;;1.56;13.99;;15.17;18.09;0.6;;;49.41;;;;;;49.41
Q24;2014;570003079;570010181;2500;0.35;;1.49;;1.84;1.69;12.84;;14.17;20.89;0.1;;1;50.69;;;;;0.57;53.1
Q24;2014;570003079;570010181;9999;2.02;;13.08;;15.1;6.14;50.45;;45.61;64.81;3.46;;3.37;173.84;;1.72;1.72;2.33;5;197.99
Q24;2014;570003103;540019726;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003103;540019726;2000;1;;10.34;;11.34;4;13.24;;33.4;13.04;0.5;;17.63;81.81;1.5;1;2.5;0.11;15.27;111.03
Q24;2014;570003103;540019726;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003103;540019726;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003103;540019726;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003103;540019726;2400;1;;10.34;;11.34;4;13.24;;33.4;13.04;0.5;;17.63;81.81;1.5;1;2.5;0.11;15.27;111.03
Q24;2014;570003103;540019726;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003103;540019726;9999;1;;10.34;;11.34;4;13.24;;33.4;13.04;0.5;;17.63;81.81;1.5;1;2.5;0.11;15.27;111.03
Q24;2014;570003905;540001112;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003905;540001112;2000;;;;;;;8.51;;2;;;;;10.51;;;;;;10.51
Q24;2014;570003905;540001112;2100;;;;;;;8.51;;2;;;;;10.51;;;;;;10.51
Q24;2014;570003905;540001112;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003905;540001112;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003905;540001112;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003905;540001112;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570003905;540001112;9999;;;;;;;8.51;;2;;;;;10.51;;;;;;10.51
Q24;2014;570004002;570013797;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570004002;570013797;2000;0.18;;0.47;;0.65;0.26;3.35;;;;0.02;;0.02;3.65;;;;0.41;0.09;4.8
Q24;2014;570004002;570013797;2100;0.18;;0.47;;0.65;0.26;3.35;;;;0.02;;0.02;3.65;;;;0.41;0.09;4.8
Q24;2014;570004002;570013797;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570004002;570013797;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570004002;570013797;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570004002;570013797;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570004002;570013797;9999;0.18;;0.47;;0.65;0.26;3.35;;;;0.02;;0.02;3.65;;;;0.41;0.09;4.8
Q24;2014;570005215;570005165;1000;;;5.16;;5.16;;1.45;;3.94;5.99;;;0.46;11.84;;;;0.05;2.59;19.64
Q24;2014;570005215;570005165;2000;;;6.95;;6.95;3.48;26.46;;48.95;8.56;1;;17.2;105.65;;2;2;1;4.8;120.4
Q24;2014;570005215;570005165;2100;;;;;;;1.5;;0.86;;1;;;3.36;;1;1;0.3;0.8;5.46
Q24;2014;570005215;570005165;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570005215;570005165;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570005215;570005165;2400;;;6.4;;6.4;3;19.72;;31.71;4.16;;;16.4;74.99;;1;1;;1;83.39
Q24;2014;570005215;570005165;2500;;;0.55;;0.55;0.48;5.24;;16.38;4.4;;;0.8;27.3;;;;0.7;3;31.55
Q24;2014;570005215;570005165;9999;;;12.11;;12.11;3.48;27.91;;52.89;14.55;1;;17.66;117.49;;2;2;1.05;7.39;140.04
Q24;2014;570009670;570000307;1000;2;0.5;16.15;;18.65;;;;;;;;;;;;;;;18.65
Q24;2014;570009670;570000307;2000;;;;;;2.3;28.2;;37;15.05;0.7;;6.9;90.15;;1;1;2.11;3.55;96.81
Q24;2014;570009670;570000307;2100;;;;;;1;13;;15.5;5.25;0.3;;3;38.05;;0.25;0.25;1;1.55;40.85
Q24;2014;570009670;570000307;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570009670;570000307;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570009670;570000307;2400;;;;;;1.3;15.2;;21.5;9.8;0.4;;3.9;52.1;;0.75;0.75;1.11;2;55.96
Q24;2014;570009670;570000307;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570009670;570000307;9999;2;0.5;16.15;;18.65;2.3;28.2;;37;15.05;0.7;;6.9;90.15;;1;1;2.11;3.55;115.46
Q24;2014;570010082;570013797;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010082;570013797;2000;1.81;;4.76;;6.57;2.73;34.69;;0.77;;0.25;;0.25;38.69;;;;4.11;0.9;50.27
Q24;2014;570010082;570013797;2100;1.81;;4.76;;6.57;2.73;34.69;;0.77;;0.25;;0.25;38.69;;;;4.11;0.9;50.27
Q24;2014;570010082;570013797;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010082;570013797;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010082;570013797;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010082;570013797;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010082;570013797;9999;1.81;;4.76;;6.57;2.73;34.69;;0.77;;0.25;;0.25;38.69;;;;4.11;0.9;50.27
Q24;2014;570010181;570010181;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010181;570010181;2000;;;1.4;;1.4;1;6.15;;2;0.3;4.05;;;13.5;3.5;;3.5;;;18.4
Q24;2014;570010181;570010181;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010181;570010181;2200;;;1.4;;1.4;1;6.15;;2;0.3;4.05;;;13.5;3.5;;3.5;;;18.4
Q24;2014;570010181;570010181;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010181;570010181;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010181;570010181;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570010181;570010181;9999;;;1.4;;1.4;1;6.15;;2;0.3;4.05;;;13.5;3.5;;3.5;;;18.4
Q24;2014;570011635;540001112;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570011635;540001112;2000;;;;;;;5.8;;1;;;;;6.8;;;;;;6.8
Q24;2014;570011635;540001112;2100;;;;;;;5.8;;1;;;;;6.8;;;;;;6.8
Q24;2014;570011635;540001112;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570011635;540001112;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570011635;540001112;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570011635;540001112;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570011635;540001112;9999;;;;;;;5.8;;1;;;;;6.8;;;;;;6.8
Q24;2014;570012369;570011387;1000;;;2.39;;2.39;;;;;;;;;;;;;;4.65;7.04
Q24;2014;570012369;570011387;2000;0.4;;;;0.4;0.65;13.7;;18.07;13.11;0.5;;;46.03;;0.25;0.25;0.6;;47.28
Q24;2014;570012369;570011387;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012369;570011387;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012369;570011387;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012369;570011387;2400;0.2;;;;0.2;0.05;9.3;;6.6;3;0.5;;;19.45;;0.25;0.25;0.3;;20.2
Q24;2014;570012369;570011387;2500;0.2;;;;0.2;0.6;4.4;;11.47;10.11;;;;26.58;;;;0.3;;27.08
Q24;2014;570012369;570011387;9999;0.4;;2.39;;2.79;0.65;13.7;;18.07;13.11;0.5;;;46.03;;0.25;0.25;0.6;4.65;54.32
Q24;2014;570012633;540019726;1000;1.66;0.5;4.96;;7.12;;;;1;0.5;;;;1.5;;;;;7.04;15.66
Q24;2014;570012633;540019726;2000;;;;;;;7.43;;6.1;6.36;0.5;;3.5;23.89;3;;3;;0;26.89
Q24;2014;570012633;540019726;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012633;540019726;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012633;540019726;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012633;540019726;2400;;;;;;;7.43;;6.1;6.36;0.5;;3.5;23.89;3;;3;;0;26.89
Q24;2014;570012633;540019726;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570012633;540019726;9999;1.66;0.5;4.96;;7.12;;7.43;;7.1;6.86;0.5;;3.5;25.39;3;;3;;7.04;42.55
Q24;2014;570015248;570002204;1000;;;9.3;;9.3;;;;;;;;;;;;;;;9.3
Q24;2014;570015248;570002204;2000;;;;;;;;;;;;;;;;;;22.8;;22.8
Q24;2014;570015248;570002204;2100;;;;;;;;;;;;;;;;;;22.8;;22.8
Q24;2014;570015248;570002204;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015248;570002204;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015248;570002204;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015248;570002204;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015248;570002204;9999;;;9.3;;9.3;;;;;;;;;;;;;22.8;;32.1
Q24;2014;570015636;570013797;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015636;570013797;2000;0.01;;0.02;;0.03;0.01;0.12;;;;;;;0.13;;;;0.02;0.01;0.19
Q24;2014;570015636;570013797;2100;0.01;;0.02;;0.03;0.01;0.12;;;;;;;0.13;;;;0.02;0.01;0.19
Q24;2014;570015636;570013797;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015636;570013797;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015636;570013797;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015636;570013797;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015636;570013797;9999;0.01;;0.02;;0.03;0.01;0.12;;;;;;;0.13;;;;0.02;0.01;0.19
Q24;2014;570015750;570005165;1000;;;;;;;0.46;0.06;0.04;;0.1;;;0.66;;0.06;0.06;;;0.72
Q24;2014;570015750;570005165;2000;;;5.5;;5.5;2.5;26.43;1.6;1.11;;9.89;;5.49;47.02;;11.99;11.99;;;64.51
Q24;2014;570015750;570005165;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015750;570005165;2200;;;5.5;;5.5;2.5;26.43;1.6;1.11;;9.89;;5.49;47.02;;11.99;11.99;;;64.51
Q24;2014;570015750;570005165;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015750;570005165;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015750;570005165;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570015750;570005165;9999;;;5.5;;5.5;2.5;26.89;1.66;1.15;;9.99;;5.49;47.68;;12.05;12.05;;;65.23
Q24;2014;570020578;570023630;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570020578;570023630;2000;0.25;;0.75;;1;;7.4;;9.75;6;;;0.5;23.65;;;;;;24.65
Q24;2014;570020578;570023630;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570020578;570023630;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570020578;570023630;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570020578;570023630;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570020578;570023630;2500;0.25;;0.75;;1;;7.4;;9.75;6;;;0.5;23.65;;;;;;24.65
Q24;2014;570020578;570023630;9999;0.25;;0.75;;1;;7.4;;9.75;6;;;0.5;23.65;;;;;;24.65
Q24;2014;570022830;540001112;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570022830;540001112;2000;;;;;;;0.24;;;;;;;0.24;;;;;;0.24
Q24;2014;570022830;540001112;2100;;;;;;;0.24;;;;;;;0.24;;;;;;0.24
Q24;2014;570022830;540001112;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570022830;540001112;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570022830;540001112;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570022830;540001112;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570022830;540001112;9999;;;;;;;0.24;;;;;;;0.24;;;;;;0.24
Q24;2014;570023309;570023283;1000;1;;1;;2;;0.9;;0.09;0.78;;;;1.77;0.5;;0.5;;;4.27
Q24;2014;570023309;570023283;2000;;;1;;1;1;10.67;;2.8;4.5;1.31;;0.6;20.88;2.64;;2.64;;0.15;24.67
Q24;2014;570023309;570023283;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;570023309;570023283;2200;;;1;;1;1;10.67;;2.8;4.5;1.31;;0.6;20.88;2.64;;2.64;;0.15;24.67
Q24;2014;570023309;570023283;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570023309;570023283;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570023309;570023283;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570023309;570023283;9999;1;;2;;3;1;11.57;;2.89;5.28;1.31;;0.6;22.65;3.14;;3.14;;0.15;28.94
Q24;2014;570026252;570023630;1000;;2;24.26;;26.26;2;17.68;1;9.24;42.99;;;;72.91;;1;1;3.6;23.75;127.52
Q24;2014;570026252;570023630;2000;;1;67.87;;68.87;12;270.54;39.9;130.76;3.61;1.05;;4.88;462.74;;;;28.21;15.39;575.21
Q24;2014;570026252;570023630;2100;;1;67.87;;68.87;12;270.54;39.9;130.76;3.61;1.05;;4.88;462.74;;;;28.21;15.39;575.21
Q24;2014;570026252;570023630;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026252;570023630;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026252;570023630;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026252;570023630;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026252;570023630;9999;;3;92.13;;95.13;14;288.22;40.9;140;46.6;1.05;;4.88;535.65;;1;1;31.81;39.14;702.73
Q24;2014;570026682;570005165;1000;14.38;1;198.46;;213.84;19.27;35.64;6.74;68.36;13.17;0.13;5.37;0.34;149.02;;6.91;6.91;11;296.54;677.31
Q24;2014;570026682;570005165;2000;1;;223.58;;224.58;29.91;638.08;130.16;452.68;49.09;9.58;19.41;25.84;1354.75;2.78;4.56;7.34;181.05;27.5;1795.22
Q24;2014;570026682;570005165;2100;1;;223.38;;224.38;28.41;629.39;130.16;446.85;49.07;9.58;19.41;10.31;1323.18;2.78;4.56;7.34;181.05;27.5;1763.45
Q24;2014;570026682;570005165;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026682;570005165;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026682;570005165;2400;;;0.2;;0.2;1.5;8.69;;5.83;0.02;;;15.53;31.57;;;;;;31.77
Q24;2014;570026682;570005165;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570026682;570005165;9999;15.38;1;422.04;;438.42;49.18;673.72;136.9;521.04;62.26;9.71;24.78;26.18;1503.77;2.78;11.47;14.25;192.05;324.04;2472.53
Q24;2014;570027029;540001112;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;570027029;540001112;2000;;;;;;;3.16;;;;;;;3.16;;;;;;3.16
Q24;2014;570027029;540001112;2100;;;;;;;3.16;;;;;;;3.16;;;;;;3.16
Q24;2014;570027029;540001112;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;570027029;540001112;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;570027029;540001112;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;570027029;540001112;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;570027029;540001112;9999;;;;;;;3.16;;;;;;;3.16;;;;;;3.16
Q24;2014;580001899;750721334;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;580001899;750721334;2000;0.15;;1.3;;1.45;2;;;3;;0.5;;;5.5;;;;;;6.95
Q24;2014;580001899;750721334;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;580001899;750721334;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;580001899;750721334;2300;0.15;;1.3;;1.45;2;;;3;;0.5;;;5.5;;;;;;6.95
Q24;2014;580001899;750721334;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;580001899;750721334;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;580001899;750721334;9999;0.15;;1.3;;1.45;2;;;3;;0.5;;;5.5;;;;;;6.95
Q24;2014;580004588;630000990;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;580004588;630000990;2000;;;0.27;;0.27;0.75;11.43;;;0.71;;;;12.89;;;;;;13.16
Q24;2014;580004588;630000990;2100;;;0.27;;0.27;0.75;11.43;;;0.71;;;;12.89;;;;;;13.16
Q24;2014;580004588;630000990;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;580004588;630000990;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;580004588;630000990;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;580004588;630000990;2500;;;;;;;;;;;;;;;;;;;;
