BOR;AN;FI;FI_EJ;EQUIPSSR;EQPL;EQAU
SSR2;2014;560002024;560006074;APTAUT;1;
SSR2;2014;560002024;560006074;ASSMAR;1;
SSR2;2014;560002024;560006074;ASSMEM;1;
SSR2;2014;560002024;560006074;EXPEQU;1;
SSR2;2014;560002024;560006074;EXPURO;1;
SSR2;2014;560002024;560006074;ISOCIN;1;
SSR2;2014;560002024;560006074;PISCIN;1;
SSR2;2014;560002024;560006074;SIMESP;1;
SSR2;2014;560002024;560006074;VEHADP;1;
SSR2;2014;560003980;560005746;EXPURO;;1
SSR2;2014;570000091;750050759;EXPEQU;1;
SSR2;2014;570000091;750050759;EXPURO;1;
SSR2;2014;570000091;750050759;ISOCIN;1;
SSR2;2014;570000091;750050759;LABMAR;1;
SSR2;2014;570000091;750050759;PISCIN;1;
SSR2;2014;570000091;750050759;SALINT;1;
SSR2;2014;570000091;750050759;SIMESP;1;
SSR2;2014;570000349;570005165;EXPURO;1;
SSR2;2014;570000349;570005165;PISCIN;1;
SSR2;2014;570000356;570000919;EXPURO;1;
SSR2;2014;570000356;570000919;SALINT;1;
SSR2;2014;570000596;750821092;APTAUT;;1
SSR2;2014;570000596;750821092;ASSMAR;;1
SSR2;2014;570000596;750821092;ASSMEM;;1
SSR2;2014;570000596;750821092;EXPEQU;;1
SSR2;2014;570000596;750821092;EXPURO;1;
SSR2;2014;570000596;750821092;IDRACH;;1
SSR2;2014;570000596;750821092;ISOCIN;1;
SSR2;2014;570000596;750821092;LABMAR;;1
SSR2;2014;570000596;750821092;PISCIN;;1
SSR2;2014;570000596;750821092;SALINT;;1
SSR2;2014;570000596;750821092;SIMESP;;1
SSR2;2014;570000596;750821092;STICON;;1
SSR2;2014;570000596;750821092;VEHADP;;1
SSR2;2014;570000794;930019484;APTAUT;;1
SSR2;2014;570000794;930019484;ASSMAR;;1
SSR2;2014;570000794;930019484;ASSMEM;;1
SSR2;2014;570000794;930019484;EXPEQU;1;
SSR2;2014;570000794;930019484;EXPURO;;1
SSR2;2014;570000794;930019484;IDRACH;;1
SSR2;2014;570000794;930019484;ISOCIN;1;
SSR2;2014;570000794;930019484;LABMAR;;1
SSR2;2014;570000794;930019484;PISCIN;1;
SSR2;2014;570000794;930019484;SALINT;;1
SSR2;2014;570000794;930019484;SIMESP;1;
SSR2;2014;570000794;930019484;STICON;;1
SSR2;2014;570000794;930019484;VEHADP;;1
SSR2;2014;570000828;570011452;PISCIN;;1
SSR2;2014;570001057;570023630;EXPEQU;1;
SSR2;2014;570001057;570023630;EXPURO;1;
SSR2;2014;570001057;570023630;ISOCIN;1;
SSR2;2014;570001057;570023630;PISCIN;1;
SSR2;2014;570001057;570023630;SALINT;1;
SSR2;2014;570001057;570023630;SIMESP;1;
SSR2;2014;570001057;570023630;VEHADP;;1
SSR2;2014;570001099;570023630;EXPEQU;;1
SSR2;2014;570001099;570023630;EXPURO;;1
SSR2;2014;570001099;570023630;ISOCIN;;1
SSR2;2014;570001099;570023630;PISCIN;;1
SSR2;2014;570001099;570023630;SIMESP;;1
SSR2;2014;570003103;540019726;APTAUT;1;
SSR2;2014;570003103;540019726;EXPEQU;;1
SSR2;2014;570003103;540019726;EXPURO;1;
SSR2;2014;570003103;540019726;IDRACH;;1
SSR2;2014;570003103;540019726;ISOCIN;;1
SSR2;2014;570003103;540019726;LABMAR;;1
SSR2;2014;570003103;540019726;PISCIN;1;
SSR2;2014;570003103;540019726;SIMESP;1;
SSR2;2014;570003103;540019726;VEHADP;1;
SSR2;2014;570005215;570005165;PISCIN;1;
SSR2;2014;570026682;570005165;EXPURO;1;
SSR2;2014;580971349;580002129;PISCIN;1;
SSR2;2014;580972008;580000628;ASSMEM;1;
SSR2;2014;580972008;580000628;EXPEQU;1;
SSR2;2014;580972008;580000628;EXPURO;1;
SSR2;2014;580972008;580000628;ISOCIN;1;
SSR2;2014;580972008;580000628;LABMAR;;1
SSR2;2014;580972008;580000628;PISCIN;1;
SSR2;2014;580972008;580000628;SIMESP;1;
SSR2;2014;580972008;580000628;VEHADP;1;
SSR2;2014;580972610;580780054;APTAUT;;1
SSR2;2014;580972610;580780054;ASSMAR;;1
SSR2;2014;580972610;580780054;ASSMEM;;1
SSR2;2014;580972610;580780054;EXPEQU;;1
SSR2;2014;580972610;580780054;EXPURO;;1
SSR2;2014;580972610;580780054;ISOCIN;;1
SSR2;2014;580972610;580780054;LABMAR;;1
SSR2;2014;580972610;580780054;PISCIN;;1
SSR2;2014;580972610;580780054;SALINT;;1
SSR2;2014;580972610;580780054;SIMESP;;1
SSR2;2014;580972610;580780054;STICON;;1
SSR2;2014;580972610;580780054;VEHADP;;1
SSR2;2014;580972644;580781136;PISCIN;1;
SSR2;2014;580972677;580780088;EXPEQU;1;
SSR2;2014;580972693;580780039;APTAUT;1;
SSR2;2014;590000113;590053120;EXPEQU;1;
SSR2;2014;590000113;590053120;PISCIN;1;
SSR2;2014;590000113;590053120;SIMESP;1;
SSR2;2014;590000121;590780227;APTAUT;1;
SSR2;2014;590000121;590780227;ASSMAR;;1
SSR2;2014;590000121;590780227;ASSMEM;;1
SSR2;2014;590000121;590780227;EXPEQU;;1
SSR2;2014;590000121;590780227;EXPURO;;1
SSR2;2014;590000121;590780227;IDRACH;;1
SSR2;2014;590000121;590780227;ISOCIN;;1
SSR2;2014;590000121;590780227;LABMAR;;1
SSR2;2014;590000121;590780227;PISCIN;1;
SSR2;2014;590000121;590780227;SALINT;;1
SSR2;2014;590000121;590780227;SIMESP;1;
SSR2;2014;590000121;590780227;STICON;;1
SSR2;2014;590000121;590780227;VEHADP;;1
SSR2;2014;590000436;590781621;IDRACH;;1
SSR2;2014;590000436;590781621;PISCIN;;1
SSR2;2014;590000436;590781621;SALINT;;1
SSR2;2014;590000436;590781621;SIMESP;1;
SSR2;2014;590000436;590781621;VEHADP;1;
SSR2;2014;590000477;590781670;ISOCIN;1;
SSR2;2014;590000477;590781670;PISCIN;1;
SSR2;2014;590000527;590781795;APTAUT;;1
SSR2;2014;590000527;590781795;ASSMAR;;1
SSR2;2014;590000527;590781795;ASSMEM;;1
SSR2;2014;590000527;590781795;EXPEQU;;1
SSR2;2014;590000527;590781795;EXPURO;;1
SSR2;2014;590000527;590781795;IDRACH;;1
SSR2;2014;590000527;590781795;ISOCIN;;1
SSR2;2014;590000527;590781795;LABMAR;;1
SSR2;2014;590000527;590781795;PISCIN;;1
SSR2;2014;590000527;590781795;SALINT;;1
SSR2;2014;590000527;590781795;SIMESP;;1
SSR2;2014;590000527;590781795;STICON;;1
SSR2;2014;590000527;590781795;VEHADP;;1
SSR2;2014;590000543;590781811;APTAUT;;1
SSR2;2014;590000543;590781811;ASSMAR;;1
SSR2;2014;590000543;590781811;ASSMEM;;1
SSR2;2014;590000543;590781811;EXPEQU;;1
SSR2;2014;590000543;590781811;EXPURO;1;
SSR2;2014;590000543;590781811;IDRACH;;1
SSR2;2014;590000543;590781811;ISOCIN;1;
SSR2;2014;590000543;590781811;LABMAR;;1
SSR2;2014;590000543;590781811;PISCIN;1;
SSR2;2014;590000543;590781811;SALINT;;1
SSR2;2014;590000543;590781811;SIMESP;1;
SSR2;2014;590000543;590781811;STICON;;1
SSR2;2014;590000543;590781811;VEHADP;1;
SSR2;2014;590000600;590782207;EXPEQU;1;
SSR2;2014;590000600;590782207;EXPURO;1;
SSR2;2014;590000600;590782207;ISOCIN;1;
SSR2;2014;590000600;590782207;LABMAR;;1
SSR2;2014;590000600;590782207;PISCIN;1;
SSR2;2014;590000600;590782207;SIMESP;1;
SSR2;2014;590000600;590782207;STICON;;1
SSR2;2014;590000618;590782215;APTAUT;1;
SSR2;2014;590000618;590782215;EXPEQU;;1
SSR2;2014;590000618;590782215;EXPURO;1;
SSR2;2014;590000618;590782215;LABMAR;;1
SSR2;2014;590000618;590782215;PISCIN;1;
SSR2;2014;590000618;590782215;SALINT;1;
SSR2;2014;590000618;590782215;SIMESP;1;
SSR2;2014;590000691;590782439;EXPEQU;1;
SSR2;2014;590000691;590782439;EXPURO;;1
SSR2;2014;590000691;590782439;ISOCIN;1;
SSR2;2014;590000691;590782439;LABMAR;;1
SSR2;2014;590000691;590782439;PISCIN;1;
SSR2;2014;590000691;590782439;SALINT;1;
SSR2;2014;590000691;590782439;SIMESP;1;
SSR2;2014;590000691;590782439;STICON;;1
SSR2;2014;590001442;590784245;EXPEQU;1;
SSR2;2014;590001442;590784245;EXPURO;;1
SSR2;2014;590001442;590784245;ISOCIN;;1
SSR2;2014;590001442;590784245;PISCIN;1;
SSR2;2014;590001442;590784245;SIMESP;1;
SSR2;2014;590001442;590784245;STICON;;1
SSR2;2014;590001442;590784245;VEHADP;;1
SSR2;2014;590033429;590782421;APTAUT;1;
SSR2;2014;590033429;590782421;EXPEQU;1;
SSR2;2014;590033429;590782421;EXPURO;;1
SSR2;2014;590033429;590782421;SIMESP;1;
SSR2;2014;590034732;590000675;EXPEQU;1;
SSR2;2014;590034732;590000675;ISOCIN;1;
SSR2;2014;590034732;590000675;LABMAR;1;
SSR2;2014;590034732;590000675;PISCIN;1;
SSR2;2014;590034732;590000675;SIMESP;1;
SSR2;2014;590040267;590782678;PISCIN;;1
SSR2;2014;590780128;590000063;APTAUT;1;
SSR2;2014;590780128;590000063;ASSMAR;;1
SSR2;2014;590780128;590000063;ASSMEM;;1
SSR2;2014;590780128;590000063;EXPEQU;;1
SSR2;2014;590780128;590000063;EXPURO;1;
SSR2;2014;590780128;590000063;IDRACH;;1
SSR2;2014;590780128;590000063;ISOCIN;1;
SSR2;2014;590780128;590000063;LABMAR;;1
SSR2;2014;590780128;590000063;PISCIN;1;
SSR2;2014;590780128;590000063;SALINT;;1
SSR2;2014;590780128;590000063;SIMESP;1;
SSR2;2014;590780128;590000063;STICON;;1
SSR2;2014;590780128;590000063;VEHADP;;1
SSR2;2014;590781951;590053955;APTAUT;;1
SSR2;2014;590781951;590053955;ASSMAR;;1
SSR2;2014;590781951;590053955;ASSMEM;;1
SSR2;2014;590781951;590053955;EXPEQU;;1
SSR2;2014;590781951;590053955;EXPURO;;1
SSR2;2014;590781951;590053955;IDRACH;;1
SSR2;2014;590781951;590053955;ISOCIN;;1
SSR2;2014;590781951;590053955;LABMAR;;1
SSR2;2014;590781951;590053955;PISCIN;;1
SSR2;2014;590781951;590053955;SALINT;;1
SSR2;2014;590781951;590053955;SIMESP;;1
SSR2;2014;590781951;590053955;STICON;;1
SSR2;2014;590781951;590053955;VEHADP;;1
SSR2;2014;590782181;590039863;LABMAR;;1
SSR2;2014;590782181;590039863;PISCIN;1;
SSR2;2014;590782181;590039863;SIMESP;1;
SSR2;2014;590782280;590004552;ASSMAR;;1
SSR2;2014;590782280;590004552;ASSMEM;;1
SSR2;2014;590782280;590004552;EXPEQU;;1
SSR2;2014;590782280;590004552;EXPURO;;1
SSR2;2014;590782280;590004552;IDRACH;;1
SSR2;2014;590782280;590004552;ISOCIN;;1
SSR2;2014;590782280;590004552;LABMAR;;1
SSR2;2014;590782280;590004552;PISCIN;;1
SSR2;2014;590782280;590004552;SIMESP;1;
SSR2;2014;590782280;590004552;STICON;;1
SSR2;2014;590782280;590004552;VEHADP;;1
SSR2;2014;590782496;590000139;APTAUT;;1
SSR2;2014;590782496;590000139;ASSMAR;;1
SSR2;2014;590782496;590000139;ASSMEM;;1
SSR2;2014;590782496;590000139;EXPEQU;;1
SSR2;2014;590782496;590000139;EXPURO;;1
SSR2;2014;590782496;590000139;IDRACH;;1
SSR2;2014;590782496;590000139;ISOCIN;;1
SSR2;2014;590782496;590000139;LABMAR;;1
SSR2;2014;590782496;590000139;PISCIN;;1
SSR2;2014;590782496;590000139;SALINT;;1
SSR2;2014;590782496;590000139;SIMESP;;1
SSR2;2014;590782496;590000139;STICON;;1
SSR2;2014;590782496;590000139;VEHADP;;1
SSR2;2014;590782546;590000733;EXPEQU;1;
SSR2;2014;590782546;590000733;ISOCIN;1;
SSR2;2014;590782546;590000733;LABMAR;1;
SSR2;2014;590782546;590000733;PISCIN;1;
SSR2;2014;590782546;590000733;SALINT;1;
SSR2;2014;590782546;590000733;SIMESP;1;
SSR2;2014;590782611;750719239;ASSMEM;1;
SSR2;2014;590782611;750719239;PISCIN;1;
SSR2;2014;590783171;590000980;PISCIN;1;
SSR2;2014;590783171;590000980;SIMESP;1;
SSR2;2014;590783189;590004552;APTAUT;;1
SSR2;2014;590783189;590004552;ASSMAR;;1
SSR2;2014;590783189;590004552;ASSMEM;;1
SSR2;2014;590783189;590004552;EXPEQU;;1
SSR2;2014;590783189;590004552;EXPURO;;1
SSR2;2014;590783189;590004552;IDRACH;;1
SSR2;2014;590783189;590004552;ISOCIN;;1
SSR2;2014;590783189;590004552;LABMAR;;1
SSR2;2014;590783189;590004552;PISCIN;;1
SSR2;2014;590783189;590004552;STICON;;1
SSR2;2014;590783189;590004552;VEHADP;;1
SSR2;2014;590784898;590780193;APTAUT;;1
SSR2;2014;590784898;590780193;ASSMAR;1;
SSR2;2014;590784898;590780193;ASSMEM;1;
SSR2;2014;590784898;590780193;EXPEQU;1;
SSR2;2014;590784898;590780193;EXPURO;;1
SSR2;2014;590784898;590780193;IDRACH;;1
SSR2;2014;590784898;590780193;ISOCIN;1;
SSR2;2014;590784898;590780193;LABMAR;1;
SSR2;2014;590784898;590780193;PISCIN;1;
SSR2;2014;590784898;590780193;SALINT;;1
SSR2;2014;590784898;590780193;SIMESP;1;
SSR2;2014;590784898;590780193;STICON;1;
SSR2;2014;590784898;590780193;VEHADP;1;
SSR2;2014;590785374;620001834;APTAUT;;1
SSR2;2014;590785374;620001834;ASSMAR;;1
SSR2;2014;590785374;620001834;ASSMEM;;1
SSR2;2014;590785374;620001834;EXPEQU;;1
SSR2;2014;590785374;620001834;EXPURO;;1
SSR2;2014;590785374;620001834;IDRACH;;1
SSR2;2014;590785374;620001834;ISOCIN;;1
SSR2;2014;590785374;620001834;LABMAR;;1
SSR2;2014;590785374;620001834;PISCIN;;1
SSR2;2014;590785374;620001834;SALINT;;1
SSR2;2014;590785374;620001834;SIMESP;;1
SSR2;2014;590785374;620001834;STICON;;1
SSR2;2014;590785374;620001834;VEHADP;;1
SSR2;2014;590785424;930019484;PISCIN;1;
SSR2;2014;590785424;930019484;STICON;1;
SSR2;2014;590788865;590782421;APTAUT;;1
SSR2;2014;590788865;590782421;EXPEQU;1;
SSR2;2014;590788865;590782421;EXPURO;;1
SSR2;2014;590790473;620020859;PISCIN;1;
SSR2;2014;590791091;590780193;APTAUT;1;
SSR2;2014;590791091;590780193;ASSMAR;;1
SSR2;2014;590791091;590780193;ASSMEM;;1
SSR2;2014;590791091;590780193;EXPEQU;1;
SSR2;2014;590791091;590780193;EXPURO;;1
SSR2;2014;590791091;590780193;IDRACH;;1
SSR2;2014;590791091;590780193;ISOCIN;;1
SSR2;2014;590791091;590780193;LABMAR;1;
SSR2;2014;590791091;590780193;PISCIN;1;
SSR2;2014;590791091;590780193;SALINT;;1
SSR2;2014;590791091;590780193;SIMESP;1;
SSR2;2014;590791091;590780193;STICON;;1
SSR2;2014;590791091;590780193;VEHADP;;1
SSR2;2014;590791323;590782637;EXPURO;1;
SSR2;2014;590791323;590782637;SALINT;1;
SSR2;2014;590791323;590782637;SIMESP;1;
SSR2;2014;590791323;590782637;VEHADP;1;
SSR2;2014;590791729;590781902;EXPEQU;1;
SSR2;2014;590791729;590781902;LABMAR;1;
SSR2;2014;590797346;620020859;APTAUT;;1
SSR2;2014;590797346;620020859;ASSMAR;1;
SSR2;2014;590797346;620020859;ASSMEM;1;
SSR2;2014;590797346;620020859;EXPEQU;;1
SSR2;2014;590797346;620020859;EXPURO;;1
SSR2;2014;590797346;620020859;IDRACH;;1
SSR2;2014;590797346;620020859;ISOCIN;;1
SSR2;2014;590797346;620020859;LABMAR;;1
SSR2;2014;590797346;620020859;PISCIN;;1
SSR2;2014;590797346;620020859;SALINT;;1
SSR2;2014;590797346;620020859;SIMESP;1;
SSR2;2014;590797346;620020859;STICON;;1
SSR2;2014;590797346;620020859;VEHADP;;1
SSR2;2014;590797387;590805628;APTAUT;1;
SSR2;2014;590797387;590805628;ASSMAR;1;
SSR2;2014;590797387;590805628;EXPURO;1;
SSR2;2014;590797387;590805628;ISOCIN;1;
SSR2;2014;590797387;590805628;LABMAR;;1
SSR2;2014;590797387;590805628;PISCIN;1;
SSR2;2014;590797387;590805628;SIMESP;1;
SSR2;2014;590797387;590805628;STICON;1;
SSR2;2014;590797387;590805628;VEHADP;1;
SSR2;2014;590801106;590782421;APTAUT;1;
SSR2;2014;590801106;590782421;EXPEQU;;1
SSR2;2014;590801106;590782421;EXPURO;;1
SSR2;2014;590806360;590003596;PISCIN;1;
SSR2;2014;590809703;590004552;APTAUT;1;
SSR2;2014;590809703;590004552;ASSMAR;1;
SSR2;2014;590809703;590004552;ASSMEM;1;
SSR2;2014;590809703;590004552;EXPEQU;1;
SSR2;2014;590809703;590004552;EXPURO;;1
SSR2;2014;590809703;590004552;IDRACH;1;
SSR2;2014;590809703;590004552;ISOCIN;1;
SSR2;2014;590809703;590004552;LABMAR;;1
SSR2;2014;590809703;590004552;PISCIN;1;
SSR2;2014;590809703;590004552;SALINT;;1
SSR2;2014;590809703;590004552;SIMESP;1;
SSR2;2014;590809703;590004552;STICON;;1
SSR2;2014;590809703;590004552;VEHADP;1;
SSR2;2014;590810784;590004685;APTAUT;;1
SSR2;2014;590810784;590004685;ASSMAR;;1
SSR2;2014;590810784;590004685;ASSMEM;;1
SSR2;2014;590810784;590004685;EXPEQU;;1
SSR2;2014;590810784;590004685;EXPURO;;1
SSR2;2014;590810784;590004685;IDRACH;;1
SSR2;2014;590810784;590004685;ISOCIN;1;
SSR2;2014;590810784;590004685;LABMAR;;1
SSR2;2014;590810784;590004685;PISCIN;1;
SSR2;2014;590810784;590004685;SALINT;1;
SSR2;2014;590810784;590004685;SIMESP;1;
SSR2;2014;590810784;590004685;STICON;;1
SSR2;2014;590810784;590004685;VEHADP;;1
SSR2;2014;590813507;590000485;ASSMAR;;1
SSR2;2014;590813507;590000485;EXPEQU;1;
SSR2;2014;590813507;590000485;ISOCIN;1;
SSR2;2014;590813507;590000485;PISCIN;1;
SSR2;2014;590817441;620003814;EXPEQU;1;
SSR2;2014;590817441;620003814;ISOCIN;1;
SSR2;2014;590817441;620003814;LABMAR;;1
SSR2;2014;590817441;620003814;PISCIN;1;
SSR2;2014;590817441;620003814;STICON;;1
SSR2;2014;590817839;590053955;APTAUT;;1
SSR2;2014;590817839;590053955;ASSMAR;;1
SSR2;2014;590817839;590053955;ASSMEM;;1
SSR2;2014;590817839;590053955;EXPEQU;;1
SSR2;2014;590817839;590053955;EXPURO;;1
SSR2;2014;590817839;590053955;IDRACH;;1
SSR2;2014;590817839;590053955;ISOCIN;;1
SSR2;2014;590817839;590053955;LABMAR;;1
SSR2;2014;590817839;590053955;PISCIN;;1
SSR2;2014;590817839;590053955;SALINT;;1
SSR2;2014;590817839;590053955;SIMESP;;1
SSR2;2014;590817839;590053955;STICON;;1
SSR2;2014;590817839;590053955;VEHADP;;1
SSR2;2014;600000053;600101984;SIMESP;1;
SSR2;2014;600000186;600100648;APTAUT;;1
SSR2;2014;600000186;600100648;ASSMAR;;1
SSR2;2014;600000186;600100648;ASSMEM;;1
SSR2;2014;600000186;600100648;EXPEQU;;1
SSR2;2014;600000186;600100648;EXPURO;;1
SSR2;2014;600000186;600100648;IDRACH;;1
SSR2;2014;600000186;600100648;ISOCIN;;1
SSR2;2014;600000186;600100648;LABMAR;;1
SSR2;2014;600000186;600100648;PISCIN;;1
SSR2;2014;600000186;600100648;SALINT;;1
SSR2;2014;600000186;600100648;SIMESP;;1
SSR2;2014;600000186;600100648;STICON;;1
SSR2;2014;600000186;600100648;VEHADP;;1
SSR2;2014;600100283;750710428;APTAUT;1;
SSR2;2014;600100283;750710428;LABMAR;;1
SSR2;2014;600100283;750710428;PISCIN;1;
SSR2;2014;600100283;750710428;SIMESP;1;
SSR2;2014;600100309;750721334;EXPEQU;1;
SSR2;2014;600100309;750721334;LABMAR;1;
SSR2;2014;600100309;750721334;PISCIN;1;
SSR2;2014;600100671;750034589;LABMAR;;1
SSR2;2014;600100671;750034589;PISCIN;1;
SSR2;2014;600100754;600000228;EXPURO;1;
SSR2;2014;600100754;600000228;PISCIN;1;
SSR2;2014;600100754;600000228;SALINT;1;
SSR2;2014;600100754;600000228;SIMESP;1;
SSR2;2014;600100796;750720609;APTAUT;1;
SSR2;2014;600100796;750720609;EXPEQU;1;
SSR2;2014;600100796;750720609;ISOCIN;1;
SSR2;2014;600100796;750720609;LABMAR;1;
SSR2;2014;600100796;750720609;PISCIN;1;
SSR2;2014;600100796;750720609;SIMESP;1;
SSR2;2014;600100796;750720609;VEHADP;1;
SSR2;2014;600100861;440052041;ASSMAR;1;
SSR2;2014;600100861;440052041;ISOCIN;1;
SSR2;2014;600100861;440052041;PISCIN;1;
SSR2;2014;600101679;590039863;IDRACH;;1
SSR2;2014;600101679;590039863;ISOCIN;1;
SSR2;2014;600101679;590039863;PISCIN;1;
SSR2;2014;600101679;590039863;SALINT;;1
SSR2;2014;600101679;590039863;SIMESP;1;
SSR2;2014;600101687;600010037;APTAUT;;1
SSR2;2014;600101687;600010037;ASSMAR;;1
SSR2;2014;600101687;600010037;ASSMEM;;1
SSR2;2014;600101687;600010037;EXPEQU;;1
SSR2;2014;600101687;600010037;EXPURO;;1
SSR2;2014;600101687;600010037;IDRACH;;1
SSR2;2014;600101687;600010037;ISOCIN;;1
SSR2;2014;600101687;600010037;LABMAR;;1
SSR2;2014;600101687;600010037;PISCIN;;1
SSR2;2014;600101687;600010037;SALINT;;1
SSR2;2014;600101687;600010037;SIMESP;;1
SSR2;2014;600101687;600010037;STICON;;1
SSR2;2014;600101687;600010037;VEHADP;;1
SSR2;2014;600101943;750720609;APTAUT;;1
SSR2;2014;600101943;750720609;EXPEQU;;1
SSR2;2014;600101943;750720609;EXPURO;;1
SSR2;2014;600101943;750720609;ISOCIN;;1
SSR2;2014;600101943;750720609;LABMAR;;1
SSR2;2014;600101943;750720609;PISCIN;;1
SSR2;2014;600101943;750720609;SALINT;;1
SSR2;2014;600101943;750720609;SIMESP;;1
SSR2;2014;600101943;750720609;STICON;;1
SSR2;2014;600101943;750720609;VEHADP;;1
SSR2;2014;600111124;600106611;SIMESP;1;
SSR2;2014;600113476;600100721;EXPEQU;1;
SSR2;2014;600113476;600100721;EXPURO;1;
SSR2;2014;600113476;600100721;SIMESP;1;
SSR2;2014;610000051;610780082;EXPURO;;1
SSR2;2014;610000069;610780090;EXPURO;1;
SSR2;2014;610000069;610780090;SALINT;1;
SSR2;2014;610000077;610780124;SIMESP;1;
SSR2;2014;610006371;610000135;APTAUT;1;
SSR2;2014;610006371;610000135;SIMESP;1;
SSR2;2014;610780108;610790594;APTAUT;;1
SSR2;2014;610780108;610790594;ASSMAR;;1
SSR2;2014;610780108;610790594;ASSMEM;;1
SSR2;2014;610780108;610790594;EXPEQU;;1
SSR2;2014;610780108;610790594;EXPURO;;1
SSR2;2014;610780108;610790594;IDRACH;;1
SSR2;2014;610780108;610790594;ISOCIN;;1
SSR2;2014;610780108;610790594;LABMAR;;1
SSR2;2014;610780108;610790594;PISCIN;;1
SSR2;2014;610780108;610790594;SALINT;;1
SSR2;2014;610780108;610790594;SIMESP;;1
SSR2;2014;610780108;610790594;STICON;;1
SSR2;2014;610780108;610790594;VEHADP;;1
SSR2;2014;610780389;610004939;EXPEQU;1;
SSR2;2014;610780389;610004939;PISCIN;1;
SSR2;2014;610780389;610004939;SIMESP;1;
SSR2;2014;610784423;610787285;APTAUT;1;
SSR2;2014;610784423;610787285;EXPEQU;1;
SSR2;2014;610784423;610787285;EXPURO;1;
SSR2;2014;610784423;610787285;ISOCIN;1;
SSR2;2014;610784423;610787285;PISCIN;1;
SSR2;2014;610784423;610787285;SIMESP;1;
SSR2;2014;620000026;620003814;APTAUT;1;
SSR2;2014;620000026;620003814;ASSMAR;1;
SSR2;2014;620000026;620003814;ASSMEM;1;
SSR2;2014;620000026;620003814;EXPEQU;1;
SSR2;2014;620000026;620003814;EXPURO;1;
SSR2;2014;620000026;620003814;ISOCIN;1;
SSR2;2014;620000026;620003814;LABMAR;;1
SSR2;2014;620000026;620003814;PISCIN;;1
SSR2;2014;620000026;620003814;SIMESP;1;
SSR2;2014;620000026;620003814;STICON;;1
SSR2;2014;620000026;620003814;VEHADP;;1
SSR2;2014;620000117;620100461;APTAUT;;1
SSR2;2014;620000117;620100461;ASSMAR;;1
SSR2;2014;620000117;620100461;ASSMEM;;1
SSR2;2014;620000117;620100461;EXPEQU;;1
SSR2;2014;620000117;620100461;EXPURO;;1
SSR2;2014;620000117;620100461;IDRACH;;1
SSR2;2014;620000117;620100461;ISOCIN;;1
SSR2;2014;620000117;620100461;LABMAR;;1
SSR2;2014;620000117;620100461;PISCIN;;1
SSR2;2014;620000117;620100461;SALINT;;1
SSR2;2014;620000117;620100461;SIMESP;;1
SSR2;2014;620000117;620100461;STICON;;1
SSR2;2014;620000117;620100461;VEHADP;;1
SSR2;2014;620000232;620100669;PISCIN;;1
SSR2;2014;620000257;620100685;EXPURO;1;
SSR2;2014;620000257;620100685;PISCIN;1;
SSR2;2014;620000257;620100685;SALINT;1;
SSR2;2014;620000257;620100685;SIMESP;1;
SSR2;2014;620000323;620101337;PISCIN;;1
SSR2;2014;620000323;620101337;SIMESP;1;
SSR2;2014;620000349;620101360;EXPEQU;1;
SSR2;2014;620000349;620101360;EXPURO;1;
SSR2;2014;620000349;620101360;ISOCIN;1;
SSR2;2014;620000349;620101360;LABMAR;1;
SSR2;2014;620000349;620101360;PISCIN;1;
SSR2;2014;620000349;620101360;SALINT;1;
SSR2;2014;620000349;620101360;SIMESP;1;
SSR2;2014;620003202;620103432;EXPURO;1;
SSR2;2014;620003822;620003814;APTAUT;;1
SSR2;2014;620003822;620003814;ASSMAR;;1
SSR2;2014;620003822;620003814;ASSMEM;;1
SSR2;2014;620003822;620003814;EXPEQU;;1
SSR2;2014;620003822;620003814;EXPURO;1;
SSR2;2014;620003822;620003814;IDRACH;;1
SSR2;2014;620003822;620003814;ISOCIN;;1
SSR2;2014;620003822;620003814;LABMAR;;1
SSR2;2014;620003822;620003814;PISCIN;1;
SSR2;2014;620003822;620003814;SALINT;;1
SSR2;2014;620003822;620003814;SIMESP;1;
SSR2;2014;620003822;620003814;STICON;;1
SSR2;2014;620003822;620003814;VEHADP;;1
SSR2;2014;620026401;620024158;APTAUT;;1
SSR2;2014;620026401;620024158;ASSMAR;;1
SSR2;2014;620026401;620024158;ASSMEM;;1
SSR2;2014;620026401;620024158;EXPEQU;1;
SSR2;2014;620026401;620024158;EXPURO;;1
SSR2;2014;620026401;620024158;IDRACH;;1
SSR2;2014;620026401;620024158;ISOCIN;1;
SSR2;2014;620026401;620024158;LABMAR;;1
SSR2;2014;620026401;620024158;PISCIN;;1
SSR2;2014;620026401;620024158;SALINT;;1
SSR2;2014;620026401;620024158;SIMESP;1;
SSR2;2014;620026401;620024158;STICON;;1
SSR2;2014;620026401;620024158;VEHADP;;1
SSR2;2014;620027664;620003814;APTAUT;1;
SSR2;2014;620027664;620003814;ASSMAR;1;
SSR2;2014;620027664;620003814;ASSMEM;1;
SSR2;2014;620027664;620003814;EXPEQU;1;
SSR2;2014;620027664;620003814;EXPURO;1;
SSR2;2014;620027664;620003814;ISOCIN;1;
SSR2;2014;620027664;620003814;LABMAR;1;
SSR2;2014;620027664;620003814;PISCIN;1;
SSR2;2014;620027664;620003814;SIMESP;1;
SSR2;2014;620027664;620003814;STICON;1;
SSR2;2014;620027664;620003814;VEHADP;1;
SSR2;2014;620100016;750712184;EXPURO;1;
