BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2014;340780840;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.17;0.02
INFOMED;2014;340780857;340000421;;;;;;;;;1;;;;0;0;1;0;0;1;0;1;0;0;;0.15;0.16
INFOMED;2014;340780931;340000454;;;;;;;;;;;1;;0;0;0;0;0;1;0;1;0;0;;0.2;0.05
INFOMED;2014;340781608;340015171;1;;;;;;1;;;;;;0;0;0;0;0;0;;;;0;;0.88;0.2
INFOMED;2014;340782002;340000629;;;;;;;;1;;;;;0;0;1;1;0;1;0;1;0;0;;1;0.25
INFOMED;2014;340787266;340011295;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;340000223;0;0.05
INFOMED;2014;340796093;340796069;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;1;0;;0.5;0.34
INFOMED;2014;340798552;340798545;;;;;;;;1;;;;;1;1;1;1;1;0;;;1;0;;0.1;0.15
INFOMED;2014;350000063;220020739;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.5
INFOMED;2014;350000071;750000218;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;0;;0.8;0.3
INFOMED;2014;350000121;350000303;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;8.61;0.3
INFOMED;2014;350000139;350001137;;;1;;;;;;;;;;0;0;1;1;1;1;1;0;1;1;;3;0.4
INFOMED;2014;350000147;350000022;;;1;;;;;;1;1;;;0;0;0;1;1;1;1;1;0;1;220000046;9.48;2.3
INFOMED;2014;350000154;350000030;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;2.82;0.5
INFOMED;2014;350000162;350000048;;1;;;;;;1;;;;1;0;0;0;1;1;1;1;0;1;0;;4.98;0
INFOMED;2014;350000188;350000055;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;2.69;0
INFOMED;2014;350000196;350000311;;;1;;;;;;;;;;0;0;0;0;0;1;1;;0;0;;2.07;0.1
INFOMED;2014;350000204;350023248;;1;;;;;;1;;;;;0;0;0;1;1;1;1;1;1;1;;1;0
INFOMED;2014;350000212;350000089;;1;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;350000089;0.42;0
INFOMED;2014;350000337;350000246;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.09;1.5
INFOMED;2014;350000402;350000402;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2014;350000410;350002291;1;;;;;;1;;;;;;0;0;1;1;1;1;1;0;0;1;;0.35;0
INFOMED;2014;350000428;350002309;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;0.2;
INFOMED;2014;350000436;350002317;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;0.3;0
INFOMED;2014;350000444;350048518;;;1;;;;;;1;;;;0;0;0;1;1;0;0;0;1;0;;1.62;
INFOMED;2014;350000451;350002333;;1;;;;;;1;;;;;1;0;0;1;1;1;1;1;0;0;;0.5;0.1
INFOMED;2014;350000741;350005179;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;;;28.74;
INFOMED;2014;350002119;350000386;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;505392621;0.1;0
INFOMED;2014;350002192;220020739;;;1;;;;;;1;;;1;0;0;0;0;0;1;1;0;0;0;;3.03;0.8
INFOMED;2014;350002200;350029948;;;1;;;;1;;;;;;0;0;0;0;1;0;;;;0;;1;0.6
INFOMED;2014;350002234;750720575;;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;1;750720575;0.8;0.1
INFOMED;2014;350002564;350046199;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;0.8;0.3
INFOMED;2014;350002754;440042844;;;;;;;;;;;;1;;;;;;;;;;;;;
INFOMED;2014;350002812;350023503;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;1
INFOMED;2014;350005021;440042844;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.05;0.5
INFOMED;2014;350005146;350000733;;;1;;;;;;;;;;0;0;0;0;0;1;;;1;0;;3;0.3
INFOMED;2014;350005278;350023586;;;;;;;1;;;;;;1;0;0;1;1;0;0;0;0;0;;0.1;0
INFOMED;2014;350007084;350005179;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;12.27;
INFOMED;2014;350040499;350040291;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;350000022;;0.1
INFOMED;2014;350044756;350044749;;;;;;;;;1;;;;;;;;;;;;;;;;
INFOMED;2014;360000038;360000046;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;1.7;0.47
INFOMED;2014;360000137;360000053;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;5.7;1.13
INFOMED;2014;360000145;360000061;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;1;0;0;;0.56;0.25
INFOMED;2014;360000160;360000079;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;1;360000137;1;0.2
INFOMED;2014;360000178;360000087;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;0;;;0.08;0.01
INFOMED;2014;360000202;360000103;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.15
INFOMED;2014;360000251;360000111;;;1;;;;;;;;;;;0;0;0;0;0;;;0;0;;0;0
INFOMED;2014;370000051;370000028;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;1;0.1
INFOMED;2014;370000085;370000077;;;1;;;;;;;;;;0;0;0;1;1;1;1;1;1;0;;3;0.78
INFOMED;2014;370000093;370000192;;;1;;;;;;;;;;0;0;0;1;1;1;1;;1;0;;2;0.4
INFOMED;2014;370000127;370000259;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;0.2;0.05
INFOMED;2014;370000150;370000333;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;0;0.4
INFOMED;2014;370000184;940805963;;;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;1;370000481;0.12;0.12
INFOMED;2014;370000218;450018106;;;;;;;1;;;;;;0;0;0;0;;0;;;;1;370000481;0.15;0.1
INFOMED;2014;370000374;750721334;;;;;;;1;;;;;;;;;0;0;0;0;0;1;;370000861;0.5;0.15
INFOMED;2014;370000531;370000606;;;1;;;;;1;;1;;;0;0;0;0;0;0;;;;0;;;1
INFOMED;2014;370000861;370000481;1;;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;1;370000861;9.54;7.98
INFOMED;2014;370000879;370000564;;1;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;1.47;0.13
INFOMED;2014;370000903;370000614;;1;;;;;;1;;1;;;0;0;0;0;0;0;;;0;0;;1.73;0.2
INFOMED;2014;370000986;370000713;;;;;;;;;1;;;;0;0;1;1;1;1;0;0;0;1;370000481;1.2;0.13
INFOMED;2014;370001109;370002701;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;1;1;370000481;0.5;0.05
INFOMED;2014;370004467;370000481;1;;;;;;;;;;1;;0;0;0;0;0;1;0;1;0;1;370000861;;
INFOMED;2014;370007569;370007528;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;6;0.5
INFOMED;2014;370100539;370100935;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;370000861;0.8;0.1
INFOMED;2014;370103673;370001638;;;;;1;;;;;;;;0;0;0;0;0;0;;;0;0;;0;0.2
INFOMED;2014;380000018;380780023;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.3;0.2
INFOMED;2014;380000026;380780031;;;1;;1;;1;;;;1;;1;0;0;0;0;0;0;0;1;0;;0.7;0.07
INFOMED;2014;380000034;380780049;;;1;;;;;;;;;1;0;0;0;0;0;0;;;1;0;;4.75;1.6
INFOMED;2014;380000042;380780056;;;1;;;;;1;;;;;0;0;0;0;0;0;0;0;1;1;380780049;1.1;0.4
INFOMED;2014;380000059;380780072;;1;;;;;;1;;;;;0;0;0;0;;0;0;;0;1;380784751;1;0.26
INFOMED;2014;380000067;380780080;;;1;1;;;1;;;1;;;1;0;0;0;1;0;0;0;0;0;;21.2;4.5
INFOMED;2014;380000075;380780098;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;380784751;0.69;0.15
INFOMED;2014;380000091;380780171;1;;;;;;1;;;;;;0;0;1;1;1;1;1;0;0;1;260000120;0.5;0.2
INFOMED;2014;380000109;380780213;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;1;380780247;1;0.3
INFOMED;2014;380000125;380780239;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;1;;0.25;0.05
INFOMED;2014;380000133;380780247;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;380780213;3.66;0.7
INFOMED;2014;380000166;380781351;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;;0.3;0
INFOMED;2014;380000174;380781435;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.88;1.12
INFOMED;2014;380000406;380784751;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;5.75;0.7
INFOMED;2014;380000729;690796552;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.01;0.01
INFOMED;2014;380000968;690796552;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.01;0.01
INFOMED;2014;380005868;010783009;;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;1;380780049;0.25;0.1
INFOMED;2014;380005918;750056335;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;0.2;0.2
INFOMED;2014;380009928;380804542;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.4;0.2
INFOMED;2014;380012658;380012609;;1;;;;;;1;;;;;1;0;0;1;1;1;1;0;1;0;;12.14;0.2
INFOMED;2014;380017095;380017087;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1;0.2
INFOMED;2014;380780197;380798173;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;1.2;0.1
INFOMED;2014;380780270;380798165;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;0.15
INFOMED;2014;380780288;380795203;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;2;0.2
INFOMED;2014;380780296;920019718;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.15
INFOMED;2014;380780312;750720575;;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;1;750720575;1;0.1
INFOMED;2014;380780379;380798249;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2014;380781138;010783009;;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;1;380780049;0.6;0.1
INFOMED;2014;380781369;010783009;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.1;0.1
INFOMED;2014;380781450;380798140;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;;;;1;0.01
INFOMED;2014;380784801;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;380785956;380795211;;;1;;;;;;;;;;0;0;0;0;1;1;1;0;0;0;;6;1
INFOMED;2014;380786442;380798025;1;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;;4;0.17
INFOMED;2014;380793810;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;380794297;380794297;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1;0.45
INFOMED;2014;380795021;380780098;;;;;;;;;1;;;;0;0;0;;0;0;0;0;1;1;380784751;0.62;0.15
INFOMED;2014;380797217;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;380797233;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;380804203;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;390000040;390780146;;;1;;;;;;1;;;;0;0;0;0;0;0;1;0;1;0;;5.6;0.5
INFOMED;2014;390000057;390780153;;;1;;;;;;1;;;;;;;;;;1;;;1;250000452;0.2;0.2
INFOMED;2014;390000065;390780161;;;1;;;;;1;;;;;;;;;;;;;;;;1.8;1
INFOMED;2014;390000073;390780179;;;;;;;;;1;;;;0;0;1;1;1;0;;;0;0;;0.5;
INFOMED;2014;390000131;390780377;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.3;
INFOMED;2014;390000164;390780476;;;;;;;;;;1;;;0;0;0;0;0;0;;;;0;;1.8;0.5
INFOMED;2014;390000172;250006335;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.2
INFOMED;2014;390000214;390780591;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;250000452;1;0.1
INFOMED;2014;390000222;390780609;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;1;0;;1;10.26
INFOMED;2014;390780369;210010294;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;;1;0.05
INFOMED;2014;390780559;390000180;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;1;0.1
INFOMED;2014;390780575;250017803;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;1.1;0.15
INFOMED;2014;400000105;400780193;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;1;0;;3.05;1.4
INFOMED;2014;400000113;400011177;;;;;;;;;;1;;;0;0;0;0;;1;1;0;1;0;;1.5;0.25
INFOMED;2014;400000139;400011177;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;5.42;1.5
INFOMED;2014;400000147;400780268;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.1
INFOMED;2014;400000261;400780458;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.5;13
INFOMED;2014;400008199;400008108;;;;;;1;;;;;;;0;0;0;0;0;;;;;;;;0.05
INFOMED;2014;400011201;640017612;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;;
INFOMED;2014;400780250;400011177;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;0.5;0.25
INFOMED;2014;400780284;400000154;;;1;;;;;;;;;;1;0;1;1;1;0;0;;1;0;;0.7;0.1
INFOMED;2014;400780342;400000196;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2014;400780359;400000204;;;1;;;;;;;;;;;;;;;;;;;;;1;0.1
INFOMED;2014;400780367;750720575;;;;;;;;;;;1;;0;0;0;0;0;;;;;0;;0.2;0
INFOMED;2014;400780425;400000246;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.2;
INFOMED;2014;400780482;310021068;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;0.8;0.11
INFOMED;2014;400780888;400000535;;;;;;1;;;;;;;0;0;0;0;0;1;0;0;0;0;;0.4;0.25
INFOMED;2014;400782769;400001764;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;1.25;0.2
INFOMED;2014;400791018;400790994;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;1;0;;1;0.1
INFOMED;2014;410000020;410000087;1;;;;;;;1;;1;;;0;0;0;0;0;1;0;0;1;1;410000111;7.3;2.2
INFOMED;2014;410000038;410000095;;1;;;;;;1;;1;;;0;0;0;0;0;0;0;0;1;0;;2;0.6
INFOMED;2014;410000046;410000103;;1;;;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;3.25;0.5
INFOMED;2014;410000053;410000111;;1;;;;;;1;;;;;1;1;0;1;1;0;0;0;0;0;;0.2;0.1
INFOMED;2014;410000202;410000319;;1;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;;1.5;0.5
INFOMED;2014;410000277;410000467;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;1;1;;1;0.1
INFOMED;2014;410000418;440052041;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.2
INFOMED;2014;410000442;750005068;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;410000418;0.8;0.2
INFOMED;2014;410004998;410000871;;;1;;;;;;;;;;;;;;;1;1;0;0;0;;2;0.1
INFOMED;2014;410005284;410000947;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.02;0.05
INFOMED;2014;410005391;410000905;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;0;;0.1;0.05
INFOMED;2014;420000010;420780033;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;5.1;1
INFOMED;2014;420000226;420013831;;;1;;;;;1;;1;;;1;1;0;0;0;1;1;0;0;0;;3.94;1.75
INFOMED;2014;420000234;420780652;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;2;
INFOMED;2014;420000242;420780660;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;420780652;0.25;0.2
INFOMED;2014;420000267;420013831;;1;;;;;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2014;420000275;420780694;;;;;;;;;;;;;0;0;1;1;1;0;0;0;0;1;;0.11;0.11
INFOMED;2014;420000556;420781791;;;;;;;;;1;;;;0;0;0;0;0;0;;;;0;;0.14;0.1
INFOMED;2014;420002479;420002438;;;;;;1;;;;;;;1;1;1;1;;0;;;0;0;;0.5;0.2
INFOMED;2014;420010050;420787061;;;1;;;;;;;;;;1;0;1;1;1;0;0;0;0;0;;2.37;0.2
INFOMED;2014;420010258;420010209;;;;;;1;;;;;;;0;0;0;0;1;0;0;0;0;0;;;0.16
INFOMED;2014;420010308;420010209;;;;;;1;;;;;;;0;0;0;0;1;0;0;0;0;0;;0.04;
INFOMED;2014;420011413;420011405;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;4.5;0.5
INFOMED;2014;420011512;420011504;;;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;1;;1;0.15
INFOMED;2014;420011660;420011652;;;;;;;;;1;;;;1;1;1;1;1;0;0;0;0;1;441496999;0.25;5
INFOMED;2014;420011728;920028560;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;690000401;;
INFOMED;2014;420013005;690007182;;;;;1;;;;;;;;0;0;0;1;1;0;;;0;0;;0.3;
INFOMED;2014;420014110;420007098;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;1;690000401;0.9;0.2
INFOMED;2014;420780348;440051910;;;;;;;;;1;;;;1;1;1;;1;0;0;0;0;1;44149699;0.25;0.05
INFOMED;2014;420780504;420000135;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3;0.2
INFOMED;2014;420780637;420002495;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;2.49;0.81
INFOMED;2014;420780744;420000325;;;;;;;;1;;;;;0;0;0;1;1;0;;;0;1;690782230;0.2;
INFOMED;2014;420782096;420787061;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;0;;0.05;0.05
INFOMED;2014;420782310;420000853;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;;2.8;0.15
INFOMED;2014;420782591;420000887;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;1;0.2
INFOMED;2014;420785354;420784878;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;;12.23;3.2
INFOMED;2014;420788440;420001794;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.05;0.05
INFOMED;2014;420790081;750056335;;;;;;;;;;;;;0;0;0;0;0;0;;;;0;;0.2;0.2
INFOMED;2014;430000026;630786754;;;;;;;;;;1;;;0;0;;0;0;1;1;1;0;0;;2.83;0.8
INFOMED;2014;430000109;430000372;1;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.1
INFOMED;2014;430000117;430000018;;;1;1;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;5.29;1.8
INFOMED;2014;430000141;430005843;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;1;430000166;0;0.2
INFOMED;2014;430000190;430000034;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;1;0;;1.3;0.1
INFOMED;2014;430000216;750811820;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;0.75;0.23
INFOMED;2014;430000299;430000059;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;430000018;0.2;0.05
INFOMED;2014;430000307;430000067;;;1;;;;;;1;;;;1;0;0;1;1;0;;;;1;430000117;0.5;0.06
INFOMED;2014;440000016;440000057;1;;;1;;;1;;;1;;;1;1;0;0;1;0;;;1;0;;3.4;1
INFOMED;2014;440000180;440000263;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.25;0.4
INFOMED;2014;440000255;440042844;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.6;0.2
INFOMED;2014;440000271;440000289;;;1;;;1;;;1;;;1;0;0;0;0;0;0;;;0;0;;11.2;5.9
INFOMED;2014;440000396;440000297;;1;;;;;;1;;;;;0;0;0;1;1;0;0;0;1;1;;2.18;0.36
INFOMED;2014;440000404;440000925;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.5
INFOMED;2014;440000412;440000941;;1;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;2.5;0.5
INFOMED;2014;440000487;440001014;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;1.5;0.1
INFOMED;2014;440000503;440000313;1;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;1.5;1
INFOMED;2014;440000552;440042141;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;0;;0.21;0.1
INFOMED;2014;440000644;440000347;;;;;;;;1;;;;;0;0;1;1;1;1;1;0;0;1;440003291;0.7;
INFOMED;2014;440000651;440001212;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;2;0.1
INFOMED;2014;440000693;440041895;;;;;;;;1;;;;;0;0;0;0;0;0;;;1;;;0.5;0.05
INFOMED;2014;440000800;440001246;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;;0.1;
INFOMED;2014;440000883;440042141;1;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;0;;0.21;0.1
INFOMED;2014;440001113;490017258;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;4.5;1
INFOMED;2014;440001188;440018661;;;;;;;;1;;;;;1;0;0;0;0;0;0;0;0;0;;2;0.25
INFOMED;2014;440001253;440028538;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;1;;;0.6;0
INFOMED;2014;440001261;440028538;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;1;;;0;0
INFOMED;2014;440001279;440041531;1;;;;;;1;;;;;;0;0;0;1;1;;;;;;;;
INFOMED;2014;440001287;440041531;1;;;;;;1;;;;;;0;0;0;1;1;;;;;;;0.15;
INFOMED;2014;440001295;440000859;;;1;;;;;;1;;;;0;0;0;1;1;;;;;;;0.5;
INFOMED;2014;440001964;440003267;;;;1;;;;;;;;;0;0;1;1;1;0;0;0;0;;440000289;0.2;
INFOMED;2014;440001972;440003309;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2014;440002020;440001386;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1.56;0.29
INFOMED;2014;440002459;440001501;;;;;;;;;1;;;;;;;1;1;0;0;0;0;0;;0.4;0.1
INFOMED;2014;440003390;440001998;;;;;;;;;;1;;;0;0;0;0;0;;;;;0;;;
INFOMED;2014;440012128;440003960;;;;;;1;;;;;;;0;0;0;0;0;0;;;0;0;;0.14;0.5
INFOMED;2014;440023364;440006377;;;1;;;;;;;;;;0;0;0;0;;1;1;0;0;1;440041580;1.5;0.15
INFOMED;2014;440024669;440042844;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.25;0.25
INFOMED;2014;440024982;440000461;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;5;0.5
INFOMED;2014;440029338;440041895;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;2.6;1
INFOMED;2014;440029379;440000974;;1;;;;;;;;;;;0;0;0;0;0;0;;;1;0;;2.6;0.5
INFOMED;2014;440033819;440006344;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;500696547;3.8;0.2
INFOMED;2014;440041580;440041572;1;;;;;;;;;;;;0;0;0;0;;1;1;0;0;0;;9.72;0.35
INFOMED;2014;440043123;440043115;;;;;;;1;;;;;;0;0;1;1;1;;;;;0;;0.1;0
INFOMED;2014;440048239;440041895;;;;;;;;1;;;;;0;0;0;0;0;0;;;1;0;;0.5;0.05
INFOMED;2014;440050433;440041895;;1;;;;;1;;;;;;0;0;0;0;0;0;;;1;0;;2.26;0.9
INFOMED;2014;450000062;450000104;;1;;;;;;1;;1;;;0;0;0;0;0;1;0;0;1;0;;5.51;1.7
INFOMED;2014;450000120;450000138;;;1;;;;;;1;;;;0;0;0;0;0;0;1;0;0;1;450002613;;0.02
INFOMED;2014;450000187;450000146;;;;;;;;;1;;;;0;0;1;0;1;0;0;0;0;1;450000062;0.2;0.05
INFOMED;2014;450000237;450000534;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;;1;0.15
INFOMED;2014;450000245;450000542;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2;0.11
INFOMED;2014;450000252;450000559;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2014;450000286;750052417;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.2
INFOMED;2014;450000294;450000591;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1.5;
INFOMED;2014;450000336;450000179;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1;1
INFOMED;2014;450000930;450002423;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.5;1
INFOMED;2014;450002456;450018106;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.2;
INFOMED;2014;450002613;450000088;;1;;;;;;;1;;;;1;0;0;1;1;1;0;0;0;1;;8.89;2.8
INFOMED;2014;450010079;450000195;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;3;
INFOMED;2014;450012935;450001466;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.1;0.1
INFOMED;2014;450012968;450001474;;;1;;;;;;1;;;;0;0;0;1;1;1;1;1;1;0;;2;0.1
INFOMED;2014;450013081;450001490;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.57;0.1
INFOMED;2014;450013719;450011150;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2014;450014048;450011150;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2014;450015144;450015136;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;450015144;1;
INFOMED;2014;450018312;450018296;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;;
INFOMED;2014;450018528;450011150;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
