BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2014;560002933;560006074;N2310;9;4;10.99;0;1
BLOCS_P;2014;560002933;560006074;N2320;2;3;4.55;0;1
BLOCS_P;2014;560002933;560006074;N2510;9;8;15.94;0;1
BLOCS_P;2014;560002933;560006074;N4130;;;;0;1
BLOCS_P;2014;560002933;560006074;N4160;2;;2;0;1
BLOCS_P;2014;560002933;560006074;NAUT;;;;0;1
BLOCS_P;2014;560007510;560001307;M100H;2;1;2.1;0;0
BLOCS_P;2014;560007510;560001307;M1030;4;;4;0;0
BLOCS_P;2014;560007510;560001307;M200H;10;3;10.6;0;0
BLOCS_P;2014;560007510;560001307;N2200;12;1;13.97;0;1
BLOCS_P;2014;560007510;560001307;N2320;0;0;0.15;0;0
BLOCS_P;2014;560007510;560001307;N2510;3;1;2.38;0;0
BLOCS_P;2014;560007510;560001307;N4160;1;0;1;0;0
BLOCS_P;2014;560007510;560001307;NAUT;2;0;2;0;0
BLOCS_P;2014;560008799;560013989;N2200;38;17;52.37;;
BLOCS_P;2014;560008799;560013989;N2310;2;1;2.5;;
BLOCS_P;2014;560008799;560013989;N2320;2;1;2.65;;
BLOCS_P;2014;560008799;560013989;N2510;6;1;6.13;;
BLOCS_P;2014;560008799;560013989;N4160;2;;2;;
BLOCS_P;2014;570000059;570025254;M1030;5;;4.48;1;0
BLOCS_P;2014;570000059;570025254;M200H;7;1;5.6;0;0
BLOCS_P;2014;570000059;570025254;N2200;9;4;11.55;0;0
BLOCS_P;2014;570000059;570025254;N2310;5;4;8.23;0;0
BLOCS_P;2014;570000059;570025254;N2320;6;5;10.59;0;0
BLOCS_P;2014;570000059;570025254;N2510;;2;0.19;0;0
BLOCS_P;2014;570000059;570025254;NAUT;8;3;8.84;0;0
BLOCS_P;2014;570000083;570000729;M100H;2;4;4;0;0
BLOCS_P;2014;570000083;570000729;M1030;;8;4;0;1
BLOCS_P;2014;570000083;570000729;M200H;7;2;8;0;1
BLOCS_P;2014;570000083;570000729;N2200;3;1;3.8;0;1
BLOCS_P;2014;570000083;570000729;N2310;;4;1;0;1
BLOCS_P;2014;570000083;570000729;N2320;11;5;14.7;0;1
BLOCS_P;2014;570000083;570000729;N2510;1;1;1.5;0;1
BLOCS_P;2014;570000083;570000729;N4160;1;;1;0;1
BLOCS_P;2014;570000117;570015099;M100H;3;3;2.05;0;1
BLOCS_P;2014;570000117;570015099;M1030;;4;3.43;1;0
BLOCS_P;2014;570000117;570015099;M200H;7;;6.67;0;1
BLOCS_P;2014;570000117;570015099;N2200;7;5;11.85;1;1
BLOCS_P;2014;570000117;570015099;N2310;7;;6.98;0;1
BLOCS_P;2014;570000117;570015099;N2320;6;;6;1;1
BLOCS_P;2014;570000117;570015099;N4160;2;;1.5;0;0
BLOCS_P;2014;570000117;570015099;NAUT;3;1;3.5;0;0
BLOCS_P;2014;570000125;570015099;N2200;;;0.22;0;0
BLOCS_P;2014;570000125;570015099;N4130;;;0.46;0;0
BLOCS_P;2014;570000216;570010173;M100H;;6;1.02;0;0
BLOCS_P;2014;570000216;570010173;M1030;2;;2;1;0
BLOCS_P;2014;570000216;570010173;M200H;9;2;9.02;1;0
BLOCS_P;2014;570000216;570010173;N2200;8;1;8.1;0;1
BLOCS_P;2014;570000216;570010173;N2310;9;;8.46;0;1
BLOCS_P;2014;570000216;570010173;N2320;5;1;6.85;0;1
BLOCS_P;2014;570000216;570010173;N4160;1;;1;0;0
BLOCS_P;2014;570000216;570010173;NAUT;4;;4;0;0
BLOCS_P;2014;570000349;570005165;M1030;13;1;13.5;1;1
BLOCS_P;2014;570000349;570005165;M200H;18;3;19.2;0;1
BLOCS_P;2014;570000349;570005165;N2200;11;4;15.23;0;1
BLOCS_P;2014;570000349;570005165;N2310;28;2;27.99;1;1
BLOCS_P;2014;570000349;570005165;N2320;16;7;21.51;1;1
BLOCS_P;2014;570000349;570005165;N2510;7;3;9.73;0;0
BLOCS_P;2014;570000349;570005165;NAUT;5;3;8.13;0;0
BLOCS_P;2014;570000356;570000919;M1030;3;;3;0;1
BLOCS_P;2014;570000356;570000919;M200H;17;;17;0;1
BLOCS_P;2014;570000356;570000919;N2200;20;6;24.2;0;1
BLOCS_P;2014;570000356;570000919;N2310;2;1;2.3;0;
BLOCS_P;2014;570000356;570000919;N2320;1;;1;0;1
BLOCS_P;2014;570000356;570000919;N2510;7;1;7.15;0;
BLOCS_P;2014;570000356;570000919;NAUT;2;2;3.6;0;
BLOCS_P;2014;570000364;570011569;M200H;10;;10;0;0
BLOCS_P;2014;570000596;750821092;M1030;8;1;8.09;1;0
BLOCS_P;2014;570000596;750821092;M200H;10;4;10.56;1;1
BLOCS_P;2014;570000596;750821092;N2200;7;;3.6;0;0
BLOCS_P;2014;570000596;750821092;N2310;11;2;10.83;0;1
BLOCS_P;2014;570000596;750821092;N2320;5;;4.75;0;1
BLOCS_P;2014;570000596;750821092;N2510;2;;1.89;0;0
BLOCS_P;2014;570000596;750821092;N4160;1;;1.3;0;0
BLOCS_P;2014;570000596;750821092;NAUT;6;;3.92;0;0
BLOCS_P;2014;570000646;570001115;M100H;13;15;19.5;1;1
BLOCS_P;2014;570000646;570001115;M1030;12;0;12;1;1
BLOCS_P;2014;570000646;570001115;M200H;20;5;21;1;1
BLOCS_P;2014;570000646;570001115;N2200;43;18;52.88;0;1
BLOCS_P;2014;570000646;570001115;N2320;5;1;5.8;0;1
BLOCS_P;2014;570000646;570001115;N2510;2;1;2.78;0;0
BLOCS_P;2014;570000646;570001115;N4130;;;;0;1
BLOCS_P;2014;570000646;570001115;N4160;3;;3;0;0
BLOCS_P;2014;570000646;570001115;NAUT;1;;1;0;0
BLOCS_P;2014;570000687;570025254;N2200;1;;0.22;;
BLOCS_P;2014;570000901;570000158;M100H;7;;1;;1
BLOCS_P;2014;570000901;570000158;M1030;12;;7;1;
BLOCS_P;2014;570000901;570000158;M200H;12;6;11;;1
BLOCS_P;2014;570000901;570000158;N2200;9;14;19.62;1;1
BLOCS_P;2014;570000901;570000158;N2310;9;4;13.17;1;0
BLOCS_P;2014;570000901;570000158;N2320;12;6;17.26;1;0
BLOCS_P;2014;570000901;570000158;N2510;6;4;8.63;0;0
BLOCS_P;2014;570000901;570000158;NAUT;14;6;18.85;0;0
BLOCS_P;2014;570000950;570000398;M100H;;1;0.2;0;0
BLOCS_P;2014;570000950;570000398;N2200;;1;0.5;0;0
BLOCS_P;2014;570001057;570023630;M100H;;;;0;1
BLOCS_P;2014;570001057;570023630;M1030;4;;4;0;1
BLOCS_P;2014;570001057;570023630;M200H;;11;5.94;0;1
BLOCS_P;2014;570001057;570023630;N2200;16;4;17.58;0;0
BLOCS_P;2014;570001057;570023630;N2310;10;2;10.51;1;1
BLOCS_P;2014;570001057;570023630;N2320;4;3;6.2;0;1
BLOCS_P;2014;570001057;570023630;N2510;1;;1;0;0
BLOCS_P;2014;570001057;570023630;N4160;1;;1;0;1
BLOCS_P;2014;570026252;570023630;M1030;15;2;16.5;0;1
BLOCS_P;2014;570026252;570023630;M200H;21;5;18.95;0;1
BLOCS_P;2014;570026252;570023630;N2200;31;9;34.88;0;1
BLOCS_P;2014;570026252;570023630;N2310;20;3;22.4;0;1
BLOCS_P;2014;570026252;570023630;N2320;10;4;13.2;0;1
BLOCS_P;2014;570026252;570023630;N2510;2;;2;0;0
BLOCS_P;2014;570026252;570023630;NAUT;4;1;3.14;0;1
BLOCS_P;2014;570026682;570005165;M100H;8;4;10.1;0;1
BLOCS_P;2014;570026682;570005165;M1030;24;3;25.1;1;1
BLOCS_P;2014;570026682;570005165;M200H;24;10;27.3;0;1
BLOCS_P;2014;570026682;570005165;N2200;28;9;35.88;0;1
BLOCS_P;2014;570026682;570005165;N2310;41;13;49.78;1;1
BLOCS_P;2014;570026682;570005165;N2320;20;19;33.9;1;1
BLOCS_P;2014;570026682;570005165;N2510;17;4;18.73;0;0
BLOCS_P;2014;570026682;570005165;NAUT;7;6;12.83;0;0
BLOCS_P;2014;580780138;580000024;M100H;8;;8;0;1
BLOCS_P;2014;580780138;580000024;M1030;4;;4;0;1
BLOCS_P;2014;580780138;580000024;M200H;22;;22;0;1
BLOCS_P;2014;580780138;580000024;N2200;25;2;26.88;0;1
BLOCS_P;2014;580780138;580000024;N2310;1;2;2.25;0;1
BLOCS_P;2014;580780138;580000024;N2320;1;0;1;0;1
BLOCS_P;2014;580780138;580000024;N2510;2;;2;0;0
BLOCS_P;2014;580780138;580000024;N4160;1;0;1;0;0
BLOCS_P;2014;580780138;580000024;NAUT;18;;18;0;0
BLOCS_P;2014;580780195;580005148;M100H;;1;0.1;0;0
BLOCS_P;2014;580780195;580005148;M1030;2;0;2;0;1
BLOCS_P;2014;580780195;580005148;M200H;4;11;6;0;1
BLOCS_P;2014;580780195;580005148;N2200;4;1;4.86;0;1
BLOCS_P;2014;580780195;580005148;N2310;1;;1;0;0
BLOCS_P;2014;580780195;580005148;N2320;1;1;1.57;0;1
BLOCS_P;2014;580780195;580005148;N2510;2;;2;0;0
BLOCS_P;2014;580780195;580005148;N4160;1;;1;0;0
BLOCS_P;2014;580972685;580780096;M100H;3;1;0.5;0;1
BLOCS_P;2014;580972685;580780096;M1030;;3;2.33;0;1
BLOCS_P;2014;580972685;580780096;M200H;3;5;1.28;0;1
BLOCS_P;2014;580972685;580780096;N2200;3;2;4.6;0;1
BLOCS_P;2014;580972685;580780096;N2310;5;;3.54;0;1
BLOCS_P;2014;580972685;580780096;N2320;4;1;4.5;0;1
BLOCS_P;2014;580972685;580780096;N2510;1;;0.25;;0
BLOCS_P;2014;580972685;580780096;NAUT;4;;3;0;0
BLOCS_P;2014;580972693;580780039;M100H;9;4;2.2;;
BLOCS_P;2014;580972693;580780039;M1030;5;;7.15;1;
BLOCS_P;2014;580972693;580780039;M200H;15;2;5.2;;1
BLOCS_P;2014;580972693;580780039;N2200;28;5;25.2;0;0
BLOCS_P;2014;580972693;580780039;N2310;15;1;15.07;1;1
BLOCS_P;2014;580972693;580780039;N2320;5;;4.53;0;1
BLOCS_P;2014;580972693;580780039;N2510;2;;2;0;0
BLOCS_P;2014;580972693;580780039;N4130;;;;1;1
BLOCS_P;2014;580972693;580780039;NAUT;14;1;13.2;;
BLOCS_P;2014;590000014;590780052;M100H;;4;0.5;0;0
BLOCS_P;2014;590000014;590780052;N2200;6;;0.5;0;0
BLOCS_P;2014;590000121;590780227;M100H;4;1;0.5;;
BLOCS_P;2014;590000121;590780227;M200H;10;9;13.77;0;1
BLOCS_P;2014;590000121;590780227;N2200;1;;1.95;;
BLOCS_P;2014;590000121;590780227;N2310;10;3;12.66;;
BLOCS_P;2014;590000121;590780227;N2320;11;4;14.59;;
BLOCS_P;2014;590000121;590780227;N2510;10;;10.23;;
BLOCS_P;2014;590000121;590780227;N4160;1;;1;;
BLOCS_P;2014;590000121;590780227;NAUT;2;;1.1;;
BLOCS_P;2014;590000188;590780334;M1030;8;0;7.92;;
BLOCS_P;2014;590000188;590780334;M200H;9;0;7.5;;
BLOCS_P;2014;590000188;590780334;N2200;4;2;6.53;;
BLOCS_P;2014;590000188;590780334;N2310;10;1;11.42;;
BLOCS_P;2014;590000188;590780334;N2320;8;2;9.3;;
BLOCS_P;2014;590000188;590780334;N2510;6;0;5.18;;
BLOCS_P;2014;590000188;590780334;N4160;1;0;1;;
BLOCS_P;2014;590000188;590780334;NAUT;4;0;4;;
BLOCS_P;2014;590000337;590781415;M1030;6;1;6.94;0;1
BLOCS_P;2014;590000337;590781415;M200H;21;5;21.9;0;1
BLOCS_P;2014;590000337;590781415;N2200;22;6;26.18;;
BLOCS_P;2014;590000337;590781415;N2310;12;5;16.18;;1
BLOCS_P;2014;590000337;590781415;N2320;14;10;20.52;;1
BLOCS_P;2014;590000337;590781415;N2510;3;1;2.66;;
BLOCS_P;2014;590000337;590781415;NAUT;12;2;11.68;;
BLOCS_P;2014;590000428;590781605;M1030;4;3;5.42;1;0
BLOCS_P;2014;590000428;590781605;M200H;7;11;9.82;0;1
BLOCS_P;2014;590000428;590781605;N2200;3;;2.51;;1
BLOCS_P;2014;590000428;590781605;N2310;6;;5.61;1;
BLOCS_P;2014;590000428;590781605;N2320;7;1;7.07;;1
BLOCS_P;2014;590000428;590781605;N2510;5;1;6.05;;
BLOCS_P;2014;590000428;590781605;NAUT;4;;2.58;;
BLOCS_P;2014;590000436;590781621;M1030;4;;1.4;;
BLOCS_P;2014;590000436;590781621;N2310;1;0;2.87;1;
BLOCS_P;2014;590000469;590781662;M100H;5;8;7.4;0;1
BLOCS_P;2014;590000469;590781662;M1030;3;1;3.5;0;1
BLOCS_P;2014;590000469;590781662;M200H;4;3;5.5;0;1
BLOCS_P;2014;590000469;590781662;N2200;1;0;0.25;;
BLOCS_P;2014;590000469;590781662;N2310;3;0;3;;
BLOCS_P;2014;590000469;590781662;N2510;1;0;1;;
BLOCS_P;2014;590000469;590781662;NAUT;1;0;1.06;;
BLOCS_P;2014;590000535;590781803;M100H;5;;0.43;0;1
BLOCS_P;2014;590000535;590781803;M1030;5;6;6.05;1;0
BLOCS_P;2014;590000535;590781803;M200H;6;1;2.73;0;1
BLOCS_P;2014;590000535;590781803;N2200;10;1;9.95;0;0
BLOCS_P;2014;590000535;590781803;N2310;8;3;10.17;0;1
BLOCS_P;2014;590000535;590781803;N2320;5;3;7.49;0;1
BLOCS_P;2014;590000535;590781803;N2510;8;1;7.35;0;0
BLOCS_P;2014;590000535;590781803;N4160;1;;1;0;0
BLOCS_P;2014;590000535;590781803;NAUT;18;7;20.6;0;0
BLOCS_P;2014;590000592;590782165;M1030;5;3;6.16;1;0
BLOCS_P;2014;590000592;590782165;M200H;3;5;7;0;1
BLOCS_P;2014;590000592;590782165;N2200;10;3;11.8;0;0
BLOCS_P;2014;590000592;590782165;N2310;9;0;9;0;1
BLOCS_P;2014;590000592;590782165;N2320;6;1;6.8;0;1
BLOCS_P;2014;590000592;590782165;N2510;2;0;2;0;0
BLOCS_P;2014;590000592;590782165;NAUT;3;0;3;0;0
BLOCS_P;2014;590000618;590782215;M100H;;26;8.52;0;0
BLOCS_P;2014;590000618;590782215;M1030;22;10;22.05;1;0
BLOCS_P;2014;590000618;590782215;M200H;35;11;35.19;0;1
BLOCS_P;2014;590000618;590782215;N2200;29;6;30.13;1;1
BLOCS_P;2014;590000618;590782215;N2310;27;10;32.36;1;0
BLOCS_P;2014;590000618;590782215;N2320;10;10;16.97;1;1
BLOCS_P;2014;590000618;590782215;N2510;25;14;34.09;1;1
BLOCS_P;2014;590000618;590782215;N4130;;;;0;1
BLOCS_P;2014;590000618;590782215;N4160;1;;0.21;0;0
BLOCS_P;2014;590000618;590782215;NAUT;36;12;48.94;0;0
BLOCS_P;2014;590000758;590782637;M100H;2;1;2.8;0;0
BLOCS_P;2014;590000758;590782637;M1030;3;5;5.28;1;0
BLOCS_P;2014;590000758;590782637;M200H;11;3;11.03;0;1
BLOCS_P;2014;590000758;590782637;N2200;8;1;8.8;0;0
BLOCS_P;2014;590000758;590782637;N2310;7;2;8.3;0;1
BLOCS_P;2014;590000758;590782637;N2320;10;1;10.8;0;1
BLOCS_P;2014;590000758;590782637;N2510;3;2;4.6;0;0
BLOCS_P;2014;590000758;590782637;N4160;1;;1;0;0
BLOCS_P;2014;590000758;590782637;NAUT;2;;2;0;0
BLOCS_P;2014;590000774;590782652;M100H;2;;1.39;0;0
BLOCS_P;2014;590000774;590782652;M1030;2;;3.05;1;0
BLOCS_P;2014;590000774;590782652;M200H;2;;1.75;0;1
BLOCS_P;2014;590000774;590782652;N2200;6;;6.14;0;1
BLOCS_P;2014;590000774;590782652;N2310;6;;5.84;0;1
BLOCS_P;2014;590000774;590782652;N2320;9;;8.64;0;1
BLOCS_P;2014;590000774;590782652;N2510;4;;3.88;0;0
BLOCS_P;2014;590000774;590782652;NAUT;1;;0.58;0;0
BLOCS_P;2014;590001004;590783239;M100H;4;4;7.7;0;1
BLOCS_P;2014;590001004;590783239;M1030;4;9;7.98;1;0
BLOCS_P;2014;590001004;590783239;M200H;19;4;20.25;;1
BLOCS_P;2014;590001004;590783239;N2200;9;;7.2;;
BLOCS_P;2014;590001004;590783239;N2310;10;6;13.88;;
BLOCS_P;2014;590001004;590783239;N2320;9;8;15.14;;
BLOCS_P;2014;590001004;590783239;N2510;11;1;11.08;;
BLOCS_P;2014;590001004;590783239;NAUT;6;1;5.03;;
BLOCS_P;2014;590006607;590780193;M100H;11;;6.79;;
BLOCS_P;2014;590006607;590780193;M1030;6;3;10.27;;
BLOCS_P;2014;590006607;590780193;M200H;7;;4.24;;
BLOCS_P;2014;590006607;590780193;N2200;7;5;11.7;;
BLOCS_P;2014;590006607;590780193;N2310;11;7;15.95;;
BLOCS_P;2014;590006607;590780193;N2320;5;6;9.68;;
BLOCS_P;2014;590006607;590780193;N2510;18;10;23.86;;
BLOCS_P;2014;590006607;590780193;NAUT;44;12;57.97;;
BLOCS_P;2014;590006896;590000519;M1030;3;;3;;
BLOCS_P;2014;590006896;590000519;M200H;10;;10;;
BLOCS_P;2014;590006896;590000519;N2200;9;1;9.5;;
BLOCS_P;2014;590006896;590000519;N2310;1;1;1.25;;
BLOCS_P;2014;590006896;590000519;N2510;7;5;10.29;;
BLOCS_P;2014;590006896;590000519;NAUT;2;1;2.66;;
BLOCS_P;2014;590008041;590008033;M100H;;24;12;1;
BLOCS_P;2014;590008041;590008033;M1030;9;;8;;1
BLOCS_P;2014;590008041;590008033;M200H;35;28;49;;1
BLOCS_P;2014;590008041;590008033;N2200;40;7;46.56;;1
BLOCS_P;2014;590008041;590008033;N2510;11;1;11.51;;
BLOCS_P;2014;590008041;590008033;N4160;1;;1;;
BLOCS_P;2014;590008041;590008033;NAUT;5;1;5.37;;
BLOCS_P;2014;590046538;590781415;M1030;;10;1.29;1;0
BLOCS_P;2014;590046538;590781415;N2200;6;1;6.6;;
BLOCS_P;2014;590046538;590781415;N2310;3;1;3.8;;
BLOCS_P;2014;590046538;590781415;N2320;3;;3;;
BLOCS_P;2014;590046538;590781415;N2510;1;1;1.5;;
BLOCS_P;2014;590052056;590051801;M1030;;15;3.17;0;0
BLOCS_P;2014;590052056;590051801;M200H;;19;9.5;0;0
BLOCS_P;2014;590052056;590051801;N2200;18;7;21.48;0;0
BLOCS_P;2014;590052056;590051801;N2310;1;9;3.32;0;0
BLOCS_P;2014;590052056;590051801;N2510;1;;1;0;0
BLOCS_P;2014;590052056;590051801;N4160;1;;1;0;0
BLOCS_P;2014;590052056;590051801;NAUT;10;3;11.07;0;0
BLOCS_P;2014;590780060;590000022;M1030;;5;2.5;;1
BLOCS_P;2014;590780060;590000022;M200H;10;12;16;;1
BLOCS_P;2014;590780060;590000022;N2200;6;1;6.9;;
BLOCS_P;2014;590780060;590000022;N2510;1;2;2.1;;
BLOCS_P;2014;590780060;590000022;N4160;;1;0.1;;
BLOCS_P;2014;590780060;590000022;NAUT;1;;1;;
BLOCS_P;2014;590780250;590053955;M1030;8;3;;0;1
BLOCS_P;2014;590780250;590053955;M200H;;23;;0;1
BLOCS_P;2014;590780250;590053955;N2200;18;12;27.2;0;1
BLOCS_P;2014;590780250;590053955;N4160;1;1;1.9;0;1
BLOCS_P;2014;590780250;590053955;NAUT;8;3;9.59;0;0
BLOCS_P;2014;590780268;590053955;M100H;;35;;1;1
BLOCS_P;2014;590780268;590053955;M1030;19;2;;1;1
BLOCS_P;2014;590780268;590053955;M200H;;44;;0;1
BLOCS_P;2014;590780268;590053955;N2200;43;16;53.16;0;1
BLOCS_P;2014;590780268;590053955;N2310;1;;1;0;1
BLOCS_P;2014;590780268;590053955;N2320;3;;3;0;1
BLOCS_P;2014;590780268;590053955;N2510;1;;1;0;0
BLOCS_P;2014;590780268;590053955;N4160;3;;3;0;1
BLOCS_P;2014;590780268;590053955;NAUT;12;;12;0;0
BLOCS_P;2014;590780284;590051801;M1030;14;;12.87;0;1
BLOCS_P;2014;590780284;590051801;M200H;16;13;20.88;0;1
BLOCS_P;2014;590780284;590051801;N2200;6;;4.81;;
BLOCS_P;2014;590780284;590051801;N2310;8;4;10.95;;
BLOCS_P;2014;590780284;590051801;N2320;9;6;14.13;;
BLOCS_P;2014;590780284;590051801;N2510;1;2;2.87;;
BLOCS_P;2014;590780284;590051801;NAUT;12;8;15.43;;
BLOCS_P;2014;590780342;590053955;M100H;;3;;0;1
BLOCS_P;2014;590780342;590053955;M1030;;6;;0;1
BLOCS_P;2014;590780342;590053955;M200H;;21;;0;1
BLOCS_P;2014;590780342;590053955;N2200;8;2;9.3;0;1
BLOCS_P;2014;590780342;590053955;N4160;1;;1;;
BLOCS_P;2014;590780342;590053955;NAUT;2;;2;0;0
BLOCS_P;2014;590780383;590000204;N2200;40;19;47.3;;
BLOCS_P;2014;590780383;590000204;N2320;;2;0.89;;
BLOCS_P;2014;590780383;590000204;N2510;1;2;2;;
BLOCS_P;2014;590780383;590000204;N4160;2;;2;;
BLOCS_P;2014;590781571;590000402;M100H;0;5;2;;
BLOCS_P;2014;590781571;590000402;M1030;1;2;2;;
BLOCS_P;2014;590781571;590000402;M200H;1;8;6;;
BLOCS_P;2014;590781571;590000402;N2200;8;2;9;;
BLOCS_P;2014;590781571;590000402;N2510;3;;3;;
BLOCS_P;2014;590781571;590000402;N4160;1;;1;;
BLOCS_P;2014;590781571;590000402;NAUT;2;;2;;
BLOCS_P;2014;590781951;590053955;M1030;7;6;;0;1
BLOCS_P;2014;590781951;590053955;M200H;;21;;0;1
BLOCS_P;2014;590781951;590053955;N2200;19;8;23.91;0;1
BLOCS_P;2014;590781951;590053955;N4160;1;;1;0;1
BLOCS_P;2014;590781951;590053955;NAUT;8;;8;0;0
BLOCS_P;2014;590782298;590000675;M100H;;2;1;0;1
BLOCS_P;2014;590782298;590000675;M1030;5;4;7;0;1
BLOCS_P;2014;590782298;590000675;M200H;25;4;27;0;1
BLOCS_P;2014;590782298;590000675;N2200;35;3;36.04;0;0
BLOCS_P;2014;590782298;590000675;N2310;;4;3;0;0
BLOCS_P;2014;590782298;590000675;N2320;;2;2;0;0
BLOCS_P;2014;590782298;590000675;N2510;10;3;11.76;0;0
BLOCS_P;2014;590782298;590000675;N4160;1;;1;0;0
BLOCS_P;2014;590782298;590000675;NAUT;3;1;3.58;0;0
BLOCS_P;2014;590782546;590000733;M100H;;8;3.7;;1
BLOCS_P;2014;590782546;590000733;M1030;3;;3;;1
BLOCS_P;2014;590782546;590000733;M200H;;1;0.5;;1
BLOCS_P;2014;590782546;590000733;N2200;5;4;6.9;;0
BLOCS_P;2014;590782546;590000733;N2320;1;;1;;0
BLOCS_P;2014;590782546;590000733;N2510;1;;1;;0
BLOCS_P;2014;590782546;590000733;N4130;1;;1;;0
BLOCS_P;2014;590782546;590000733;N4160;;1;0.03;;0
BLOCS_P;2014;590782553;590000741;M100H;22;;22;;
BLOCS_P;2014;590782553;590000741;M1030;16;;16;;
BLOCS_P;2014;590782553;590000741;M200H;35;;35;;
BLOCS_P;2014;590782553;590000741;N2200;19;0;16.81;;
BLOCS_P;2014;590782553;590000741;N2510;3;;2.3;;
BLOCS_P;2014;590782553;590000741;N4160;2;;2;;
BLOCS_P;2014;590782553;590000741;NAUT;8;;7.65;;
BLOCS_P;2014;590784864;590780193;M1030;4;;3.64;;
BLOCS_P;2014;590784864;590780193;M200H;;;1.18;;
BLOCS_P;2014;590784864;590780193;N2200;4;1;4;;
BLOCS_P;2014;590784864;590780193;N2310;4;1;4.8;;
BLOCS_P;2014;590784864;590780193;N2320;4;0;4.01;;
BLOCS_P;2014;590784864;590780193;N2510;4;0;4.28;;
BLOCS_P;2014;590784864;590780193;NAUT;1;;0.92;;
BLOCS_P;2014;590785374;620001834;M100H;;;;0;1
BLOCS_P;2014;590787586;590780193;M100H;1;1;4.94;;
BLOCS_P;2014;590787586;590780193;M1030;12;1;7.01;;
BLOCS_P;2014;590787586;590780193;M200H;;;4.98;;
BLOCS_P;2014;590787586;590780193;N2200;22;13;32.66;;
BLOCS_P;2014;590787586;590780193;N2310;6;2;8.54;;
BLOCS_P;2014;590787586;590780193;N2320;8;2;9.1;;
BLOCS_P;2014;590787586;590780193;N2510;19;2;18.63;;
BLOCS_P;2014;590787586;590780193;N4130;3;4;6.25;;
BLOCS_P;2014;590787586;590780193;NAUT;12;5;15.14;;
BLOCS_P;2014;590788964;590001756;M100H;0;11;8;0;1
BLOCS_P;2014;590788964;590001756;M1030;2;0;2;0;1
BLOCS_P;2014;590788964;590001756;M200H;6;4;8.25;0;1
BLOCS_P;2014;590788964;590001756;N2200;7;;7;0;1
BLOCS_P;2014;590788964;590001756;N2310;;1;0.5;0;0
BLOCS_P;2014;590788964;590001756;N2510;4;;4;0;1
BLOCS_P;2014;590788964;590001756;NAUT;1;1;1.5;0;0
BLOCS_P;2014;590790655;590002218;M100H;;16;8;0;1
BLOCS_P;2014;590790655;590002218;M1030;2;1;2.5;0;1
BLOCS_P;2014;590790655;590002218;M200H;9;2;10;0;1
BLOCS_P;2014;590790655;590002218;N2200;5;1;5.8;0;1
BLOCS_P;2014;590790655;590002218;N2310;;1;0.69;0;1
BLOCS_P;2014;590790655;590002218;N2320;;1;0.5;0;1
BLOCS_P;2014;590790655;590002218;N2510;2;;2;0;0
BLOCS_P;2014;590790655;590002218;N4160;1;1;1.8;0;1
BLOCS_P;2014;590790655;590002218;NAUT;8;;8;0;0
BLOCS_P;2014;590791562;590782421;M1030;4;2;3.79;1;0
BLOCS_P;2014;590791562;590782421;M200H;;1;0.1;0;0
BLOCS_P;2014;590791562;590782421;N2200;0;3;2.4;;
BLOCS_P;2014;590791562;590782421;N2320;3;1;3.65;;
BLOCS_P;2014;590791562;590782421;N2510;7;3;7.56;;
BLOCS_P;2014;590791562;590782421;NAUT;10;36;26;;
BLOCS_P;2014;590796975;590780193;M100H;;;0.45;;
BLOCS_P;2014;590796975;590780193;M1030;36;5;22.4;;
BLOCS_P;2014;590796975;590780193;M200H;32;2;18.84;;
BLOCS_P;2014;590796975;590780193;N2200;60;18;73.34;;
BLOCS_P;2014;590796975;590780193;N2310;39;18;47.48;;
BLOCS_P;2014;590796975;590780193;N2320;17;8;22.32;;
BLOCS_P;2014;590796975;590780193;N2510;61;3;58.54;;
BLOCS_P;2014;590796975;590780193;NAUT;16;1;15.64;;
BLOCS_P;2014;590797353;590051801;N2200;7;6;9.94;;
BLOCS_P;2014;590797353;590051801;N2310;9;1;9.6;;
BLOCS_P;2014;590797353;590051801;N2320;4;6;8.02;;
BLOCS_P;2014;590797353;590051801;N2510;1;1;1.95;;
BLOCS_P;2014;590797353;590051801;N4160;1;;1.62;;
BLOCS_P;2014;590797353;590051801;NAUT;7;10;12.56;;
BLOCS_P;2014;590801106;590782421;M1030;12;4;11.14;;
BLOCS_P;2014;590801106;590782421;M200H;23;11;25.66;0;1
BLOCS_P;2014;590801106;590782421;N2200;5;2;7.85;;
BLOCS_P;2014;590801106;590782421;N2320;17;5;20.13;;
BLOCS_P;2014;590801106;590782421;N2510;5;1;5.8;;
BLOCS_P;2014;590801106;590782421;NAUT;7;1;7.52;;
BLOCS_P;2014;590804696;590781902;M100H;4;2;0.3;0;1
BLOCS_P;2014;590804696;590781902;M1030;9;2;11.38;1;
BLOCS_P;2014;590804696;590781902;M200H;10;7;12.01;0;1
BLOCS_P;2014;590804696;590781902;N2200;10;3;11.29;0;0
BLOCS_P;2014;590804696;590781902;N2310;16;3;18.56;0;1
BLOCS_P;2014;590804696;590781902;N2320;10;7;15.01;0;1
BLOCS_P;2014;590804696;590781902;N2510;11;0;11.58;0;0
BLOCS_P;2014;590811279;590780193;M100H;;1;0.72;;
BLOCS_P;2014;590811279;590780193;M1030;30;3;15.51;;
