BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2014;620115402;620100461;N2510;18;3;18.32;0
USLD_P;2014;620115402;620100461;NAUT;3;5;5.77;0
USLD_P;2014;630000016;630180032;MEDCH;0;1;0.2;0
USLD_P;2014;630000016;630180032;N2210;;6;2.8;0
USLD_P;2014;630000016;630180032;N2410;1;0;1;0
USLD_P;2014;630000016;630180032;N2510;6;2;7.3;0
USLD_P;2014;630000016;630180032;NAUT;4;11;7.72;0
USLD_P;2014;630000412;630780997;MEDCH;0;1;0.6;1
USLD_P;2014;630000412;630780997;N2210;4;6;9.01;1
USLD_P;2014;630000412;630780997;N2410;;2;0.29;1
USLD_P;2014;630000412;630780997;N2510;15;3;17.21;1
USLD_P;2014;630000412;630780997;NAUT;12;3;11.3;1
USLD_P;2014;630000420;630781003;MEDCH;4;;3.1;
USLD_P;2014;630000420;630781003;N2210;20;;17.82;
USLD_P;2014;630000420;630781003;N2410;1;;0.5;
USLD_P;2014;630000420;630781003;N2510;50;;45.75;
USLD_P;2014;630000420;630781003;NAUT;30;;28.07;
USLD_P;2014;630000446;630781029;MEDCH;1;;0.5;
USLD_P;2014;630000446;630781029;N2210;8;;6.2;
USLD_P;2014;630000446;630781029;N2410;1;;0.75;
USLD_P;2014;630000446;630781029;N2470;1;;0.25;
USLD_P;2014;630000446;630781029;N2510;10;3;12.15;
USLD_P;2014;630000446;630781029;NAUT;9;1;9.1;
USLD_P;2014;630000560;630781367;M1320;2;0;1.2;1
USLD_P;2014;630000560;630781367;MEDCH;2;;1.2;1
USLD_P;2014;630000560;630781367;N2210;8;5;11.45;0
USLD_P;2014;630000560;630781367;N2410;;1;0.9;0
USLD_P;2014;630000560;630781367;N2460;0;1;0.8;0
USLD_P;2014;630000560;630781367;N2470;1;;0.5;1
USLD_P;2014;630000560;630781367;N2510;17;9;23.69;0
USLD_P;2014;630000560;630781367;NAUT;10;4;12.23;0
USLD_P;2014;630781821;750043994;MEDCH;;2;0.5;0
USLD_P;2014;630781821;750043994;N2210;3;3;4.25;0
USLD_P;2014;630781821;750043994;N2470;;1;0.1;0
USLD_P;2014;630781821;750043994;N2510;11;3;12.51;0
USLD_P;2014;630781821;750043994;N3120;;1;0.08;0
USLD_P;2014;630781821;750043994;NAUT;2;24;8.6;0
USLD_P;2014;630787034;630780989;MEDCH;0;2;2.09;1
USLD_P;2014;630787034;630780989;N2210;26;10;33.19;1
USLD_P;2014;630787034;630780989;N2510;65;13;71.95;1
USLD_P;2014;630787034;630780989;NAUT;32;4;28.58;1
USLD_P;2014;630790384;630786754;MEDCH;1;1;0.75;
USLD_P;2014;630790384;630786754;N2210;11;2;13.79;
USLD_P;2014;630790384;630786754;N2410;;1;0.5;
USLD_P;2014;630790384;630786754;N2510;30;;32.2;
USLD_P;2014;630790384;630786754;NAUT;18;2;19.86;
USLD_P;2014;640000162;640780417;M1320;0;1;0.6;
USLD_P;2014;640000162;640780417;MEDCH;0;1;0.6;
USLD_P;2014;640000162;640780417;N2210;14;1;15.84;
USLD_P;2014;640000162;640780417;N2510;54;4;54.84;
USLD_P;2014;640000162;640780417;NAUT;9;3;10.81;
USLD_P;2014;640000402;640780813;M1320;;1;0.1;0
USLD_P;2014;640000402;640780813;MEDCH;;2;0.7;1
USLD_P;2014;640000402;640780813;N2210;10;5;12.86;1
USLD_P;2014;640000402;640780813;N2410;;;;1
USLD_P;2014;640000402;640780813;N2470;1;;1.6;0
USLD_P;2014;640000402;640780813;N2510;22;4;24.9;1
USLD_P;2014;640000402;640780813;N3120;;1;0.1;1
USLD_P;2014;640000402;640780813;NAUT;10;8;13.36;1
USLD_P;2014;640000410;640780821;M1320;1;1;1.5;
USLD_P;2014;640000410;640780821;MEDCH;1;1;1.5;0
USLD_P;2014;640000410;640780821;N2210;12;4;14.63;0
USLD_P;2014;640000410;640780821;N2410;2;;2;
USLD_P;2014;640000410;640780821;N2470;1;;1;0
USLD_P;2014;640000410;640780821;N2510;21;4;25.91;0
USLD_P;2014;640000410;640780821;NAUT;13;3;15.03;0
USLD_P;2014;640000600;640781290;MEDCH;1;;1;0
USLD_P;2014;640000600;640781290;N2210;16;2;18.51;0
USLD_P;2014;640000600;640781290;N2410;2;;1.35;0
USLD_P;2014;640000600;640781290;N2470;;1;0.3;0
USLD_P;2014;640000600;640781290;N2510;33;5;39.74;0
USLD_P;2014;640000600;640781290;N3120;;1;0.28;0
USLD_P;2014;640000600;640781290;NAUT;10;2;12.37;0
USLD_P;2014;640003836;640791976;M1320;;2;0.3;0
USLD_P;2014;640003836;640791976;MEDCH;;4;0.35;0
USLD_P;2014;640003836;640791976;N2210;;8;3.61;1
USLD_P;2014;640003836;640791976;N2410;;2;0.1;1
USLD_P;2014;640003836;640791976;N2470;;1;0.29;1
USLD_P;2014;640003836;640791976;N2510;;10;5.65;1
USLD_P;2014;640003836;640791976;NAUT;;63;8.35;1
USLD_P;2014;640780755;640780417;M1320;3;0;2.5;
USLD_P;2014;640780755;640780417;MEDCH;3;0;2.5;
USLD_P;2014;640780755;640780417;N2210;13;1;12.4;
USLD_P;2014;640780755;640780417;N2510;43;1;39.31;
USLD_P;2014;640780755;640780417;NAUT;11;1;9.44;
USLD_P;2014;640786281;640791976;M1320;;2;0.9;0
USLD_P;2014;640786281;640791976;MEDCH;;5;1.25;0
USLD_P;2014;640786281;640791976;N2210;;12;10.42;1
USLD_P;2014;640786281;640791976;N2410;;1;0.4;1
USLD_P;2014;640786281;640791976;N2470;;1;1;1
USLD_P;2014;640786281;640791976;N2510;;30;26.2;1
USLD_P;2014;640786281;640791976;NAUT;;53;21.38;1
USLD_P;2014;650000045;650780158;M1320;3;0;1.3;1
USLD_P;2014;650000045;650780158;MEDCH;3;0;1.3;1
USLD_P;2014;650000045;650780158;N2210;13;1;10.69;1
USLD_P;2014;650000045;650780158;N2410;0;0;0;1
USLD_P;2014;650000045;650780158;N2460;0;0;0;1
USLD_P;2014;650000045;650780158;N2470;1;0;0.2;1
USLD_P;2014;650000045;650780158;N2510;26;4;16.23;1
USLD_P;2014;650000045;650780158;N3120;0;1;0.2;1
USLD_P;2014;650000045;650780158;NAUT;8;0;3.25;1
USLD_P;2014;650000060;650780174;M1320;3;;1;0
USLD_P;2014;650000060;650780174;MEDCH;3;;1;0
USLD_P;2014;650000060;650780174;N2210;11;2;12.41;0
USLD_P;2014;650000060;650780174;N2460;1;;0.2;0
USLD_P;2014;650000060;650780174;N2510;33;;31.25;0
USLD_P;2014;650000060;650780174;N3120;;1;0.6;0
USLD_P;2014;650000060;650780174;NAUT;6;11;12.45;0
USLD_P;2014;650780141;650783160;MEDCH;2;1;1.2;1
USLD_P;2014;650780141;650783160;N2210;11;2;11.71;0
USLD_P;2014;650780141;650783160;N2410;1;0;0.5;0
USLD_P;2014;650780141;650783160;N2510;17;6;21.04;0
USLD_P;2014;650780141;650783160;NAUT;19;7;11.19;1
USLD_P;2014;650780182;650783160;MEDCH;3;;2;1
USLD_P;2014;650780182;650783160;N2210;23;10;28.94;0
USLD_P;2014;650780182;650783160;N2460;1;0;0.8;1
USLD_P;2014;650780182;650783160;N2470;1;0;0.24;1
USLD_P;2014;650780182;650783160;N2510;31;3;34.62;0
USLD_P;2014;650780182;650783160;NAUT;41;2;26.05;1
USLD_P;2014;650786668;650780166;M1320;1;;0.5;1
USLD_P;2014;650786668;650780166;MEDCH;1;;0.5;1
USLD_P;2014;650786668;650780166;N2210;10;2;9.38;0
USLD_P;2014;650786668;650780166;N2410;1;;0.04;
USLD_P;2014;650786668;650780166;N2460;1;;0.2;
USLD_P;2014;650786668;650780166;N2470;1;;0.25;
USLD_P;2014;650786668;650780166;N2510;19;4;21.51;0
USLD_P;2014;650786668;650780166;NAUT;16;6;13.72;
USLD_P;2014;660000084;660780180;M1320;3;;1.5;
USLD_P;2014;660000084;660780180;MEDCH;3;;1.5;
USLD_P;2014;660000084;660780180;N2210;7;;8;0
USLD_P;2014;660000084;660780180;N2410;;;0.17;
USLD_P;2014;660000084;660780180;N2510;14;1;16.04;0
USLD_P;2014;660000084;660780180;NAUT;;;0.15;
USLD_P;2014;660000167;660780271;MEDCH;;2;0.7;
USLD_P;2014;660000167;660780271;N2210;6;3;8;
USLD_P;2014;660000167;660780271;N2460;;1;0.25;
USLD_P;2014;660000167;660780271;N2470;;1;0.4;
USLD_P;2014;660000167;660780271;N2510;20;6;24.96;
USLD_P;2014;660000167;660780271;NAUT;20;5;22.88;
USLD_P;2014;660007261;340019363;M1320;;1;0.2;0
USLD_P;2014;660007261;340019363;MEDCH;;1;0.2;0
USLD_P;2014;660007261;340019363;N2210;2;2;2.8;0
USLD_P;2014;660007261;340019363;N2410;;1;0.1;0
USLD_P;2014;660007261;340019363;N2460;;1;0.1;0
USLD_P;2014;660007261;340019363;N2510;3;5;4.84;0
USLD_P;2014;660007261;340019363;NAUT;3;11;4.85;0
USLD_P;2014;660781444;660780180;M1320;2;;1.3;
USLD_P;2014;660781444;660780180;MEDCH;3;;2.2;
USLD_P;2014;660781444;660780180;N2210;24;;25.75;
USLD_P;2014;660781444;660780180;N2510;64;4;63.04;
USLD_P;2014;660781444;660780180;NAUT;32;7;34.82;
USLD_P;2014;670000041;670780071;MEDCH;1;;0.5;
USLD_P;2014;670000041;670780071;N2210;4;2;5.12;0
USLD_P;2014;670000041;670780071;N2410;;3;1.5;0
USLD_P;2014;670000041;670780071;N2460;;1;0.49;0
USLD_P;2014;670000041;670780071;N2510;10;2;11.24;0
USLD_P;2014;670000041;670780071;N3120;;1;0.8;0
USLD_P;2014;670000041;670780071;NAUT;1;5;3.22;1
USLD_P;2014;670000058;670013366;M1320;1;1;1.5;0
USLD_P;2014;670000058;670013366;MEDCH;1;1;1.5;0
USLD_P;2014;670000058;670013366;N2210;10;2;11.7;0
USLD_P;2014;670000058;670013366;N2410;;1;0.5;0
USLD_P;2014;670000058;670013366;N2510;35;2;36.38;0
USLD_P;2014;670000058;670013366;NAUT;23;4;23.92;0
USLD_P;2014;670000157;670780337;M1320;;1;0.5;1
USLD_P;2014;670000157;670780337;MEDCH;;1;0.5;1
USLD_P;2014;670000157;670780337;N2210;6;3;9.1;0
USLD_P;2014;670000157;670780337;N2410;;1;0.5;0
USLD_P;2014;670000157;670780337;N2510;8;4;10.52;0
USLD_P;2014;670000157;670780337;NAUT;4;6;8.06;0
USLD_P;2014;670000165;670780345;M1320;1;;0.7;0
USLD_P;2014;670000165;670780345;MEDCH;1;;0.7;0
USLD_P;2014;670000165;670780345;N2210;6;5;9.07;0
USLD_P;2014;670000165;670780345;N2510;5;3;7.75;0
USLD_P;2014;670000165;670780345;NAUT;6;4;7.08;0
USLD_P;2014;670000215;680000643;MEDCH;1;;1;1
USLD_P;2014;670000215;680000643;N2210;8;2;9;0
USLD_P;2014;670000215;680000643;N2410;1;;1;0
USLD_P;2014;670000215;680000643;N2460;;1;0.1;1
USLD_P;2014;670000215;680000643;N2510;11;6;14;0
USLD_P;2014;670000215;680000643;N3120;;1;0.1;1
USLD_P;2014;670000306;670780584;M1320;1;3;3.32;0
USLD_P;2014;670000306;670780584;MEDCH;1;3;3.32;0
USLD_P;2014;670000306;670780584;N2210;24;1;24.08;0
USLD_P;2014;670000306;670780584;N2410;0;2;1.55;0
USLD_P;2014;670000306;670780584;N2460;0;1;0.23;0
USLD_P;2014;670000306;670780584;N2470;0;2;0.3;0
USLD_P;2014;670000306;670780584;N2510;31;5;32.99;0
USLD_P;2014;670000306;670780584;NAUT;11;13;18.39;0
USLD_P;2014;670000348;670780642;M1320;4;3;6.1;0
USLD_P;2014;670000348;670780642;N2210;13;5;16.7;0
USLD_P;2014;670000348;670780642;NAUT;7;1;7.8;0
USLD_P;2014;670000397;670780691;MEDCH;2;1;1.02;0
USLD_P;2014;670000397;670780691;N2210;5;9;11.71;0
USLD_P;2014;670000397;670780691;N2410;0;1;0.25;0
USLD_P;2014;670000397;670780691;N2460;0;0;0.23;0
USLD_P;2014;670000397;670780691;N2510;14;3;12.97;0
USLD_P;2014;670000397;670780691;NAUT;5;5;7.11;0
USLD_P;2014;670000603;670781152;M1320;0;2;1;1
USLD_P;2014;670000603;670781152;MEDCH;1;2;1.27;1
USLD_P;2014;670000603;670781152;N2210;8;0;7.98;0
USLD_P;2014;670000603;670781152;N2460;0;1;0.2;1
USLD_P;2014;670000603;670781152;N2510;14;2;15.87;1
USLD_P;2014;670000603;670781152;NAUT;6;8;11.26;1
USLD_P;2014;670002278;750043994;M1320;1;;1;0
USLD_P;2014;670002278;750043994;N2210;7;;7;0
USLD_P;2014;670002278;750043994;N2410;1;;1;0
USLD_P;2014;670002278;750043994;N2460;1;;1;0
USLD_P;2014;670002278;750043994;N2510;12;;12;0
USLD_P;2014;670002278;750043994;NAUT;10;1;10.6;0
USLD_P;2014;670014992;670780139;M1320;;3;0.75;1
USLD_P;2014;670014992;670780139;MEDCH;;4;0.95;1
USLD_P;2014;670014992;670780139;N2210;5;2;6.25;0
USLD_P;2014;670014992;670780139;N2410;;1;0.5;0
USLD_P;2014;670014992;670780139;N2510;14;;14;0
USLD_P;2014;670014992;670780139;NAUT;8;17;12.01;1
USLD_P;2014;670799550;670780055;M1320;2;0;0.76;1
USLD_P;2014;670799550;670780055;MEDCH;2;0;0.76;1
USLD_P;2014;670799550;670780055;N2210;19;6;23.1;
USLD_P;2014;670799550;670780055;N2410;1;0;1;
USLD_P;2014;670799550;670780055;N2470;0;1;0.5;
USLD_P;2014;670799550;670780055;N2510;52;15;62.93;
USLD_P;2014;670799550;670780055;NAUT;25;10;35.41;
USLD_P;2014;680000122;680000346;M1320;1;;1;1
USLD_P;2014;680000122;680000346;MEDCH;1;;1;1
USLD_P;2014;680000122;680000346;N2210;2;2;3.28;
USLD_P;2014;680000122;680000346;N2410;1;;0.3;
USLD_P;2014;680000122;680000346;N2460;1;;0.3;
USLD_P;2014;680000122;680000346;N2510;18;1;17.56;
USLD_P;2014;680000122;680000346;NAUT;7;2;6.31;
USLD_P;2014;680000312;680015963;M1320;;2;0.59;
USLD_P;2014;680000312;680015963;N2210;2;4;4.3;
USLD_P;2014;680000312;680015963;N2410;;1;0.29;
USLD_P;2014;680000312;680015963;N2460;;1;0.29;
USLD_P;2014;680000312;680015963;N2510;8;3;9.32;
USLD_P;2014;680000312;680015963;NAUT;2;9;6.24;
USLD_P;2014;680000544;680000395;M1320;0;2;0.84;0
USLD_P;2014;680000544;680000395;MEDCH;0;2;0.84;0
USLD_P;2014;680000544;680000395;N2210;4;12;5.76;0
USLD_P;2014;680000544;680000395;N2460;0;2;1;0
USLD_P;2014;680000544;680000395;N2510;0;20;9.27;0
USLD_P;2014;680000544;680000395;NAUT;0;3;1.56;0
USLD_P;2014;680000627;680000486;M1320;1;0;0.3;1
USLD_P;2014;680000627;680000486;MEDCH;2;0;0.4;1
USLD_P;2014;680000627;680000486;N2210;30;7;32.02;0
USLD_P;2014;680000627;680000486;N2410;4;0;2.37;0
USLD_P;2014;680000627;680000486;N2460;1;1;1.6;0
USLD_P;2014;680000627;680000486;N2470;1;0;0.13;0
USLD_P;2014;680000627;680000486;N2510;44;13;51.39;1
USLD_P;2014;680000627;680000486;N3120;1;0;0.21;1
USLD_P;2014;680000627;680000486;NAUT;33;9;36.87;1
USLD_P;2014;680000767;680001088;MEDCH;1;;1;0
USLD_P;2014;680000767;680001088;N2210;7;4;10.02;0
USLD_P;2014;680000767;680001088;N2460;;2;1;1
USLD_P;2014;680000767;680001088;N2470;;1;0.1;1
USLD_P;2014;680000767;680001088;N2510;18;3;20.03;0
USLD_P;2014;680000767;680001088;NAUT;7;2;8.36;0
USLD_P;2014;680000833;680001138;MEDCH;;2;0.62;1
USLD_P;2014;680000833;680001138;N2210;9;1;9.18;0
USLD_P;2014;680000833;680001138;N2410;1;;0.99;0
USLD_P;2014;680000833;680001138;N2460;1;;0.5;1
USLD_P;2014;680000833;680001138;N2510;16;1;17.74;0
USLD_P;2014;680000833;680001138;NAUT;42;9;20.52;1
USLD_P;2014;680000882;680016011;MEDCH;4;1;2.7;
USLD_P;2014;680000882;680016011;N2210;6;13;10.92;
USLD_P;2014;680000882;680016011;N2410;2;;1.5;
USLD_P;2014;680000882;680016011;N2460;1;;0.5;
USLD_P;2014;680000882;680016011;N2510;13;1;12.74;
USLD_P;2014;680000882;680016011;NAUT;16;4;14.5;
USLD_P;2014;680003324;680014495;MEDCH;7;4;2.94;1
USLD_P;2014;680003324;680014495;N2210;18;6;22.8;1
USLD_P;2014;680003324;680014495;N2410;3;1;1.35;1
USLD_P;2014;680003324;680014495;N2460;2;1;1;1
USLD_P;2014;680003324;680014495;N2470;1;;0.93;1
USLD_P;2014;680003324;680014495;N2510;34;8;46.35;1
USLD_P;2014;680003324;680014495;N3120;1;;0.13;1
USLD_P;2014;680003324;680014495;NAUT;129;23;42.46;1
USLD_P;2014;680004553;680000486;MEDCH;1;0;0.5;1
USLD_P;2014;680004553;680000486;N2210;23;5;23.8;0
USLD_P;2014;680004553;680000486;N2410;4;;2.37;0
USLD_P;2014;680004553;680000486;N2460;1;1;1.6;0
USLD_P;2014;680004553;680000486;N2510;34;8;39.28;0
USLD_P;2014;680004553;680000486;N3120;1;;0.21;1
USLD_P;2014;680004553;680000486;NAUT;25;3;25.33;1
USLD_P;2014;690000245;690780432;M1320;2;;1.85;0
USLD_P;2014;690000245;690780432;MEDCH;2;;1.85;0
USLD_P;2014;690000245;690780432;N2210;9;3;10.7;0
USLD_P;2014;690000245;690780432;N2410;;2;1.15;0
USLD_P;2014;690000245;690780432;N2460;;1;0.9;0
USLD_P;2014;690000245;690780432;N2470;;1;0.67;0
USLD_P;2014;690000245;690780432;N2510;41;10;48.3;0
USLD_P;2014;690000245;690780432;N3120;22;4;24.56;0
USLD_P;2014;690000609;690010749;M1320;;;0.5;1
USLD_P;2014;690000609;690010749;MEDCH;;1;0.5;0
USLD_P;2014;690000609;690010749;N2210;9;1;7.72;1
USLD_P;2014;690000609;690010749;N2460;1;;0.25;
USLD_P;2014;690000609;690010749;N2510;17;4;15.38;1
USLD_P;2014;690000609;690010749;NAUT;15;1;8.35;1
USLD_P;2014;690000773;690782925;M1320;1;;0.3;1
USLD_P;2014;690000773;690782925;MEDCH;3;;1.5;1
USLD_P;2014;690000773;690782925;N2210;21;3;13.21;1
USLD_P;2014;690000773;690782925;N2410;;2;0.8;1
USLD_P;2014;690000773;690782925;N2460;;1;0.15;1
USLD_P;2014;690000773;690782925;N2470;;2;0.21;1
USLD_P;2014;690000773;690782925;N2510;30;10;30.33;1
USLD_P;2014;690000773;690782925;N3120;;1;0.24;1
USLD_P;2014;690000773;690782925;NAUT;27;16;21.63;1
USLD_P;2014;690780150;690000104;M1320;0;1;0.6;0
USLD_P;2014;690780150;690000104;N2210;2;6;6.48;1
USLD_P;2014;690780150;690000104;N2410;;1;0.25;1
USLD_P;2014;690780150;690000104;N2460;;2;1.2;1
USLD_P;2014;690780150;690000104;N2510;5;4;7.74;1
USLD_P;2014;690780150;690000104;N3120;;;;1
USLD_P;2014;690782420;690793633;M1320;;1;0.5;0
USLD_P;2014;690782420;690793633;MEDCH;;3;0.73;0
USLD_P;2014;690782420;690793633;N2210;;23;6.27;0
USLD_P;2014;690782420;690793633;N2410;;1;0.5;0
USLD_P;2014;690782420;690793633;N2470;;1;0.13;0
USLD_P;2014;690782420;690793633;N2510;;17;9.6;0
USLD_P;2014;690782420;690793633;N3120;;1;0.25;0
USLD_P;2014;690782420;690793633;NAUT;;29;8.42;0
USLD_P;2014;690784194;690781810;MEDCH;1;;1;0
USLD_P;2014;690784194;690781810;N2210;8;3;9.67;0
USLD_P;2014;690784194;690781810;N2460;;;0.13;0
USLD_P;2014;690784194;690781810;N2470;;;0.65;0
USLD_P;2014;690784194;690781810;N2510;32;3;36.38;0
USLD_P;2014;690784194;690781810;N3120;;;0.08;0
USLD_P;2014;690784194;690781810;NAUT;9;;9.8;0
USLD_P;2014;690787429;690781810;N2210;13;2;15.8;0
USLD_P;2014;690787429;690781810;N2510;32;11;42.64;0
USLD_P;2014;690787429;690781810;NAUT;9;4;8.75;0
USLD_P;2014;690787452;690781810;N2210;17;8;21.77;0
USLD_P;2014;690787452;690781810;N2460;;;0.5;0
USLD_P;2014;690787452;690781810;N2470;;;0.44;0
USLD_P;2014;690787452;690781810;N2510;59;13;68.16;0
USLD_P;2014;690787452;690781810;N3120;;;0.3;
USLD_P;2014;690787452;690781810;NAUT;14;3;18.02;0
USLD_P;2014;690787478;690781810;MEDCH;1;;0.7;1
USLD_P;2014;690787478;690781810;N2210;26;10;30.88;0
USLD_P;2014;690787478;690781810;N2410;;;1;0
USLD_P;2014;690787478;690781810;N2460;;;0.19;0
USLD_P;2014;690787478;690781810;N2510;87;12;89.96;0
USLD_P;2014;690787478;690781810;N3120;;;0.39;
USLD_P;2014;690787478;690781810;NAUT;3;1;3.8;1
USLD_P;2014;690791132;690001912;M1320;;3;0.84;1
USLD_P;2014;690791132;690001912;MEDCH;1;3;1.44;1
USLD_P;2014;690791132;690001912;N2210;9;;8.4;1
USLD_P;2014;690791132;690001912;N2410;0;2;0.6;1
USLD_P;2014;690791132;690001912;N2460;0;1;0.3;1
USLD_P;2014;690791132;690001912;N2470;0;1;0.3;1
USLD_P;2014;690791132;690001912;N2510;16;;15.6;1
USLD_P;2014;690791132;690001912;NAUT;12;11;17.23;1
USLD_P;2014;690801709;690802715;M1320;0;3;1.45;1
USLD_P;2014;690801709;690802715;MEDCH;0;3;1.45;1
USLD_P;2014;690801709;690802715;N2210;7;3;9.6;0
USLD_P;2014;690801709;690802715;N2410;0;4;0.84;1
USLD_P;2014;690801709;690802715;N2460;0;1;0.33;1
USLD_P;2014;690801709;690802715;N2470;0;1;0.5;1
USLD_P;2014;690801709;690802715;N2510;17;1;17.7;0
USLD_P;2014;690802251;690782222;M1320;;2;0.64;1
USLD_P;2014;690802251;690782222;MEDCH;;2;0.64;1
USLD_P;2014;690802251;690782222;N2210;9;3;6.99;1
USLD_P;2014;690802251;690782222;N2460;;1;0.08;1
USLD_P;2014;690802251;690782222;N2510;24;5;18.09;1
USLD_P;2014;690802251;690782222;NAUT;9;3;5.15;1
USLD_P;2014;690802913;690005038;M1320;1;;1;0
USLD_P;2014;690802913;690005038;MEDCH;1;2;1.33;1
USLD_P;2014;690802913;690005038;N2210;11;3;12.91;1
USLD_P;2014;690802913;690005038;N2410;;2;0.74;1
USLD_P;2014;690802913;690005038;N2460;;1;0.44;1
USLD_P;2014;690802913;690005038;N2470;;1;0.52;1
USLD_P;2014;690802913;690005038;N2510;25;6;29.47;1
USLD_P;2014;690802913;690005038;N3120;;1;0.03;1
USLD_P;2014;690802913;690005038;NAUT;1;29;18;1
USLD_P;2014;690803093;690780564;M1320;;1;0.5;
USLD_P;2014;690803093;690780564;MEDCH;;1;0.5;
USLD_P;2014;690803093;690780564;N2210;5;4;7;
USLD_P;2014;690803093;690780564;N2410;;1;0.35;
USLD_P;2014;690803093;690780564;N2470;;1;0.5;
USLD_P;2014;690803093;690780564;N2510;7;2;8.3;
USLD_P;2014;690803093;690780564;NAUT;9;2;10;
USLD_P;2014;700784341;700004096;MEDCH;;1;0.25;1
USLD_P;2014;700784341;700004096;N2210;7;1;8;
USLD_P;2014;700784341;700004096;N2510;15;;13.55;
USLD_P;2014;710972282;710781451;M1320;1;;1;0
USLD_P;2014;710972282;710781451;MEDCH;1;2;1.29;0
USLD_P;2014;710972282;710781451;N2210;15;2;15.54;0
USLD_P;2014;710972282;710781451;N2410;;1;0.2;0
USLD_P;2014;710972282;710781451;N2510;20;11;27.36;0
USLD_P;2014;710972282;710781451;NAUT;9;9;11.67;0
USLD_P;2014;710972365;710780644;MEDCH;;3;1.49;0
USLD_P;2014;710972365;710780644;N2210;12;1;11.62;0
USLD_P;2014;710972365;710780644;N2460;2;;1.3;0
USLD_P;2014;710972365;710780644;N2510;26;9;26.53;0
USLD_P;2014;710972365;710780644;N3120;;1;0.15;0
USLD_P;2014;710972365;710780644;NAUT;67;5;16.71;0
USLD_P;2014;710972423;710780263;MEDCH;;2;1.3;0
USLD_P;2014;710972423;710780263;N2210;16;10;17.07;
USLD_P;2014;710972423;710780263;N2510;47;14;45.98;
USLD_P;2014;710972423;710780263;NAUT;22;5;17.28;
USLD_P;2014;720000033;720000025;MEDCH;0;2;0.6;1
USLD_P;2014;720000033;720000025;N2210;5;13;15.3;
USLD_P;2014;720000033;720000025;N2410;0;4;0.95;
USLD_P;2014;720000033;720000025;N2460;0;6;0.53;
USLD_P;2014;720000033;720000025;N2510;21;16;34.47;
USLD_P;2014;720000033;720000025;NAUT;11;7;11.49;
USLD_P;2014;720000124;720000066;MEDCH;2;;0.39;
USLD_P;2014;720000124;720000066;N2210;;12;3.61;
USLD_P;2014;720000124;720000066;N2410;;1;0.31;
USLD_P;2014;720000124;720000066;N2460;;1;0.15;
USLD_P;2014;720000124;720000066;N2510;;32;10.23;
USLD_P;2014;720000124;720000066;NAUT;;18;6.43;
USLD_P;2014;720000314;720000090;MEDCH;1;;0.98;0
USLD_P;2014;720000314;720000090;N2210;1;;1.76;0
USLD_P;2014;720000314;720000090;N2510;8;;7.18;0
USLD_P;2014;720000314;720000090;N3120;;1;0.42;0
USLD_P;2014;720000314;720000090;NAUT;15;5;10.08;0
USLD_P;2014;720000470;610780082;MEDCH;1;;0.71;1
USLD_P;2014;720000470;610780082;N2210;;7;4.81;1
USLD_P;2014;720000470;610780082;N2510;;17;13.01;1
USLD_P;2014;720000470;610780082;NAUT;;16;13.14;1
USLD_P;2014;720000520;720000140;M1320;1;;1;1
USLD_P;2014;720000520;720000140;MEDCH;1;;1;1
USLD_P;2014;720000520;720000140;N2210;6;4;8.16;1
USLD_P;2014;720000520;720000140;N2510;18;2;18.89;1
USLD_P;2014;720000520;720000140;NAUT;15;1;16.67;1
USLD_P;2014;720000801;720002054;MEDCH;0;2;1.05;0
USLD_P;2014;720000801;720002054;N2210;5;6;6.79;1
USLD_P;2014;720000801;720002054;N2510;0;28;10.31;1
USLD_P;2014;720000801;720002054;NAUT;0;35;14.56;1
USLD_P;2014;720005909;720000025;MEDCH;;3;0.87;
USLD_P;2014;720005909;720000025;N2210;22;6;22.65;
USLD_P;2014;720005909;720000025;N2510;49;28;67.68;
USLD_P;2014;720005909;720000025;N3120;1;;0.11;
USLD_P;2014;720005909;720000025;NAUT;20;12;24.03;
USLD_P;2014;730000049;730002839;M1320;2;1;0.37;1
USLD_P;2014;730000049;730002839;MEDCH;2;2;0.59;1
USLD_P;2014;730000049;730002839;N2210;5;;5.06;0
USLD_P;2014;730000049;730002839;N2410;1;;0.24;1
USLD_P;2014;730000049;730002839;N2510;15;;12.45;0
USLD_P;2014;730000049;730002839;N3120;;;0.08;1
USLD_P;2014;730000049;730002839;NAUT;18;5;10.71;1
USLD_P;2014;730000080;730780103;MEDCH;1;;0.8;1
USLD_P;2014;730000080;730780103;N2210;10;;5.9;0
USLD_P;2014;730000080;730780103;N2410;1;;1;0
USLD_P;2014;730000080;730780103;N2460;1;;0.25;1
USLD_P;2014;730000080;730780103;N2510;15;;12.77;0
USLD_P;2014;730000080;730780103;NAUT;7;3;7.42;1
USLD_P;2014;730000098;730780111;M1320;2;0;0.7;1
USLD_P;2014;730000098;730780111;MEDCH;2;0;0.7;1
USLD_P;2014;730000098;730780111;N2210;6;1;6.27;0
USLD_P;2014;730000098;730780111;N2410;1;0;0.5;0
USLD_P;2014;730000098;730780111;N2460;0;1;0.09;1
USLD_P;2014;730000098;730780111;N2470;0;1;0.15;1
USLD_P;2014;730000098;730780111;N2510;10;3;13.35;1
USLD_P;2014;730000098;730780111;NAUT;8;2;8.73;0
