BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJ3M;SEJHP;JOUHP
SSR;2014;770300259;770000347;SSR_TOT;;142;30;0;1186;49068;;14397;722
SSR;2014;770420024;750042590;SSR_A;;130;2;;1046;40520;71;26;184
SSR;2014;770420024;750042590;SSR_A50;1;30;2;0;285;11481;21;26;184
SSR;2014;770420024;750042590;SSR_A59;1;100;;0;761;29039;50;;
SSR;2014;770420024;750042590;SSR_TOT;;130;2;0;1046;40520;71;26;184
SSR;2014;770630028;750042590;SSR_E;;40;20;;173;5824;13;140;4236
SSR;2014;770630028;750042590;SSR_E50;1;2;20;0;4;77;0;140;4236
SSR;2014;770630028;750042590;SSR_E51;1;20;;0;89;3826;6;;
SSR;2014;770630028;750042590;SSR_E52;1;18;;0;80;1921;7;;
SSR;2014;770630028;750042590;SSR_TOT;;40;20;0;173;5824;13;140;4236
SSR;2014;770700011;750042590;SSR_A;;235;40;;1557;77472;210;1035;13853
SSR;2014;770700011;750042590;SSR_A50;1;;40;0;;;;1035;13853
SSR;2014;770700011;750042590;SSR_A51;1;61;;;469;18203;40;;
SSR;2014;770700011;750042590;SSR_A52;1;58;;0;247;19162;67;;
SSR;2014;770700011;750042590;SSR_A57;1;20;;0;136;7067;22;;
SSR;2014;770700011;750042590;SSR_A59;1;96;;0;705;33040;81;;
SSR;2014;770700011;750042590;SSR_TOT;;235;40;0;1557;77472;210;1035;13853
SSR;2014;770701225;750721334;SSR_A;;20;5;;88;5313;;4;187
SSR;2014;770701225;750721334;SSR_A52;1;20;5;0;88;5313;;4;187
SSR;2014;770701225;750721334;SSR_E;;20;5;;47;4525;;10;1269
SSR;2014;770701225;750721334;SSR_E52;1;20;5;0;47;4525;;10;1269
SSR;2014;770701225;750721334;SSR_TOT;;40;10;0;135;9838;;14;1456
SSR;2014;770803989;770000925;SSR_A;;65;15;;1194;22317;0;399;7538
SSR;2014;770803989;770000925;SSR_A53;1;65;15;0;1194;22317;0;399;7538
SSR;2014;770803989;770000925;SSR_TOT;;65;15;0;1194;22317;0;399;7538
SSR;2014;770814622;770700185;SSR_A;;117;5;;827;45872;129;1406;1406
SSR;2014;770814622;770700185;SSR_A50;1;97;;0;309;16820;59;;
SSR;2014;770814622;770700185;SSR_A52;1;20;5;0;116;4741;0;1406;1406
SSR;2014;770814622;770700185;SSR_A59;1;;;0;402;24311;70;;
SSR;2014;770814622;770700185;SSR_TOT;;117;5;0;827;45872;129;1406;1406
SSR;2014;780000287;780110011;SSR_A;;86;;;577;30186;111;;
SSR;2014;780000287;780110011;SSR_A50;1;86;;0;577;30186;111;;
SSR;2014;780000287;780110011;SSR_A59;1;;;0;;;;;
SSR;2014;780000287;780110011;SSR_TOT;;86;;0;577;30186;111;;
SSR;2014;780000303;780110037;SSR_A;;106;16;;1106;31383;66;285;4338
SSR;2014;780000303;780110037;SSR_A50;1;;;0;;;;;
SSR;2014;780000303;780110037;SSR_A51;1;15;6;;197;4837;6;110;1833
SSR;2014;780000303;780110037;SSR_A52;1;15;4;0;109;4931;16;47;851
SSR;2014;780000303;780110037;SSR_A59;1;76;6;0;800;21615;44;128;1654
SSR;2014;780000303;780110037;SSR_TOT;;106;16;0;1106;31383;66;285;4338
SSR;2014;780000311;780001236;SSR_A;;60;;;686;19518;8;;
SSR;2014;780000311;780001236;SSR_A50;1;15;;1;178;4465;;;
SSR;2014;780000311;780001236;SSR_A51;1;30;;;338;10022;8;;
SSR;2014;780000311;780001236;SSR_A52;1;15;;1;170;5031;;;
SSR;2014;780000311;780001236;SSR_TOT;;60;;1;686;19518;8;;
SSR;2014;780000337;780001236;SSR_A;;30;0;;441;9594;;;
SSR;2014;780000337;780001236;SSR_A59;1;30;0;0;441;9594;;;
SSR;2014;780000337;780001236;SSR_TOT;;30;0;0;441;9594;;;
SSR;2014;780000345;780110078;SSR_A;;54;8;;445;14901;30;146;1378
SSR;2014;780000345;780110078;SSR_A59;1;54;8;0;445;14901;30;146;1378
SSR;2014;780000345;780110078;SSR_TOT;;54;8;0;445;14901;30;146;1378
SSR;2014;780000352;780110094;SSR_A;;207;12;;1768;61163;;269;3956
SSR;2014;780000352;780110094;SSR_A50;1;101;;0;762;29498;;;
SSR;2014;780000352;780110094;SSR_A51;1;76;6;;723;22455;;167;2840
SSR;2014;780000352;780110094;SSR_A52;1;30;6;0;283;9210;;102;1116
SSR;2014;780000352;780110094;SSR_E;;23;;;119;6912;;;
SSR;2014;780000352;780110094;SSR_E50;1;23;;0;119;6912;;;
SSR;2014;780000352;780110094;SSR_TOT;;230;12;0;1887;68075;;269;3956
SSR;2014;780000378;780130027;SSR_A;;17;;;200;5734;4;;
SSR;2014;780000378;780130027;SSR_A50;1;17;;0;200;5734;4;;
SSR;2014;780000378;780130027;SSR_TOT;;17;;0;200;5734;4;;
SSR;2014;780000386;780021788;SSR_A;;30;;;251;9109;14;;
SSR;2014;780000386;780021788;SSR_A50;1;30;;0;251;9109;14;;
SSR;2014;780000386;780021788;SSR_TOT;;30;;0;251;9109;14;;
SSR;2014;780000428;780002697;SSR_A;;127;17;;887;34555;76;210;2439
SSR;2014;780000428;780002697;SSR_A50;1;30;0;0;242;7732;8;0;0
SSR;2014;780000428;780002697;SSR_A51;1;25;5;;169;6757;4;86;1155
SSR;2014;780000428;780002697;SSR_A52;1;28;2;0;70;7463;35;46;442
SSR;2014;780000428;780002697;SSR_A59;1;44;10;0;406;12603;29;78;842
SSR;2014;780000428;780002697;SSR_TOT;;127;17;0;887;34555;76;210;2439
SSR;2014;780001467;780018347;SSR_A;;50;;;263;17508;;;
SSR;2014;780001467;780018347;SSR_A50;1;50;;0;263;17508;;;
SSR;2014;780001467;780018347;SSR_TOT;;50;;0;263;17508;;;
SSR;2014;780001657;780530010;SSR_E;;130;10;;710;28657;58;422;3054
SSR;2014;780001657;780530010;SSR_E50;1;15;2;0;43;1662;1;123;1289
SSR;2014;780001657;780530010;SSR_E51;1;30;3;0;81;3375;9;61;399
SSR;2014;780001657;780530010;SSR_E52;1;10;5;0;110;3664;10;238;1366
SSR;2014;780001657;780530010;SSR_E54;1;10;;0;71;1470;4;0;0
SSR;2014;780001657;780530010;SSR_E55;1;45;;0;302;13373;20;0;0
SSR;2014;780001657;780530010;SSR_E56;1;12;;0;43;2515;7;0;0
SSR;2014;780001657;780530010;SSR_E57;1;8;;0;60;2598;7;0;0
SSR;2014;780001657;780530010;SSR_TOT;;130;10;0;710;28657;58;422;3054
SSR;2014;780008298;750043994;SSR_A;;45;;;381;15510;10;;
SSR;2014;780008298;750043994;SSR_A59;1;45;;0;381;15510;10;;
SSR;2014;780008298;750043994;SSR_TOT;;45;;0;381;15510;10;;
SSR;2014;780018727;780018719;SSR_A;;30;0;;382;9574;5;0;0
SSR;2014;780018727;780018719;SSR_A50;1;30;0;0;382;9574;5;0;0
SSR;2014;780018727;780018719;SSR_TOT;;30;0;0;382;9574;5;0;0
SSR;2014;780140018;750005068;SSR_A;;77;;;708;23462;63;;
SSR;2014;780140018;750005068;SSR_A58;1;28;;0;206;6699;19;;
SSR;2014;780140018;750005068;SSR_A59;1;49;;0;502;16763;44;;
SSR;2014;780140018;750005068;SSR_TOT;;77;;0;708;23462;63;;
SSR;2014;780140075;750804114;SSR_A;;60;10;;346;19487;42;62;1353
SSR;2014;780140075;750804114;SSR_A50;1;;;0;;;;;
SSR;2014;780140075;750804114;SSR_A58;1;60;10;0;346;19487;42;62;1353
SSR;2014;780140075;750804114;SSR_TOT;;60;10;0;346;19487;42;62;1353
SSR;2014;780150017;750005068;SSR_A;;114;15;;1136;36152;49;157;3014
SSR;2014;780150017;750005068;SSR_A50;1;26;0;0;270;8934;17;;
SSR;2014;780150017;750005068;SSR_A51;1;30;5;;394;12060;11;3;48
SSR;2014;780150017;750005068;SSR_A52;1;18;5;0;86;3524;9;9;148
SSR;2014;780150017;750005068;SSR_A53;1;40;5;0;386;11634;12;145;2818
SSR;2014;780150017;750005068;SSR_TOT;;114;15;0;1136;36152;49;157;3014
SSR;2014;780150033;780020715;SSR_A;;8;;;11;2831;;;
SSR;2014;780150033;780020715;SSR_A50;1;8;;0;11;2831;;;
SSR;2014;780150033;780020715;SSR_TOT;;8;;0;11;2831;;;
SSR;2014;780150066;780808614;SSR_A;;162;10;;1535;45858;32;204;3941
SSR;2014;780150066;780808614;SSR_A51;1;50;10;;524;16103;9;204;3941
SSR;2014;780150066;780808614;SSR_A52;1;25;;0;88;5695;21;;
SSR;2014;780150066;780808614;SSR_A59;1;87;;0;923;24060;2;;
SSR;2014;780150066;780808614;SSR_TOT;;162;10;0;1535;45858;32;204;3941
SSR;2014;780300075;780000485;SSR_A;;50;8;;751;15078;;447;5449
SSR;2014;780300075;780000485;SSR_A50;1;;;0;;;;;
SSR;2014;780300075;780000485;SSR_A53;1;50;8;0;751;15078;;447;5449
SSR;2014;780300075;780000485;SSR_TOT;;50;8;0;751;15078;;447;5449
SSR;2014;780300083;750052318;SSR_A;;149;21;;1287;53342;93;479;6524
SSR;2014;780300083;750052318;SSR_A50;1;49;;0;491;17554;13;;
SSR;2014;780300083;750052318;SSR_A51;1;60;15;;407;22413;67;475;6517
SSR;2014;780300083;750052318;SSR_A53;1;40;6;0;389;13375;13;4;7
SSR;2014;780300083;750052318;SSR_TOT;;149;21;0;1287;53342;93;479;6524
SSR;2014;780300109;750056335;SSR_A;;65;;;852;22959;;;
SSR;2014;780300109;750056335;SSR_A50;1;35;;0;340;8808;;;
SSR;2014;780300109;750056335;SSR_A59;1;30;;0;512;14151;;;
SSR;2014;780300109;750056335;SSR_TOT;;65;;0;852;22959;;;
SSR;2014;780300166;310021258;SSR_A;;60;;;535;22424;89;;
SSR;2014;780300166;310021258;SSR_A50;1;30;;1;228;9286;38;;
SSR;2014;780300166;310021258;SSR_A59;1;30;;1;307;13138;51;;
SSR;2014;780300166;310021258;SSR_TOT;;60;;0;535;22424;89;;
SSR;2014;780300208;780000576;SSR_A;;40;;;448;13181;18;;
SSR;2014;780300208;780000576;SSR_A50;1;25;;0;253;6967;11;;
SSR;2014;780300208;780000576;SSR_A59;1;15;;1;195;6214;7;;
SSR;2014;780300208;780000576;SSR_TOT;;40;;0;448;13181;18;;
SSR;2014;780300224;310021225;SSR_A;;70;;;448;25451;;;
SSR;2014;780300224;310021225;SSR_A50;1;70;;0;448;25451;;;
SSR;2014;780300224;310021225;SSR_A59;1;;;0;;;;;
SSR;2014;780300224;310021225;SSR_TOT;;70;;0;448;25451;;;
SSR;2014;780300448;310021209;SSR_A;;75;;;692;27418;63;;
SSR;2014;780300448;310021209;SSR_A50;1;45;;0;373;15293;33;;
SSR;2014;780300448;310021209;SSR_A59;1;30;;0;319;12125;30;;
SSR;2014;780300448;310021209;SSR_TOT;;75;;0;692;27418;63;;
SSR;2014;780420022;750042590;SSR_A;;90;12;;673;26519;43;125;3970
SSR;2014;780420022;750042590;SSR_A50;1;13;;0;15;577;3;2;67
SSR;2014;780420022;750042590;SSR_A51;1;50;6;;602;24055;38;123;3903
SSR;2014;780420022;750042590;SSR_A52;1;15;6;0;;;;;
SSR;2014;780420022;750042590;SSR_A59;1;12;;0;56;1887;2;;
SSR;2014;780420022;750042590;SSR_TOT;;90;12;0;673;26519;43;125;3970
SSR;2014;780420048;780021069;SSR_A;;53;;;665;19199;;;
SSR;2014;780420048;780021069;SSR_A50;1;53;;0;665;19199;;;
SSR;2014;780420048;780021069;SSR_TOT;;53;;0;665;19199;;;
SSR;2014;780630026;750803900;SSR_E;;57;;;574;16303;;;
SSR;2014;780630026;750803900;SSR_E50;1;57;;0;174;5108;;;
SSR;2014;780630026;750803900;SSR_E53;1;;;0;233;3668;;;
SSR;2014;780630026;750803900;SSR_E54;1;;;0;66;3377;;;
SSR;2014;780630026;750803900;SSR_E55;1;;;0;101;4150;;;
SSR;2014;780630026;750803900;SSR_TOT;;57;;0;574;16303;;;
SSR;2014;780700027;780822193;SSR_A;;90;20;;575;30782;;250;6622
SSR;2014;780700027;780822193;SSR_A51;1;30;20;;228;8738;;250;6622
SSR;2014;780700027;780822193;SSR_A52;1;30;;0;154;10995;;;
SSR;2014;780700027;780822193;SSR_A59;1;30;;0;193;11049;;;
SSR;2014;780700027;780822193;SSR_TOT;;90;20;0;575;30782;;250;6622
SSR;2014;780700050;780826210;SSR_A;;68;;;412;21776;50;;
SSR;2014;780700050;780826210;SSR_A50;1;;;0;;;;;
SSR;2014;780700050;780826210;SSR_A51;1;68;;;412;21776;50;;
SSR;2014;780700050;780826210;SSR_TOT;;68;;0;412;21776;50;;
SSR;2014;780825816;780003638;SSR_A;;35;15;;211;12639;31;228;5283
SSR;2014;780825816;780003638;SSR_A50;1;0;;0;;;;;
SSR;2014;780825816;780003638;SSR_A52;1;35;15;1;211;12639;31;228;5283
SSR;2014;780825816;780003638;SSR_TOT;;35;15;0;211;12639;31;228;5283
SSR;2014;790000087;790000012;SSR_A;;91;10;;1044;32871;42;108;1797
SSR;2014;790000087;790000012;SSR_A50;1;42;6;0;507;15537;14;52;821
SSR;2014;790000087;790000012;SSR_A52;1;19;4;0;138;6258;24;56;976
SSR;2014;790000087;790000012;SSR_A59;1;30;;0;399;11076;4;;
SSR;2014;790000087;790000012;SSR_TOT;;91;10;0;1044;32871;42;108;1797
SSR;2014;790000103;790006654;SSR_A;;82;2;;840;28744;58;659;659
SSR;2014;790000103;790006654;SSR_A50;1;75;2;1;793;26454;47;659;659
SSR;2014;790000103;790006654;SSR_A59;1;7;0;1;47;2290;11;0;0
SSR;2014;790000103;790006654;SSR_TOT;;82;2;0;840;28744;58;659;659
SSR;2014;790000111;790000046;SSR_A;;49;;;482;15303;0;;
SSR;2014;790000111;790000046;SSR_A50;1;49;;0;482;15303;0;;
SSR;2014;790000111;790000046;SSR_A59;1;;;0;;;;;
SSR;2014;790000111;790000046;SSR_TOT;;49;;0;482;15303;0;;
SSR;2014;790000137;790000061;SSR_A;;25;;;261;8816;;;
SSR;2014;790000137;790000061;SSR_A50;1;25;;0;261;8816;;;
SSR;2014;790000137;790000061;SSR_TOT;;25;;0;261;8816;;;
SSR;2014;790000145;790000079;SSR_A;;40;;;562;13453;4;;
SSR;2014;790000145;790000079;SSR_A50;1;;;0;;;;;
SSR;2014;790000145;790000079;SSR_A59;1;40;;0;562;13453;4;;
SSR;2014;790000145;790000079;SSR_TOT;;40;;0;562;13453;4;;
SSR;2014;790000186;790000178;SSR_A;;74;;;825;23836;4;;
SSR;2014;790000186;790000178;SSR_A50;1;74;;0;825;23836;4;;
SSR;2014;790000186;790000178;SSR_TOT;;74;;0;825;23836;4;;
SSR;2014;790000269;870015336;SSR_A55;1;;;0;;;;;
SSR;2014;790000269;870015336;SSR_E;;32;0;;61;6043;53;0;0
SSR;2014;790000269;870015336;SSR_E55;1;32;0;0;61;6043;53;0;0
SSR;2014;790000269;870015336;SSR_TOT;;32;0;0;61;6043;53;0;0
SSR;2014;790000681;790002497;SSR_A;;97;31;;978;30895;;800;8948
SSR;2014;790000681;790002497;SSR_A51;1;53;17;;610;16304;;446;6597
SSR;2014;790000681;790002497;SSR_A52;1;39;13;0;332;12845;;354;2351
SSR;2014;790000681;790002497;SSR_A57;1;5;1;0;36;1746;;0;0
SSR;2014;790000681;790002497;SSR_E;;3;2;;22;506;;42;409
SSR;2014;790000681;790002497;SSR_E51;1;2;1;0;17;310;;28;281
SSR;2014;790000681;790002497;SSR_E52;1;1;1;0;5;196;;14;128
SSR;2014;790000681;790002497;SSR_TOT;;100;33;0;1000;31401;;842;9357
SSR;2014;790003537;790006654;SSR_A;;24;0;;269;7259;28;;
SSR;2014;790003537;790006654;SSR_A58;1;24;0;0;269;7259;28;;
SSR;2014;790003537;790006654;SSR_TOT;;24;0;0;269;7259;28;;
SSR;2014;790008064;790002497;SSR_A;;79;;;1027;32407;;;
SSR;2014;790008064;790002497;SSR_A50;1;49;;0;609;22026;;;
SSR;2014;790008064;790002497;SSR_A55;1;30;;0;418;10381;;;
SSR;2014;790008064;790002497;SSR_TOT;;79;;0;1027;32407;;;
SSR;2014;800000150;800002982;SSR_A;;20;;;270;7496;0;;
SSR;2014;800000150;800002982;SSR_A50;1;20;;1;270;7496;0;;
SSR;2014;800000150;800002982;SSR_TOT;;20;;0;270;7496;0;;
SSR;2014;800000184;800000036;SSR_A;;30;;;413;10493;10;;
SSR;2014;800000184;800000036;SSR_A50;1;15;;1;137;3346;2;;
SSR;2014;800000184;800000036;SSR_A59;1;15;;1;276;7147;8;;
SSR;2014;800000184;800000036;SSR_TOT;;30;;0;413;10493;10;;
SSR;2014;800000192;800000044;SSR_A;;20;;;139;5261;;;
SSR;2014;800000192;800000044;SSR_A59;1;20;;0;139;5261;;;
SSR;2014;800000192;800000044;SSR_TOT;;20;;0;139;5261;;;
SSR;2014;800000200;800000051;SSR_A;;90;15;;1168;24981;;373;5221
SSR;2014;800000200;800000051;SSR_A50;1;24;;0;233;5736;;0;0
SSR;2014;800000200;800000051;SSR_A51;1;20;;;169;4174;;34;317
SSR;2014;800000200;800000051;SSR_A52;1;10;;0;155;5685;;50;566
SSR;2014;800000200;800000051;SSR_A53;1;15;15;0;315;3384;;258;3961
SSR;2014;800000200;800000051;SSR_A55;1;21;;0;296;6002;;31;377
SSR;2014;800000200;800000051;SSR_TOT;;90;15;0;1168;24981;;373;5221
SSR;2014;800000226;800000069;SSR_A;;40;;;434;11935;15;;
SSR;2014;800000226;800000069;SSR_A50;1;40;;0;434;11935;15;;
SSR;2014;800000226;800000069;SSR_TOT;;40;;0;434;11935;15;;
SSR;2014;800000275;800000077;SSR_A;;38;;;402;10002;0;;
SSR;2014;800000275;800000077;SSR_A50;1;38;;0;402;10002;0;;
SSR;2014;800000275;800000077;SSR_TOT;;38;;0;402;10002;0;;
SSR;2014;800000390;800000085;SSR_A;;40;0;;346;11626;21;;
SSR;2014;800000390;800000085;SSR_A50;1;40;0;0;346;11626;21;;
SSR;2014;800000390;800000085;SSR_A59;1;;0;0;;;;;
SSR;2014;800000390;800000085;SSR_TOT;;40;0;0;346;11626;21;;
SSR;2014;800000440;800000085;SSR_A;;42;;;390;12165;14;;
SSR;2014;800000440;800000085;SSR_A50;1;22;;1;267;7150;9;;
SSR;2014;800000440;800000085;SSR_A58;1;20;;1;123;5015;5;;
SSR;2014;800000440;800000085;SSR_TOT;;42;;0;390;12165;14;;
SSR;2014;800000507;800000135;SSR_A;;57;;;332;18971;24;;
SSR;2014;800000507;800000135;SSR_A50;1;;;0;;;;;
SSR;2014;800000507;800000135;SSR_A58;1;;;0;;;;;
SSR;2014;800000507;800000135;SSR_A59;1;57;;1;332;18971;24;;
SSR;2014;800000507;800000135;SSR_TOT;;57;;0;332;18971;24;;
SSR;2014;800000614;800000044;SSR_A;;30;;;292;10706;0;;
SSR;2014;800000614;800000044;SSR_A50;1;;;0;;;;;
SSR;2014;800000614;800000044;SSR_A59;1;30;;0;292;10706;0;;
SSR;2014;800000614;800000044;SSR_TOT;;30;;0;292;10706;0;;
SSR;2014;800004152;800000093;SSR_A;;20;;;207;6436;7;;
SSR;2014;800004152;800000093;SSR_A50;1;20;;1;207;6436;7;;
SSR;2014;800004152;800000093;SSR_TOT;;20;;0;207;6436;7;;
SSR;2014;800006124;800000044;SSR_A;;38;5;;305;10691;0;1195;1195
SSR;2014;800006124;800000044;SSR_A50;1;;;0;;;;;
SSR;2014;800006124;800000044;SSR_A51;1;;;;;;;;
SSR;2014;800006124;800000044;SSR_A52;1;18;5;0;152;5246;0;1195;1195
SSR;2014;800006124;800000044;SSR_A57;1;;;0;;;;;
SSR;2014;800006124;800000044;SSR_A59;1;20;;0;153;5445;0;;
SSR;2014;800006124;800000044;SSR_E;;12;2;;177;3421;0;623;623
SSR;2014;800006124;800000044;SSR_E50;1;12;2;0;177;3421;0;623;623
SSR;2014;800006124;800000044;SSR_E51;1;;;0;;;;;
SSR;2014;800006124;800000044;SSR_E52;1;;;0;;;;;
SSR;2014;800006124;800000044;SSR_E57;1;;;0;;;;;
SSR;2014;800006124;800000044;SSR_TOT;;50;7;0;482;14112;0;1818;1818
SSR;2014;800006231;800000028;SSR_A;;47;;;329;15775;66;;
SSR;2014;800006231;800000028;SSR_A59;1;47;;0;329;15775;66;;
SSR;2014;800006231;800000028;SSR_TOT;;47;;0;329;15775;66;;
SSR;2014;800008989;800002941;SSR_A;;60;0;;803;19524;;0;0
SSR;2014;800008989;800002941;SSR_A50;1;10;0;0;107;1951;;0;0
SSR;2014;800008989;800002941;SSR_A51;1;50;0;;696;17573;;0;0
SSR;2014;800008989;800002941;SSR_TOT;;60;0;0;803;19524;;0;0
SSR;2014;800012528;800003071;SSR_A;;30;20;;349;9202;;782;7402
SSR;2014;800012528;800003071;SSR_A50;1;;;0;;;;;
SSR;2014;800012528;800003071;SSR_A51;1;19;13;;244;5774;;472;5149
SSR;2014;800012528;800003071;SSR_A52;1;8;6;0;81;2311;;304;2204
SSR;2014;800012528;800003071;SSR_A57;1;3;1;0;24;1117;;6;49
SSR;2014;800012528;800003071;SSR_TOT;;30;20;0;349;9202;;782;7402
SSR;2014;800016727;800003071;SSR_A;;27;;;310;9980;;;
SSR;2014;800016727;800003071;SSR_A50;1;27;;1;310;9980;;;
SSR;2014;800016727;800003071;SSR_A59;1;;;1;;;;;
SSR;2014;800016727;800003071;SSR_TOT;;27;;0;310;9980;;;
SSR;2014;800016735;800000044;SSR_A;;27;;;281;9473;19;;
SSR;2014;800016735;800000044;SSR_A50;1;;;0;;;;;
SSR;2014;800016735;800000044;SSR_A59;1;27;;0;281;9473;19;;
SSR;2014;800016735;800000044;SSR_TOT;;27;;0;281;9473;19;;
SSR;2014;810000158;810100099;SSR_A;;23;;;282;8333;4;;
SSR;2014;810000158;810100099;SSR_A50;1;23;;0;282;8333;4;;
SSR;2014;810000158;810100099;SSR_TOT;;23;;0;282;8333;4;;
SSR;2014;810000232;810099903;SSR_A;;98;15;;811;27762;;368;4911
SSR;2014;810000232;810099903;SSR_A50;1;10;5;0;31;1085;;16;451
SSR;2014;810000232;810099903;SSR_A51;1;48;5;;594;20071;;166;3203
SSR;2014;810000232;810099903;SSR_A52;1;40;5;0;186;6606;;186;1257
SSR;2014;810000232;810099903;SSR_TOT;;98;15;0;811;27762;;368;4911
SSR;2014;810000448;810099945;SSR_A;;38;5;;279;8602;100;42;832
SSR;2014;810000448;810099945;SSR_A50;1;38;5;0;279;8602;100;42;832
SSR;2014;810000448;810099945;SSR_TOT;;38;5;0;279;8602;100;42;832
SSR;2014;810000505;810000331;SSR_A;;20;;;216;6724;6;;
SSR;2014;810000505;810000331;SSR_A50;1;20;;0;216;6724;6;;
SSR;2014;810000505;810000331;SSR_TOT;;20;;0;216;6724;6;;
SSR;2014;810000513;810000349;SSR_A;;27;4;;376;9073;;86;1193
SSR;2014;810000513;810000349;SSR_A50;1;27;4;1;376;9073;;86;1193
SSR;2014;810000513;810000349;SSR_TOT;;27;4;0;376;9073;;86;1193
SSR;2014;810000539;810000398;SSR_A;;20;;;249;5717;;;
SSR;2014;810000539;810000398;SSR_A50;1;20;;0;249;5717;;;
SSR;2014;810000539;810000398;SSR_TOT;;20;;0;249;5717;;;
SSR;2014;810000547;810000380;SSR_A;;40;;;497;13042;5;;
SSR;2014;810000547;810000380;SSR_A50;1;8;;0;253;6954;3;;
SSR;2014;810000547;810000380;SSR_A52;1;12;;0;9;176;;;
SSR;2014;810000547;810000380;SSR_A59;1;20;;0;235;5912;2;;
SSR;2014;810000547;810000380;SSR_TOT;;40;;0;497;13042;5;;
SSR;2014;810000562;810000455;SSR_A;;53;1;;588;17468;;19;260
SSR;2014;810000562;810000455;SSR_A50;1;13;;0;51;1204;;;
SSR;2014;810000562;810000455;SSR_A51;1;20;1;;186;6196;;19;260
SSR;2014;810000562;810000455;SSR_A59;1;20;;1;351;10068;;;
SSR;2014;810000562;810000455;SSR_TOT;;53;1;0;588;17468;;19;260
SSR;2014;810003954;810099903;SSR_A;;72;;;724;24154;;;
SSR;2014;810003954;810099903;SSR_A50;1;26;;0;630;20590;;;
SSR;2014;810003954;810099903;SSR_A59;1;46;;0;94;3564;;;
SSR;2014;810003954;810099903;SSR_TOT;;72;;0;724;24154;;;
SSR;2014;810004200;920000395;SSR_A;;118;;;1285;40923;;;
SSR;2014;810004200;920000395;SSR_A50;1;59;;0;796;27978;;;
SSR;2014;810004200;920000395;SSR_A55;1;59;;0;489;12945;;;
SSR;2014;810004200;920000395;SSR_TOT;;118;;0;1285;40923;;;
SSR;2014;810099838;810000380;SSR_A;;38;2;;467;12869;1;24;474
SSR;2014;810099838;810000380;SSR_A51;1;20;;;324;8699;;8;144
SSR;2014;810099838;810000380;SSR_A52;1;18;2;1;143;4170;1;16;330
SSR;2014;810099838;810000380;SSR_TOT;;38;2;1;467;12869;1;24;474
SSR;2014;810101170;810101162;SSR_A;;53;;;620;16934;;;
SSR;2014;810101170;810101162;SSR_A50;1;53;;0;620;16934;;;
SSR;2014;810101170;810101162;SSR_TOT;;53;;0;620;16934;;;
SSR;2014;820000032;820000016;SSR_A;;60;10;;753;19862;18;203;2086
SSR;2014;820000032;820000016;SSR_A50;1;30;;0;346;10364;9;;
SSR;2014;820000032;820000016;SSR_A51;1;30;5;;407;9498;9;111;1335
SSR;2014;820000032;820000016;SSR_A52;1;;5;0;;;;92;751
SSR;2014;820000032;820000016;SSR_TOT;;60;10;0;753;19862;18;203;2086
SSR;2014;820000198;820004950;SSR_A;;36;;;378;12545;;;
SSR;2014;820000198;820004950;SSR_A50;1;17;;0;207;6404;;;
SSR;2014;820000198;820004950;SSR_A59;1;19;;0;171;6141;;;
SSR;2014;820000198;820004950;SSR_TOT;;36;;0;378;12545;;;
SSR;2014;820000412;820000560;SSR_A;;60;0;;627;18399;0;0;0
SSR;2014;820000412;820000560;SSR_A50;1;2;0;0;0;0;0;0;0
SSR;2014;820000412;820000560;SSR_A58;1;58;0;0;627;18399;0;0;0
SSR;2014;820000412;820000560;SSR_TOT;;60;0;0;627;18399;0;0;0
SSR;2014;820000420;820000206;SSR_A;;33;0;;274;10987;19;0;0
SSR;2014;820000420;820000206;SSR_A50;1;33;0;0;274;10987;19;0;0
SSR;2014;820000420;820000206;SSR_TOT;;33;0;0;274;10987;19;0;0
SSR;2014;820000461;820000248;SSR_A;;11;;;189;4137;;;
SSR;2014;820000461;820000248;SSR_A50;1;11;;0;189;4137;;;
SSR;2014;820000461;820000248;SSR_TOT;;11;;0;189;4137;;;
SSR;2014;820000883;820004950;SSR_A;;0;;;22;443;;;
SSR;2014;820000883;820004950;SSR_A50;1;0;;0;22;443;;;
SSR;2014;820000883;820004950;SSR_A55;0;;;1;;;;;
SSR;2014;820000883;820004950;SSR_TOT;;0;;0;22;443;;;
SSR;2014;820002350;820000578;SSR_A;;72;0;;1397;29747;0;0;0
SSR;2014;820002350;820000578;SSR_A50;1;;;0;;;;;
SSR;2014;820002350;820000578;SSR_A53;1;72;0;0;1397;29747;0;0;0
SSR;2014;820002350;820000578;SSR_TOT;;72;0;0;1397;29747;0;0;0
SSR;2014;820003218;820008142;SSR_A;;100;10;;1412;37644;21;83;2427
SSR;2014;820003218;820008142;SSR_A50;1;80;5;1;1412;37644;21;83;2427
SSR;2014;820003218;820008142;SSR_A52;1;20;5;1;;;;;
SSR;2014;820003218;820008142;SSR_TOT;;100;10;0;1412;37644;21;83;2427
SSR;2014;830000287;830100525;SSR_A;;;8;;;;;976;1870
SSR;2014;830000287;830100525;SSR_A53;1;;8;0;;;;976;1870
SSR;2014;830000287;830100525;SSR_TOT;;;8;0;;;;976;1870
SSR;2014;830000303;830100541;SSR_A;;260;;;2672;86708;305;461;2699
